ticker,company_name,market,simple_sector,sector,feature_summary,segment_summary,flags,headline_positive_count,headline_negative_count,headline_score_raw,shikiho_score_overall,score_growth,score_profitability,score_safety,score_undervalued,score_momentum,forecast_per,actual_pbr,forecast_yield,ytd_return_text_pct,ma200_gap_pct,equity_ratio_pct,sales_growth_pct,op_growth_pct,np_growth_pct,eps_growth_pct,div_growth_pct,annual_return_pct,quarter_return_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,persistence_20d_pct,year_end_close,sector_33,sector_adjusted_per_score,fundamental_score,price_score,valuation_score,promising_score,selected,selection_reason,ocr_per,avg_monthly_high_low_change_pct,end_to_trailing_high_pct
7551.T,ウェッズ,東証スタンダード,前号並み/輸送用機器,前号並み/輸送用機器,,,優待あり / 貸借 / 最新の四季報作成後に通期業績予想の変更はありません。 / 碧海信用金庫,1,0,1,3.0,3.0,3.0,4.0,5.0,3.0,8.64,0.62,3.84,,,,1.0302236894530248,-10.952804986642915,-8.391608391608397,-8.408071748878921,0.0,8.31973898858076,4.897314375987372,0.47193346236526024,8.227848101265822,58.333333333333336,85.0,662.0,輸送用機器,1.0,0.4521712949099686,0.5753355010345848,0.919319283232658,0.6010247853305837,False,score=0.601 | annual=8.9 | q4=7.1 | trend_r2=0.372 | per_score=1.0,8.64,,85.78811369509044
7509.T,アイエーグループ,東証スタンダード,小売/他消費財小売り,小売/他消費財小売り,,,業績予想更新あり / 信用,2,0,2,3.0,3.0,3.0,3.0,5.0,,6.52,0.42,3.12,,,,5.929362546595507,-10.406232609905397,-8.293460925039875,-8.715277777777775,25.0,28.440366972477072,2.4390243902439046,0.8962118535718074,9.226190476190476,75.0,75.0,4160.0,小売業,1.0,0.4366074302492639,0.6670174401418859,0.9136203943623664,0.6356945275235644,False,score=0.636 | annual=26.6 | q4=-0.4 | trend_r2=0.876 | per_score=1.0,6.52,,98.24561403508771
7483.T,ドウシシャ,東証プライム,卸売/他個人サービス・製品,卸売/他個人サービス・製品,,,業績予想更新あり / 優待あり / 貸借,2,0,2,4.0,3.0,4.0,5.0,3.0,5.0,15.01,1.3,2.92,,,,7.513669595134242,27.84880489160644,24.82446559525666,21.74851592012952,117670.58823529413,56.3407550822846,12.622036262203618,0.9708639064597767,10.058637798827242,83.33333333333334,75.0,3300.0,卸売業,1.0,0.678138741206665,0.9051610996157258,0.7838370407954873,0.8014384624085068,True,score=0.801 | annual=52.3 | q4=18.5 | trend_r2=0.943 | per_score=1.0,15.01,,93.4876989869754
6408.T,小倉クラッチ,東証スタンダード,機械/自動車部品,機械/自動車部品,,,業績予想更新あり / 信用,2,0,2,3.0,4.0,1.0,2.0,5.0,5.0,5.49,0.38,2.17,,,,-7.531828637802629,37.93103448275863,-81.92771084337349,-81.92817608443815,0.0,13.003095975232192,1.388888888888884,0.579990639375566,10.519645120405574,58.333333333333336,65.0,3705.0,機械,1.0,0.4573331250717974,0.5037304167898315,0.8709683164739581,0.560938944625345,False,score=0.561 | annual=10.6 | q4=-2.5 | trend_r2=0.612 | per_score=1.0,5.49,,92.52217997465145
4998.T,フマキラー,東証スタンダード,前号並み/化学,前号並み/化学,,,優待あり / 貸借 / 最新の四季報作成後に通期業績予想の変更はありません。,2,1,1,3.0,5.0,3.0,2.0,5.0,2.0,9.75,0.75,2.06,,,,4.259755734286563,9.599395313681036,34.062927496580016,33.89639639639641,10927.272727272726,6.330275229357807,-1.4455782312925214,0.3941036269345176,11.694510739856801,50.0,40.0,1165.0,化学,1.0,0.582569627900895,0.4060124150162577,0.8160827297860049,0.5498215024798302,False,score=0.55 | annual=7.0 | q4=-5.1 | trend_r2=0.425 | per_score=1.0,9.75,,91.98412698412697
2384.T,SBSホールディングス,東証プライム,陸運/倉庫・運輸サービス,陸運/倉庫・運輸サービス,,,業績予想更新あり / 貸借,2,0,2,3.0,3.0,3.0,2.0,4.0,4.0,11.63,1.62,2.65,,,,,,,,,62.111017661900746,12.063953488372103,0.8814797049223492,12.575655682582376,75.0,75.0,3780.0,陸運業,1.0,0.2976880963783674,0.8375347324859592,0.7435189749752702,0.6297852583461643,False,score=0.63 | annual=61.0 | q4=6.8 | trend_r2=0.885 | per_score=1.0,11.63,,96.61654135338345
9034.T,南総通運,東証スタンダード,前号並み/陸運,前号並み/陸運,,,信用 / 最新の四季報作成後に通期業績予想の変更はありません。,4,0,4,4.0,3.0,5.0,4.0,4.0,4.0,10.77,0.66,4.39,,,,5.550726437352549,6.541129831516357,8.029197080291972,13.23210412147504,20.0,52.81007751937985,2.2697795071335847,0.9268964067349894,12.652705061082026,83.33333333333334,35.0,1639.0,陸運業,1.0,0.6807683371024266,0.88779190067987,0.9301821822338484,0.8238117097385605,True,score=0.824 | annual=53.9 | q4=14.2 | trend_r2=0.935 | per_score=1.0,10.77,,95.86626139817629
8699.T,HSホールディングス,東証スタンダード,証券先物/証券・先物,証券先物/証券・先物,,,業績予想更新あり / 貸借,2,1,1,3.0,1.0,5.0,,5.0,4.0,3.96,0.4,0.8,,,,3.2674892760684138,-18.62567811934901,5.785123966942152,5.769709027605074,0.0,51.276102088167065,28.72655478775914,0.7487864261867565,13.024085637823369,50.0,75.0,1170.0,証券、商品先物取引業,1.0,0.4220739003581343,0.7591959798994975,0.8213793589686778,0.6536399278738565,False,score=0.654 | annual=33.9 | q4=20.0 | trend_r2=0.731 | per_score=1.0,3.96,,98.34087481146304
9031.T,西日本鉄道,東証プライム,陸運/鉄道,陸運/鉄道,,,業績予想更新あり / 優待あり / 貸借,3,0,3,4.0,4.0,3.0,2.0,5.0,4.0,7.56,0.83,1.69,,,,7.442023021680066,1.294316263365225,20.134550696780384,23.914670658682645,25.0,31.45496535796766,22.725312634756367,0.5398809079938673,13.171806167400879,58.333333333333336,80.0,2796.0,陸運業,1.0,0.6122136798926582,0.6703754064439846,0.7897437211775185,0.6738924650977272,False,score=0.674 | annual=24.1 | q4=20.1 | trend_r2=0.368 | per_score=1.0,7.56,,97.00068166325835
9446.T,サカイホールディングス,東証スタンダード,増額/情報通信,増額/情報通信,,,信用 / 最新の四季報作成後に通期業績予想の変更はありません。,4,2,2,3.0,3.0,4.0,2.0,5.0,5.0,8.25,1.12,5.05,,,,,,,,,52.08791208791208,32.567049808429125,0.7292759366443535,13.344887348353552,41.66666666666667,85.0,667.0,情報・通信業,1.0,0.3456500280505045,0.7226248891516407,0.8716419417532006,0.620487098286555,False,score=0.62 | annual=41.3 | q4=27.0 | trend_r2=0.61 | per_score=1.0,8.25,,97.32770745428974
