ticker,company_name,sector,best_variant,theme_text_regenerated_normalized
1813.T,不動テトラ,建設業,theme_bodyleft,"ー7を4ー諸%74カ(1囹り10→&高安52ー毬高師安呂・2加一【株式】&4,ー【株)名く幻コ〉庸63認-kUFJåiÄⅡ己資本石松竹10ムー物「・日応業8ー【指標等】く耙43〉トヨタ自動車8()最純益(14コ)2,5・、年0、(0年満00)0・チ・・敏明長川栄冫田"
4199.T,ワンダープラネット,情報・通信業,theme_wide,"幻.7東⑥2ト(OA)02【株式】俐【株ト名くの務)=牡0計人竪安き比事4=ナイテ,ド0第ーLINEV00ⅳ=0ーl()lィ事業合24ーー【指標等】く>JPモルガンーー〉4く瀞"
