ticker,company_name,sector,best_variant,theme_text_regenerated_normalized
4671.T,ファルコホールディングス,サービス業,theme_bodyleft,".4東S97~2料分1→1高ー7安ま比笋、0Ⅱ己資本芸7自等臂会生3〉而裃都銀行4ビー・エム・エル1例第0引1匯日本マスタヨ日1【株式】&乢0【株1,&名くコ〉2よ聞響「19')中小企ま四1ー【指標等】く4・3〉松本油製薬(ー5)高師安呂・幻21G・、年45双5年満7.幻))3,5認【役員】な田忠史原"
1812.T,鹿島建設,建設業,theme_bodyleft,"幟&1東P21ー5第:仇79ロ3加.6ー7【株式】&5,6飛【株2,1名閉①庸1,阜・Ⅱ己資本1叩鹿島公子第4四一0響「三)日を友銀行石21.4似1【指標等】く4・3〉鹿島学振興7四ロ高安呂・大正製薬ⅡLD6一幻整ー忘)1%,行8ぐ信月第・疋・仏5、戸年00、年ふ囈ー爨冪越:墅味至・供仄野"
3417.T,大木ヘルスケアホールディングス,卸売業,theme_bodyleft,"ー51丘1ー【株式】&14,0肥【株主)名く幻コ〉庸阜1ロート製擎1石ー躪ー東ホールプング1引IO•()1ー齠〉而国分グルー本社1側富Ⅱ己資本9ー銀株会4コム4アリミン製薬燔、颶4買Ⅱ・74響「16,射5自社(自己株ロ)よ【指標等】く4・3〉久光製薬41(2の高統安日・1韻益(21①2,"
4651.T,サニックスホールディングス,サービス業,theme_wide,"0例→ー.38.ー27【株式】9俐【株ドコ務)く23〉市日本マスタ日割バイオン一【指標等】〉sBI胼気Pöa•sき比事脇済会本端人サ=,,龕統一安統日・外〉く瀞"
4891.T,ティムス,医薬品,theme_bodyleft,"東誕c21ーーれ咫57興高安日・)61国人・再.ー7・く国月22、効月れ・・予・・ⅱ本哲郎(凵)韻益(2)1,OCI弔搬資事-冾例一円蓮見恵司調株益1よ3)、ニッセイ・旱ャビタル畊}1,繝TIIVP—IE•47の本比事・カンパニーⅡ己資本3,5モルガン・スンレー・アンド3,ー資事、い7(9.1)Fキ又ビタル4号投事業組合(10.1)1大Ⅲ台バイオペンチャー【株式】&40,ー【株ド刄,1花名く幻の"
4588.T,オンコリスバイオファーマ,医薬品,theme_bodyleft,"ー7△3.5.12い幻.4高安74引82ーー興40純・、年1・(5年満Ⅱ)ー5出06一△8.6阜朧1,72.5△.1【株式】&,%ー飛【株1ロくな肥>庸1楽天証券砌ーアステラス製薬72阜Ⅱ己資本野村し銀行信龜ー93,射5中西均幻い響「、3,日本証券个融0【指標等】4肥〉野を14調ー株益最益(10」2)訂柵6"
