ticker,company_name,sector,best_variant,theme_text_regenerated_normalized
3075.T,銚子丸,小売業,theme_bodyleft,"ー7.4△ロ11阪]鬮オール・エム2【株式】&【株ド)7,7名くなⅡ〉庸8.11→1&11阜引Ⅱ己資本8,長社Ⅱー己株ロ)制新1襯0川響「9'G証券4(02)1【指標等】45〉BNYM・BNYGCMクライア高安呂・2幻7ー株益4仇川ンM・ILMFE2(0.1)最純益(.5)1,7く外国>1.脇く浮動株〉、戸年、(0年満、)ー:・=投信=0、聳定株0~"
1867.T,植木組,建設業,theme_bodyleft,"17.1幻.4東S73、お3&9ー0→1阜・Ⅱ己資本:7第pヒ越銀行4.舸→幻,第四ジェーシービーカード(よの18幻ー7&7【指標等】。い会ド高安呂・益(幻コ)1,8行く信〉齠第・定3.7、戸年、(0年高~、)00【員木を明盟下"
2060.T,フィード・ワン,食料品,theme_bodyleft,"1↓11東P恠3&7ー79.55【株式】&4行【株,名閉コ〉庸珥1]三井物高安比、0、云ー、・=、0ー←""00・←1【指標等】く4・3〉横浜銀行2刈高安日・1卿31ⅸ益(幻35,一一時一"
4044.T,セントラル硝子,化学,theme_bodyleft,"ー7ー.4第:仇6.54.【株式】&,飛【株川閉コ〉庸匯既日マスタ:曾託日%4ー17.1書5--可当日耐アイ玉みⅡ己資本45自社(自己株「1)東=0高安ま比00、、銀行1&ーDFAInロスモールキッⅧ亠物「畳畿自翩株会ー1【指標等】く4・3〉自社協力会社持株会)高安呂・調整ー株益幻10最高(な3)4ーく外国〉く浮動株月6コ、"
3355.T,クリヤマホールディングス,卸売業,theme_bodyleft,"ー(4り9.4本比一日本カストデ」Ⅱ己資本引:8クリエイ合栂「い1一生3〉而N0Kい1【株式】&,飛【株1向名くな肥〉庸7・菱UFJ銀行77聞物「焔謎を【指標等】く肥〉タイガースポリマー(に)高安日・幻61幻2・、年&い(5年満7(2凵2)3,柵い墨黔"
2498.T,オリエンタルコンサルタンツホールディングス,サービス業,theme_wide,位1【株式】俐【株ド乢7名く①自社社員特株会一加パシンイックコンサル務)く23〉市ッグルー飛資本加オリエンタル白イi翦・安き比事リ「銀行有4大24ー4ー【指標等】の明ⅲ生命14龕安統日・く外〉7く瀞5$
3096.T,オーシャンシステム,小売業,theme_bodyleft,"ー仕6f0-91住料【株式】&10認【株1均珥4名閉コ〉庸ー1阪ひぐち幻ーく齠〉社(自「1)1引なー1幻8第銀行Ⅱ己資本10,5樋口明5(側)Ⅱ31例41【指標等】く4・3〉日Ky9物「齠はロⅡ高安呂・1調ー株益11加韻益(幻【役員】社歴ロ勝人ト野戸年0、(0年満、一.・譬平知髪日史41谷川"""
3036.T,アルコニックス,卸売業,theme_wide,"幻」28東24ー:-ÆG5hOA出島%ー幻【株式】2俐【株ド酩コ語日ートデ日一%務)く23〉市Ⅱンイデリティ凵ーーースドストッ4F一き比事神戸所すほ1ー【指標等】〉こ菱U月銀行ト安3,"
3010.T,ポラリス・ホールディングス,サービス業,theme_bodyleft,"ー査【株式】&1幻3認【株ド1物10,叨名閉コ〉21.11ー諸カ9,11阪スター・アジア・オポチュニティ旧&7(I)1生3〉而チ=ース(凵ンドン)スペシャル・Ⅱ己資本6,F.マクリーンⅣ幻41.1本比増山太郎幻4(のMクライノ・ントセキ、6ト幻【指標等】く4.3〉楽天証券盟(o.3)高安日・1義明02ー韻益(幻33,四7BNP'Kリバ(NY)プライムBノスス"
3421.T,稲葉製作所,金属製品,theme_bodyleft,"ー7.料27分1→1.(hl1→1高値四35【株式】&17,02【株主1名閉.1>第1阪イナバホールディングス4羽30一〉日本マスタイロ.1,阜Ⅱ己資本橆52よ0ム9ま比本千恵・持株会叫11物「41理60りそな銀行ー14【指標等】くわ葉常雄23問安師呂・・、14ⅸ益(01の3,【、葉、、版郎徐17華資1,例8な明(ド伯期和杉山・、年27双5年前3.4S)"
4676.T,フジ・メディア・ホールディングス,情報・通信業,theme_bodyleft,"ー舸→→ー42ー7ま31阪ロスグヨ一24一.9務く生3〉ー1,,1よ.東P41Ⅱ己資本7,9高安比0、~、、00、3,砌,物,岩,雰蠕聞1【指標等】く4・3〉ステート・ストリート・バンク&ト高安呂・日本マスター信託日(電通加1ー1,4調整ー株益4儕(の誌ーー)引盟3く外国月75第く浮動株〉7、"
4462.T,石原ケミカル,化学,theme_wide,"東9トOA)島&3【株式】ー0俐【株ド名くコ>自社引先会ⅱ0務)く2〉市=,ンアクテイプ・ー資本日本マスタヨ既日安き比事OGMⅣB2イエントア24ー幻ーー4【指標等】〉リ井友銀行ー"
3236.T,プロパスト,不動産業,theme_bodyleft,"ー57舸→ー7幻.よ1.11【株式】&【株主丿7,4例名くなⅡ〉庸00・新00(自株0、)、0ノ/ケングループ第41,間1ジュポンインターナショ(ー2)本比)リースサービスー86を田八ま資0(8ー「16,2JPモルガン券高安日・24ー・、年15年満25D最高01.5)幻39,チ0慧灘靨翩倉"
2768.T,双日,卸売業,theme_bodyleft,"ー52.1→ー東sー7幻,网日日知広Ⅱ3本比凵ー!ドマスタヨ読日1行いⅡ己資本1引,RDISGFEAC1()1↓3〉而日本証券全融ーよ料SBIHLI)コ爾尽既製行【株式】&1,7【株印,閉コ〉庸ー余全山見10ー5れ川3賻0号行ーモルガン・スタンレー・アン21囲11わ身金4四ド・カン,<-zー()高安呂・・不き権9四BNP'Kリバ(L。、)&2幻囀国人・.7国:年前一)、,く~3〉日本カストディ信龜1圏0」、"
4519.T,中外製薬,医薬品,theme_bodyleft,"冊.0出・&49ー76東P2料17..4→1高安材((5【株式】&1,9,【株ー第1り10くな肥〉1皿〕ロシュ・ホールディン務く02生3〉日本マスター信龜瓢9(新)1,7,7阜Ⅱ己資本1例7日本カストディ信託ロスト31四(ー有利f-負債【指標等】く0ー幻/ーザントラスト(AV)リ・ノン高安日・加ー47%師・、年74・年78%)T新4整ー麕2)訂44四ssBTCJPMCト・第21臨40住0"
4063.T,信越化学工業,化学,theme_bodyleft,"ー5ー78L1・→1,1四.4加ム軈東P高安4幻物3高安呂・2%Ⅱ4【株式】&側1,6【株な幻>1日本マスター:龜ー1一生3〉用日本カストディ信託ロ1(のⅡ己資本47,9JPモルガン・チェース・バ1【指標等】く4・3〉c・クライアント・オムニバー予1住ハ/ルウェー政府)悃ーティー9」円ステートストリー団工ストリ(13・4,-な7JPMC幻をム当く紗国〉4儀"
4307.T,野村総合研究所,情報・通信業,theme_bodyleft,"ー72れ東P0ト冊.8現物出・躡出冊.阜高師安呂・【株式】&,7【株1物四町閉①1匯既野村ホールディング務く02生3〉日本マスタ,日本カスディ信託ロⅡ己資本初,47N(4.7)【指標等】く〉ステート・ストリート・バンク&ドAー予済良襄謎ー)16調整ー株益1.跖C・クライアント・オムニバ4最高(.3),3ス・アカウント92(1戸年、.00.0B・WT幻4繦8(一)"
4847.T,インテリジェント ウェイブ,情報・通信業,theme_bodyleft,"97OG.ー5知.例カ(1)第→ー→ー7恠36お乢.1→ー東P高【株式】&3飛【株,4名くな肥〉庸ー1匯大日本印刷ーユ3響「7,0JPMSE・、・U虧(ロンド一期ー1【指標等】46〉野村証券()高安日・ー引ー株益11ー21最純益(幻.6)13く信〉2・定・2、、、年4・2、(5年満4s)価チ.."
4832.T,ＪＦＥシステムズ,情報・通信業,theme_wide,"&4【株式】7俐【株ド名く①例.3JFEスチールー7務)く2〉市ⅱよ,スタ2→→ー資恥プラントエンジ加例→幻.4己・本四,トラス情ービス安き比事ーアドバンテ,ク島第,リ友'託銀行0ト0東計電ー【指標等】〉日本カストディぐ日0"
2734.T,サーラコーポレーション,小売業,theme_bodyleft,"56異ー7幻.4&5【株式】&例ー飛【株け約13,7名くなⅡ〉庸去1阪新fロ従業員持様会57.Ⅱ己資本ー・菱UFJ銀9よ9東P高安、一例興30“皿物「日カスディ信託冂41(幻)高統安日・韻益0引D7,0%"
3891.T,ニッポン高度紙工業,パルプ・紙,theme_wide,"A【株式】ー俐【ド7.25.ー35例→一課例→ー島名くコ>安8ー師幻ーー幻日パ笋部引務)く2〉市四銀行本な「マネジ),9石日-カストディ信託ーき比事日本スとディ龜しィ贔樹【指標等】〉TMY"
1812.T,鹿島建設,建設業,theme_bodyleft,"幟&1東P21ー5第:仇79ロ3加.6ー7【株式】&5,6飛【株2,1名閉①庸1,阜・Ⅱ己資本1叩鹿島公子第4四一0響「三)日を友銀行石21.4似1【指標等】く4・3〉鹿島学振興7四ロ高安呂・大正製薬ⅡLD6一幻整ー忘)1%,行8ぐ信月第・疋・仏5、戸年00、年ふ囈ー爨冪越:墅味至・供仄野"
4568.T,第一三共,医薬品,theme_bodyleft,"ー52→ー76.東P21【株式】&17,0【株,名閉①匯日本マズター信龜ーム73ム(ー)務く02生3〉日本カストディ信託ロ17(圏)4引3Ⅱ己資本1GJPモルガン・チェース・バン有利負債1例,7ロスト,3四(2行1【指標等】く02生3〉訂c・クライアント・オムニバ高安日・5既ー整ー51+よ24予・、年4よバ年小)21(ー3JPMCく紗国〉4ー2、"
3201.T,日本毛織,繊維製品,theme_upperleft,"【株式】&7俐【株ド冖務)く2牡〉市リ友銀資ー,石2み↓ま銀行%HLD"
3800.T,ユニリタ,情報・通信業,theme_bodyleft,"ー.11ま1ま幻.舸→5.4Ⅱ己資本Ⅱ:7自社(自己株「1)å((【株式】&8,飛【株け霻月,名く幻①島安ま比0、20気菱Uツ銀行響「8,5クエト・【指標等】く4・3〉ー-:菱UF」信託銀行高安純呂・-く>15ー:勳橆、最純益(3)12戸年、(0年満、)0チ.社1淵北野裕行物凛"
1801.T,大成建設,建設業,theme_bodyleft,"ー7【株式】&ー7【株第川酩閉コ〉庸,12,,1/ーザン・ラス安比、0云ー、・=、0ー←・,00・←亠長,,リ毎当課恥ム3【指標等】く4・3〉込ンショ3)21ー東P高17.1曇5--10.41日例、7・減編明安川1:命保険然4(15)設備1盟ー側石ー忘)ー%,7咫舎ほ銀)5(ー5)恥2ー"
4884.T,クリングルファーマ,医薬品,theme_bodyleft,ー..ー57カ(0A24△1印【株式】&晴飛【株ド7名く幻①庸日本全薬匚業42備ーSB一証券41肥齠>THVP1号投資事業冾Ⅱ己資本サイバーダインよー53【指標等】4の高統安日・・ー予△脇リセル6幻調ー株益国人・ー価0を0
3420.T,ケー・エフ・シー,金属製品,theme_bodyleft,"3ー7住5値0.11ー諸7.カ(明り1→1.~【株式】&爲【株1い名く幻コ〉庸1IO.G石ー51ー齠〉而Ⅲ取株会Ⅱ己資本:例5—&UF!行信国17四ム31引Ⅱー響「エムエスティ保険サービス4ー1【指標等】く4・3〉日本カストデ信出」肥21・2ー鼠韻益(21①2,1戸年誌、(0年満、0)チ0リt)高太レli川"
2323.T,ｆｏｎｆｕｎ,情報・通信業,theme_bodyleft,"ー71丘幻.1△&3ー諸ー諸引力△70Ⅱ己資本7買川正1(1,制EGー14.9く肥3>而シン幻新客りコ当瞿1【株式】&3,3【株ル1人名く幻①庸高安ま比0・、0、、杞4ー知0ー響「2アリンツ・バンク30.の14S41【指標等】く43〉楽天証券2(0高安日・Ⅱ儷8ロ1最純益(3)ーく外国>よく浮動株月&7、戸年0、(0年満、0、)00チ・・予・・く投信〉凹、聳定株〉74・"
4391.T,ロジザード,情報・通信業,theme_bodyleft,ー7【株式】&.41&1&2料ー5→(りOA)幻.33ー飛【株主1名くな肥〉庸.阜7Ⅱ己資本SB一証券ー制【指標等】4号f>発5ー55ー5韻益(6)1訂41
4512.T,わかもと製薬,医薬品,theme_bodyleft,&.48ム11%..東S4ー5第:0.1:住1分1→ー0.9ー7△1四【株式】&【株主)7閉コ〉庸1匯]キッセイ薬品「3ー靄ープレストシー刧富く15臠当臀晉Ⅱ己資本素1認よ.3ー3【指標等】く耙3〉損害保険ジャパン別()安日(14コ)4・00、(0年満0、)川・【役00十当3膽
2705.T,大戸屋ホールディングス,小売業,theme_bodyleft,"&ー【株式】&4ー2△内.幻.8東S0ト2料7ー飛【株1均珥(N)9名閉コ〉庸第]コロワイド3・,舞塰舞災6一生3〉日業員持株会47Ⅱ己資本2暮嗄事ー3判期【指標等】く〉ントM・ILMFE2側3物「1BNYメロMクライア:.四BNYM・BNYGCMクライア値な「本比44脇プルドックソース3()高安師呂ン・スタンレーMUF49加1調株益一円G証券1(02)韻益(.3)10く外国>15第く浮動株〉恥.戸年、、(0年、)ー・【寝、人十物"
4752.T,昭和システムエンジニアリング,情報・通信業,theme_bodyleft,"ー77.6ffD恠3..8.4第→ー(7囮D加7純14行0【株式】&40【株ド1一2名く幻コ〉庸Ⅱ己資本4,93媛銀行18よ本比5自社従業員持株会ーBIPROGY(の2ーー一砌戸年0、(0年満、)0チ洋夛尾"
2692.T,伊藤忠食品,卸売業,theme_bodyleft,"ー東P2料36(4G0(h)4い12(52①日・カスアイ信託ロ(ア11ー齠サヒ麦Ⅱ己資本ー0日本カストディ信龜加(幻①6,5くまく浮動株月4.75、"
3927.T,フーバーブレイン,情報・通信業,theme_bodyleft,"値丘幻.4高安ー5→(1D→47.3ム.0【株式】&1ー75.4△1△2ロ5,【株)3,4名く幻コ〉庸阪れは株!7のー引興(61高安日・2い2・、年2(5年満1Ⅱ己資本1,いすみキャタル幻圏本比蛭間久季尿野司17ー鶴田売司16ム今泉長男【指標等】く4・3〉明和証券肥(22)幻3【役員盟0輿水英行胖橋13チ・・活)ド・雄"
2331.T,ＡＬＳＯＫ,サービス業,theme_wide,".8→ー.7例→引,ー訂純24【株式】5;俐【株ドコ務)く23〉市日未カストディ信託ー本埼k機材ー9加ーほ馴"
3671.T,ソフトマックス,情報・通信業,theme_wide,"【株式】5,俐【株ド名くな貶2.7割リンクス幻.課新村俊郎務)く〉市-児島銀行5資本3:(宗道光14東⑥24ー47ー【指標等】くーわ森田道知7凹"
3123.T,サイボー,繊維製品,theme_bodyleft,"ー例..16ト細:1.6幻8ー儀0【株式】&ロ,飛【株14名く幻コ〉庸1北ー,5認埼りそ銀行4.Ⅱ己資本むさし本比安藤ハザマ圏1,船2・社(自己株「1)52圏幻9引響「,87テルサイボー圏高安日・引印..7・、年5年満1・)【指標等】く4・3〉損害保険ジャパン(2の【、員~塚、韻益(幻.3)射5設備予、飯塚い0予い祐'第0ゾ、日醫査"
1786.T,オリエンタル白石,建設業,theme_bodyleft,"ー52れ21.4ー79.8靄一日マス11匯既伊【株式】&ー,飛【株丿24川閉コ〉庸14一齠〉日本カスディ信託ロ四.ー諸祐3勦1阜純(75)Ⅱ己資本49,2ゴールドマン・サッみス・インタ(3D東=0島安比0、一=・取52期ー響「42,JPモルン・チ,ース・バ1【指標等】く4」〉川モルガンビ。ーンクライアン安統日BN4M(LuDUCITSノン5調株益一円トリーーイー1材ーコ最満益(幻①4,自社社員株会1別ーコ国人・・ー価1,4%チ・・1チ・・MSIPクライアント1(1•1)"
2004.T,昭和産業,食料品,theme_bodyleft,"ー5&4ー76f0-9..1東P42料分1→1.,ー生3〉而千葉銀行,ー-、彗物産高安一4【指標等】く4・3〉みすほ信信託ロ(みずほ51最高(田.3)加,7戸年、(0年満、)に1澵・彦供蹶越"
2009.T,鳥越製粉,食料品,theme_bodyleft,.第:0高値阜44Ⅱ己資本二UFJ.4安ま比、広戞銀行認2缶:・険シャパン幻1【指標等】くーわ三井住友信託囲ー(幻)ー7高安師呂・戸年、、(0年満、)0を00
3861.T,王子ホールディングス,パルプ・紙,theme_bodyleft,"ーお7.7&5Ⅱ.1東P4【株式】&一例ー飛【株),4名閉①1g41歳詩濃]日本マスター龜ー11,4乢住0圏)14務く生3〉而日本カストディ信託ロ1似,4阜92(9.1)44・仏阜Ⅱ己資本1斌日本カストディ信託ロ4高安&2(9引側ー11薹(3)87,く外国月ーく浮株〉65、1明予1,服く~信月筏・'・れ人△よ7第"
4198.T,テンダ,情報・通信業,theme_bodyleft,".2トー5舸→ー第→ーー72ー.1【株式】&【株ド丿く幻Ⅲ〉庸0、、、0林、0KFC15よ3(り舸→例響「1,sⅢネオトレ証券31.【指標等】く5〉護辺栄治2(の2幻22幻引調ー株益1加.韻益(な5)【役員)tN'j、林議晃0チ0霊,原亮・八国人・国:5年前一)"
2769.T,ヴィレッジヴァンガードコーポレーション,小売業,theme_bodyleft,"0.6→ー.5ー【株式】&△1る.31よ1.,ー【株け鄰,4名くなⅡ〉庸物地敏18幻0側)1ー生,、マ,ノレクスいⅡ己資本6,行5ーズ7(0.の本比BNYロンGCMクライア2,ンM・ILMFE5(のⅡー国一響「G証券2モルガン・スタンレーMUF5(0ーー翊1【指標等】く5〉JPモルガ、高安師呂予△2DFAシャ′ーズスモールカ1例6調株益一円ンパニーシリーズ3(0.4)最純益(10.5)1,BNYM・BNYGCMクライア戸年、(0年前、)00チー予・・ントM・LSCBRD3(3)・く紗国>よ:暈)45、"
1951.T,エクシオグループ,建設業,theme_bodyleft,"ー5&71&1幻.幻.4幟3G37丿ン:ト彡ス#(AVFCシル10,1阜ー7舸→幻Ⅱ己資本,2チェスターV)【指標等】く4・3〉日本カストディ信託冂(二高師安呂・・最高(円.3)ントリーティー1(ー5)・、年00、年、00、ト."
2991.T,ランドネット,不動産業,theme_bodyleft,"ー.ー諸カOA)ー→72トーⅡ己資本7,ファーストヴィレッジ1~ー幻,員新太【株式】&5,【株4.1>庸社業員持株会肥幻1亠物「1楽天証券1肥83【指標等】くわ/ムこノミニーズ・オムコ以マー高安日・8ー刈12国人・2国・、年5年前一)SB一証券59調株益1く円〉圏ー<<勳に5"
4216.T,旭有機材,化学,theme_wide,.ト24ー0(4新)書5-安4訂ー82G02(.3命保険本比事7C・クライアント・オ・ロ)例務)く23〉市リ・カス.トディ日一0新日-マスタヨ'託日一翹化成【株式】珥俐【株ド7名く①
2281.T,プリマハム,食料品,theme_bodyleft,15.ー5(OA)ー諸ⅱⅡカ1&15--東P高恠0ー7値8Ⅱ己資本学男ハノⅣ′74(8亠ー響「日本生命保険盟1幻2ー4【指標等】く4・3〉JPモルガン・チェース・バ高安呂・・、年、0、年00ト・第葉尚?日中
4088.T,エア・ウォーター,化学,theme_bodyleft,"ー7&東P.6公側カ三都】(OA(8幻39.3恠・ロ2「【株式】&7【株第丿四7名閉コ〉庸51匯補阪日枇ス曾ー29(の江~1,,G9Gコ1,3石Ⅱ己資本4,7日・(銀行ー0響「:7四ラストー()11【指標等】く02紹〉全国敷呷業筅4(幻)朝ⅱ調整ー株益1北銀リーーイー4ムー49幻ー最高(.3)44,く外国〉く浮動株〉4、戸年・・、年吟0一町=0、ド'株ノスぐ"
3941.T,レンゴー,パルプ・紙,theme_bodyleft,"ー.東Pー第:仇1断9恠3【株式】&1,0【株第丿四閉コ〉庸匯既日本マスグこ曾ーま似3(Ⅱー日本カスアイ信託ロ記資本丐(5響「自社社員持株,、ー1【指標等】く4・3〉ステート・ストリート・バンク&高師安呂・予バンク・オプ・ニューヨーク・ー1Ⅱ1,71調整ー株益一円メロン14叫(1①ー例1(.3)認,0く外国〉ーく浮動株〉43ンス"
1515.T,日鉄鉱業,鉱業,theme_bodyleft,"80.18れ49れ1東P4.5ー【株式】&ー7例【株)月,名く幻コ〉庸1阪日本製鉄幻7惑(9)恥ー4【指標等】く4・3〉自社持株会31ー響「ー3日本カストディ(託」島安ま比事00--.0銀行一(多0)よ5→いⅡ己資本,ーみずほ銀高安呂・リP~ーの恥石調ー株益"
3597.T,自重堂,繊維製品,theme_wide,"例→ー例→ー骼→ー24ー2.2.2例→ー8.ロ18【株式】俐【株ドー名くな貶出正マサノブ・インベストメ務)く2〉市キャピタ資本訂,7恥広島銀行,4出ホールディングスき比事こU暑銀1ⅱ,ーュ工ルプイー00オカムラー【指標等】>野日市「"
4882.T,ペルセウスプロテオミクス,医薬品,theme_bodyleft,"..2トー58期71ー7△.9△ム2【株式】&ー【株主)7,2名く幻コ〉庸Ⅱ己資本一4タル・リン(の28響「、3キースシャパン15凵【指標等】く肥〉日本証券金融12(ー①高安日・24ー"
4587.T,ペプチドリーム,医薬品,theme_bodyleft,"ー7幟5住3/・・1匯【株式】&18川0飛【株第丿,7なな肥〉庸OA)17.東Pー務く02生3〉1(,G37日本カスディ信託ロー→Ⅱ諸例阜高安幻高師安呂・1,41,7幻幻11人△27第△Ⅱ己資本ー1,佩3()物「引耨し仆リ,ク【指標等】く0な肥〉タイヨウ・ンアンドⅣ訂0()をドLP調ー株益な4円ステート・ストリート・バンク&韻益(」2)7,ーラスト新2恥(ー3"
2747.T,北雄ラッキー,小売業,theme_bodyleft,"33ー7【株式】&23【株4.52.9名く幻2〉庸.82料(OA)1阪櫞↑興く侃北64.9Ⅱ己資本5,例4まるせん商33【指標等】く耙生2〉国グリーンスタンプ2(ー5)1ノースパシフィック22ー島安ま比銀行23冊1調株益.最純益(昭.2)1戸年、(0年満00)00驛摯1灘(優!リに"
1897.T,金下建設,建設業,theme_wide,"【株式】3,俐【株ド冖ーわ.7自社(1ー株ロ)ー務)く23〉市↓ド日32ⅱ本カストディ信託ーー本,イトr_).7安き比事ーすほ銀00第,、員持株会00金ド欣24ー4【指標等】くーわ日本カストデりG龕安統日・く"
3280.T,エストラスト,不動産業,theme_bodyleft,"14.14.東Sー7値6幟0【株式】&【株ド1,加7名く幻の庸第側カ側11匯]西部ガスⅡLD引(7り本比日本マスタイ氈ロ・7山口銀行9一ー42ロ6幻1【指標等】く4・2〉、プロバテ8(ロ)高安日・認石・、年双5年満1調株益韻益(円2)1【役員藤田尚久(本牆吸艸韶"
4366.T,ダイトーケミックス,化学,theme_wide,".5ー&ー7△11.7【株式】11,fi【株ドー名く①.,い資本胼社(自己料)安き暑帶嚶株会第57リ友銀行訂有6,初富にンイルム3例い【指標等】〉ー舞Ⅲ員特株会%龕統一安統日・く投信〉凹"
3140.T,ＢＲＵＮＯ,卸売業,theme_bodyleft,".17.17・0→44カ川)ー.5f0-6東G高匯:詩[衄]RIZAP4ループ行25ムー11ー生3〉1楽天証Ⅱ己資本5,4JPモルガン券7安ま比00、」、'、0。、世、、キ、20響「45マネ,クス証券40コ91【指標等】4〉モルガン・スタンレーMUF高安日・GMOクリック32Ⅲ調ー株益一円く国>脇く10最純益(幻.6)く信〉礪・定戸年、(0年前、)、0チ.."
2193.T,クックパッド,サービス業,theme_bodyleft,"ー.1事11東S2舸→(田D10,7(1一急高統安日・△.3北いく投信〉・・ロ疑株感韻益引2)4,く外国>&く浮動株〉・一円平尾丈調株益一証券石(の物「3挈アント1平引5,クレディ・スイス脩港)トラスト・本比日本カストディ(11()Ⅱ己資本14,5メロン14一1(1.4)02生3〉日マスター日応43、尸当【株式】&四飛【株け:明7幻くな肥〉庸"
2816.T,ダイショー,食料品,theme_wide,【株式】9俐【株ド冖行名コ.5・48.58.ー例→ー【指標等】0〉銀行龕安統日・外〉く瀞ー0
2736.T,フェスタリアホールディングス,小売業,theme_bodyleft,"ー~、(。鞴。柵い嬲算み出韻益(8)9訂高安日・sB一証券15叫8ー響「1自社(自は「J)29、囲2興4興39本比事貢松佑哉Ⅱ己資本14ティジャスデック4(よの7,7Yメ凵ンA/ントリー54ロⅡ5幻ー圧9【株式】&1,【株ド-7名く幻2〉庸"
1382.T,ホーブ,水産・農林業,theme_bodyleft,△11B此1ー第→ー7f.65.0冊7【株式】&【株主ル一名くな肥〉高橋和14・1→ー2記資本評品ム0~78G証券8(い)【指標等】く6〉みすほ証券8(い)高安日・1戸年、(0年満、)0チ..1高橋巖
3003.T,ヒューリック,不動産業,theme_bodyleft,"2ー冊..幻.1幻.11東P4ー聞)(OA)高ー7仕97【株式】&飛【株1朝別ななー幻庸1阪日本マスグヨーー冊!)記資本鬪蘢響ス安本比安田不動産ー【指標等】く肥〉日本カストディ信託ロ高安呂・国月4.筏ーーー5ー調整ー株益ーく財0、定15ー(な肥),6【、員ょ内油三郎供前田資ート・隆準琳元1劇ト・凛ム全宮局ⅱ・リ日秀雄・・、年1ま年、、、"
4183.T,三井化学,化学,theme_bodyleft,"ー出ー72ー53値92れ東P21【株式】&,【株12,閉コ〉庸加,41匯日本マス曾ーN),49一新]日本カスアイ信託冂,47務く02生3〉而幻59自社(自己株冂)Ⅱ己資本2,ーステート・ストリート・バンク&【指標等】く02生3〉日本カストディ信託冂(二缶二)産1.高安呂・・,JPモルガン券幻6ーコ予1,0く国〉く-効〉7.・1予1,7自社取引先持株2石(ロ)"
3436.T,ＳＵＭＣＯ,金属製品,theme_bodyleft,"ー7仡.幻.1東P21冊.0-諸1】(OA)高乢3ー査矼日本マスタ&3安8,亠ー]日本カスディ信託ロ44M()務く生3〉い,4訂C・クライアント・オムニバⅡ己資本5四,例0ス・アカウント7(43ま比00、0~、」1(01(1響「,BNYM()u、)UCITSノン1【指標等】く肥〉トリーティ1砌高安呂・MBCII興装券5一調整ー株益最佩1)ーレー」券ー&.4)、4爲メ(・1資ト・JPモルガン48(ー3く紗国〉4まく-効月2、・、年41年.)スすハ"
3452.T,ビーロット,不動産業,theme_bodyleft,"ー7趾42Ⅱ給5舸→45カOA)Ⅱ岡5【指標等】く肥〉!月文恵(1響「48知4楽大証券圏石7気82自社0'株「1)4本比24宮内誠Ⅱ己資本14,0日本マスタヨ山,第一シルク・キャビタル1&ー1G3&ー17新い同会社エムアンドエム月雑博加2(1)第材1【株式】&,0認【株)珥7名くな肥〉庸1・、年双5年満2.IS)韻益(な肥)3,四7"
2903.T,シノブフーズ,食料品,theme_bodyleft,"ー&59れ.4東S87~21:0.1第:1分1→1・1高値G(3【株式】&ー【株主1)G;7名く幻コ〉庸1阪]エム、本次1,1阜よ5【指標等】く4・3〉三井住友信託7加(ー5)2ー調ー株益.81韻益(幻.3)い67"
3708.T,特種東海製紙,パルプ・紙,theme_wide,"3【株式】ー俐【株ドコ.4日-マスタ日ⅱ4務)く2〉市中建物ー0→ーー.5き比事57静第銀行,輛日本カストディ龜ー利会今00「、有げ14竹24ー3【指標等】〉トーモクあ例"
7389.T,あいちフィナンシャルグループ,銀行業,theme_wide,24ー【株式】4俐【株ド名コ日本マスタヨミソノサービスー務)く23〉市日本カストデ日皀本加7ー4認日本カストディ信託ー一日本生命保険創榊燬ーく緲・金績仆〉.0く
4543.T,テルモ,精密機器,theme_bodyleft,"...4幻.4東P:0.1ー→ー→舸→高仕1【株式】&凵6【株,名閉①]日本マズター:龜ー務く02生3〉日本カストディ信託ロ1,6,.,Ⅱ己資本1,第命保険4.、・、、0皿3物「留ステートストリト哥側3ー4【指標等】く02生3〉ーティ第(の高師安呂・2ー俺ハス・アカウントー2貯一匿)1当74みすほ銀行いー5価柵76ト.ート・/ルウェー政府1(凵)く国〉3.7ーく"
4204.T,積水化学工業,化学,theme_wide,"」2.ー【株式】8,7俐【株ド,コー有ステートストリートBウェスー5翹化成4安き比事自グループ従4皀本乢第-生命保険ーーー【指標等】〉ーティ龕安統・オプ・ニューヨー"
2206.T,江崎グリコ,食料品,theme_bodyleft,"ー7【株式】&↓.東P21ー5ー36分1→1.1分1→1健→ー高4【株丿,14くな肥〉庸11婦乢4安川3響8大保険ンス0自社共栄ム7,行3・(5【指標等】く肥〉大日本印刷ロ03丘ー.ム61(ム3)高安呂・24引84加.)国人ア最高0鼠3)幻,く信〉7.7第・定7.4、"
2904.T,一正蒲鉾,食料品,theme_wide,"圏.7・2東毅S24ー(ⅱノーキ5行務)く23〉市ⅱ本マスタ既日資本胼9サトウ食ー野崎正博安本比事川栄介0日-生命保12,日-カストプイ信託ー5G98Cィ9,川)77ー【指等】>目林↑央幻龕安統日・"
1885.T,東亜建設工業,建設業,theme_bodyleft,"ー分-△.04.5【株式】&87,9爲【株第向3行名く幻コ〉庸Ⅱ己資本一太羇〒髢メン14.14東高安ま比、0ー婆叫'命保険,09亠1物「柮会圏【指標等】くh.3〉みすほ銀行2ー一一1調整ー株益1儺最佩3)【役員盟0早川毅日廣瀬虹一資な网な中柴羇、本多漿人高"
