quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,overall_score,simple_sector,headline_score_raw,shikiho_score_overall,forecast_per,promising_score,best_variant,theme_text_regenerated,theme_text_regenerated_normalized,theme_hit_count,section_groups
2024Q2_PRE_ALIGNED,980,2498.T,オリエンタルコンサルタンツホールディングス,サービス業,0.6540998290066844,10.440456769983689,13.172851889000324,8.032625811321815,13.68948247078463,0.3380574021087378,21.818181818181813,66.66666666666666,98.1159420289855,65.0,1692.5,6362,10.440456769983689,2024-06-30,2024-06-30,7.4,7.4,24.9,7.4,7.4,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<24.9>
7.4
<25.9>
6.9
实PER
高值平均
8.6
安值平均
5.4
PBR
0-83
株福(5/27)
2
3290m
最低購人额
24
32万9000F
2498",4338.png,0.9724950884086444,0.4662336779107726,0.6499128433745641,0.6441358167706692,サービス業,0.0,3.0,7.4,0.6540998290066844,theme_wide,位 1 【 株 式 】 俐 【 株 ド 乢 7 名 く ① 自 社 社 員 特 株 会 一 加 パ シ ン イ ッ ク コ ン サ ル 務 ) く 2 3 〉 市 ッ グ ル ー 飛 資 本 加 オ リ エ ン タ ル 白 イ i 翦 ・ 安 き 比 事 リ 「 銀 行 8 7 8 有 4 大 24 ー 4 ー 【 指 標 等 】 の 明 ⅲ 生 命 14 龕 安 統 日 ・ ROE な 第 - 生 命 保 険 14 24 3 ー ROA 45 ー ー く 外 〉 7 く 瀞 5 $,位1【株式】俐【株ド乢7名く①自社社員特株会一加パシンイックコンサル務)く23〉市ッグルー飛資本加オリエンタル白イi翦・安き比事リ「銀行有4大24ー4ー【指標等】の明ⅲ生命14龕安統日・く外〉7く瀞5$,1,finance
2024Q2_PRE_ALIGNED,833,2055.T,日和産業,食料品,0.6859111301103684,23.10756972111554,-0.3225806451612856,6.716081180225481,12.627986348122878,0.8015261457440235,10.416666666666664,58.333333333333336,93.63636363636364,0.0,309.0,6470,23.10756972111554,2024-06-30,2024-06-30,18.5,18.5,25.3,18.5,18.5,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
18.5
(26.3>
18.5
实PER
高值平均
38.5
安值平均
26.9
PBR
0-31
株幅(5/27)
2
307A
器线
最低購人额
24
3.0
3万700F
2055
食",4163.png,0.5282258064516129,0.6807739390642001,0.6015989762607982,0.6435993817592325,食料品,0.0,3.0,18.5,0.6859111301103684,theme_wide,東 毅 S 翦 【 株 式 】 加 俐 【 株 ド 乢 7 名 く ① 安 き 比 事 ⅱ 5 カ ー ギ ル ジ ャ パ ン 一 6 ト 24 ー ー 【 指 標 等 】 〉 リ 友 銀 行 龕 安 統 ・ ・ ル 0 信 川 業 蒻 24 3 ROA,東毅S翦【株式】加俐【株ド乢7名く①安き比事ⅱ5カーギルジャパン一6ト24ーー【指標等】〉リ友銀行龕安統・・ル0信川業蒻,1,finance
2024Q2_PRE_ALIGNED,635,4746.T,東計電算,情報・通信業,0.7269844862428106,24.8,7.290233837689142,9.398617072010037,14.245416078984483,0.7764711352810406,10.875000000000002,58.333333333333336,96.29629629629628,0.0,3900.0,6271,24.8,2024-06-30,2024-06-30,14.3,14.3,24.12,14.3,14.3,medium,medium,low,low,low,"4050布E校
株伍指标
予想PER
（倍）
<24.12>
14.3
<25.12>
13.0
实PER
高值平均
16.8
安值平均
11.6
PBR
1.79
幅(5/27)
8
万补
3580m
最低購人额
24
35万8000P
4746
情",5484.png,0.7522045855379189,0.4700489662676823,0.6744214319024672,0.6425375072727677,情報・通信業,0.0,3.0,14.3,0.7269844862428106,theme_wide,"→ ー 0 . 8 24 ー 例 → ー 翦 ・ 安 き 比 事 3 【 指 標 等 】 く ー わ 日 本 カ ス ト デ ィ 鼕 日 一 8- 【 株 式 】 ー 78 俐 【 株 ド 引 畴 く な 貶 B)Z ツ リ ー ド 4 ⅱ 5 8 日 合 生 活 , 光 通 信 7 一 日 本 マ ス タ 刄 カ セ イ ス パ ン ク ( ル ク ス ) AII 24 3 ー ROA ー ) ン ア ン ド LP 3","→ー0.ー例→ー翦・安き比事3【指標等】くーわ日本カストディ鼕日一8-【株式】ー78俐【株ド引畴くな貶B)Zツリード4ⅱ58日合生活,光通信7一日本マスタ刄カセイスパンク(ルクス)AIIー",1,ai_datacenter
2024Q2_PRE_ALIGNED,646,1882.T,東亜道路工業,建設業,0.724182921394891,45.66666666666668,3.147128245476005,10.04405371274536,17.548500881834215,0.5287053950349033,19.67559943582511,66.66666666666666,91.1682892906815,0.0,1311.0,6276,45.66666666666668,2024-06-30,2024-06-30,15.3,15.3,38.0,15.3,15.3,medium,medium,low,low,low,"38)
株伍指标
布正格
予想PER
（倍）
<25.3>
15.3
(26.3>
14.2
实PER
高值平均
12.1
安值平均
7.2
PBR
1.02
株佰(5/27)
2
11899
最低購人额
24
7.2
11万89009
1882
建",4098.png,0.2951388888888889,0.6986534276387377,0.6597747218582755,0.6370647775236319,建設業,0.0,3.0,15.3,0.724182921394891,theme_bodyleft,"17.1 幻 . 4 東 P ー 37 6 お .6 f0-6 【 株 式 】 & 51 , ー 【 株 1 朝 , 9 名 く 幻 コ 〉 庸 1 匯 既 自 l( 自 己 株 ロ ) 1 9 第 0 → 1 5 6 ⅱ 新 日 - マ ス タ ヨ 氈 日 側 一 生 3 〉 イ ン タ : ト ラ ス ト T ( ケ イ マ ン ) シ Ⅱ 己 資 本 6 横 銀 行 47 4 爲 島 安 比 、 、 一 -0 ~ ー 7 1 Ⅱ 74 【 指 標 等 】 く 4 ・ 3 〉 日 本 国 開 発 2 ROA 4 脇 秘 く 円 月 、 く 霧 勳 橆 儀 2 ー 1 四 1 Ⅱ 74 韻 益 ( 2 ロ ) 4 , 27 資 0 , 0 凡 ・ 1 t) 森 下 協 ・ 村 直 甼 精 、 雅 ・","17.1幻.4東Pーお.6f0-6【株式】&51,ー【株1朝,9名く幻コ〉庸1匯既自l(自己株ロ)19第0→ⅱ新日-マスタヨ氈日側一生3〉インタ:トラストT(ケイマン)シⅡ己資本6横銀行爲島安比、、一-0~ー71Ⅱ74【指標等】く4・3〉日本国開発2韻益(2ロ)4,27資0,0凡・1t)森下協・村直甼精、雅・",1,finance
2024Q2_PRE_ALIGNED,983,3036.T,アルコニックス,卸売業,0.6533839577180164,13.005780346820806,7.049965776865164,7.956701604715749,11.64095371669005,0.2245476728517174,12.68758526603001,66.66666666666666,98.24120603015076,85.0,1564.0,4416,13.005780346820806,2024-06-30,2024-06-30,9.6,9.6,25.3,9.6,9.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
9.6
(26.3>
8.7
实PER
高值平均
14.2
安值平均
11.6
PBR
0-66
株倡(5/27)
8
1431月
最低購人额
24
2.5
14万31009
3036
18心速菜特
卸",4526.png,0.7086206896551724,0.5841335690968443,0.6340430481224045,0.6364389959139258,卸売業,0.0,3.0,9.6,0.6533839577180164,theme_wide,"幻 」 2 8 東 24 ー :-ÆG5h OA 出 島 14 8 24 3 14% ー 幻 【 株 式 】 2 俐 【 株 ド 酩 コ 語 日 ー ト デ 日 一 % 務 ) く 2 3 〉 市 Ⅱ ン イ デ リ テ ィ 凵 ー ー ー ス ド ス ト ッ 4F 一 き 比 事 神 戸 所 す ほ 1 ー 【 指 標 等 】 〉 こ 菱 U 月 銀 行 ROE ー リ ン ア ン ド ー ク ラ イ ROA ー ト ・ ア カ ウ ン ト 安 3,101","幻」28東24ー:-ÆG5hOA出島%ー幻【株式】2俐【株ド酩コ語日ートデ日一%務)く23〉市Ⅱンイデリティ凵ーーースドストッ4F一き比事神戸所すほ1ー【指標等】〉こ菱U月銀行ト安3,",1,finance
2024Q2_PRE_ALIGNED,1173,4208.T,ＵＢＥ,化学,0.6154556401886108,17.069642488117374,3.754578754578763,7.825287059095404,10.336950314106218,0.3735143701280781,19.24290220820189,66.66666666666666,91.42995480955454,0.0,2832.5,6535,17.069642488117374,2024-06-30,2024-06-30,9.6,9.6,25.3,9.6,9.6,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<25.3>
9.6
(26.3>
9.1
实PER
高值平均
9.6
安值平均
7.1
PBR
0-69
株倡(5/27)
2905月
最低購人额
24
7.5
29万500F
21速特
4208
化",5162.png,0.848780487804878,0.6123435799782372,0.5475812995491995,0.6354922464894555,化学,0.0,3.0,9.6,0.6154556401886108,theme_bodyleft,"ー 5 ー 7 【 株 式 】 & ー , 飛 【 株 , 恥 閉 ① 庸 13. 17. 8 17.1 第 0 → 1 1 阜 Ⅱ 己 資 本 4 : 9 DFAIn ロ ス モ ー ル キ ャ ッ 東 P 高 安 4 石 期 ー 幻 幻 ( 9 1 0 響 「 聶 : 射 2 JP モ ル ガ ン 券 1 石 ロ 2 1 【 指 標 等 】 く 4 ・ 3 〉 JP モ ル ガ ン ・ チ ェ ー ス ・ バ 高 安 呂 ・ ROE 75 ー 予 7. ン ク 781 1 認 ( ー 2 Ⅱ 1 ROA ハ 予 & ハ 肛 C ・ ク ラ イ ア ン ト ・ オ ム ニ バ 1 調 整 ー 株 益 4 円 ス ・ ア カ ウ ン ト 1 ( い ) 最 高 ( 3 ) , 4 く 外 国 〉 一 く 浮 動 株 〉 趾 社 ~ 、 紗 北 【 に 磚 & 9 -1 -1 -1","ー5ー7【株式】&ー,飛【株,恥閉①庸13.17..1第0→11阜Ⅱ己資本4:9DFAInロスモールキャッ東P高安4石期ー幻幻(響「聶:射2JPモルガン券1石ロ21【指標等】く4・3〉JPモルガン・チェース・バ高安呂・Aハ予&ハ肛C・クライアント・オムニバ1調整ー株益4円ス・アカウント1(い)最高(3),4く外国〉一く浮動株〉趾社~、紗北【に磚&9-1-1-1",1,ai_datacenter
2024Q2_PRE_ALIGNED,1015,2768.T,双日,卸売業,0.6480706202393907,20.98421541318478,-1.9071518193224613,7.904679437733786,11.425682507583424,0.7336713110552683,16.439522998296418,66.66666666666666,88.67967332123412,0.0,3909.0,6535,20.98421541318478,2024-06-30,2024-06-30,8.2,8.2,25.3,8.2,8.2,medium,medium,low,low,low,"4408布E校
株伍指标
予想PER
（倍）
<25.3>
8.2
(26.3>
7.5
实PER
高值平均
7.0
安值平均
4.7
PBR
0-97
株佰(5/27)
6
41329
最低購人额
21
11.4
41万32009
2768
卸",4417.png,0.8068965517241379,0.5839295429815016,0.5575055184206437,0.6340025073838024,卸売業,0.0,3.0,8.2,0.6480706202393907,theme_bodyleft,"ー 5 2. 1 → ー 東 s ー 7 幻 , 网 日 日 知 広 Ⅱ 3 本 比 凵 ー ! ド マ ス タ ヨ 読 日 1 行 い Ⅱ 己 資 本 1 引 , RDISGFEAC 1 ( ) 1 ↓ 3 〉 而 日 本 証 券 全 融 ー よ 51 2 料 SBIHLI) コ 爾 尽 既 製 行 51 1 1 【 株 式 】 & 1 , 7 【 株 印 , 閉 コ 〉 庸 ー 余 全 1 48 山 見 1 0 ー 5 れ 川 3 賻 0 号 行 ー モ ル ガ ン ・ ス タ ン レ ー ・ ア ン 2 1 囲 1 1 わ 身 金 4 四 ド ・ カ ン , <-z ー ( ) 高 安 呂 ・ ・ 不 き 権 9 四 BNP'K リ バ ( L 。 、 ) & 2 幻 囀 国 人 ・ .7 国 : 74 5 年 前 一 ) 、 , く ~ 3 〉 日 本 カ ス ト デ ィ 信 龜 1 圏 0 」 ROE 175 ー & く 外 国 > & 0 、 く 浮 動 株 〉 9.7 、 ROA 予 住 く 0 筏 、 ド ' 行 、 調 整 ー 株 益","ー52.1→ー東sー7幻,网日日知広Ⅱ3本比凵ー!ドマスタヨ読日1行いⅡ己資本1引,RDISGFEAC1()1↓3〉而日本証券全融ーよ料SBIHLI)コ爾尽既製行【株式】&1,7【株印,閉コ〉庸ー余全山見10ー5れ川3賻0号行ーモルガン・スタンレー・アン21囲11わ身金4四ド・カン,<-zー()高安呂・・不き権9四BNP'Kリバ(L。、)&2幻囀国人・.7国:年前一)、,く~3〉日本カストディ信龜1圏0」、",0,finance
2024Q2_PRE_ALIGNED,575,1813.T,不動テトラ,建設業,0.7403110782942123,33.131868131868124,17.223028543783258,13.536971235973777,21.28430864836872,0.7068583331926436,19.983586376692653,58.333333333333336,87.75805867439334,60.0,2423.0,6273,33.131868131868124,2024-06-30,2024-06-30,18.5,18.5,25.3,18.5,18.5,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<25.3>
18.5
(26.3>
13.4
实PER
高值平均
15.9
安值平均
11.0
PBR
1.18
株倡(5/27)
2548m
最低購人额
24
6.3
25万4800F
1813
建",4065.png,0.1909722222222222,0.6114050598476605,0.8150941018409539,0.6325010655622424,建設業,0.0,3.0,18.5,0.7403110782942123,theme_bodyleft,"ー 7 を 4 ー 諸 % 74 カ ( 1 囹 り 10 → 1 92 20 1 & 1 4 2 1 4 高 安 52 ー 毬 3 3 17 1 高 師 安 呂 ・ 2 加 一 2 1 2 【 株 式 】 & 4 , ー 【 株 ) 7381 名 く 幻 コ 〉 庸 63 認 - kUFJåiÄ Ⅱ 己 資 本 石 松 竹 10 ム ー 10 2 物 「 ・ 日 応 業 8 ー 【 指 標 等 】 く 耙 43 〉 ト ヨ タ 自 動 車 8 ( ) ROE 4 ・ - 鵯 く 円 > 圏 : 勳 橆 、 調 株 益 1 & 17 1 最 純 益 ( 14 コ ) 2 , 5 ・ 、 年 0 、 ( 0 年 満 00 ) 0 ・ チ ・ ・ 敏 明 長 川 栄 冫 田","ー7を4ー諸%74カ(1囹り10→&高安52ー毬高師安呂・2加一【株式】&4,ー【株)名く幻コ〉庸63認-kUFJåiÄⅡ己資本石松竹10ムー物「・日応業8ー【指標等】く耙43〉トヨタ自動車8()最純益(14コ)2,5・、年0、(0年満00)0・チ・・敏明長川栄冫田",0,auto_battery
2024Q2_PRE_ALIGNED,357,1401.T,エムビーエス,建設業,0.7998775480594849,47.86150712830957,3.7142857142857135,7.395973371392128,16.561514195583605,0.8607492957269498,19.66224366706876,75.0,86.94610778443113,20.0,726.0,2602,47.86150712830957,2024-06-30,2024-06-30,13.7,13.7,24.5,13.7,13.7,medium,medium,low,low,low,"株伍指标
海正格
予想PER
（倍）
<24.5>
13.7
<25.5>
12.5
实PER
高值平均
13.9
安值平均
10.9
PBR
1.64
株佰(5/27)
3
761月
最低購人额
24
7万6100P
特
1401
建",3967.png,0.4444444444444444,0.4322361262241566,0.7782750660655992,0.6324891952950928,建設業,0.0,3.0,13.7,0.7998775480594849,theme_wide,"設 4 【 株 式 】 7 , 7 俐 【 株 ド ー 名 く な ⅱ → ー 本 貴 に ・ ホ ー ル デ ィ ン グ ス → ー . 4 7 皀 本 3 5 呂 社 鬟 会 安 き 比 事 本 マ タ ー 信 託 東 ⑥ 島 第 2,7 山 本 剏 0 鳳 真 24 ー ー 【 指 標 等 】 く > 非 野 日 房 雄 ROE ー 一 く 外 〉 2 脇 24 3 7 ー ROA 7 ー く 投 信 〉 凹","設4【株式】7,7俐【株ドー名くなⅱ→ー本貴に・ホールディングス→ー.47皀本35呂社鬟会安き比事本マター信託東⑥島第2,7山本剏0鳳真24ーー【指標等】く>非野日房雄〉凹",0,finance
2024Q2_PRE_ALIGNED,989,3010.T,ポラリス・ホールディングス,サービス業,0.6527909839888076,128.7128712871287,-6.854838709677424,19.047146548599773,37.01923076923077,0.6858463923541576,32.17821782178218,50.0,81.05263157894737,0.0,231.0,6273,128.7128712871287,2024-06-30,2024-06-30,19.0,19.0,25.3,19.0,19.0,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<25.3>
19.0
(26.3>
15.0
实PER
高值平均
安值平均
PBR
4.04
株倡(5/27)
224m
最低購人额
24
67.4
2万2400m9
3010
速陆特",4514.png,0.4941060903732809,0.681569640914037,0.6242809509004907,0.6320490302236237,サービス業,0.0,3.0,19.0,0.6527909839888076,theme_bodyleft,"ー 7 2 0 査 【 株 式 】 & 1 幻 3 認 【 株 ド 1 物 10 , 叨 名 閉 コ 〉 21.11 ー 諸 カ 9 , 1 1 阪 ス タ ー ・ ア ジ ア ・ オ ポ チ ュ ニ テ ィ 旧 & 7 ( I) 1 生 3 〉 而 チ = ー ス ( 凵 ン ド ン ) ス ペ シ ャ ル ・ Ⅱ 己 資 本 6 , F. マ ク リ ー ン Ⅳ 幻 4 1. 1 本 比 増 山 太 郎 幻 4 ( の M ク ラ イ ノ ・ ン ト セ キ 、 6 ト 幻 8 157 1 【 指 標 等 】 く 4.3 〉 楽 天 証 券 盟 ( o.3) 高 安 日 ・ ROE 確 ー 程 1 ー JP モ ル ガ ン ・ セ キ ュ リ テ ィ 2 ー 1 ROA 14. 予 ー ズ 2 ム ? 218 調 ー 株 益 4 円 三 星 義 明 02 ー 韻 益 ( 幻 3 3 , 四 7 BNP'K リ バ ( NY ) プ ラ イ ム B ノ ス ス","ー査【株式】&1幻3認【株ド1物10,叨名閉コ〉21.11ー諸カ9,11阪スター・アジア・オポチュニティ旧&7(I)1生3〉而チ=ース(凵ンドン)スペシャル・Ⅱ己資本6,F.マクリーンⅣ幻41.1本比増山太郎幻4(のMクライノ・ントセキ、6ト幻【指標等】く4.3〉楽天証券盟(o.3)高安日・1義明02ー韻益(幻33,四7BNP'Kリバ(NY)プライムBノスス",0,finance
2024Q2_PRE_ALIGNED,1368,4262.T,ニフティライフスタイル,情報・通信業,0.5783099746100835,19.393939393939384,-7.685098406747892,8.428277711515975,16.845493562231752,0.7328915941373582,9.934395501405811,50.0,90.44995408631772,0.0,985.0,1027,19.393939393939384,2024-06-30,2024-06-30,10.3,10.3,25.3,10.3,10.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
10.3
(26.3>
6'6
实PER
高值平均
17.8
安值平均
10.5
PBR
1.24
株倡(5/27)
2
1023m
最低購人额
241
12.6
10万2300m
4262
情",5195.png,0.927689594356261,0.639914309031556,0.492523161821856,0.631502758951241,情報・通信業,0.0,3.0,10.3,0.5783099746100835,theme_wide,"東 ⑥ 翦 2 ト 加 . 3 → 2 い 2 囹 ー 24 3 ー 9 24 ー ー 7 6 【 株 式 】 6 , 俐 【 株 ド 44 く ① ニ ン テ ィ 5 ー 新 日 本 カ ス ト デ ィ 龜 ー 務 ) く 2 〉 市 木 ド lå ・ 郎 資 本 5 pRDßGFEAC き 比 事 ー 自 夜 房 5 4 4 3 【 指 標 等 】 〉 s B I 券 3 ROE ー 一 JPMSE ・ L瞋・U鴨(ロ ROA ー ン ) プ ラ ン チ EC 3","東⑥翦2ト加.3→2い2囹ーーーー76【株式】6,俐【株ド44く①ニンティ5ー新日本カストディ龜ー務)く2〉市木ドlå・郎資本5pRDßGFEACき比事ー自夜房【指標等】〉sBI券3)プランチEC3",0,retail_consumer
2024Q2_PRE_ALIGNED,1075,2734.T,サーラコーポレーション,小売業,0.6358072490802632,12.273901808785537,4.698795180722892,8.803280993290786,14.453125,0.4688631221649666,11.979823455233296,58.333333333333336,97.75028121484814,45.0,869.0,5930,12.273901808785537,2024-06-30,2024-06-30,18.3,18.3,25.3,18.3,18.3,medium,medium,low,low,low,"株伍指标
2734
海正格
予想PER
（倍）
<25.3>
18.3
(26.3>
16.5
实PER
高值平均
23.6
安值平均
15.6
PBR
2.16
株倡(5/27)
2216m
最低購人额
24
10.4
22万1600F
1973
速中特
情",4146.png,0.5385802469135802,0.679971436343852,0.6143014867535698,0.6299541783808191,小売業,0.0,3.0,18.3,0.6358072490802632,theme_bodyleft,"5 6 異 ー 7 幻 .4 & 5 【 株 式 】 & 例 ー 飛 【 株 け 約 13 , 7 名 く な Ⅱ 〉 庸 去 1 阪 新 f ロ 従 業 員 持 様 会 5 7. Ⅱ 己 資 本 ー ・ 菱 UFJ 銀 9 よ 9 東 P 高 安 、 一 例 興 30 “ 皿 物 「 日 カ ス デ ィ 信 託 冂 4 1 ( 幻 ) 高 統 安 日 ・ ROE & 予 7. 脇 神 野 郎 1 2 2 8 7 1 調 ー 株 益 8 % 780 韻 益 0 引 D 7 , 0 %","56異ー7幻.4&5【株式】&例ー飛【株け約13,7名くなⅡ〉庸去1阪新fロ従業員持様会57.Ⅱ己資本ー・菱UFJ銀9よ9東P高安、一例興30“皿物「日カスディ信託冂41(幻)高統安日・韻益0引D7,0%",0,finance
2024Q2_PRE_ALIGNED,1428,2281.T,プリマハム,食料品,0.567107850147676,9.31620009178522,3.565217391304354,4.370406561957813,8.619173262972746,0.0128083509354675,13.515624999999998,66.66666666666666,92.54079254079254,85.0,2382.0,6276,9.31620009178522,2024-06-30,2024-06-30,11.9,11.9,25.3,11.9,11.9,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<25.3>
11.9
(26.3>
11.9
实PER
高值平均
20.7
安值平均
15.6
PBR
1.00
株倡(5/27)
23729
最低購人额
24
6.4
23万72009
2281
食",4236.png,0.8306451612903226,0.6494151251360174,0.5523555661655304,0.6276680555617241,食料品,0.0,3.0,11.9,0.567107850147676,theme_bodyleft,15. ー 5 (OA) ー 諸 ⅱ Ⅱ カ 1 & 1 5-- 東 P 高 恠 0 ー 7 値 8 Ⅱ 己 資 本 119 3 学 男 ハ ノ Ⅳ ′ 74 ( 8 亠 ー 響 「 145 日 本 生 命 保 険 盟 1 幻 2 ー 4 【 指 標 等 】 く 4 ・ 3 〉 JP モ ル ガ ン ・ チ ェ ー ス ・ バ 高 安 呂 ・ ROE 一 予 & 鵯 ン ク 781 第 0 2 幻 1 調 整 ー 株 益 幻 70 274 ・ 、 年 、 0 、 年 0 0 ト ・ 第 葉 尚 ? 日 中,15.ー5(OA)ー諸ⅱⅡカ1&15--東P高恠0ー7値8Ⅱ己資本学男ハノⅣ′74(8亠ー響「日本生命保険盟1幻2ー4【指標等】く4・3〉JPモルガン・チェース・バ高安呂・・、年、0、年00ト・第葉尚?日中,1,finance
2024Q2_PRE_ALIGNED,1468,1515.T,日鉄鉱業,鉱業,0.5591321104720453,22.79855247285887,2.311557788944718,11.029424716070906,23.36842105263157,0.1389901537828101,20.161290322580648,50.0,86.86006825938567,35.0,1018.0,6276,22.79855247285887,2024-06-30,2024-06-30,11.7,11.7,25.3,11.7,11.7,medium,medium,low,low,low,"5860布E校
株伍指标
予想PER
（倍）
<25.3>
11.7
<26.3>
10.8
实PER
高宿平均
9.3
安值平均
5.9
PBR
0-61
株幅(5/27)
5190m
最低購人额
24
4.8
51万9000P
1515",4001.png,0.8,0.6399211099020675,0.5970978659145922,0.6265086301288743,鉱業,0.0,3.0,11.7,0.5591321104720453,theme_bodyleft,"80.1 8 れ 4 9 れ 1 東 P 4.5 ー 7 4 3 【 株 式 】 & ー 7 例 【 株 ) 月 , 名 く 幻 コ 〉 庸 1 阪 日 本 製 鉄 幻 7 惑 ( 9 ) 恥 ー 4 【 指 標 等 】 く 4 ・ 3 〉 自 社 持 株 会 31 ー 響 「 ー 3 日 本 カ ス ト デ ィ ( 託 」 島 安 ま 比 事 00 - -. 0 銀 行 一 ( 多 0 ) よ 5 → い Ⅱ 己 資 本 140 , ー み ず ほ 銀 高 安 呂 ・ ROE 4 ー DFA1n ロ ス モ ー ル キ ッ 1 ROA 2 バ リ P ~ ー の 2 51 恥 石 141 調 ー 株 益","80.18れ49れ1東P4.5ー【株式】&ー7例【株)月,名く幻コ〉庸1阪日本製鉄幻7惑(9)恥ー4【指標等】く4・3〉自社持株会31ー響「ー3日本カストディ(託」島安ま比事00--.0銀行一(多0)よ5→いⅡ己資本,ーみずほ銀高安呂・リP~ーの恥石調ー株益",1,finance
2024Q2_PRE_ALIGNED,249,2914.T,日本たばこ産業,食料品,0.8307071454479508,35.70536828963795,7.27855909203059,4.891783970239361,6.620530565167249,0.9490889700252596,6.915714726767519,66.66666666666666,94.0718303764604,55.00000000000001,4348.0,6533,35.70536828963795,2024-06-30,2024-06-30,24.12,17.4,24.12,17.4,17.4,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
(24.12>
17.4
(25.12>
16.8
实PER
高值平均
12.8
安值平均
9.1
PBR
1.98
株倡(5/27)
44529
最低購人额
24
44万5200F
2914
食",4470.png,0.3104838709677419,0.4183623503808487,0.815471824965024,0.6238078615472304,食料品,0.0,3.0,24.12,0.8307071454479508,theme_bodyleft,"ー 7 應 5 舸 → 2 仡 0 OG. 4 2 12 ・ 【 株 式 】 & 2 , 网 , 飛 【 株 ド ) 74 い な な ー 幻 庸 4 ( & の 7 , 18 , 83 Ⅱ 己 資 本 3 , , い 1 本 カ ス ト デ ィ 信 託 ロ 1 100 , 网 SM 肬 日 興 誕 券 172 , 側 3 ス テ ー ト ス ト リ ー ト B 工 ス ト リ 1 , 0 , 9 ー テ ィ 1 【 指 標 等 】 く 0 な 肥 〉 日 本 証 券 金 高 統 安 日 ・ ROE な 脇 予 1 凵 ー バ ー ク レ イ 蔓 証 ぐ 惑 ) 4 1 ROA 6 ー 予 鵯 M) 1 0 424 4 例 5 10 認 1 整 ー 2 ) 4 , ー 自 社 グ ル ー プ 社 員 持 く 紗 国 〉 7 ー - 月 儀 4 、 ・ 、 年 IS 年 19 )","ー7應5舸→2仡0OG.・【株式】&2,网,飛【株ド)74いななー幻庸4(&の7,18,83Ⅱ己資本3,,い1本カストディ信託ロ,网SM肬日興誕券,側3ステートストリートB工ストリ1,0,9ーティ1【指標等】く0な肥〉日本証券金高統安日・A6ー予鵯M)例認1整ー2)4,ー自社グループ社員持く紗国〉7ー-月儀4、・、年IS年19)",0,finance
2024Q2_PRE_ALIGNED,717,4761.T,さくらケーシーエス,情報・通信業,0.7114653090833724,97.1951219512195,11.67127071823204,64.10599411445368,139.75720789074356,0.6026260854193689,45.4421768707483,66.66666666666666,51.17088607594936,0.0,1617.0,6422,97.1951219512195,2024-06-30,2024-06-30,26.3,17.9,25.3,17.9,17.9,medium,medium,low,low,low,"3160
株伍指标
予想PER
（倍）
<25.3>
26.3
(26.3>
23.5
实PER
高值平均
17.9
安值平均
11.8
PBR
1.18
株幅(5/27)
8
万补
2016m
最低購人额
24
4.8
20万1600F
4761
情",5492.png,0.2372134038800705,0.6160160500544068,0.7690540405498436,0.6238023115557431,情報・通信業,0.0,3.0,26.3,0.7114653090833724,theme_upperleft,". 3 11,200fi 【 株 ド 乢 叨 リ 「 友 銀 行",".,fi【株ド乢叨リ「友銀行",1,finance
