dataset,baseline_return_pct,candidate_return_pct,return_diff_pt,baseline_num_buys,candidate_num_buys,baseline_max_drawdown_pct,candidate_max_drawdown_pct
q2_2024,3.8899298726399634,7.245213205973311,3.3552833333333476,47,43,-7.171855821565842,-3.2451917515989526
