date,open,high,low,close,volume,ssa_40,price_to_ssa_gap,ssa_slope_3,ssa_slope_5,ssa_slope_20,ssa_curvature,trend_label_ja,trend_label_en,trend_score
2009-01-05,8991.2099609375,9127.3798828125,8987.3603515625,9043.1201171875,84900000,8668.931370508684,0.04316434525618562,0.020440078573861653,0.030460105043400576,0.0327398397981864,-0.0035737874274022197,上昇トレンド,uptrend,4.0
2009-01-06,9130.009765625,9171.0302734375,9029.9404296875,9080.83984375,154800000,8780.710028223579,0.03418058614414132,0.029322412203238057,0.039453487392591136,0.053564738320418526,0.005159421699076017,上昇トレンド,uptrend,4.0
2009-01-07,9133.7998046875,9325.349609375,9106.0498046875,9239.240234375,205600000,8899.882131089453,0.03813062895519548,0.03775965087471134,0.04762582987366737,0.08275473239723441,0.013386492313162135,上昇トレンド,uptrend,4.0
2009-01-08,9143.2099609375,9148.830078125,8876.419921875,8876.419921875,149900000,8978.498475145594,-0.01136922321178413,0.03570994986649034,0.05250824576764379,0.10615228837440926,0.02227167801724228,上昇トレンド,uptrend,4.0
2009-01-09,8932.7099609375,8956.849609375,8773.2001953125,8836.7998046875,137000000,9027.895960779253,-0.021167297111303718,0.02815101874007353,0.052686543753657666,0.11519184166070628,0.028393137863360618,上昇トレンド,uptrend,4.0
2009-01-13,8732.6298828125,8732.9296875,8405.5,8413.91015625,135600000,9008.812766475725,-0.06603562818394026,0.012239559331437722,0.03920683893326249,0.1163058791641638,0.008746733889861913,上昇トレンド,uptrend,4.0
2009-01-14,8425.75,8516.0703125,8359.16015625,8438.4501953125,132700000,8974.883090321391,-0.05977046047400725,-0.0004026714304413703,0.0221135946265949,0.11355988683455909,-0.017339892765996234,上昇トレンド,uptrend,4.0
2009-01-15,8309.3798828125,8309.3798828125,7997.72998046875,8023.31005859375,158300000,8884.889349877729,-0.09697130232644213,-0.015840524915528675,-0.0016846044690131956,0.10036672905524124,-0.049310434342680565,下降トレンドへの転換期,transition_to_downtrend,2.0
2009-01-16,8125.2001953125,8283.91015625,8067.47021484375,8230.150390625,140600000,8838.540598222711,-0.06883378549169628,-0.018900622386852528,-0.015588116132147944,0.09512376849915527,-0.06809636189979174,下降トレンドへの転換期,transition_to_downtrend,2.0
2009-01-19,8318.259765625,8351.6796875,8221.83984375,8256.849609375,102600000,8798.111138923014,-0.061520196892428713,-0.019696295719886292,-0.02545275475642561,0.08423806180896531,-0.07813929851008328,下降トレンドへの転換期,transition_to_downtrend,2.0
2009-01-20,8187.14013671875,8190.419921875,7962.4599609375,8065.7900390625,127900000,8725.61686593633,-0.07561950484552082,-0.017926220312872054,-0.03143542971536106,0.0724980990265105,-0.07064226864862355,下降トレンドへの転換期,transition_to_downtrend,2.0
2009-01-21,7949.9599609375,8009.22021484375,7829.2998046875,7901.64013671875,147100000,8642.08052626896,-0.08567848763958219,-0.022227659619876272,-0.03708154866232516,0.05812692832417765,-0.05919514328892006,下降トレンドへの転換期,transition_to_downtrend,2.0
2009-01-22,7988.2998046875,8051.740234375,7809.89013671875,8051.740234375,142600000,8571.68823413902,-0.06065876237695955,-0.025735399474813958,-0.035250986636431225,0.04354062711461637,-0.03356638216741803,下降トレンドへの転換期,transition_to_downtrend,2.0
2009-01-23,7965.41015625,7965.41015625,7745.25,7745.25,119800000,8476.603311630388,-0.08627905361890997,-0.02853821777094734,-0.040949892413811306,0.02371864725175321,-0.025361776281663362,下降トレンドへの転換期,transition_to_downtrend,2.0
2009-01-26,7714.259765625,7807.16015625,7671.0400390625,7682.14013671875,115000000,8377.930280841863,-0.08305036217766137,-0.030565584829274628,-0.047758075733126626,0.0006302888717260036,-0.022305320976701015,下降トレンドへの転換期,transition_to_downtrend,2.0
2009-01-27,7782.89990234375,8115.14990234375,7782.06982421875,8061.06982421875,152500000,8322.515354605412,-0.03141424428156636,-0.029069288654387848,-0.04619748007783542,-0.010717736708904746,-0.014762050362474355,下降トレンド,downtrend,1.0
2009-01-28,8052.25,8171.6298828125,7936.58984375,8106.2900390625,140000000,8278.62916047212,-0.020817350079223806,-0.02335536344925293,-0.04205600314554725,-0.019982447430430872,-0.0049744544832220905,下降トレンド,downtrend,1.0
2009-01-29,8201.16015625,8305.3798828125,8138.990234375,8251.240234375,160300000,8239.83724164514,0.0013838856758270346,-0.01648295397163968,-0.03871477629951525,-0.030069589556940945,-0.003463789663084027,下降トレンド,downtrend,1.0
2009-01-30,8142.8798828125,8142.8798828125,7922.39013671875,7994.0498046875,148000000,8172.729052471602,-0.021862862042400066,-0.017997720130479844,-0.03584858792930101,-0.04194841242520153,0.005101304484510294,下降トレンド,downtrend,1.0
2009-02-02,7908.509765625,7955.75,7795.27001953125,7873.97998046875,159700000,8091.586881874698,-0.02689298212856006,-0.02259338774231978,-0.03417829814386952,-0.056490608092045425,0.013579777589257103,下降トレンド,downtrend,1.0
2009-02-03,7862.9501953125,8084.41015625,7800.7998046875,7825.509765625,181500000,7995.791732009534,-0.021296448443353544,-0.029617758516171988,-0.03925779751371439,-0.07764966749986524,0.00693968256412103,下降トレンド,downtrend,1.0
2009-02-04,7897.240234375,8084.97021484375,7863.64990234375,8038.93994140625,156800000,7913.6725633301,0.01582923441343853,-0.03169767252508604,-0.044084182304550246,-0.09874343442689548,-0.0020281791590029963,下降トレンド,downtrend,1.0
2009-02-05,7985.52978515625,8093.9599609375,7901.0400390625,7949.64990234375,169500000,7818.551491115641,0.016767608600784856,-0.03374312044657901,-0.05112792136236266,-0.12149943381794481,-0.012413145062847408,下降トレンド,downtrend,1.0
2009-02-06,8054.27001953125,8169.0400390625,8033.240234375,8076.6201171875,147300000,7748.961126226666,0.04228424760731597,-0.03087006441084894,-0.05185145910554556,-0.1369424244290457,-0.01600287117624455,下降トレンド,downtrend,1.0
