date,open,high,low,close,volume,ssa_40,price_to_ssa_gap,ssa_slope_3,ssa_slope_5,ssa_slope_20,ssa_curvature,trend_label_ja,trend_label_en,trend_score
2022-01-04,29098.41015625,29323.7890625,28954.560546875,29301.7890625,66000000,28570.51396791465,0.02559544764950994,0.01534727114362111,0.02284057557904462,-0.01527554409966192,0.03198026847729196,上昇トレンドへの転換期,transition_to_uptrend,3.0
2022-01-05,29288.80078125,29388.16015625,29204.44921875,29332.16015625,78600000,28722.96508031967,0.021209338041069392,0.015703281299643823,0.025975840747311185,-0.003868939190822096,0.02823275689022875,上昇トレンドへの転換期,transition_to_uptrend,3.0
2022-01-06,29136.75,29158.94921875,28487.869140625,28487.869140625,71600000,28767.0154872092,-0.009703695077729502,0.012713223834391885,0.022330599536500406,0.0013941402996577867,0.016629521734031094,上昇トレンド,uptrend,4.0
2022-01-07,28711.529296875,28813.08984375,28293.69921875,28478.560546875,75200000,28762.436909460797,-0.009869690926377017,0.0067175179894096715,0.017099086581773726,0.0029339447162770593,0.004577434566144012,上昇トレンド,uptrend,4.0
2022-01-11,28380.900390625,28473.470703125,28089.490234375,28222.48046875,73700000,28720.24229713983,-0.01733139376889592,-9.479464157780004e-05,0.011066621734663107,0.002854901062472992,-0.006442291939498412,上昇トレンド,uptrend,4.0
2022-01-12,28449.529296875,28814.310546875,28427.599609375,28765.66015625,72500000,28750.598568163172,0.0005238704179018061,-0.0005706855149198997,0.006303162780017191,0.006144489825027355,-0.01653741279902743,上昇トレンド,uptrend,4.0
2022-01-13,28658.220703125,28660.44921875,28444.9609375,28489.130859375,69900000,28755.75773552383,-0.009272121381779797,-0.00023221863842726176,0.0011416876743908233,0.00857640524857417,-0.024834153072920362,上昇トレンド,uptrend,4.0
2022-01-14,28246.990234375,28252.9609375,27889.2109375,28124.279296875,82100000,28724.202784578985,-0.020885644493014888,0.00013789881708459184,-0.001488256668448984,0.011088483190553111,-0.02381885620494939,下降トレンドへの転換期,transition_to_downtrend,2.0
2022-01-17,28332.720703125,28449.990234375,28274.1796875,28333.51953125,54500000,28718.757101600626,-0.01341414494324178,-0.001107506213724685,-0.00151864071871477,0.014622154968261247,-0.018617727300488496,下降トレンドへの転換期,transition_to_downtrend,2.0
2022-01-18,28451.33984375,28690.33984375,28129.66015625,28257.25,71300000,28672.66265712714,-0.014488108833655255,-0.0028896848819267573,-0.001656658725940785,0.014405595138636151,-0.012723280460603892,下降トレンドへの転換期,transition_to_downtrend,2.0
2022-01-19,27928.890625,27958.169921875,27314.41015625,27467.23046875,84300000,28547.81491786359,-0.03785173934406527,-0.006140740198718131,-0.007053197512351339,0.01268691526069099,-0.01335636029236853,下降トレンドへの転換期,transition_to_downtrend,2.0
2022-01-20,27401.4296875,27882.529296875,27217.58984375,27772.9296875,74000000,28506.033345369822,-0.02571749106540977,-0.00740713657900427,-0.008684326542559129,0.01592904997326894,-0.009826014216949952,下降トレンドへの転換期,transition_to_downtrend,2.0
