Date,JP_RVOL
2001-06-20,165.7663276774849
2001-06-21,165.726358192077
2001-06-22,165.64111199867133
2001-06-25,165.53606732957542
2001-06-26,165.5188221180182
2001-06-27,165.47547441571828
2001-06-28,165.54715465629118
2001-06-29,165.49562664676625
2001-07-02,222.49164415349557
2001-07-03,222.48271808368392
2001-07-04,222.62588810554954
2001-07-05,222.56484024364443
2001-07-06,154.89837152718454
2001-07-09,155.0711429668546
2001-07-10,155.01698068169304
2001-07-11,155.0388576361201
2001-07-12,154.8573826884087
2001-07-13,154.84793358798473
2001-07-16,154.8616540611556
2001-07-17,154.90296936769076
2001-07-18,155.00535701205632
2001-07-19,155.08093926007135
2001-07-20,155.13233598296756
2001-07-23,155.37887149959778
2001-07-24,155.16536640787447
2001-07-25,155.1168883642759
2001-07-26,155.05030302070944
2001-07-27,154.95898277827388
2001-07-30,155.09119981929166
2001-07-31,155.02658629185763
2001-08-01,222.47483909860594
2001-08-02,222.42619385491565
2001-08-03,268.6359154450073
2001-08-06,268.71498221291876
2001-08-07,268.7871816734426
2001-08-08,268.80012693335505
2001-08-09,268.9724977845384
2001-08-10,269.07932299999857
2001-08-13,227.91987923848342
2001-08-14,227.84834372258365
2001-08-15,227.69455227841416
2001-08-16,227.75982324819287
2001-08-17,227.6242836034175
2001-08-20,227.4842120384841
2001-08-21,227.54504731137507
2001-08-22,227.35532426952497
2001-08-23,227.4988365509029
2001-08-24,227.55098658065722
2001-08-27,227.49713307823657
2001-08-28,227.4302336160479
2001-08-29,265.489720021387
2001-08-30,265.5824624083903
2001-08-31,297.58842865923083
2001-09-03,297.68291998346467
2001-09-04,297.7083455403131
2001-09-05,297.9934472595116
2001-09-06,325.68672312085243
2001-09-07,325.93205584592766
2001-09-10,326.1049414513509
2001-09-11,326.32475783537706
2001-09-12,295.1198163751742
2001-09-13,295.2339907480736
2001-09-14,255.9374586890964
2001-09-17,287.0819883448887
2001-09-18,286.8628858995004
2001-09-19,286.54201752982954
2001-09-20,315.0496800071012
2001-09-21,315.29896973578457
2001-09-24,315.0872803951776
2001-09-25,315.0005271393276
2001-09-26,315.06068364074747
2001-09-27,314.9439923796415
2001-09-28,314.9124635782877
2001-10-01,343.0246845163991
2001-10-02,342.7791157872559
2001-10-03,342.8031394584099
2001-10-04,342.4804421709651
2001-10-05,342.4777352928731
2001-10-08,342.58930610666096
2001-10-09,342.8020909813119
2001-10-10,345.46202505989186
2001-10-11,344.9163170050798
2001-10-12,322.30106938846984
2001-10-15,321.7833002655183
2001-10-16,345.81444640498466
2001-10-17,345.51996615617134
2001-10-18,322.5345023122503
2001-10-19,322.2730726877866
2001-10-22,321.7073013897264
2001-10-23,321.3448758568821
2001-10-24,319.2210010375375
2001-10-25,319.0727539937782
2001-10-26,319.60485733046613
2001-10-29,296.1748651754142
2001-10-30,296.7182318456997
2001-10-31,320.29499153763186
2001-11-01,293.23565759564747
2001-11-02,323.6369135983479
2001-11-05,323.6152573633054
2001-11-06,323.8076407274086
2001-11-07,323.92139483122463
2001-11-08,324.00130291606087
2001-11-09,323.98658845908477
2001-11-12,292.230452533928
2001-11-13,292.57937376809105
2001-11-14,292.58215870507445
2001-11-15,292.6133732467233
2001-11-16,292.56619895105945
2001-11-19,292.5370872545103
2001-11-20,292.3418133699387
2001-11-21,257.18432489627605
2001-11-22,257.3044293578571
2001-11-23,257.45761603157223
2001-11-26,257.22116426455983
2001-11-27,212.5012517850193
2001-11-28,212.7420620322355
2001-11-29,212.74340667913242
2001-11-30,212.79923552144498
2001-12-03,213.02095160432373
2001-12-04,213.24362382839493
2001-12-05,213.24425503374118
2001-12-06,213.31679894676395
2001-12-07,213.48271347031158
2001-12-10,213.43704712767106
2001-12-11,255.5732627762831
2001-12-12,217.882317757801
2001-12-13,260.98083720475955
2001-12-14,213.47476730562795
2001-12-17,213.7475134087485
2001-12-18,213.94481481222263
2001-12-19,214.1124928676978
2001-12-20,213.91887166456036
2001-12-21,213.9338178287737
2001-12-24,213.6096030979011
2001-12-25,213.43239683399497
2001-12-26,213.4663347128992
2001-12-27,213.4588800918911
2001-12-28,213.29896749011957
2001-12-31,213.30778595859624
2002-01-01,213.2779887570218
2002-01-02,213.2738585026171
2002-01-03,213.3267792795829
2002-01-04,213.24852490412053
2002-01-07,253.9101475561973
2002-01-08,254.09950711915826
2002-01-09,253.8550790643161
2002-01-10,253.86629727642233
2002-01-11,290.80389785167995
2002-01-14,290.57675499875717
2002-01-15,290.75230569234617
2002-01-16,290.81649045185645
2002-01-17,290.955278290362
2002-01-18,290.46494159054976
2002-01-21,290.1758582761128
2002-01-22,257.3074029003003
2002-01-23,257.5544262187063
2002-01-24,255.72299473630827
2002-01-25,255.41532884697696
2002-01-28,287.0413506411719
2002-01-29,286.9295002308057
2002-01-30,286.6708801640323
2002-01-31,286.9496407411817
2002-02-01,287.12937071317583
2002-02-04,287.32469091495886
2002-02-05,313.407021407363
2002-02-06,313.4510861769587
2002-02-07,313.5743896749321
2002-02-08,343.5474204606703
2002-02-11,343.5604533211209
2002-02-12,343.1467476055034
2002-02-13,362.26444420550246
2002-02-14,362.13694904077465
2002-02-15,362.33439364946986
2002-02-18,366.312684647527
2002-02-19,366.26213186331745
2002-02-20,366.2666341848215
2002-02-21,365.6241881630716
2002-02-22,344.63749590903905
2002-02-25,344.5636010356328
2002-02-26,344.1206838193212
2002-02-27,343.75736797107396
2002-02-28,343.4657078061995
2002-03-01,362.5557712841421
2002-03-04,362.17474748904505
2002-03-05,362.031566223506
2002-03-06,361.9169920083682
2002-03-07,343.11664393781683
2002-03-08,343.05287055236107
2002-03-11,321.8274009162297
2002-03-12,321.82957487780214
2002-03-13,343.7022783502657
2002-03-14,343.81528137687474
2002-03-15,343.33971911149274
2002-03-18,343.0407995278088
2002-03-19,322.6053826030998
2002-03-20,322.56717431892434
2002-03-21,322.6411677231034
2002-03-22,289.1765086014158
2002-03-25,289.1616977761407
2002-03-26,289.7896441678914
2002-03-27,257.4857865255198
2002-03-28,291.16655685781046
2002-03-29,291.4263011955225
2002-04-01,255.22470221954174
2002-04-02,254.9826673370724
2002-04-03,288.49203996230705
2002-04-04,288.6658952287653
2002-04-05,288.57017569074156
2002-04-08,314.28365633699667
2002-04-09,314.503307509318
2002-04-10,314.73631736281857
2002-04-11,315.10067006733055
2002-04-12,288.6035026225996
2002-04-15,289.0518335683658
2002-04-16,288.8836905479846
2002-04-17,288.75225881373854
2002-04-18,288.97329145840484
2002-04-19,289.0478518068969
2002-04-22,289.2580333083958
2002-04-23,289.1003600043952
2002-04-24,256.4869656890019
2002-04-25,256.3919257997046
2002-04-26,256.6569351812943
2002-04-29,256.7044116863703
2002-04-30,257.007210718784
2002-05-01,256.9282958228136
2002-05-02,256.89122289239265
2002-05-03,256.78703221263635
2002-05-06,256.80503269817115
2002-05-07,282.22834392141556
2002-05-08,282.2287465424814
2002-05-09,245.46710715786753
2002-05-10,245.27185619986383
2002-05-13,245.2866769748853
2002-05-14,245.3442975436785
2002-05-15,198.73140427928288
2002-05-16,198.68349057482274
2002-05-17,240.60620157926974
2002-05-20,195.91264568673716
2002-05-21,239.92859719094076
2002-05-22,239.8898386452384
2002-05-23,239.65869513796804
2002-05-24,239.44617506302413
2002-05-27,239.34911860188723
2002-05-28,277.1286558634131
2002-05-29,277.28204240348344
2002-05-30,277.38521830559125
2002-05-31,277.4441647772013
2002-06-03,277.4829020978898
2002-06-04,277.6772736361527
2002-06-05,304.439195444775
2002-06-06,304.58771289215025
2002-06-07,304.51579503754067
2002-06-10,324.9405599879931
2002-06-11,324.6938585960516
2002-06-12,324.8972401871018
2002-06-13,325.20087289603805
2002-06-14,325.46892928466616
2002-06-17,326.06063698283356
2002-06-18,307.6053866261467
2002-06-19,308.04099018494895
2002-06-20,332.42599426310375
2002-06-21,332.6083187527525
2002-06-24,332.3670321175695
2002-06-25,332.18808094423747
2002-06-26,332.777957734431
2002-06-27,353.5184121530123
2002-06-28,335.1554754685149
2002-07-01,335.2360381454439
2002-07-02,312.65703974541424
2002-07-03,312.57139764167744
2002-07-04,328.24977349352156
2002-07-05,328.2583510196774
2002-07-08,328.4598846738029
2002-07-09,301.8744725919247
2002-07-10,301.85951744458015
2002-07-11,302.0224847469567
2002-07-12,302.00812676527465
2002-07-15,326.9376384540923
2002-07-16,326.9951150837978
2002-07-17,304.26238008562717
2002-07-18,303.86508688128777
2002-07-19,304.05888755390083
2002-07-22,306.7834388733082
2002-07-23,306.8199323915756
2002-07-24,306.75294314185186
2002-07-25,331.8060757049877
2002-07-26,331.92542647174974
2002-07-29,331.35795654227087
2002-07-30,331.30903162261984
2002-07-31,350.2019574583577
2002-08-01,329.8280851916941
2002-08-02,329.8007513789373
2002-08-05,348.49490919879634
2002-08-06,363.76330213075636
2002-08-07,362.9081816970379
2002-08-08,345.27481567114756
2002-08-09,361.6159436433833
2002-08-12,362.11399223892
2002-08-13,362.3053479929868
2002-08-14,362.6543517833226
2002-08-15,352.19889592427245
2002-08-16,352.3230871179797
2002-08-19,364.662735413363
2002-08-20,364.96007862481224
2002-08-21,378.18268251668053
2002-08-22,377.6148714723266
2002-08-23,377.6217154948607
2002-08-26,362.69936243292506
2002-08-27,343695.57108658657
2002-08-28,343695.5824367027
2002-08-29,343695.8278697422
2002-08-30,343690.713753726
2002-09-02,343695.93146621686
2002-09-03,343690.8910129353
2002-09-04,343691.04381640366
2002-09-05,343696.2946632834
2002-09-06,343691.05889841984
2002-09-09,343690.9617409884
2002-09-10,343685.9840645809
2002-09-11,343691.1101926146
2002-09-12,343691.0307017643
2002-09-13,343691.0442146156
2002-09-16,343696.0937656715
2002-09-17,343700.9121157581
2002-09-18,343695.9534955029
2002-09-19,343695.87557280716
2002-09-20,343700.9847772437
2002-09-23,343700.88291975844
2002-09-24,343695.58765621047
2002-09-25,343695.6892163753
2002-09-26,343695.7300626305
2002-09-27,343695.6405540252
2002-09-30,343700.41513743176
2002-10-01,343695.9244782694
2002-10-02,343701.06992038374
2002-10-03,343695.98754862
2002-10-04,343696.0719808061
2002-10-07,343696.478854815
2002-10-08,362.4807262233785
2002-10-09,375.0339647849055
2002-10-10,375.07321131645455
2002-10-11,361.39892150751706
2002-10-14,361.032042028894
2002-10-15,344.2482530533446
2002-10-16,343.60548104390887
2002-10-17,343.70605911370353
2002-10-18,323.9047228046308
2002-10-21,324.03761203112606
2002-10-22,301.66164277107487
2002-10-23,301.72114452503655
2002-10-24,301.9366013016232
2002-10-25,301.4975036543438
2002-10-28,326.4694003715485
2002-10-29,327.0295150763388
2002-10-30,304.39124240506953
2002-10-31,304.73179709351126
2002-11-01,304.71296885259466
2002-11-04,304.7114033659485
2002-11-05,274.4905288775376
2002-11-06,274.27634647551287
2002-11-07,274.3358220301412
2002-11-08,274.7744007850884
2002-11-11,275.02276484678316
2002-11-12,250.14810199523643
2002-11-13,250.19567878161996
2002-11-14,208.0039010140557
2002-11-15,207.86289549108895
2002-11-18,207.65896035642078
2002-11-19,207.9859203167293
2002-11-20,154.18010622285144
2002-11-21,153.93787223893025
2002-11-22,153.93859284645774
2002-11-25,153.86675703406948
2002-11-26,153.99491610976082
2002-11-27,153.99626324289696
2002-11-28,153.94588179835065
2002-11-29,153.93673187911102
2002-12-02,153.95858757398992
2002-12-03,153.7013585007456
2002-12-04,153.8094854082167
2002-12-05,153.79249907408493
2002-12-06,153.9368544088499
2002-12-09,17.5048353610525
2002-12-10,17.550920223654142
2002-12-11,17.561127834532925
2002-12-12,17.486672148629328
2002-12-13,17.693623930048403
2002-12-16,18.078634364845243
2002-12-17,17.74331040941112
2002-12-18,18.149598079833343
2002-12-19,18.148396185556777
2002-12-20,18.05780839244653
2002-12-23,17.452145361863305
2002-12-24,17.456785928832872
2002-12-25,17.374283727044578
2002-12-26,17.55277699202543
2002-12-27,18.07425998522819
2002-12-30,16.91209215004206
2002-12-31,15.265871371933521
2003-01-01,14.930015981496863
2003-01-02,14.412786380237202
2003-01-03,13.811222246267093
2003-01-06,155.59885038077394
2003-01-07,155.56352435270077
2003-01-08,155.68591396675558
2003-01-09,207.78609037614132
2003-01-10,207.8865545291979
2003-01-13,207.89981094423524
2003-01-14,248.09533372181872
2003-01-15,247.75900817366016
2003-01-16,247.62442301514702
2003-01-17,247.39550532136323
2003-01-20,247.2147867992219
2003-01-21,283.1905488471426
2003-01-22,283.13095127617294
2003-01-23,283.02051791562434
2003-01-24,282.67872832966464
2003-01-27,304.96743131267516
2003-01-28,305.0805897187322
2003-01-29,323.75836284593106
2003-01-30,323.82475499470655
2003-01-31,324.0189925600262
2003-02-03,323.6935075485546
2003-02-04,323.4520165518248
2003-02-05,323.39131132697185
2003-02-06,323.8177465241852
2003-02-07,324.1316299410269
2003-02-10,324.04901016320133
2003-02-11,324.0358857089339
2003-02-12,323.7034601573014
2003-02-13,323.7345586406508
2003-02-14,323.6122655415414
2003-02-17,297.39796467646715
2003-02-18,297.29196358093867
2003-02-19,297.11520832984456
2003-02-20,271.71154770950005
2003-02-21,271.87632318685866
2003-02-24,299.8439223419929
2003-02-25,273.75816384399354
2003-02-26,274.0014790370617
2003-02-27,274.06471838576596
2003-02-28,274.1442339004065
2003-03-03,274.1166909912761
2003-03-04,249.83309720498093
2003-03-05,249.82205032187434
2003-03-06,249.9381621524361
2003-03-07,250.47726020263573
2003-03-10,246.6302852765252
2003-03-11,246.7485932508293
2003-03-12,212.77124183443723
2003-03-13,212.64974156271168
2003-03-14,212.4774125549301
2003-03-17,212.87991486208787
2003-03-18,212.8729432350948
2003-03-19,213.0059871964048
2003-03-20,212.81072873696982
2003-03-21,212.841125571778
2003-03-24,212.64209402345736
2003-03-25,212.7211524945323
2003-03-26,212.92526612238336
2003-03-27,252.8904312989968
2003-03-28,252.99155373599112
2003-03-31,279.37819924569817
2003-04-01,279.4452950038379
2003-04-02,279.2287269188402
2003-04-03,279.22903232422766
2003-04-04,305.63184357257336
2003-04-07,279.28869306513826
2003-04-08,278.9324489296117
2003-04-09,300.66968877151106
2003-04-10,300.7364300177377
2003-04-11,300.8182545950795
2003-04-14,301.10096174255995
2003-04-15,293.14756163788627
2003-04-16,293.0019767181486
2003-04-17,314.86281953732845
2003-04-18,314.1505709542837
2003-04-21,296.8195393139253
2003-04-22,296.6239820797528
2003-04-23,321.12276160768613
2003-04-24,321.2155492402666
2003-04-25,321.4699988558883
2003-04-28,321.37550939620525
2003-04-29,321.62501221310606
2003-04-30,321.3411956230726
2003-05-01,321.60252352807856
2003-05-02,321.5225510027529
2003-05-05,322.0656169418771
2003-05-06,321.66311121045806
2003-05-07,321.6058459685784
2003-05-08,297.5438651358097
2003-05-09,297.31456005981283
2003-05-12,274.00680844626373
2003-05-13,273.9028446978851
2003-05-14,297.43616443398537
2003-05-15,297.4686032509752
2003-05-16,268.58714387347067
2003-05-19,268.9519761837413
2003-05-20,268.85901118237484
2003-05-21,239.79854487005022
2003-05-22,239.6825597210031
2003-05-23,239.50484306812223
2003-05-26,239.3635953631043
2003-05-27,239.66416781880332
2003-05-28,239.61972913646292
2003-05-29,200.1730159418638
2003-05-30,200.2071055498502
2003-06-02,200.32231590319918
2003-06-03,200.17967503374368
2003-06-04,194.7636608520945
2003-06-05,194.66395423178187
2003-06-06,232.98148587764885
2003-06-09,232.70652241830567
2003-06-10,232.66703958540597
2003-06-11,268.3661699062153
2003-06-12,268.47246959393743
2003-06-13,295.65559649772354
2003-06-16,295.65456513693374
2003-06-17,295.85015609725633
2003-06-18,295.76586347137237
2003-06-19,295.6807550194685
2003-06-20,295.7685067572692
2003-06-23,295.7501968916402
2003-06-24,296.11429772559035
2003-06-25,295.6199373569421
2003-06-26,295.4576323555851
2003-06-27,295.2299580017922
2003-06-30,318.91695676606383
2003-07-01,318.72748286466833
2003-07-02,318.4617680702017
2003-07-03,318.81829686540345
2003-07-04,319.0590459985357
2003-07-07,318.91466364001326
2003-07-08,318.7495907199623
2003-07-09,318.8959081647286
2003-07-10,318.8927005164781
2003-07-11,319.30811401524846
2003-07-14,319.2538062412484
2003-07-15,338.6504295667334
2003-07-16,321.0210492960279
2003-07-17,321.77479366467696
2003-07-18,323.7701212920495
2003-07-21,323.96671226349685
2003-07-22,324.09393627010326
2003-07-23,300.02583232726266
2003-07-24,299.9534869615284
2003-07-25,273.1398446011362
2003-07-28,272.87827372825524
2003-07-29,272.8919367056393
2003-07-30,273.0083937159957
2003-07-31,273.1859891539738
2003-08-01,273.1175272428418
2003-08-04,273.3244538818897
2003-08-05,273.27557250263146
2003-08-06,245.4000854519562
2003-08-07,245.34237483582388
2003-08-08,245.59269638609692
2003-08-11,202.7158166752946
2003-08-12,202.77611550293378
2003-08-13,202.79421737483418
2003-08-14,202.52803648703178
2003-08-15,246.21669914696866
2003-08-18,280.47445368836395
2003-08-19,280.28093121449484
2003-08-20,280.1181556529736
2003-08-21,280.15441156066436
2003-08-22,279.9176850623899
2003-08-25,280.00901165373244
2003-08-26,247.78839558963233
2003-08-27,247.6136782137218
2003-08-28,247.30685040990275
2003-08-29,208.33878537224706
2003-09-01,208.16683517138364
2003-09-02,208.1012906538271
2003-09-03,208.24414215496068
2003-09-04,208.2906194153565
2003-09-05,208.3383554570076
2003-09-08,208.46592442080106
2003-09-09,208.3825490544347
2003-09-10,208.34175553888338
2003-09-11,208.36881292792756
2003-09-12,208.36511164090658
2003-09-15,208.321616550745
2003-09-16,208.08212787680893
2003-09-17,208.0089278924909
2003-09-18,208.0558383182915
2003-09-19,207.95496813788543
2003-09-22,208.1472695057164
2003-09-23,208.21943730639586
2003-09-24,208.39957239064492
2003-09-25,208.81743988749952
2003-09-26,150.21799678705233
2003-09-29,9.405457149612491
2003-09-30,9.264079112374777
2003-10-01,8.978132042689408
2003-10-02,9.43358042647509
2003-10-03,9.53701062335351
2003-10-06,9.631072423097065
2003-10-07,9.631445430737665
2003-10-08,9.848930931458707
2003-10-09,9.65112788427181
2003-10-10,9.754688650614574
2003-10-13,9.219755697406004
2003-10-14,9.45072426643497
2003-10-15,9.472487028948779
2003-10-16,9.788173667932554
2003-10-17,9.778755990533199
2003-10-20,9.948359310660178
2003-10-21,10.314177170464548
2003-10-22,10.859201984762509
2003-10-23,16.00936851574439
2003-10-24,15.872316787776766
2003-10-27,15.999675114487296
2003-10-28,15.94796491356259
2003-10-29,16.035878799255855
2003-10-30,16.023530276594425
2003-10-31,16.033475160382313
2003-11-03,15.85598531857534
2003-11-04,16.065315180905074
2003-11-05,16.0592951287522
2003-11-06,15.534191698374453
2003-11-07,15.544747074615506
2003-11-10,135.38623467807963
2003-11-11,135.9385471568115
2003-11-12,136.01503071447715
2003-11-13,136.0388396210789
2003-11-14,136.16627993679847
2003-11-17,176.37239625715372
2003-11-18,176.60206497664015
2003-11-19,209.57071169795717
2003-11-20,209.47177661607105
2003-11-21,209.57061221542682
2003-11-24,209.57781378161368
2003-11-25,209.50281826157178
2003-11-26,209.44450283164514
2003-11-27,259.23231705900196
2003-11-28,259.4646154287857
2003-12-01,259.5450162686637
2003-12-02,259.32921801780384
2003-12-03,259.1508382538625
2003-12-04,258.0487312266821
2003-12-05,258.17156743462203
2003-12-08,258.6156581308769
2003-12-09,258.7024431480592
2003-12-10,259.0396779832039
2003-12-11,259.0509906459518
2003-12-12,258.92306734034713
2003-12-15,258.69032715368627
2003-12-16,259.04979903879683
2003-12-17,259.13572825859166
2003-12-18,258.99907363860956
2003-12-19,258.9851523760351
2003-12-22,229.2263118713453
2003-12-23,228.6433549983244
2003-12-24,228.5813000845106
2003-12-25,228.58417200572626
2003-12-26,228.27965884345014
2003-12-29,201.96722481762163
2003-12-30,201.60258269068675
2003-12-31,165.44675134030354
2004-01-01,165.5256469620855
2004-01-02,165.5613519671578
2004-01-05,165.45617579279542
2004-01-06,165.53873110578832
2004-01-07,165.58112502428003
2004-01-08,11.193903831815973
2004-01-09,11.150866294142679
2004-01-12,11.14490545267037
2004-01-13,11.145682344517605
2004-01-14,11.111376743211816
2004-01-15,11.206562415247818
2004-01-16,11.215635947585376
2004-01-19,10.4329046750573
2004-01-20,10.397980471872021
2004-01-21,9.785629702588425
2004-01-22,9.766184253959967
2004-01-23,9.765636720697604
2004-01-26,9.412483014643405
2004-01-27,8.85648461526109
2004-01-28,8.681520527662569
2004-01-29,9.266600286190013
2004-01-30,9.217254838550565
2004-02-02,9.118600446285942
2004-02-03,9.226697724736528
2004-02-04,10.237708257451859
2004-02-05,10.267167250092212
2004-02-06,9.897641628093751
2004-02-09,8.991648346145935
2004-02-10,8.384712509279144
2004-02-11,8.381951648350103
2004-02-12,8.390599813480007
2004-02-13,8.373614396320397
2004-02-16,7.624750191117275
2004-02-17,7.670658678211209
2004-02-18,7.666633372023091
2004-02-19,7.294152276900472
2004-02-20,6.988206919586959
2004-02-23,7.2242777970418
2004-02-24,7.6941422181825
2004-02-25,7.665471848507079
2004-02-26,7.815375843728016
2004-02-27,8.259609489217556
2004-03-01,8.896381777591463
2004-03-02,8.913062789796136
2004-03-03,8.93679609357559
2004-03-04,9.250616366028265
2004-03-05,9.306698736430006
2004-03-08,9.503217900106906
2004-03-09,9.53726460066344
2004-03-10,9.299946391702424
2004-03-11,8.576926764711626
2004-03-12,8.760534602382798
2004-03-15,9.701692814525538
2004-03-16,9.559465510489916
2004-03-17,8.771161471267684
2004-03-18,8.724432274822226
2004-03-19,8.77330251352237
2004-03-22,8.664610639744199
2004-03-23,8.647007320438432
2004-03-24,8.799169358995643
2004-03-25,8.893614661277919
2004-03-26,9.01369583493467
2004-03-29,9.011549354673463
2004-03-30,9.04349213160804
2004-03-31,8.95764986896912
2004-04-01,8.829041302057872
2004-04-02,8.782954564284958
2004-04-05,1778.845005179043
2004-04-06,1778.7309363955778
2004-04-07,1778.695057615164
2004-04-08,1778.6965880489377
2004-04-09,1778.9550149697693
2004-04-12,1778.91447488398
2004-04-13,1778.8303361783076
2004-04-14,1778.7627200253687
2004-04-15,1778.9871354620188
2004-04-16,1778.9865122911056
2004-04-19,1779.1645706263143
2004-04-20,1779.1433013290589
2004-04-21,1779.1658570076536
2004-04-22,1779.1354977215278
2004-04-23,1779.0696584613145
2004-04-26,1779.2309092380467
2004-04-27,1779.2891301070078
2004-04-28,1779.3877896934014
2004-04-29,1779.3971487876931
2004-04-30,1779.4659084969333
2004-05-03,1779.5233568047945
2004-05-04,1779.5290104532328
2004-05-05,1779.648264810783
2004-05-06,1779.8149350577298
2004-05-07,1779.8951993891553
2004-05-10,1780.635548379713
2004-05-11,1780.7748961834882
2004-05-12,1780.5765420016546
2004-05-13,1780.7609666010167
2004-05-14,1780.97993340592
2004-05-17,26.85485107969452
2004-05-18,27.321880205642955
2004-05-19,29.348047865124084
2004-05-20,29.283868868555334
2004-05-21,29.54869862664421
2004-05-24,29.11943842105394
2004-05-25,28.806086913386086
2004-05-26,28.636059586975588
2004-05-27,28.501568772030677
2004-05-28,28.540055433380722
2004-05-31,28.458087414590217
2004-06-01,28.402342779762574
2004-06-02,28.383954778421156
2004-06-03,28.405346341137978
2004-06-04,28.391075066105394
2004-06-07,28.695363871147027
2004-06-08,28.76172552428758
2004-06-09,28.76412429240614
2004-06-10,28.863910976524625
2004-06-11,28.863380055668852
2004-06-14,28.931230013988007
2004-06-15,28.93246508003584
2004-06-16,29.139634570620643
2004-06-17,29.08933393899989
2004-06-18,29.050575320306283
2004-06-21,22.8361594003754
2004-06-22,22.49365942930626
2004-06-23,21.129953007904803
2004-06-24,20.697347264707307
2004-06-25,20.21199647737245
2004-06-28,13.69449141881194
2004-06-29,13.341178565868553
2004-06-30,9.878652895813996
2004-07-01,9.877195571446638
2004-07-02,9.255765323396545
2004-07-05,9.468577119482983
2004-07-06,9.683151892898971
2004-07-07,10.039787864499944
2004-07-08,9.853027786453703
2004-07-09,9.98501986415886
2004-07-12,10.617053743106764
2004-07-13,10.604410702413828
2004-07-14,11.311105295728991
2004-07-15,11.178665721838211
2004-07-16,11.184262570439166
2004-07-19,10.767537821845186
2004-07-20,10.931207359171971
2004-07-21,11.101591120945264
2004-07-22,11.180127752149504
2004-07-23,11.19568085416059
2004-07-26,11.692952636282486
2004-07-27,13.337082172251877
2004-07-28,13.378851765506205
2004-07-29,13.67745270110291
2004-07-30,13.931816287491209
2004-08-02,13.67394526056519
2004-08-03,14.008414171546194
2004-08-04,14.253736288682948
2004-08-05,14.235835881891557
2004-08-06,14.232633730061783
2004-08-09,13.716860220528934
2004-08-10,13.905916197350447
2004-08-11,14.042089459014651
2004-08-12,13.982384906385809
2004-08-13,14.197767588985435
2004-08-16,14.206051401328127
2004-08-17,14.098447019992369
2004-08-18,13.990562644858217
2004-08-19,14.212378369842174
2004-08-20,13.901116716664246
2004-08-23,13.179694764669733
2004-08-24,13.056112427138618
2004-08-25,12.97956176995218
2004-08-26,12.883737435916794
2004-08-27,12.952651620954478
2004-08-30,12.97112494417068
2004-08-31,12.906372001805577
2004-09-01,12.834352533111717
2004-09-02,12.815532552259917
2004-09-03,12.829623682716349
2004-09-06,12.60829719013254
