Date,phase_name,ret5,dd20,vol10,crash_scale
2021-05-13,crash,-0.0642097327939417,-0.0774277310628679,0.0148792788643366,minor_crash
2021-05-17,crash,-0.0573714434683416,-0.0626752880749532,0.017389868908293,minor_crash
2021-10-05,crash,-0.0782482392475101,-0.0928585333932026,0.0138289255929691,minor_crash
2021-10-07,crash,-0.0602475025799479,-0.0975506669355733,0.0138047670757801,minor_crash
2022-01-27,crash,-0.0577047119004988,-0.1077949717360411,0.0140764627890816,minor_crash
2022-01-28,crash,-0.0292461421674515,-0.0891451668943258,0.0166882678337434,minor_crash
2022-02-24,crash,-0.0542446598350963,-0.0622925612851491,0.0138135800858399,minor_crash
2022-03-07,crash,-0.0492109548325647,-0.0893509086807397,0.0163091526365293,minor_crash
2022-03-08,crash,-0.0765056007506131,-0.104893214172555,0.0166126021323389,minor_crash
2022-03-09,crash,-0.0634826711687234,-0.1075441280082999,0.0163533088169534,minor_crash
2022-03-11,crash,-0.0316596691916403,-0.0914678457783222,0.0207417370393677,minor_crash
2022-10-13,crash,-0.0325623945363691,-0.0830767640925606,0.0158900244918347,minor_crash
2024-07-29,crash,-0.0285454454342281,-0.0889396762006666,0.0147162818227556,minor_crash
2024-07-30,crash,-0.0269846659939598,-0.0875821476390483,0.0146803139846004,minor_crash
2024-08-01,crash,0.0067816138786611,-0.0970464548790126,0.0163945547856725,minor_crash
2024-08-02,crash,-0.0466639710616885,-0.1495433258746664,0.0233649944426308,major_crash
2024-08-05,crash,-0.1822318388695171,-0.2549638743276768,0.0428067328220613,major_crash
2024-08-06,crash,-0.0999453189170489,-0.1787740408788725,0.0580993252799189,major_crash
2024-08-07,crash,-0.1026090137667423,-0.1689654020792557,0.0585778664078889,major_crash
2024-08-08,crash,-0.0864279318138507,-0.1750868623078041,0.0579934632779587,major_crash
2024-08-09,crash,-0.0246367760799305,-0.1514249859460441,0.0581259991339289,major_crash
2024-08-15,crash,0.0466525280189353,-0.0847251445774899,0.0588026541459224,minor_crash
2024-09-06,crash,-0.0583806625223978,-0.0596731359910644,0.0142134335223001,minor_crash
2024-09-09,crash,-0.0642135699666804,-0.0642135699666804,0.0142044194498656,minor_crash
2024-09-10,crash,-0.0653241037814674,-0.065675806917702,0.0138651022642907,minor_crash
2025-03-31,crash,-0.0529383067091423,-0.0633684527127208,0.0154843991374565,minor_crash
2025-04-01,crash,-0.0570679679869906,-0.0631864288248591,0.0148855991383036,minor_crash
2025-04-02,crash,-0.0605201692123645,-0.0605201692123645,0.0139960918855914,minor_crash
2025-04-03,crash,-0.0810593014709833,-0.0865525641228451,0.0155473792343611,major_crash
2025-04-04,crash,-0.0899709180574491,-0.1116753532054386,0.0164833073663425,major_crash
2025-04-07,crash,-0.1258081320714469,-0.1812043181161226,0.0265469081829367,major_crash
2025-04-08,crash,-0.0733176262329263,-0.1318713760862111,0.0360374283428734,minor_crash
2025-04-09,crash,-0.1122951428209358,-0.1660191909880507,0.0362205818702898,major_crash
2025-04-10,crash,-0.003654132439866,-0.0898904220303963,0.0500471209231138,minor_crash
2025-04-11,crash,-0.0057725477426239,-0.1168032496400097,0.0504450602009787,minor_crash
2025-04-15,crash,0.0380146298404253,-0.0988697877942506,0.0496383721925997,minor_crash
2025-04-17,crash,-0.0066860769597503,-0.0959754847105069,0.049172462427035,minor_crash
2025-04-18,crash,0.0340831746513221,-0.0867011005460099,0.0482637476682339,minor_crash
2025-04-21,crash,0.0087563814129665,-0.0985441581528725,0.0395551859926693,minor_crash
2025-04-22,crash,-0.0013697365286252,-0.1001040987629566,0.0355166592516034,minor_crash
2026-03-04,crash,-0.0740414977943665,-0.0782448492662356,0.0185483311191466,minor_crash
2026-03-05,crash,-0.0591511739880969,-0.0606999928114708,0.0194871724170976,minor_crash
2026-03-06,crash,-0.0548753593351878,-0.0548753593351878,0.019514571963789,minor_crash
2026-03-09,crash,-0.0917804513097358,-0.1040190780774488,0.024916286715618,major_crash
2026-03-13,crash,-0.0323840933328229,-0.0854823639096279,0.0259727760477664,minor_crash
2026-03-16,crash,0.0193903760936728,-0.0866456710286147,0.0260043402094252,minor_crash
