date,equity
2024-07-01,2991981.670776367
2024-07-02,2980765.008178711
2024-07-03,3006548.3333740234
2024-07-04,3024098.3333740234
2024-07-05,3010931.670776367
2024-07-08,3006858.3333740234
2024-07-09,3026175.008178711
2024-07-10,3009125.008178711
2024-07-11,3010791.670776367
2024-07-12,3010373.670776367
2024-07-16,3008058.008178711
2024-07-17,3026158.008178711
2024-07-18,2977424.670776367
2024-07-19,2989158.008178711
2024-07-22,2954991.3333740234
2024-07-23,2944908.008178711
2024-07-24,2913058.008178711
2024-07-25,2902074.670776367
2024-07-26,2909424.670776367
2024-07-29,2916198.008178711
2024-07-30,2906614.670776367
2024-07-31,2952381.3333740234
2024-08-01,2951244.670776367
2024-08-02,2692427.9349365234
2024-08-05,2658527.9349365234
2024-08-06,2658527.9349365234
2024-08-07,2658527.9349365234
2024-08-08,2658527.9349365234
2024-08-09,2658527.9349365234
2024-08-13,2762027.9349365234
2024-08-14,2654027.9349365234
2024-08-15,2660327.9349365234
2024-08-16,2865527.9349365234
2024-08-19,2865527.9349365234
2024-08-20,2865527.9349365234
2024-08-21,2865527.9349365234
2024-08-22,2865527.9349365234
2024-08-23,2873687.9349365234
2024-08-26,2798687.9349365234
2024-08-27,2867687.9349365234
2024-08-28,2873687.9349365234
2024-08-29,2924687.9349365234
2024-08-30,2909687.9349365234
2024-09-02,2882687.9349365234
2024-09-03,2975687.9349365234
2024-09-04,2948792.9349365234
2024-09-05,3016392.9349365234
2024-09-06,2970192.9349365234
2024-09-09,3025192.9349365234
2024-09-10,3031792.9349365234
2024-09-11,3007592.9349365234
2024-09-12,3144692.9349365234
2024-09-13,3117392.9349365234
2024-09-17,3169392.9349365234
2024-09-18,3221392.9349365234
2024-09-19,3203699.9349365234
2024-09-20,3217699.9349365234
2024-09-24,3242499.9349365234
2024-09-25,3221099.9349365234
2024-09-26,3313599.9349365234
2024-09-27,3309099.9349365234
2024-09-30,3305099.9349365234
