dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct
q2_2024,4829801.8349609375,-3.403963300781254,75,-7.393156775320842
q3,6096585.388122559,21.93170776245117,138,-2.507268007786634
q4,5425460.674682617,8.509213493652346,80,-4.388462830743467
4q2,5561718.0,11.234359999999999,99,-6.7824432574854265
