image_file,image_no,ocr_metrics_text,code,ticker,company_name,sector,resolved
281.png,281,"株佃指標
予想PER
(倍)
<22.2>
<23.2>
17.3
实續PER
高值平均
49.2
安值平均
34.9
PBR
0.89
株仙(8/30)
万株
494月
d
信用残
最低購人额
21
24.0
4万9400用
他单5特
2300
赤
3独色",2300,2300.T,きょくとう,サービス業,True
282.png,282,"株佃指標
予想PER
(倍)
<21.10>
14.7
<22.10>
11.8
实續PER
高值平均
27.0
安值平均
13.9
PBR
1.53
株仙(8/30)
十万株
1173F
信用残
最低人额
21
11万7300用
惠】
单特
2301
就
色",2301,2301.T,学情,サービス業,True
283.png,283,"株指標
作正校
予想PER
(倍)
<22.5>
33.6
<23.5>
31.1
实續PER
高值平均
43.9
安值平均
19.0
PBR
4.46
株仙(8/30)
十万株
2623F
信用残
最低購人额
21
3.4
26万2300用
下单特
2303
利独分色",2303,2303.T,ドーン,情報・通信業,True
284.png,284,"株佃指標
作正龄
予想PER
(倍)
<21.9>
<22.9>
43.2
实續PER
高值平均
53.3
安值平均
26.8
PBR
0.55
株仙(8/30)
2
十万株
255月
信用残
最低購人额
21
2万5500用
18速管特
2304
秸理色",2304,2304.T,ＣＳＳホールディングス,サービス業,True
285.png,285,"株指標
予想PER
(倍)
<22.2>
14.5
<23.2>
14.0
实續PER
高值平均
23.4
安值平均
15.9
PBR
1.52
株仙(8/30)
十万林
2263F
信用残
最低購人额
21
0.0
22万6300用
連特
2305
秸占色",2305,2305.T,スタジオアリス,サービス業,True
286.png,286,"株佃指標
予想PER
(倍)
<22.3>
20.0
<23.3>
14.0
实續PER
高值平均
27.7
安值平均
12.1
PBR
2.27
株仙(8/30)
3
十万株
1066F
信用残
最低購人额
21
0.8
10万6600用
义連向特
2307
告
之秸叶色",2307,2307.T,クロスキャット,情報・通信業,True
287.png,287,"株指標
予想PER
(倍)
<21.9>
15.8
<22.9>
14.1
实續PER
高值平均
28.6
安值平均
16.1
PBR
1.05
3
株仙(8/30)
十万株
1482F
信用残
最低購人额
21
14万8200用
O速首特
2309
又俞結位色",8200,8200.T,リンガーハット,小売業,True
288.png,288,"株佃指標
作正格
予想PER
(倍)
<21.12>
20.2
<22.12>
17.7
实續PER
高值平均
41.4
安值平均
17.7
PBR
1.78
株仙(8/30)
3
815月
十万株
最低購人额
信用残
1
8万1500用
連工特
2311
S秸務色",2311,2311.T,エプコ,サービス業,True
289.png,289,"株指標
作正龄
予想PER
(倍)
<21.10>
2160
<22.10>
60.0
实續PER
高值平均
安值平均
PBR
1.45
株仙(8/30)
百万株
216月
信用残
最低購人额
21
2万1600用
241速の特
2315
結S色",2315,2315.T,ＣＡＩＣＡ ＤＩＧＩＴＡＬ,情報・通信業,True
290.png,290,"株佃指標
35
作正龄
予想PER
(倍)
<22.3>
40.4
<23.3>
37.5
实續PER
高值平均
38.1
安值平均
21.5
PBR
8.29
株仙(8/30)
十万株
2211月
信用残
最低購人额
21
0.6
22万1100用
連等特
2317
色",2317,2317.T,システナ,情報・通信業,True
291.png,291,"株佃指標
作正龄
予想PER
(倍)
<22.3>
300.0
<23.3>
109.1
实續PER
高值平均
安值平均
PBR
17.19
株仙(8/30)
3
百万林
120F
信用残
最低人额
21
1.9
1万2000用
連收特
2321
結蛋色",2321,2321.T,ソフトフロントホールディングス,情報・通信業,True
292.png,292,"株佃指標
予想PER
(倍)
<22.3>
25.5
<23.3>
21.2
实續PER
高值平均
285.9
安值平均
100.2
PBR
2.23
株仙(8/30)
5
十万株
382月
信用残
最低購人额
21
.5
3万8200用
連干特
2323
亏秸1色",2323,2323.T,ｆｏｎｆｕｎ,情報・通信業,True
