"dataset","base_total_return_pct","candidate_total_return_pct","diff_pct","base_num_buys","candidate_num_buys","base_max_drawdown_pct","candidate_max_drawdown_pct","final_capital"
"q2_2024","3.88992987263996","3.8899298726399634","0","47","47","-7.17185582156584","-7.171855821565842","3116697.896179199"
"q3","29.061622837321","29.06162283732099","0","80","80","-3.62153171739128","-3.6215317173912798","3871848.68511963"
"q4","7.15023332926434","16.19584999593102","9.045616666666676","43","24","-8.3951319307158","-6.885190810230024","3485875.4998779306"
"4q2","4.31615000000001","1.6639999186198295","-2.652150081380179","82","78","-7.05801292641004","-10.369730224660668","3049919.9975585947"
