dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct,earnings_pre_days,earnings_post_days,phase_shift_days,phase_proxy_mode,rebuild_interval_trading_days,high_vol_take_profit_pct,weak_uptrend_take_profit_pct,phase_pnl,variant
q2_2024,3217356.396179199,7.245213205973311,43,-3.2451917515989526,1,5,1,difficult_v11,10,,,"{'capitulation_end': 26200.0, 'crash': 140883.64630126953, 'downtrend': 25800.0, 'normal': -9447.05078125, 'overheated_range': -175.349609375, 'stable': 14295.150268554688, 'surge': 0.0, 'uptrend': 19800.0}",normal_after_shock_candidate
q3,3389008.6300811777,12.96695433603925,74,-3.140068470187818,1,5,1,difficult_v11,10,,,"{'downtrend': 102300.0, 'normal': 121033.99978637695, 'overheated_range': 18716.75, 'settling': -35309.7001953125, 'stable': -47719.81909179641, 'uptrend': 229987.39958190965}",normal_after_shock_candidate
q4,2828855.4998779306,-5.704816670735646,37,-10.672570405113014,1,5,1,difficult_v11,10,,,"{'downtrend': -95400.0, 'high_vol': -55798.50012206985, 'normal': -74745.99999999953, 'stable': -10900.0, 'surge': 65700.0, 'uptrend': 0.0}",normal_after_shock_candidate
4q2,3052459.7475585938,1.7486582519531169,84,-8.992134180147094,1,5,1,difficult_v11,10,,,"{'crash': -58291.00244140625, 'downtrend': -120700.0, 'high_vol': 68069.0, 'normal': 198040.0, 'settling': 8772.75, 'stable': -10831.0, 'surge': -32600.0}",normal_after_shock_candidate
