date,ticker,simple_sector,sector_33,action,price,shares,cash_after,signal_score,macro_confirm_score,macro_corr_score,signal_basis_date,reason
2026-01-05,6343.T,機械/住宅建設,機械,BUY,167.475,500,2916262.5,0.5008117367223045,0.0,0.0,2025-12-30,buy_breakout_up
2026-01-05,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,825.0,100,2833762.5,0.4292508515324612,0.0,0.0,2025-12-30,buy_breakout_up
2026-01-05,5697.T,鉄鋼/鉄鋼,鉄鋼,BUY,754.0,100,2758362.5,0.4236233749443153,0.0,0.0,2025-12-30,buy_breakout_up
2026-01-06,7231.T,輸送用機器/自動車部品,輸送用機器,BUY,3202.325,100,2438130.0,0.43972316331024847,0.0,0.0,2026-01-05,buy_breakout_up
2026-01-06,9405.T,大幅増額/情報通信,情報・通信業,BUY,860.7199999999999,500,2007770.0,0.4166600859644206,0.0,0.0,2026-01-05,buy_breakout_up
2026-01-06,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1080.975,400,1575380.0,0.4118235266703493,0.0,0.0,2026-01-05,buy_breakout_up
2026-01-09,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1070.0,400,2003380.0,0.38763988603524807,,,2026-01-08,sell_signal
2026-01-09,9531.T,225/電気ガス,電気・ガス業,BUY,6325.48,300,105736.00000000023,0.44394770769961206,0.0,0.0,2026-01-08,buy_breakout_up
2026-01-16,5697.T,鉄鋼/鉄鋼,鉄鋼,SELL,835.0,100,189236.00000000023,0.5172545854709957,,,2026-01-15,take_profit
2026-01-21,9405.T,大幅増額/情報通信,情報・通信業,SELL,828.1,500,603286.0000000002,0.42697467534563577,,,2026-01-20,early_stop_top
2026-01-22,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,910.0,100,694286.0000000002,0.49741944705569396,,,2026-01-21,early_take_profit_top
2026-01-22,7231.T,輸送用機器/自動車部品,輸送用機器,SELL,3267.35,100,1021021.0000000002,0.4684018639252916,,,2026-01-21,early_take_profit_top
2026-01-22,5105.T,ゴム/タイヤ・ゴム,ゴム製品,BUY,4424.384999999999,200,136144.00000000035,0.4609968284870733,0.0,0.0,2026-01-21,buy_breakout_up
2026-01-23,6343.T,機械/住宅建設,機械,SELL,181.0,500,226644.00000000035,0.562610276917546,,,2026-01-22,take_profit
2026-01-23,5105.T,ゴム/タイヤ・ゴム,ゴム製品,SELL,4446.0,200,1115844.0000000005,0.465760190144149,,,2026-01-22,sell_signal
2026-01-23,7184.T,銀行/地方銀行,銀行業,BUY,2414.685,400,149970.00000000047,0.7708377612436234,0.0,0.0,2026-01-22,buy_breakout_up
2026-01-26,7184.T,銀行/地方銀行,銀行業,SELL,2285.0,400,1063970.0000000005,0.7820240784191975,,,2026-01-23,stop_loss
2026-01-27,7184.T,銀行/地方銀行,銀行業,BUY,2319.2749999999996,400,136260.00000000058,0.7283432207958643,0.0,0.0,2026-01-26,buy_breakout_up
2026-01-28,9531.T,225/電気ガス,電気・ガス業,SELL,6649.84,300,2131212.0000000005,0.4960991166376763,,,2026-01-27,early_take_profit_top
2026-02-02,1938.T,建設/設備工事,建設業,BUY,2328.0,100,1898412.0000000005,0.44208259857431664,0.0,0.0,2026-01-30,buy_breakout_up
2026-02-02,3352.T,小売/他消費財小売り,小売業,BUY,1650.0,200,1568412.0000000005,0.4148972146349676,0.0,0.0,2026-01-30,buy_breakout_up
2026-02-02,7231.T,輸送用機器/自動車部品,輸送用機器,BUY,3176.95,100,1250717.0000000005,0.39953278231423134,0.0,0.0,2026-01-30,buy_breakout_up
2026-02-02,9405.T,大幅増額/情報通信,情報・通信業,BUY,842.4499999999999,400,913737.0000000005,0.36608068921167747,0.0,0.0,2026-01-30,buy_breakout_up
