date,cash,market_value,equity,positions
2026-01-05,62444.0,2902500.0,2964944.0,9
2026-01-06,121589.0,2867800.0,2989389.0,10
2026-01-07,121589.0,2885800.0,3007389.0,10
2026-01-08,121589.0,2865000.0,2986589.0,10
2026-01-09,549589.0,2459100.0,3008689.0,9
2026-01-13,762589.0,2269600.0,3032189.0,8
2026-01-14,74880.0,2998400.0,3073280.0,10
2026-01-15,74880.0,3011700.0,3086580.0,10
2026-01-16,208685.0,2930400.0,3139085.0,9
2026-01-19,208685.0,2892100.0,3100785.0,9
2026-01-20,364185.0,2707600.0,3071785.0,8
2026-01-21,800085.0,2264400.0,3064485.0,7
2026-01-22,362085.0,2751700.0,3113785.0,7
2026-01-23,174985.0,2955900.0,3130885.0,6
2026-01-26,1317485.0,1706600.0,3024085.0,5
2026-01-27,162635.0,2834000.0,2996635.0,3
2026-01-28,569135.0,2350700.0,2919835.0,2
2026-01-29,569135.0,2383700.0,2952835.0,2
2026-01-30,569135.0,2348900.0,2918035.0,2
2026-02-02,68815.0,2831100.0,2899915.0,4
2026-02-03,406415.0,2612700.0,3019115.0,3
2026-02-04,53420.0,3062150.0,3115570.0,5
2026-02-05,20220.0,3105600.0,3125820.0,5
2026-02-06,20220.0,3152950.0,3173170.0,5
2026-02-09,20220.0,3170400.0,3190620.0,5
2026-02-10,20220.0,3231150.0,3251370.0,5
2026-02-12,20220.0,3222800.0,3243020.0,5
2026-02-13,20220.0,3290400.0,3310620.0,5
2026-02-16,158220.0,3131800.0,3290020.0,4
2026-02-17,562920.0,2773250.0,3336170.0,2
2026-02-18,562920.0,2776300.0,3339220.0,2
2026-02-19,306582.0,3093700.0,3400282.0,3
2026-02-20,306582.0,2989200.0,3295782.0,3
2026-02-24,306582.0,3018500.0,3325082.0,3
2026-02-25,306582.0,3053150.0,3359732.0,3
2026-02-26,306582.0,3056650.0,3363232.0,3
2026-02-27,2581.0,3487650.0,3490231.0,4
2026-03-02,2581.0,3389700.0,3392281.0,4
2026-03-03,808356.0,2429500.0,3237856.0,3
2026-03-04,3133656.0,0.0,3133656.0,0
2026-03-05,478656.0,2643000.0,3121656.0,2
2026-03-06,2152753.0,969000.0,3121753.0,1
2026-03-09,2152753.0,927900.0,3080653.0,1
2026-03-10,238853.0,2928000.0,3166853.0,2
