dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct,v35_return_pct,diff_pt
q2_2024,2914184.2517089844,-2.8605249430338486,56,-9.950346753256344,3.89,-6.750524943033849
q3,3850386.550781251,28.34621835937503,95,-2.2989203742027953,29.06,-0.7137816406249691
q4,3154768.6746826177,5.158955822753919,57,-7.249203233359481,7.15,-1.9910441772460814
4q2,3234196.500000001,7.806550000000034,66,-5.235434425202912,4.32,3.486550000000034
