quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date
2021Q4_PRE,1,4251.T,恵和,化学,0.960936120105976,158.1128307538692,60.55900621118013,26.651426316194808,49.923896499238964,0.916968216798459,22.43291592128801,83.33333333333334,98.28897338403041,100.0,2585.0,1552,252.17983651226157,2021-09-30,2021-09-30
2021Q4_PRE,2,5698.T,エンビプロ・ホールディングス,鉄鋼,0.9579864586399766,205.19287833827894,76.56652360515022,31.09543169872349,38.40155945419104,0.9662179137021606,18.518518518518523,75.0,96.57276995305165,100.0,1028.5,3063,262.78659611992947,2021-09-30,2021-09-30
2021Q4_PRE,3,9793.T,ダイセキ,サービス業,0.9565969973506036,92.51231527093596,24.85623003194888,11.799336962639796,12.831858407079654,0.9758694574645961,11.533054786392405,100.0,95.7843137254902,100.0,4885.0,6273,122.04545454545452,2021-09-30,2021-09-30
2021Q4_PRE,4,6638.T,ミマキエンジニアリング,電気機器,0.9436973800412128,117.36263736263734,25.98726114649681,13.68302096811831,17.100371747211906,0.930556363260775,24.11214953271028,75.0,96.77103718199609,90.0,989.0,4663,141.21951219512195,2021-09-30,2021-09-30
2021Q4_PRE,5,5201.T,ＡＧＣ,ガラス・土石製品,0.9436797173977041,59.228650137741056,24.43487621097955,11.149959642839313,13.983050847457633,0.9100139651286173,13.001912045889096,83.33333333333334,96.97986577181209,100.0,5780.0,6533,87.66233766233766,2021-09-30,2021-09-30
2021Q4_PRE,6,4901.T,富士フイルムホールディングス,化学,0.943067412422726,77.7429507094113,18.444331664159108,12.091933061790831,16.707232170782937,0.9595171228654307,10.277155921064606,83.33333333333334,95.86275252073672,95.0,3213.0,6535,92.2417184948132,2021-09-30,2021-09-30
2021Q4_PRE,7,9468.T,ＫＡＤＯＫＡＷＡ,情報・通信業,0.9422137179864587,68.9795918367347,38.77094972067039,15.717218619287001,23.122529644268774,0.8685430517138508,23.200859291084853,75.0,99.67897271268058,100.0,3105.0,2814,125.65406976744184,2021-09-30,2021-09-30
2021Q4_PRE,8,4026.T,神島化学工業,ガラス・土石製品,0.9412069473064468,107.41482965931866,37.6940133037694,25.051330772023462,34.24045491470349,0.9207056379359162,16.33182112767336,75.0,93.94856278366112,100.0,3105.0,6469,275.0,2021-09-30,2021-09-30
2021Q4_PRE,9,2384.T,ＳＢＳホールディングス,陸運業,0.9391286429202239,63.569492837785525,28.030303030303028,15.485838670570681,24.648985959438384,0.8853307841373235,14.103472714386955,83.33333333333334,95.91373439273553,100.0,4225.0,3945,106.80372001957905,2021-09-30,2021-09-30
2021Q4_PRE,10,8584.T,ジャックス,その他金融業,0.9368501619075656,68.13428728673638,17.139570552147234,10.465159627660176,16.44086415232515,0.9377434312815637,12.229617304492512,83.33333333333334,96.0691823899371,100.0,3055.0,6276,71.24439461883408,2021-09-30,2021-09-30
2021Q4_PRE,11,3865.T,北越コーポレーション,パルプ・紙,0.9345775684427436,71.14427860696517,16.61016949152543,14.219361475246908,17.352415026833622,0.9011772042007795,13.425925925925931,75.0,97.72727272727273,100.0,688.0,6535,86.95652173913044,2021-09-30,2021-09-30
2021Q4_PRE,12,3397.T,トリドールホールディングス,小売業,0.9327642037091552,109.45644080416979,47.50917671735711,19.128069791420085,23.832387603666525,0.8493757885690126,15.601023017902815,66.66666666666666,99.15403595347198,100.0,2813.0,4936,84.09685863874346,2021-09-30,2021-09-30
2021Q4_PRE,13,3355.T,クリヤマホールディングス,卸売業,0.9304268472181338,66.01626016260163,40.82758620689655,19.716669248141905,22.845417236662115,0.7937613795923038,16.62125340599455,83.33333333333334,97.51671442215854,100.0,1021.0,5248,96.34615384615384,2021-09-30,2021-09-30
2021Q4_PRE,14,8075.T,神鋼商事,卸売業,0.9302443332352076,88.95506262811558,44.33416551159275,17.99074549558659,30.88495928698405,0.8389175163577355,12.964487441890283,66.66666666666666,97.0792768724711,100.0,1163.3333740234375,6276,100.11469290198556,2021-09-30,2021-09-30
2021Q4_PRE,15,2986.T,ＬＡホールディングス,不動産業,0.9297674418604652,108.76543209876543,23.25072886297377,14.186187013657703,21.501706484641648,0.8274708939282966,18.24020552344252,75.0,95.0,100.0,1691.0,1388,132.59972489683634,2021-09-30,2021-09-30
2021Q4_PRE,16,2170.T,リンクアンドモチベーション,サービス業,0.9277951133352959,105.43478260869566,46.32258064516128,21.176029348584194,28.004667444574103,0.8105829302717324,23.018292682926834,66.66666666666666,98.35212489158717,100.0,1134.0,4473,170.00000000000003,2021-09-30,2021-09-30
2021Q4_PRE,17,7477.T,ムラキ,卸売業,0.9263938769502503,78.57142857142858,31.0483870967742,20.370393670995927,25.692963752665253,0.9398420205882175,16.12244897959184,66.66666666666666,96.01181683899557,100.0,1300.0,6535,87.86127167630057,2021-09-30,2021-09-30
2021Q4_PRE,18,5381.T,マイポックス,ガラス・土石製品,0.9245510744774803,217.07317073170734,58.75169606512891,40.32774262525029,54.49275362318842,0.897498700895663,19.09547738693468,75.0,90.9090909090909,95.0,1170.0,6239,221.42857142857144,2021-09-30,2021-09-30
2021Q4_PRE,19,6532.T,ベイカレント,サービス業,0.9234147777450692,202.61054874800215,54.97953615279671,33.94258638446595,39.72939729397294,0.9589640877066553,22.445464982778418,83.33333333333334,89.58990536277602,90.0,5680.0,2342,383.40425531914894,2021-09-30,2021-09-30
2021Q4_PRE,20,8750.T,第一生命ホールディングス,保険業,0.9198115984692377,60.89785296031229,21.583087512291055,12.485504871794612,15.458937198067634,0.8410705363016752,17.38942826321467,75.0,98.54552699740984,100.0,618.25,3918,59.496936472105766,2021-09-30,2021-09-30
2021Q4_PRE,21,2379.T,ディップ,サービス業,0.9184574624668826,58.070500927643785,25.294117647058822,19.010516784121926,27.03862660944205,0.846427801325177,18.474037442599787,83.33333333333334,95.94594594594594,85.0,4260.0,5388,97.49652294853963,2021-09-30,2021-09-30
2021Q4_PRE,22,2918.T,わらべや日洋ホールディングス,食料品,0.9179746835443039,78.07933194154488,19.467787114845937,14.845679904041672,17.067421027817065,0.8955001289842834,14.620355411954765,66.66666666666666,97.15261958997722,100.0,2559.0,6273,64.56591639871382,2021-09-30,2021-09-30
2021Q4_PRE,23,6866.T,日置電機,電気機器,0.9171739770385635,132.07776427703527,61.04553119730185,25.08315196955367,31.23938879456707,0.8199186299447128,16.764361078546308,66.66666666666666,93.62745098039215,100.0,9550.0,6043,140.8575031525851,2021-09-30,2021-09-30
2021Q4_PRE,24,3294.T,イーグランド,不動産業,0.9166382101854579,105.44993662864384,53.50378787878789,16.03752551408264,21.6994382022472,0.81124128658398,10.020242914979761,66.66666666666666,93.53721869590305,100.0,1621.0,3005,100.61881188118811,2021-09-30,2021-09-30
2021Q4_PRE,25,5384.T,フジミインコーポレーテッド,ガラス・土石製品,0.9150603473653224,67.39974229741878,28.884463880696366,14.587709333724472,19.075144508670515,0.8497809355348299,17.199559448634094,83.33333333333334,93.76811948029892,90.0,2156.666748046875,4678,72.9946645806351,2021-09-30,2021-09-30
2021Q4_PRE,26,8137.T,サンワテクノス,卸売業,0.9126758904916101,54.516471838469705,20.364238410596023,12.190378064678915,15.476190476190466,0.935223418765032,11.613406079501164,75.0,94.84670580560991,90.0,1454.0,5671,57.18918918918918,2021-09-30,2021-09-30
2021Q4_PRE,27,6493.T,ＮＩＴＴＡＮ,輸送用機器,0.9123932881954667,92.27053140096619,34.45945945945945,23.208562641143164,25.589225589225585,0.8122028120860239,19.137466307277627,75.0,93.64705882352942,100.0,398.0,6273,85.98130841121497,2021-09-30,2021-09-30
2021Q4_PRE,28,5702.T,大紀アルミニウム工業所,非鉄金属,0.9109508389755667,117.84776902887137,50.77202543142598,22.029963874279282,29.316181448882862,0.9402639883368331,16.898608349900602,75.0,86.91099476439791,95.0,1660.0,5003,190.71803852889667,2021-09-30,2021-09-30
2021Q4_PRE,29,6564.T,ミダックホールディングス,サービス業,0.9102561083308801,251.06035889070148,45.79945799457994,40.21866283520838,47.54098360655738,0.9552863598062238,22.76190476190476,83.33333333333334,85.6687898089172,100.0,5380.0,2012,390.2050113895217,2021-09-30,2021-09-30
2021Q4_PRE,30,5699.T,イボキン,鉄鋼,0.9090668236679423,141.36363636363635,44.68664850136239,40.99788579265272,47.33812949640288,0.875947662834612,24.3048403707518,66.66666666666666,92.02772963604853,95.0,2655.0,1858,192.40088105726875,2021-09-30,2021-09-30
2021Q4_PRE,31,7187.T,ジェイリース,その他金融業,0.9073299970562261,236.0708534621578,73.48295926849542,44.73385636984703,52.35137533274179,0.8391793336319282,33.96648044692737,83.33333333333334,91.61545215100966,60.0,1043.5,2394,281.53564899451555,2021-09-30,2021-09-30
2021Q4_PRE,32,3315.T,日本コークス工業,石油・石炭製品,0.9027318221960553,44.89795918367348,40.594059405940584,17.505589268604282,25.742574257425744,0.7677290272815428,18.032786885245898,75.0,94.03973509933775,100.0,142.0,5444,132.78688524590163,2021-09-30,2021-09-30
2021Q4_PRE,33,2980.T,ＳＲＥホールディングス,不動産業,0.9025610833088019,88.20754716981132,9.766162310866576,19.263349459934428,26.533996683250404,0.9010223585501442,23.648293963254595,75.0,93.77203290246769,90.0,7980.0,1515,146.29629629629628,2021-09-30,2021-09-30
2021Q4_PRE,34,6957.T,芝浦電子,電気機器,0.9018192522814249,107.87084475176715,17.267551437202645,27.342862436501036,37.62780822299811,0.9375104141338962,17.8070222113329,75.0,91.82763927147217,45.0,6729094144.0,6492,170.69644992570798,2021-09-30,2021-09-30
2021Q4_PRE,35,4188.T,三菱ケミカルグループ,化学,0.9010538710627023,64.81481481481481,11.020715142134009,8.669753239300386,10.648484073394915,0.9188714672372096,14.880049139511764,66.66666666666666,96.28410159924742,95.0,1023.5,6535,55.99756715216333,2021-09-30,2021-09-30
2021Q4_PRE,36,9418.T,Ｕ－ＮＥＸＴ ＨＯＬＤＩＮＧＳ,情報・通信業,0.899764498086547,154.18181254035397,45.74645908909838,29.782595860684257,32.39247722010459,0.91110407920681,23.116167703054668,66.66666666666666,88.70558100804112,95.0,1165.0,2761,183.4549878345499,2021-09-30,2021-09-30
2021Q4_PRE,37,6098.T,リクルートホールディングス,サービス業,0.898610538710627,60.2251407129456,24.195600799854567,12.992364094264888,17.53563052498648,0.8661474799603256,16.90373118944547,66.66666666666666,94.90206973190722,90.0,6832.0,2802,61.398535317741555,2021-09-30,2021-09-30
2021Q4_PRE,38,6191.T,エアトリ,サービス業,0.8983220488666469,262.13991769547323,62.601626016260155,39.827732460217575,58.4718783162363,0.8092259295781041,27.59410801963993,58.333333333333336,98.21428571428571,70.0,4400.0,2449,200.95759233926128,2021-09-30,2021-09-30
2021Q4_PRE,39,1888.T,若築建設,建設業,0.8981630850750663,77.3390557939914,37.45841650033266,15.092027953189667,15.167095115681239,0.7871304335024172,15.265635507733688,75.0,92.23214285714286,90.0,2066.0,6276,66.07717041800643,2021-09-30,2021-09-30
2021Q4_PRE,40,2181.T,パーソルホールディングス,サービス業,0.8973388283779807,53.13351498637602,26.292134831460668,14.75500037416495,21.684592211933108,0.8043468971454953,17.524462414897023,66.66666666666666,97.03038469535059,100.0,281.0,4915,61.40148773626364,2021-09-30,2021-09-30
2021Q4_PRE,41,7946.T,光陽社,その他製品,0.8966087724462761,137.01015965166908,16.72623302358829,25.98223288696803,37.2093023255814,0.8991189708315421,26.951219512195124,75.0,89.18623702894594,100.0,1633.0,6465,140.85545722713863,2021-09-30,2021-09-30
2021Q4_PRE,42,7769.T,リズム,精密機器,0.8961907565498971,125.5813953488372,83.71212121212122,39.52398806384731,69.98813760379596,0.7184370544543563,19.735391400220504,75.0,91.50943396226415,95.0,1455.0,6276,128.414442700157,2021-09-30,2021-09-30
2021Q4_PRE,43,6489.T,前澤工業,機械,0.8959846923756254,77.02702702702702,26.570048309178752,15.850016207178133,19.86754966887416,0.8220453959885663,17.802503477051456,66.66666666666666,94.24460431654677,95.0,786.0,6276,63.07053941908713,2021-09-30,2021-09-30
2021Q4_PRE,44,4816.T,東映アニメーション,情報・通信業,0.895937591992935,156.3975155279503,56.48218347232752,31.74656976441501,51.99757869249395,0.9157771145032327,17.174959871589092,91.66666666666666,82.19832735961768,85.0,4128.0,6292,221.99687987519502,2021-09-30,2021-09-30
2021Q4_PRE,45,7456.T,松田産業,卸売業,0.8952075360612306,60.88397790055249,34.19354838709678,20.493345357828726,39.67517401392111,0.858742842171278,15.87107303141575,75.0,90.85803432137286,80.0,2912.0,6273,90.95081967213115,2021-09-30,2021-09-30
2021Q4_PRE,46,2780.T,コメ兵ホールディングス,小売業,0.8948425080953784,172.28571428571428,38.82010196649672,27.897759182675387,34.54545454545455,0.8815027405953872,18.38235294117647,58.333333333333336,91.98841698841699,100.0,1906.0,5238,149.4764397905759,2021-09-30,2021-09-30
2021Q4_PRE,47,1332.T,ニッスイ,水産・農林業,0.8947188695908154,54.63182897862233,24.236641221374057,12.328919998674603,13.894324853228968,0.8261324143834191,13.015184381778743,66.66666666666666,97.74774774774775,100.0,651.0,6535,42.45076586433261,2021-09-30,2021-09-30
