image_file,image_no,ocr_metrics_text,code,ticker,company_name,sector,resolved
3465.png,3465,"有正格
株伍指标
予想PER
（倍）
<20.3>
8'6
<21.3>
8'8
实敏PER
高值平均
10.4
安值平均
7.8
PBR
0.98
株福（11/25)
3
百万样
3347P9
最低購人额
33万4700
6
建特
9201
空
米小
精又色",9201,9201.T,日本航空,空運業,True
3466.png,3466,"株伍指标
布正格
予想PER
（倍）
<20.3>
13.3
<21.3>
11.4
实敏PER
高值平均
12.5
安值平均
9.3
PBR
1.12
株幅（11/25)
3745P9
最低購人额
37万4500
6
9202
菇1色
空",9202,9202.T,ＡＮＡホールディングス,空運業,True
3467.png,3467,"株伍指标
海正格
予想PER
（倍）
<20.3>
28.8
<21.3>
7.2
实敏PER
高值平均
13.9
安值平均
6'8
PBR
1.30
株福（11/25)
9
4025P9
万标
最低購人额
40万2500m
单安特
9206
空
曾速
色",9206,9206.T,スターフライヤー,空運業,True
3468.png,3468,"株伍指标
布正格
予想PER
（倍）
<20.3>
9.1
<21.3>
21.2
实PER
高值平均
24.2
安值平均
14.6
PBR
1.68
株福（11/25)
2
1763月
1万样
最低購人额
17万6300用
国速办特
9232
空
美微
内精弓色",,,,,False
3469.png,3469,"株伍指标
予想PER
（倍）
<20.9>
13.4
<21.9>
12.9
实敏PER
高值平均
24.2
安值平均
11.0
PBR
1.11
株福（11/25)
2
1万栋
859P9
最低購人额
8万5900
国
口速の特
9233
上增
精情色",9233,9233.T,アジア航測,空運業,True
3470.png,3470,"株伍指标
予想PER
（倍）
<19.12>
17.0
<20.12>
14.7
实PER
高值平均
19.1
安值平均
13.8
PBR
1.05
株福（11/25)
31956
万体
3785P9
最低購人额
37万8500用
数
29速气特
9260
卸
量探
2精贩色",3195,3195.T,ジェネレーションパス,小売業,True
3471.png,3471,"株伍指标
布正校
予想PER
（倍）
<20.7>
50.5
<21.7>
50.5
实敏PER
高值平均
69.6
安值平均
26.1
PBR
9.20
株福（11/25)
十万样
3185P9
最低購人额
31万8500m
0
他单柱特
9262
12钟",9262,9262.T,シルバーライフ,小売業,True
3472.png,3472,"株伍指标
有正格
予想PER
（倍）
<20.4>
171.0
<21.4>
16.7
实敏PER
高值平均
103.6
安值平均
32.1
PBR
5.82
株福（11/25)
3181
342P9
最低購人额
3万4200m
0
0速老特
9263
桔中色",3181,3181.T,買取王国,小売業,True
3473.png,3473,"株伍指标
予想PER
（倍）
<20.8>
30.6
<21-8>
26.0
实敏PER
高值平均
92.9
安值平均
29.7
PBR
3.08
株福（11/25)
十万样
25339
最低購人额
25万3300用
8
9264
K
卸
精八色",9264,9264.T,ポエック,卸売業,True
3474.png,3474,"株伍指标
予想PER
（倍）
<20.5>
14.1
<21.5>
12.7
实PER
高值平均
25.7
安值平均
17.1
PBR
0.60
株福（11/25)
万体
1496P9
最低購人额
14万9600月
3
壳速贩特
9265
反
1精壳色",9265,9265.T,ヤマシタヘルスケアホールディングス,卸売業,True
3476.png,3476,"株伍指标
布正格
予想PER
（倍）
<20.3>
26.7
<21.3>
19.6
实敏PER
高值平均
128.4
安值平均
38.8
PBR
5.13
株福（11/25)
3
十万样
957P
最低購人额
9万5700F
5.
单多特
9266
0镜
独喇色
(进)",,,,,False
3477.png,3477,"株伍指标
予想PER
（倍）
<20.6>
12.8
<21.6>
12.4
实敏PER
高值平均
24.3
安值平均
14.7
PBR
1.50
株福（11/25)
7
2533P9
1万样
最低購人额
25万3300用
0
2速社特
9267
中横
精体色",9267,9267.T,Ｇｅｎｋｙ ＤｒｕｇＳｔｏｒｅｓ,小売業,True
3478.png,3478,"株伍指标
予想PER
（倍）
<20.3>
5.0
<21.3>
4.9
实敏PER
高值平均
17.4
安值平均
10.5
PBR
0.45
810
株福（11/25)
十万样
946P9
最低購人额
9万4600m
6
9268
卸
2
营",9268,9268.T,オプティマスグループ,卸売業,True
3479.png,3479,"株伍指标
布正校
予想PER
（倍）
<20.8>
18.2
<21-8>
16.2
实敏PER
高值平均
35.4
安值平均
15.1
PBR
4.48
株福（11/25)
15306
十万样
2357P
最低購人额
23万5700用
4
速化特
9270
卸
1镜",9270,9270.T,バリュエンスホールディングス,卸売業,True
3480.png,3480,"株伍指标
予想PER
（倍）
<19.12>
<20.12>
81.0
实PER
高值平均
418.5
安值平均
62.8
PBR
2.10
株福（11/25)
6058
万标
859P9
最低購人额
8万5900
单向特
9271
独时色",9271,9271.T,和心,小売業,True
3481.png,3481,"株伍指标
予想PER
（倍）
<20.3>
35.8
<21.3>
25.1
实敏PER
高值平均
159.4
安值平均
78.2
PBR
10.26
株福(11/25)
万体
2516P9
最低購人额
25万1600用
8
集
A单催特
9272
中好
仲独色",9272,9272.T,ブティックス,サービス業,True
3482.png,3482,"T正R
株伍指标
予想PER
（倍）
<20.6>
8'6
<21.6>
9.3
实敏PER
高值平均
23.4
安值平均
11.6
PBR
0.63
株福（11/25)
843P9
最低購人额
8万4300m
8速射特
9273
粘剂色",9273,9273.T,コーア商事ホールディングス,卸売業,True
3483.png,3483,"株伍指标
予想PER
（倍）
<20.3>
9.3
<21.3>
13.2
实PER
高值平均
13.8
安值平均
6.4
PBR
0.45
株福（11/25)
2
百万排
298.9
最低購人额
2万9800m
速空特
9274
卸
意下
精板色",9274,9274.T,ＫＰＰグループホールディングス,卸売業,True
