Date,equity
2025-07-01,2992605.9118041997
2025-07-02,2982162.574340821
2025-07-03,2887662.5010986333
2025-07-04,2927662.5010986333
2025-07-07,2929329.1636962895
2025-07-08,2929495.826293946
2025-07-09,2936329.1636962895
2025-07-10,2935662.5010986333
2025-07-11,2935662.5010986333
2025-07-14,2935662.5010986333
2025-07-15,2935662.5010986333
2025-07-16,2935662.5010986333
2025-07-17,2989502.0010986333
2025-07-18,2932302.0010986333
2025-07-22,2872902.0010986333
2025-07-23,2872902.0010986333
2025-07-24,2872902.0010986333
2025-07-25,2872902.0010986333
2025-07-28,2872902.0010986333
2025-07-29,2895022.0010986333
2025-07-30,2995897.0010986333
2025-07-31,2950772.0010986333
2025-08-01,2849647.0010986333
2025-08-04,2800647.0010986333
2025-08-05,2804022.0010986333
2025-08-06,2862334.5010986337
2025-08-07,2909494.0010986337
2025-08-08,2873494.0010986337
2025-08-12,2778494.0010986337
2025-08-13,2798494.0010986337
2025-08-14,2770994.0010986337
2025-08-15,2750994.0010986337
2025-08-18,2770994.0010986337
2025-08-19,2803494.0010986337
2025-08-20,2780994.0010986337
2025-08-21,2850994.0010986337
2025-08-22,2858494.0010986337
2025-08-25,2863494.0010986337
2025-08-26,2913494.0010986337
2025-08-27,2945994.0010986337
2025-08-28,2930994.0010986337
2025-08-29,2925994.0010986337
2025-09-01,2960994.0010986337
2025-09-02,2970994.0010986337
2025-09-03,2960994.0010986337
2025-09-04,3025994.0010986337
2025-09-05,3010994.0010986337
2025-09-08,3025994.0010986337
2025-09-09,3050994.0010986337
2025-09-10,3050994.0010986337
2025-09-11,3050994.0010986337
2025-09-12,3050994.0010986337
2025-09-16,3050994.0010986337
2025-09-17,3050994.0010986337
2025-09-18,3050994.0010986337
2025-09-19,3050994.0010986337
2025-09-22,3050994.0010986337
2025-09-24,3050994.0010986337
2025-09-25,3050994.0010986337
2025-09-26,3050994.0010986337
2025-09-29,3050994.0010986337
2025-09-30,3050994.0010986337
