ticker,company_name,market,simple_sector,sector,feature_summary,segment_summary,flags,headline_positive_count,headline_negative_count,headline_score_raw,shikiho_score_overall,score_growth,score_profitability,score_safety,score_undervalued,score_momentum,ocr_per,actual_pbr,forecast_yield,ytd_return_text_pct,ma200_gap_pct,equity_ratio_pct,sales_growth_pct,op_growth_pct,np_growth_pct,eps_growth_pct,div_growth_pct,annual_return_pct,quarter_return_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,persistence_20d_pct,year_end_close,sector_33,sector_adjusted_per_score,fundamental_score,price_score,valuation_score,promising_score,selected,selection_reason
4255.T,THECOO,東証グロース,情報通信/メディア,情報通信/メディア,,,業績予想更新あり / 優待あり / 信用,4,0,4,3.0,4.0,,1.0,3.0,5.0,17.25,7.96,0.0,,,,,,,,,264.3939393939394,120.03659652333027,0.7090732028644425,24.3579766536965,66.66666666666666,100.0,2405.0,情報・通信業,0.5789473684210527,0.265793762905644,0.8646349394028969,0.3389595997888384,0.5499054597060468,False,score=0.55 | annual=264.4 | q4=120.0 | trend_r2=0.709 | per_score=0.579
6366.T,千代田化工建設,東証スタンダード,建設/建設・土木,建設/建設・土木,,,業績予想更新あり / 貸借,1,0,1,4.0,4.0,3.0,1.0,5.0,5.0,3.5,10.26,0.0,,,,-15.74920837080852,22.845092338561063,16.72286656538333,26.534859521331946,,128.26086956521738,94.96021220159152,0.6513559898442043,21.62921348314607,75.0,95.0,735.0,建設業,1.0,0.6304620388919255,0.8581081879988177,0.5594462617903224,0.7186996505697064,False,score=0.719 | annual=128.3 | q4=95.0 | trend_r2=0.651 | per_score=1.0
1418.T,インターライフホールディングス,東証スタンダード,建設/他産業サービス・製品,建設/他産業サービス・製品,,,業績予想更新あり / 貸借 / 【QAあり】インターライフHD、内装工事と音響・照明の2本柱を強みに成長 26年2月期2Qは増収・大幅増益を達成、過去最高益更新へ意欲 / 【QAあり】インターライフHD、内装工事と音響・照明の2本柱を強みに成長 26年2月期2Qは増収・大幅増益を達成、過去最高益更新へ意欲2025/11/27 17:00 ログミーファイナンス / 【QAあり】インターライフHD、音響・照明の快進撃で営業利益は前年比2倍に 通期予想を最高益に上方修正、自己株取得＆増配で株主還元 / 【QAあり】インターライフHD、音響・照明の快進撃で営業利益は前年比2倍に 通期予想を最高益に上方修正、自己株取得＆増配で株主還元2025/10/22 13:00 ログミーファイナンス,16,0,16,3.0,3.0,2.0,3.0,4.0,5.0,12.1,1.81,4.68,,,,,,,,,116.7682926829268,72.99270072992701,0.7872768418656964,23.54166666666667,66.66666666666666,100.0,711.0,建設業,0.7207357859531772,0.3424425540052105,0.8768666863730418,0.6599105674298746,0.6464270162556673,False,score=0.646 | annual=116.8 | q4=73.0 | trend_r2=0.787 | per_score=0.721
7271.T,安永,東証スタンダード,大幅増額/輸送用機器,大幅増額/輸送用機器,,,優待あり / 信用 / 最新の四季報作成後に通期業績予想の変更はありません。,5,0,5,3.0,2.0,2.0,2.0,4.0,5.0,12.98,0.86,1.39,,,,5.815061963775015,137.467018469657,34.77088948787062,34.8611111111111,7.692307692307687,122.98136645962732,58.382352941176464,0.8212960862683316,30.59033989266548,83.33333333333334,75.0,1077.0,輸送用機器,0.664183642444512,0.5628052619683046,0.8595506946497192,0.5936882236992831,0.7025172990211369,False,score=0.703 | annual=123.0 | q4=58.4 | trend_r2=0.821 | per_score=0.664
1814.T,大末建設,東証プライム,大幅増額/建設,大幅増額/建設,,,"貸借 / 最新の四季報作成後に通期業績予想の変更はありません。 / 【QAあり】大末建設、2Q末時点で連結受注高1,000億円超を確保 受注状況や工事採算の良化を踏まえ通期業績予想を上方修正 / 【QAあり】大末建設、2Q末時点で連結受注高1,000億円超を確保 受注状況や工事採算の良化を踏まえ通期業績予想を上方修正2025/11/28 08:00 ログミーファイナンス",4,0,4,3.0,5.0,2.0,3.0,4.0,5.0,11.38,1.65,4.47,,,,13.448729037258357,38.56562922868743,75.72815533980584,76.40506329113923,75.75757575757575,125.70911285455644,53.5303776683087,0.9175226943170298,17.236104028556852,75.0,65.0,3740.0,建設業,0.7652782000608087,0.6560404676240645,0.915388708247118,0.688845806103053,0.7793082436002363,True,score=0.779 | annual=125.7 | q4=53.5 | trend_r2=0.918 | per_score=0.765
8393.T,宮崎銀行,東証プライム,銀行/地方銀行,銀行/地方銀行,,,業績予想更新あり / 貸借,2,0,2,4.0,5.0,5.0,,4.0,5.0,11.09,0.68,2.27,,,,7.492019154030327,34.83783975587254,26.7375306623058,28.728222996515672,63.63636363636365,109.95184590690208,48.29931972789117,0.8605463541712824,27.525035765379112,83.33333333333334,100.0,6540.0,銀行業,0.7818181818181819,0.7198367568819708,0.896724800472953,0.7203782423596439,0.7995446735934474,True,score=0.8 | annual=110.0 | q4=48.3 | trend_r2=0.861 | per_score=0.782
8550.T,栃木銀行,東証プライム,銀行/地方銀行,銀行/地方銀行,,,業績予想更新あり / 貸借,3,0,3,4.0,3.0,5.0,,4.0,5.0,12.62,0.58,2.66,,,,12.00567791159315,,-134.93371551415262,-134.75638051044083,242.85714285714283,156.53710247349824,47.86150712830957,0.928795497513056,27.710843373493976,91.66666666666666,100.0,726.0,銀行業,0.6363636363636364,0.4285710891838316,0.9184569908365356,0.6802873970090728,0.6993630064925966,False,score=0.699 | annual=156.5 | q4=47.9 | trend_r2=0.929 | per_score=0.636
9074.T,日本石油輸送,東証スタンダード,陸運/燃料・資源,陸運/燃料・資源,,,業績予想更新あり / 貸借,3,0,3,3.0,3.0,3.0,3.0,4.0,5.0,12.44,0.6,2.72,,,,3.80156376381775,25.48262548262548,10.935023771790808,10.840534171249017,100010.0,94.3661971830986,46.61354581673307,0.8081716594151408,9.268292682926829,75.0,100.0,5520.0,陸運業,0.698236546062633,0.551807816103359,0.9325864617203664,0.7092412302973062,0.7546448894698019,True,score=0.755 | annual=94.4 | q4=46.6 | trend_r2=0.808 | per_score=0.698
3040.T,ソリトンシステムズ,東証プライム,情報通信/SI・ソフトウエア開発,情報通信/SI・ソフトウエア開発,,,業績予想更新あり / 信用,4,0,4,3.0,3.0,5.0,3.0,3.0,5.0,15.46,2.57,3.25,,,,,,,,,73.41772151898734,46.36752136752136,0.8438117236448069,17.560217560217563,83.33333333333334,100.0,2055.0,情報・通信業,0.554140127388535,0.3626177156718895,0.912403192432752,0.4950058854025981,0.6364988141604195,False,score=0.636 | annual=73.4 | q4=46.4 | trend_r2=0.844 | per_score=0.554
1946.T,トーエネック,東証プライム,建設/設備工事,建設/設備工事,,,業績予想更新あり / 貸借,3,1,2,4.0,4.0,3.0,3.0,4.0,5.0,13.04,1.32,3.2,,,,2.226847648782515,24.680506202855177,39.34045517882026,39.6715643906655,,99.69104016477858,42.67844002943342,0.9062046241660788,20.057581573896357,75.0,80.0,1939.0,建設業,0.8064516129032258,0.6723789446288458,0.9035471475022172,0.6955834520915662,0.781045537414407,True,score=0.781 | annual=99.7 | q4=42.7 | trend_r2=0.906 | per_score=0.806
