ticker,simple_sector,sector_33,buy_date,sell_date,shares,buy_price,sell_price,pnl,return_pct,exit_reason
2975.T,不動産業,不動産業,2025-10-01,2025-10-02,100,1260.0,1172.0,-8800.0,-6.9841269841269815,stop_loss
7242.T,輸送用機器,輸送用機器,2025-10-06,2025-10-14,700,4025.0,3790.0,-164500.0,-5.838509316770191,stop_loss
8393.T,銀行業,銀行業,2025-10-16,2025-10-28,600,4389.875,4750.0,216075.0,8.203536547168188,take_profit
6745.T,電気機器,電気機器,2025-11-21,2025-12-03,300,4044.7749999999996,4190.0,43567.50000000011,3.590434572998502,sell_signal
8600.T,銀行業,銀行業,2025-11-27,2025-12-03,1200,745.0099999999999,735.0,-12011.999999999853,-1.343606126092256,sell_signal
2981.T,不動産業,不動産業,2025-11-28,2025-12-03,100,2888.0,2703.0,-18500.0,-6.405817174515239,stop_loss
8343.T,銀行業,銀行業,2025-12-04,2025-12-11,100,3922.9749999999995,3830.0,-9297.499999999945,-2.3700125542477246,sell_signal
8550.T,銀行業,銀行業,2025-12-04,2025-12-15,200,699.3349999999999,757.0,11533.000000000015,8.245690548878581,take_profit
7242.T,輸送用機器,輸送用機器,2025-12-15,2025-12-17,200,4597.95,4535.0,-12589.999999999964,-1.3690883980904456,sell_signal
5105.T,ゴム製品,ゴム製品,2025-12-15,2025-12-17,300,4400.025,4420.0,5992.500000000109,0.45397469332562057,sell_signal
6743.T,電気機器,電気機器,2025-12-04,2025-12-22,300,749.0699999999999,817.0,20379.00000000002,9.068578370512782,take_profit
6745.T,電気機器,電気機器,2025-12-19,2025-12-25,100,4415.25,4420.0,475.0,0.10758167714173261,sell_signal
1980.T,建設業,建設業,2025-12-04,2025-12-30,100,2385.2499999999995,2476.0,9075.000000000045,3.804632638088279,end_of_backtest
8343.T,銀行業,銀行業,2025-12-19,2025-12-30,200,3933.1249999999995,4025.0,18375.00000000009,2.3359288097886566,end_of_backtest
8515.T,その他金融業,その他金融業,2025-12-22,2025-12-30,500,570.0,559.0,-5500.0,-1.9298245614035037,end_of_backtest
2975.T,不動産業,不動産業,2025-12-24,2025-12-30,1000,1303.2599999999998,1361.0,57740.00000000023,4.430428310544343,end_of_backtest
