dataset,v2_final_capital,v2_return_pct,v3_final_capital,v3_return_pct,capital_diff,return_diff_pct_pt
q2_2024,3035873.993652344,1.1957997884114637,3184483.493652344,6.149449788411476,148609.5,4.953650000000012
q3,3380452.377014161,12.681745900472041,3380452.377014161,12.681745900472041,0.0,0.0
q4,3354116.0,11.803866666666663,3354116.0,11.803866666666663,0.0,0.0
4q2,3342272.5000000005,11.409083333333347,3342272.5000000005,11.409083333333347,0.0,0.0
TOTAL,13112714.870666506,9.27262392222088,13261324.370666506,10.511036422220887,148609.5,1.2384125
