Date,Adj Close,Close,High,Low,Open,Volume,close,ret1,ret5,ret20,dd20,vol10,prior_runup_15d,stress_highvol,settle_ready,phase,episode_id
2021-04-16,29683.369140625,29683.369140625,29789.080078125,29621.830078125,29789.080078125,49100000,29683.369140625,0.0013723345705296541,-0.002845042797351205,-0.0036480080348614274,-0.013489231515408373,0.006395140459630679,False,False,True,normal,
2021-04-19,29685.369140625,29685.369140625,29808.009765625,29530.83984375,29688.3203125,44700000,29685.369140625,6.737779631826868e-05,0.004964284840546451,0.01752300386318284,-0.0134227625937835,0.0056884019891561876,False,False,True,normal,
2021-04-20,29100.380859375,29100.380859375,29361.279296875,29014.359375,29355.869140625,59900000,29100.380859375,-0.019706282865434632,-0.02188885002544505,0.0036026081525073472,-0.03286453270270939,0.007356598185850106,False,False,True,normal,
2021-04-21,28508.55078125,28508.55078125,28778.9296875,28419.83984375,28660.359375,71000000,28508.55078125,-0.02033753719530218,-0.03755578204249299,0.0036271559788458863,-0.05253368624176413,0.009232643484114322,False,False,False,normal,
2021-04-22,29188.169921875,29188.169921875,29192.390625,28800.859375,28880.779296875,55100000,29188.169921875,0.023839133242507193,-0.01533327574641119,0.01595165203584381,-0.029946910545294414,0.01281722914989919,False,False,False,normal,
2021-04-23,29020.630859375,29020.630859375,29035.33984375,28770.619140625,28939.119140625,47500000,29020.630859375,-0.00573996461403492,-0.02232692246322432,-0.005349075239967638,-0.03551498095249961,0.012803561989550927,False,False,False,normal,
2021-04-26,29126.23046875,29126.23046875,29241.279296875,28896.369140625,29095.490234375,49200000,29126.23046875,0.003638777181884878,-0.018835496679399766,-0.008789970590647678,-0.032005434872919736,0.012790393562892676,False,False,False,normal,
2021-04-27,28991.890625,28991.890625,29187.109375,28990.189453125,29174.529296875,59400000,28991.890625,-0.004612331962906557,-0.0037281379545948123,-0.014976832076250224,-0.03647014714557528,0.01245540965946865,False,False,False,normal,
2021-04-28,29053.970703125,29053.970703125,29139.69921875,28875.91015625,28935.509765625,61400000,29053.970703125,0.002141291126128486,0.019131801053658748,-0.004278108585093587,-0.03440694922189813,0.012517166562895674,False,False,False,normal,
2021-04-30,28812.630859375,28812.630859375,29046.490234375,28760.26953125,28996.66015625,78400000,28812.630859375,-0.008306604498779957,-0.012866139381302988,-0.019607364900388502,-0.04242774880148226,0.012634931371017673,False,False,False,normal,
2021-05-06,29331.369140625,29331.369140625,29430.220703125,28966.470703125,29024.009765625,94300000,29331.369140625,0.018003849901169877,0.010707495738315975,-0.017506225610470993,-0.025187761721378932,0.014233449165556392,False,False,False,normal,
2021-05-07,29357.8203125,29357.8203125,29449.859375,29237.359375,29330.44921875,67500000,29357.8203125,0.0009018048815989665,0.007951246694915648,-0.02430867128625669,-0.01378122144467575,0.014243503597866108,False,False,False,normal,
2021-05-10,29518.33984375,29518.33984375,29685.41015625,29346.140625,29376.890625,66300000,29518.33984375,0.005467692408405833,0.01815849906304612,-0.006003745558520679,-0.008388880516141506,0.01271624153440761,False,False,False,normal,
2021-05-11,28608.58984375,28608.58984375,29289.119140625,28535.359375,29238.560546875,73200000,28608.58984375,-0.030819822687034426,-0.01532943169544454,-0.03774535604793117,-0.03895015939312574,0.014951856486266886,False,False,False,normal,
2021-05-12,28147.509765625,28147.509765625,28831.029296875,27888.58984375,28712.099609375,90000000,28147.509765625,-0.016116840453977543,-0.02308435828009725,-0.052558878779683016,-0.0544392463425073,0.013249290358189987,False,False,False,normal,
2021-05-13,27448.009765625,27448.009765625,27961.9609375,27385.029296875,27929.009765625,80500000,27448.009765625,-0.024851221505010734,-0.06420973279394171,-0.07793758607809453,-0.07742773106286793,0.01487927886433661,False,True,False,high_vol_continuation,E001
2021-05-14,28084.470703125,28084.470703125,28139.9609375,27723.69921875,27723.69921875,73500000,28084.470703125,0.02318787201457062,-0.04337343834865126,-0.04923230425097347,-0.05603524336656163,0.017294990906003213,False,True,False,high_vol_continuation,E001
2021-05-17,27824.830078125,27824.830078125,28312.779296875,27632.529296875,28310.4609375,63900000,27824.830078125,-0.009244989081140464,-0.057371443468341665,-0.06476218723461913,-0.06267528807495326,0.017389868908293,False,True,False,high_vol_continuation,E001
2021-05-18,28406.83984375,28406.83984375,28481.169921875,27931.5703125,27931.5703125,74700000,28406.83984375,0.02091692074995133,-0.00705207775363581,-0.04098952739317896,-0.04306934135864615,0.01905602759916846,False,False,False,normal,
2021-05-19,28044.44921875,28044.44921875,28216.650390625,27842.98046875,28031.220703125,68700000,28044.44921875,-0.012757160845532467,-0.003661444573006656,-0.05391684303485189,-0.055277059688955354,0.01926823957770468,False,True,False,high_vol_continuation,E002
2021-05-20,28098.25,28098.25,28176.869140625,27821.9609375,27875.5,56800000,28098.25,0.0019184110492007633,0.023689886440850128,-0.0534009172986899,-0.05346469276182919,0.017992660468400805,False,True,False,high_vol_continuation,E002
2021-05-21,28317.830078125,28317.830078125,28411.560546875,28193.029296875,28269.609375,58700000,28317.830078125,0.007814724337814605,0.008309196120047657,-0.04606778025975422,-0.04066996219908303,0.018337380104480383,False,False,False,settling,E002
2021-05-24,28364.609375,28364.609375,28584.1796875,28212.3203125,28212.3203125,54700000,28364.609375,0.0016519379043500315,0.019399194724978974,-0.025283912534703634,-0.03908520854685815,0.018170170948169504,False,False,False,normal,
2021-05-25,28553.98046875,28553.98046875,28576.970703125,28443.740234375,28516.990234375,54000000,28553.98046875,0.006676315941685607,0.005179760431267111,0.0015935460153195802,-0.032669837806077906,0.015679900010663998,False,False,False,normal,
2021-05-26,28642.189453125,28642.189453125,28710.830078125,28396.619140625,28396.619140625,64200000,28642.189453125,0.003089200977479667,0.021314030085331837,-0.018705539614555122,-0.02968156052348281,0.014639084819155828,False,False,False,normal,
2021-05-27,28549.009765625,28549.009765625,28587.2109375,28360.560546875,28543.3203125,138200000,28549.009765625,-0.0032532320077169885,0.01604227187191376,-0.016251235062233138,-0.03283823152846577,0.011525763131378524,False,False,True,normal,
2021-05-28,29149.41015625,29149.41015625,29194.109375,28899.66015625,28912.5390625,80600000,29149.41015625,0.021030515438329678,0.029365953388052146,0.0007958354763712983,-0.012498321025263048,0.011140454544899536,False,False,True,normal,
2021-05-31,28860.080078125,28860.080078125,29147.7109375,28791.599609375,29019.44921875,53800000,28860.080078125,-0.009925760987069765,0.017467919144400268,-0.004546462615354185,-0.02230002666509634,0.011230635442917754,False,False,True,normal,
2021-06-01,28814.33984375,28814.33984375,29075.470703125,28611.25,28998.650390625,47400000,28814.33984375,-0.001584896308367112,0.009118146427428586,-0.00824778347247479,-0.023849579743525418,0.009526265615494415,False,False,True,normal,
2021-06-02,28946.140625,28946.140625,29003.55078125,28565.830078125,28730.810546875,71000000,28946.140625,0.004574138500646141,0.01061200898668857,0.004633723531759948,-0.01938453252380834,0.008124532558267655,False,False,True,normal,
2021-06-03,29058.109375,29058.109375,29157.16015625,28879.150390625,28890.390625,58500000,29058.109375,0.0038681754314182637,0.017832478728841528,-0.009316297657804395,-0.015591339864848286,0.008113770632349648,False,False,True,normal,
2021-06-04,28941.51953125,28941.51953125,28991.240234375,28764.6796875,28901.419921875,55800000,28941.51953125,-0.004012299707644051,-0.0071318981717174434,-0.014180234663836666,-0.01954108244411079,0.008258495519493009,False,False,True,normal,
2021-06-07,29019.240234375,29019.240234375,29241.19921875,28973.05078125,29214.0,51000000,29019.240234375,0.002685439616986196,0.005514889626749175,-0.016908119224078755,-0.004465610836625777,0.008257182850760197,False,False,True,normal,
2021-06-08,28963.560546875,28963.560546875,29140.6796875,28897.640625,29046.029296875,50400000,28963.560546875,-0.001918716239650009,0.005178695883166995,0.01240783642478438,-0.006375758836243639,0.008199873341577183,False,False,True,normal,
2021-06-09,28860.80078125,28860.80078125,28932.029296875,28801.830078125,28901.560546875,50400000,28860.80078125,-0.003547898244716574,-0.002948228741633807,0.02534117659303936,-0.009901036537376284,0.008320643532922226,False,False,True,normal,
2021-06-10,28958.560546875,28958.560546875,29007.529296875,28799.740234375,28799.740234375,53300000,28958.560546875,0.003387285278948715,-0.003425853583256422,0.05503316248239476,-0.006547288893737013,0.008226420567716414,True,False,True,normal,
2021-06-11,28948.73046875,28948.73046875,29080.890625,28839.5390625,29030.0390625,71100000,28948.73046875,-0.00033945327182571816,0.0002491554561332432,0.030773582125185994,-0.006884519666926159,0.004514707203170161,True,False,True,normal,
2021-06-14,29161.80078125,29161.80078125,29208.349609375,29026.26953125,29153.109375,45000000,29161.80078125,0.007360264476192091,0.004912621616679269,0.04804955499714203,0.0,0.003840900811463025,True,False,True,normal,
2021-06-15,29441.30078125,29441.30078125,29480.849609375,29235.7109375,29256.029296875,53000000,29441.30078125,0.00958445612109493,0.01649452710076238,0.03641591050570869,0.0,0.004549162936597785,True,False,True,normal,
2021-06-16,29291.009765625,29291.009765625,29434.099609375,29263.720703125,29306.140625,52400000,29291.009765625,-0.005104768187440767,0.014906342607599932,0.044449457258072034,-0.005104768187440767,0.004987927038239625,True,False,True,normal,
2021-06-17,29018.330078125,29018.330078125,29197.6796875,28875.390625,29149.33984375,56900000,29018.330078125,-0.009309330394611681,0.002063967618599394,0.0327451025642167,-0.014366576608407677,0.005866837823016879,True,False,True,normal,
2021-06-18,28964.080078125,28964.080078125,29136.740234375,28957.98046875,29136.740234375,90200000,28964.080078125,-0.001869507992153352,0.0005302342840758367,0.02282131075075622,-0.016209226170771696,0.005746845870410434,True,False,True,normal,
2021-06-21,28010.9296875,28010.9296875,28506.83984375,27795.859375,28506.83984375,75800000,28010.9296875,-0.032908015309102256,-0.039465021463625405,-0.01246904841255192,-0.048583828016897534,0.011798668171674203,True,False,False,normal,
2021-06-22,28884.130859375,28884.130859375,28895.259765625,28494.4609375,28513.0703125,67800000,28884.130859375,0.03117358765370315,-0.018924772584431482,0.011562324593810125,-0.018924772584431482,0.01612765616875517,True,False,False,normal,
2021-06-23,28874.890625,28874.890625,29007.830078125,28860.060546875,28886.919921875,51100000,28874.890625,-0.00031990695582939654,-0.014206377450098895,0.008124419826767593,-0.019238625373873552,0.016084499710765466,True,False,False,normal,
2021-06-24,28875.23046875,28875.23046875,28935.33984375,28758.369140625,28811.8203125,44600000,28875.23046875,1.1769525100957523e-05,-0.004931352320748261,0.011426690655932825,-0.019227082278256757,0.016044743819820694,True,False,False,normal,
2021-06-25,29066.1796875,29066.1796875,29174.169921875,28992.740234375,29137.30078125,51600000,29066.1796875,0.006612907175118643,0.003525042366255171,-0.002855305417977849,-0.01274132201349265,0.01618668481892096,True,False,False,normal,
2021-06-28,29048.01953125,29048.01953125,29121.279296875,28984.9296875,29112.66015625,47700000,29048.01953125,-0.0006247864853670126,0.037024470637716966,0.006512090493728362,-0.013358147893060002,0.016007895061438765,True,False,False,normal,
2021-06-29,28812.609375,28812.609375,28951.6796875,28735.55078125,28927.439453125,59700000,28812.609375,-0.00810417233425309,-0.002476151514588021,-6.005581801926674e-05,-0.021354063494721243,0.01577290196600711,True,False,False,normal,
2021-06-30,28791.529296875,28791.529296875,28998.990234375,28779.759765625,28896.310546875,54000000,28791.529296875,-0.0007316268322191677,-0.002886983338140303,-0.005341345159895594,-0.022070067121110815,0.01573920602731242,True,False,False,normal,
2021-07-01,28707.0390625,28707.0390625,28833.169921875,28624.80078125,28832.41015625,45900000,28707.0390625,-0.002934551808756125,-0.0058247641151132346,-0.01208166395030652,-0.024939853174477333,0.015520148220058995,False,False,False,normal,
2021-07-02,28783.279296875,28783.279296875,28849.3203125,28688.630859375,28719.240234375,47500000,28783.279296875,0.002655802787915995,-0.009732974669067418,-0.00546758556350635,-0.02235028571815234,0.015556918213118113,False,False,False,normal,
2021-07-05,28598.189453125,28598.189453125,28731.0703125,28581.080078125,28709.5703125,38500000,28598.189453125,-0.006430464084406617,-0.015485740005134252,-0.014509366125693424,-0.028637027092972223,0.011024412892711477,False,False,True,normal,
2021-07-06,28643.2109375,28643.2109375,28748.23046875,28587.609375,28677.94921875,41700000,28643.2109375,0.0015742774362970113,-0.0058793160763489505,-0.011060436055730816,-0.027107832282270317,0.004256455357189654,False,False,True,normal,
2021-07-07,28366.94921875,28366.94921875,28434.990234375,28161.75,28262.400390625,60300000,28366.94921875,-0.0096449284039003,-0.014746701147656083,-0.01711149895815922,-0.036491307584623156,0.005075224390998817,False,False,True,normal,
2021-07-08,28118.029296875,28118.029296875,28366.759765625,28118.029296875,28332.630859375,62200000,28118.029296875,-0.008774997972304632,-0.02051795604355533,-0.02902531182927548,-0.04494609440686603,0.005478682990435343,False,False,True,normal,
2021-07-09,27940.419921875,27940.419921875,28000.01953125,27419.400390625,27739.419921875,82300000,27940.419921875,-0.0063165655432239065,-0.029282951615992925,-0.03483090728152882,-0.05097875499885696,0.00448851438909898,False,False,True,normal,
2021-07-12,28569.01953125,28569.01953125,28595.119140625,28405.599609375,28412.69921875,55500000,28569.01953125,0.02249785834044893,-0.0010199919097260146,-0.020327319785448106,-0.029627809466744814,0.009519048088837651,False,False,True,normal,
2021-07-13,28718.240234375,28718.240234375,28852.310546875,28699.0390625,28713.8203125,49800000,28718.240234375,0.005223165007877784,0.002619444343677557,-0.024559395396533845,-0.019554448133849767,0.009443152041229,False,False,True,normal,
2021-07-14,28608.490234375,28608.490234375,28696.80078125,28482.8203125,28517.310546875,54800000,28608.490234375,-0.0038216129924504294,0.008514874608558376,-0.02330133159325165,-0.015746460595983724,0.00950959540928105,False,False,True,normal,
2021-07-15,28279.08984375,28279.08984375,28571.720703125,28240.2109375,28539.3203125,53200000,28279.08984375,-0.01151407809102778,0.005728016895298671,-0.025474940576689642,-0.02707923271005208,0.010111851136816747,False,False,True,normal,
2021-07-16,28003.080078125,28003.080078125,28201.30078125,27847.349609375,28039.259765625,50400000,28003.080078125,-0.009760206822427175,0.0022426347358130982,-0.033179027174620734,-0.03657514062063649,0.010311288308328054,False,False,True,normal,
2021-07-19,27652.740234375,27652.740234375,27792.51953125,27493.630859375,27663.400390625,49900000,27652.740234375,-0.012510761058162068,-0.03207247962684667,-0.012787488923826862,-0.048628318833825124,0.010726815441534011,False,False,False,normal,
2021-07-20,27388.16015625,27388.16015625,27564.51953125,27330.150390625,27351.80078125,63000000,27388.16015625,-0.009567951526051721,-0.04631481829213646,-0.051792131478986425,-0.05773099696248141,0.010742378194593444,False,False,False,normal,
2021-07-21,27548.0,27548.0,27882.4296875,27438.0703125,27747.060546875,51400000,27548.0,0.005836092780168833,-0.03706907375002788,-0.04595309614268017,-0.05223182763687717,0.011017555923907171,False,False,False,normal,
2021-07-26,27833.2890625,27833.2890625,28036.470703125,27786.439453125,27990.470703125,54500000,27833.2890625,0.010356071674894718,-0.015764325645315158,-0.03608426285558597,-0.04241667251270065,0.01152761752640376,False,False,True,normal,
2021-07-27,27970.220703125,27970.220703125,28036.23046875,27862.689453125,27911.9296875,51700000,27970.220703125,0.004919707488307168,-0.0011734200276657392,-0.037705642645783244,-0.03710403826207498,0.011494815299995614,False,False,True,normal,
2021-07-28,27581.66015625,27581.66015625,27809.859375,27466.990234375,27674.990234375,57100000,27581.66015625,-0.013891937106938479,-0.002570453326597999,-0.05048052840306316,-0.04272258727868172,0.00916306901146399,False,False,True,normal,
2021-07-29,27782.419921875,27782.419921875,27798.05078125,27663.41015625,27722.609375,67800000,27782.419921875,0.007278741181194093,0.014395262893737382,-0.03575481275288006,-0.03504882858409075,0.00939983000834405,False,False,True,normal,
2021-07-30,27283.58984375,27283.58984375,27699.349609375,27272.490234375,27677.890625,70600000,27283.58984375,-0.01795488224307762,-0.009598161617903278,-0.05237441323718328,-0.05210280029794312,0.010491508853546574,False,False,True,normal,
2021-08-02,27781.01953125,27781.01953125,27834.599609375,27493.3203125,27493.3203125,60100000,27781.01953125,0.0182318269094619,-0.0018779502175481078,-0.032257577287365,-0.034820902625011696,0.012384873746165755,False,False,False,normal,
2021-08-03,27641.830078125,27641.830078125,27724.44921875,27492.400390625,27580.029296875,57900000,27641.830078125,-0.005010235602348256,-0.011740723410284315,-0.03965667730132216,-0.037481758891394934,0.012130130144313918,False,False,False,normal,
2021-08-04,27584.080078125,27584.080078125,27636.33984375,27488.740234375,27612.900390625,67500000,27584.080078125,-0.002089224911548171,8.773662866157217e-05,-0.035460614619055364,-0.03949267597853856,0.011483854126088973,False,False,True,normal,
2021-08-05,27728.119140625,27728.119140625,27741.55078125,27526.669921875,27526.669921875,55900000,27728.119140625,0.005221818603051043,-0.0019545014942072836,-0.031947947416640754,-0.03447708096559654,0.011087299767612234,False,False,True,normal,
2021-08-06,27820.0390625,27820.0390625,27888.869140625,27709.220703125,27709.220703125,56400000,27820.0390625,0.0033150435270716816,0.01966197343612719,-0.019279836969162134,-0.031276330462612245,0.011000763604286479,False,False,True,normal,
2021-08-10,27888.150390625,27888.150390625,28128.609375,27808.5390625,27887.029296875,61400000,27888.150390625,0.002448282979473193,0.0038562608998022885,-0.008175498496814981,-0.02890462079067102,0.010530671968080354,False,False,True,normal,
2021-08-11,28070.509765625,28070.509765625,28146.6796875,27974.990234375,28045.83984375,67100000,28070.509765625,0.006538955522174206,0.015508368522938243,0.00465597310683763,-0.02255467129823241,0.010622554932990665,False,False,True,normal,
2021-08-12,28015.01953125,28015.01953125,28279.80078125,28006.310546875,28177.19921875,57900000,28015.01953125,-0.0019768160549387126,0.015622759646305884,-0.01939163503297725,-0.02448690091683481,0.009442988017405765,False,False,True,normal,
2021-08-13,27977.150390625,27977.150390625,28070.0,27949.330078125,28038.9609375,55800000,27977.150390625,-0.001351744216446349,0.008981180755067486,-0.025805545106588168,-0.02206826849574195,0.009258944188756398,False,False,True,normal,
2021-08-16,27523.189453125,27523.189453125,27833.2109375,27427.380859375,27806.109375,57200000,27523.189453125,-0.016226132081418876,-0.010670351997281613,-0.03793631793774066,-0.02673001128401109,0.008879526465099161,False,False,True,normal,
2021-08-17,27424.470703125,27424.470703125,27750.390625,27424.470703125,27666.939453125,49600000,27424.470703125,-0.0035867481916704858,-0.016626405157936675,-0.030220885656045304,-0.023014867485275814,0.006516574519783597,False,False,True,normal,
2021-08-18,27585.91015625,27585.91015625,27671.5703125,27347.76953125,27418.080078125,50100000,27585.91015625,0.00588669348891413,-0.017263655466935535,-0.014897287038109663,-0.017263655466935535,0.006729560814708176,False,False,True,normal,
2021-08-19,27281.169921875,27281.169921875,27504.80078125,27255.580078125,27398.580078125,65100000,27281.169921875,-0.011046952326347559,-0.02619486338592092,-0.013437015982889933,-0.02811989701436135,0.007556959437683077,False,False,True,normal,
2021-08-20,27013.25,27013.25,27316.7890625,26954.810546875,27238.44921875,75800000,27013.25,-0.009820690338509741,-0.03445312968500169,-0.013688767486064402,-0.03766443055194224,0.007660107049205721,False,False,False,normal,
2021-08-23,27494.240234375,27494.240234375,27541.630859375,27193.099609375,27193.099609375,56800000,27494.240234375,0.017805715135165157,-0.0010518119202465037,-0.001951494323544356,-0.020529357537913184,0.009933005150393711,False,False,True,normal,
2021-08-24,27732.099609375,27732.099609375,27817.890625,27653.23046875,27653.23046875,57100000,27732.099609375,0.008651243786784502,0.01121731425850081,-0.003635554996672452,-0.012055718227975132,0.010365749094932982,False,False,True,normal,
2021-08-25,27724.80078125,27724.80078125,27897.720703125,27684.05078125,27768.130859375,51500000,27724.80078125,-0.0002631906068349954,0.0050348393151904425,-0.00877432911523579,-0.012315735883013934,0.010070578669676165,False,False,True,normal,
2021-08-26,27742.2890625,27742.2890625,27828.279296875,27684.5,27793.630859375,48500000,27742.2890625,0.0006307811330361623,0.01690246943021534,0.005823757719442435,-0.011692723283812212,0.010081777441497899,False,False,True,normal,
2021-08-27,27641.140625,27641.140625,27670.66015625,27481.23046875,27581.240234375,49200000,27641.140625,-0.003646001859187842,0.023243801652892637,-0.005085204862365522,-0.015296093452168202,0.01011842607724851,False,False,True,normal,
2021-08-30,27789.2890625,27789.2890625,27921.55078125,27656.630859375,27867.599609375,58600000,27789.2890625,0.00535970781777384,0.010731295922704165,0.018534922334124015,-0.010018368226051289,0.008758692803296574,False,False,True,normal,
2021-08-31,28089.5390625,28089.5390625,28158.94921875,27602.2109375,27690.76953125,75900000,28089.5390625,0.010804522538331751,0.0128890151903307,0.0111054070892882,0.0,0.009097597814545904,False,False,True,normal,
2021-09-01,28451.01953125,28451.01953125,28457.669921875,28179.0390625,28179.0390625,64800000,28451.01953125,0.012868864382064027,0.026193831138044965,0.029274091145121695,0.0,0.009643399140363969,False,False,True,normal,
2021-09-02,28543.509765625,28543.509765625,28626.19921875,28412.91015625,28522.4609375,60100000,28543.509765625,0.0032508583487986797,0.02888084329739149,0.03478200776617002,0.0,0.008269195806135407,False,False,True,normal,
2021-09-03,29128.109375,29128.109375,29149.650390625,28607.869140625,28626.48046875,74900000,29128.109375,0.020480999504799424,0.05379549166126352,0.05048990980148549,0.0,0.007958348088155352,True,False,False,normal,
2021-09-06,29659.890625,29659.890625,29705.0390625,29469.349609375,29501.220703125,68300000,29659.890625,0.018256634618943668,0.06731376100672781,0.06613403950895336,0.0,0.0080236438185841,True,False,False,normal,
2021-09-07,29916.140625,29916.140625,30048.23046875,29838.4296875,29883.919921875,75200000,29916.140625,0.008639613788191447,0.06502782257963591,0.07271870690487736,0.0,0.008023481707333325,True,False,False,normal,
2021-09-08,30181.2109375,30181.2109375,30241.869140625,29787.130859375,29819.55078125,82500000,30181.2109375,0.00886044479542547,0.06081298437652105,0.07519283367129126,0.0,0.007528632190726996,True,False,False,normal,
2021-09-09,30008.189453125,30008.189453125,30097.560546875,29909.919921875,29959.2109375,78800000,30008.189453125,-0.0057327548829401165,0.05131393089100467,0.0711464762554126,-0.0057327548829401165,0.008481119565248824,True,False,False,normal,
2021-09-10,30381.83984375,30381.83984375,30381.83984375,30064.01953125,30089.44921875,88800000,30381.83984375,0.01245161395720551,0.043041944556348355,0.08595190788018203,0.0,0.0075158955575863684,True,False,False,normal,
2021-09-13,30447.369140625,30447.369140625,30447.369140625,30229.009765625,30372.01953125,64600000,30447.369140625,0.0021568574257520012,0.026550283869261504,0.10624421608114121,0.0,0.007776789775876629,True,False,True,normal,
2021-09-14,30670.099609375,30670.099609375,30795.779296875,30504.810546875,30584.76953125,79100000,30670.099609375,0.007315261549242225,0.025202414770872483,0.11834791421809143,0.0,0.007775264643224541,True,False,True,normal,
2021-09-15,30511.7109375,30511.7109375,30573.41015625,30347.30078125,30464.169921875,68600000,30511.7109375,-0.005164269888011219,0.010950521524282442,0.1060614192055982,-0.005164269888011219,0.008768607491839225,True,False,True,normal,
2021-09-16,30323.33984375,30323.33984375,30622.390625,30202.509765625,30606.150390625,69900000,30323.33984375,-0.006173730936814947,0.010502146126386114,0.111511710479677,-0.011306118012052502,0.009681461969305399,True,False,True,normal,
2021-09-17,30500.05078125,30500.05078125,30541.990234375,30358.9296875,30387.5390625,97900000,30500.05078125,0.005827555223486547,0.0038908419670415917,0.1290774261242169,-0.005544449815644614,0.008270636241784816,True,False,True,normal,
2021-09-21,29839.7109375,29839.7109375,30051.0,29832.51953125,30021.25,76300000,29839.7109375,-0.021650450633214913,-0.019957658749380047,0.08530771111080004,-0.027074860611837503,0.010341101590020762,True,False,True,normal,
2021-09-22,29639.400390625,29639.400390625,29868.099609375,29573.880859375,29744.73046875,69000000,29639.400390625,-0.006712884963750332,-0.03360599515089102,0.06877592422195211,-0.03360599515089102,0.010161726721455136,True,False,False,normal,
2021-09-24,30248.810546875,30248.810546875,30276.380859375,30110.30078125,30141.609375,84600000,30248.810546875,0.020560812574425658,-0.008616376550090066,0.09103797663108781,-0.013736149144139786,0.011928215142017995,True,False,False,normal,
