episode_id,end,end_close,next_phase,ret_5d_pct,ret_10d_pct,ret_20d_pct,max_close_20d_pct,min_close_20d_pct
E001,2021-05-17,27824.830078125,normal,1.9399194724978974,3.7205977434301873,4.804955499714203,4.804955499714203,0.7892919382018304
E002,2021-05-20,28098.25,settling,1.604227187191376,3.4160824072673623,3.27451025642167,4.779837823529931,0.7814724337814605
E007,2021-12-20,27937.810546875,normal,2.643909369296016,4.990905092707654,-0.5901710125006288,4.990905092707654,-1.6843842409749454
E010,2022-02-03,27241.310546875,normal,1.6694113540075994,-0.43771842096149705,-7.414842935508892,1.6694113540075994,-7.414842935508892
E011,2022-02-08,27284.51953125,normal,0.6446177627337679,-4.814815292039032,-5.842577285625994,1.5084031309535284,-9.408229569279857
E012,2022-02-24,25970.8203125,normal,2.335117687669297,-1.0797499597655413,8.390260704245911,8.390260704245911,-4.825765996393184
E013,2022-03-16,25762.009765625,normal,9.115674129230843,7.994018869688291,5.473137566527875,9.666987082556844,2.2240916308072123
E018,2022-09-22,27153.830078125,normal,-4.480469742664783,-0.13891485295618455,-0.6589482477617259,0.5799207797645423,-4.480469742664783
E019,2022-10-05,27120.529296875,normal,-3.256239453636911,-0.4187542143142653,0.2920700279589683,2.0589222978931287,-3.256239453636911
E020,2022-10-13,26237.419921875,settling,2.932990430905158,4.222291352574548,7.722369031170362,7.722369031170362,2.0519134207100276
E022,2023-10-16,31659.029296875,normal,-2.08306612764686,-3.038843517131984,3.2752122021863395,3.314855809488093,-3.339489628964587
E023,2023-10-23,30999.55078125,normal,-0.9761104149064614,4.104154735105148,7.595561175596677,8.340922278989682,-1.2831524146330264
E024,2024-04-25,37628.48046875,settling,3.206669731859324,1.933583593959498,3.260537257195173,3.9192076397418063,0.81396125005464
E027,2024-08-15,36726.640625,normal,4.041674023241804,4.454234302841309,0.2903312266938407,5.375472504844714,-3.013809798319933
E028,2024-08-19,37388.62109375,settling,1.9299926960147262,3.509757679240444,-3.1704896010410932,3.509757679240444,-4.7309890302311475
E029,2024-09-11,35619.76953125,normal,4.310972850070871,11.818686976081239,11.190502640683754,11.818686976081239,1.6379926833555825
E031,2024-10-02,37808.76171875,normal,3.8858697083998806,2.915804795990673,3.36559099902749,5.558999996177305,0.2781370017676421
E032,2025-03-12,36819.08984375,settling,2.533438676671529,2.6640498459157502,-6.00256511806514,3.2814478138304404,-15.433596511320602
E033,2025-04-24,35039.1484375,normal,5.112975196716341,8.973144101541774,7.66274597765757,8.973144101541774,1.9024145091282918
E037,2026-03-16,53751.1484375,,,,,,
