date,nikkei_phase,table_key,equity
2025-10-01,uptrend,core,3028292.5
2025-10-02,uptrend,core,3024292.5
2025-10-03,uptrend,core,3023892.5
2025-10-06,surge,core,3007392.5
2025-10-07,surge,core,3007392.5
2025-10-08,surge,core,3007392.5
2025-10-09,surge,core,3007392.5
2025-10-10,surge,core,3007392.5
2025-10-14,high_vol,defensive,3007392.5
2025-10-15,high_vol,defensive,3007392.5
2025-10-16,high_vol,defensive,3007392.5
2025-10-17,high_vol,defensive,3007392.5
2025-10-20,high_vol,defensive,3007392.5
2025-10-21,surge,core,3007392.5
2025-10-22,high_vol,defensive,3007392.5
2025-10-23,high_vol,defensive,3007392.5
2025-10-24,high_vol,defensive,3007392.5
2025-10-27,surge,core,3007392.5
2025-10-28,surge,core,3007392.5
2025-10-29,surge,core,3007392.5
2025-10-30,surge,core,3007392.5
2025-10-31,surge,core,3007392.5
2025-11-04,surge,core,3007392.5
2025-11-05,high_vol,defensive,3007392.5
2025-11-06,high_vol,defensive,3007392.5
2025-11-07,high_vol,defensive,3007392.5
2025-11-10,high_vol,defensive,3007392.5
2025-11-11,high_vol,defensive,3007392.5
2025-11-12,high_vol,defensive,3007392.5
2025-11-13,high_vol,defensive,3007392.5
2025-11-14,high_vol,defensive,3007392.5
2025-11-17,normal,core,3003792.5
2025-11-18,high_vol,defensive,3001992.5
2025-11-19,high_vol,defensive,3001992.5
2025-11-20,high_vol,defensive,3001992.5
2025-11-21,high_vol,defensive,3001992.5
2025-11-25,high_vol,defensive,3001992.5
2025-11-26,high_vol,defensive,3001992.5
2025-11-27,high_vol,defensive,3001992.5
2025-11-28,high_vol,defensive,3001992.5
2025-12-01,high_vol,defensive,3001992.5
2025-12-02,high_vol,defensive,3001992.5
2025-12-03,normal,core,3002461.0
2025-12-04,normal,core,3002061.0
2025-12-05,normal,core,3001461.0
2025-12-08,normal,core,2999361.0
2025-12-09,normal,core,3000261.0
2025-12-10,normal,core,3002061.0
2025-12-11,normal,core,3013171.0
2025-12-12,normal,core,3001471.0
2025-12-15,normal,core,3008271.0
2025-12-16,normal,core,3006071.0
2025-12-17,normal,core,3004371.0
2025-12-18,stable,core,3017671.0
2025-12-19,normal,core,3033897.0
2025-12-22,normal,core,3102399.0
2025-12-23,normal,core,3126899.0
2025-12-24,normal,core,3132299.0
2025-12-25,normal,core,3139499.0
2025-12-26,normal,core,3144689.0
2025-12-29,normal,core,3149489.0
2025-12-30,stable,core,3136289.0
