Date,equity
2024-07-01,2936199.5
2024-07-02,2976599.5
2024-07-03,3057099.5
2024-07-04,3014942.0
2024-07-05,2955942.0
2024-07-08,3064442.0
2024-07-09,3030942.0
2024-07-10,2951442.0
2024-07-11,2959942.0
2024-07-12,2970442.0
2024-07-16,3162942.0
2024-07-17,3162942.0
2024-07-18,3172632.0
2024-07-19,3135232.0
2024-07-22,3135232.0
2024-07-23,3138532.0
2024-07-24,2996492.0
2024-07-25,2824492.0
2024-07-26,2824492.0
2024-07-29,2824492.0
2024-07-30,2824492.0
2024-07-31,2819018.0
2024-08-01,2745918.0
2024-08-02,2745918.0
2024-08-05,2745918.0
2024-08-06,2745918.0
2024-08-07,2745918.0
2024-08-08,2745918.0
2024-08-09,2745918.0
2024-08-13,2745918.0
2024-08-14,2745918.0
2024-08-15,2745918.0
2024-08-16,2745918.0
2024-08-19,2745918.0
2024-08-20,2745918.0
2024-08-21,2745918.0
2024-08-22,2745918.0
2024-08-23,2745918.0
2024-08-26,2745918.0
2024-08-27,2745918.0
2024-08-28,2745918.0
2024-08-29,2745918.0
2024-08-30,2745918.0
2024-09-02,2745918.0
2024-09-03,2745918.0
2024-09-04,2701038.0
2024-09-05,2725038.0
2024-09-06,2849038.0
2024-09-09,2849038.0
2024-09-10,2849038.0
2024-09-11,2849038.0
2024-09-12,2849038.0
2024-09-13,2849038.0
2024-09-17,2849038.0
2024-09-18,2755438.0
2024-09-19,2874238.0
2024-09-20,2994238.0
2024-09-24,2994238.0
2024-09-25,2994238.0
2024-09-26,2994238.0
2024-09-27,2994238.0
2024-09-30,2994238.0
