mode,dataset,total_return_pct,final_capital,num_buys,max_drawdown_pct,phase_pnl
difficult_v7,q2_2024,3.3747516886393214,3101242.5506591797,45,-7.906336220285592,"{""capitulation_end"": 27700.0, ""crash"": 169861.900390625, ""downtrend"": 32600.0, ""normal"": -147113.30078125, ""overheated_range"": -15901.19921875, ""stable"": 14295.150268554688, ""surge"": 0.0, ""uptrend"": 19800.0}"
difficult_v7,4q2,1.1952832519531498,3035858.4975585947,63,-9.175334402519697,"{""crash"": -65190.00244140625, ""high_vol"": 45885.50000000093, ""normal"": 167767.5, ""settling"": 16459.5, ""stable"": -10831.0, ""surge"": -54200.0, ""uptrend"": -64033.0}"
difficult_v11,q2_2024,3.3747516886393214,3101242.5506591797,45,-7.906336220285592,"{""capitulation_end"": 27700.0, ""crash"": 169861.900390625, ""downtrend"": 32600.0, ""normal"": -147113.30078125, ""overheated_range"": -15901.19921875, ""stable"": 14295.150268554688, ""surge"": 0.0, ""uptrend"": 19800.0}"
difficult_v11,4q2,3.5000332519531607,3105000.9975585947,57,-9.472735046209891,"{""crash"": -61006.00244140625, ""high_vol"": 62045.50000000093, ""normal"": 145598.0, ""settling"": 14094.5, ""stable"": -10831.0, ""surge"": -44900.0}"
difficult_v12,q2_2024,3.3747516886393214,3101242.5506591797,45,-7.906336220285592,"{""capitulation_end"": 27700.0, ""crash"": 169861.900390625, ""downtrend"": 32600.0, ""normal"": -147113.30078125, ""overheated_range"": -15901.19921875, ""stable"": 14295.150268554688, ""surge"": 0.0, ""uptrend"": 19800.0}"
difficult_v12,4q2,1.5254832519531636,3045764.497558595,67,-7.069957154333039,"{""crash"": -96916.50244140625, ""downtrend"": -84900.0, ""high_vol"": 55345.50000000093, ""normal"": 204907.00000000047, ""settling"": 16459.5, ""stable"": -10831.0, ""surge"": -38300.0}"
