Date,phase_name,ret5,dd20,vol10,major_crash,post_major_crash_mode
2021-04-30,normal,-0.0128661393813029,-0.0424277488014822,0.0126349313710176,False,False
2021-05-06,normal,0.0107074957383159,-0.0251877617213789,0.0142334491655563,False,False
2021-05-07,normal,0.0079512466949156,-0.0137812214446757,0.0142435035978661,False,False
2021-05-10,normal,0.0181584990630461,-0.0083888805161415,0.0127162415344076,False,False
2021-05-11,high_vol,-0.0153294316954445,-0.0389501593931257,0.0149518564862668,False,False
2021-05-12,normal,-0.0230843582800972,-0.0544392463425073,0.0132492903581899,False,False
2021-05-13,crash,-0.0642097327939417,-0.0774277310628679,0.0148792788643366,False,False
2021-05-14,high_vol,-0.0433734383486512,-0.0560352433665616,0.0172949909060032,False,False
2021-05-17,crash,-0.0573714434683416,-0.0626752880749532,0.017389868908293,False,False
2021-05-18,high_vol,-0.0070520777536358,-0.0430693413586461,0.0190560275991684,False,False
2021-05-19,high_vol,-0.0036614445730066,-0.0552770596889553,0.0192682395777046,False,False
2021-05-20,high_vol,0.0236898864408501,-0.0534646927618291,0.0179926604684008,False,False
2021-05-21,high_vol,0.0083091961200476,-0.040669962199083,0.0183373801044803,False,False
2021-05-24,high_vol,0.0193991947249789,-0.0390852085468581,0.0181701709481695,False,False
2021-05-25,high_vol,0.0051797604312671,-0.0326698378060779,0.0156799000106639,False,False
2021-05-26,high_vol,0.0213140300853318,-0.0296815605234828,0.0146390848191558,False,False
2021-05-27,settling,0.0160422718719137,-0.0328382315284657,0.0115257631313785,False,False
2021-05-28,settling,0.0293659533880521,-0.012498321025263,0.0111404545448995,False,False
2021-05-31,normal,0.0174679191444002,-0.0223000266650963,0.0112306354429177,False,False
2021-06-01,stable,0.0091181464274285,-0.0238495797435254,0.0095262656154944,False,False
2021-06-02,stable,0.0106120089866885,-0.0193845325238083,0.0081245325582676,False,False
2021-06-03,stable,0.0178324787288415,-0.0155913398648482,0.0081137706323496,False,False
2021-06-04,stable,-0.0071318981717174,-0.0195410824441107,0.008258495519493,False,False
2021-06-07,stable,0.0055148896267491,-0.0044656108366257,0.0082571828507601,False,False
2021-06-08,stable,0.0051786958831669,-0.0063757588362436,0.0081998733415771,False,False
2021-06-09,stable,-0.0029482287416338,-0.0099010365373762,0.0083206435329222,False,False
2021-06-10,normal,-0.0034258535832564,-0.006547288893737,0.0082264205677164,False,False
