condition_name,promising_score_min,trend_r2_min,sector_per_score_min,take_profit_pct,stop_loss_pct,entry_limit_pct,period_start,period_end,initial_capital,final_capital,total_return_pct,num_buys,num_roundtrips,win_rate_pct,avg_roundtrip_return_pct,max_drawdown_pct
condition1_limit_search,0.72,0.6,0.55,8.0,5.0,0.5,2026-01-01,2026-03-10,3000000.0,3014889.5,0.49631666666667407,33,33,51.515151515151516,0.9903474429433566,-9.112743097764342
condition1_limit_search,0.72,0.6,0.55,8.0,5.0,-0.5,2026-01-01,2026-03-10,3000000.0,2994697.5,-0.1767500000000033,48,48,41.66666666666667,0.128457591400749,-11.38041527717265
condition1_limit_search,0.72,0.6,0.55,8.0,5.0,-1.0,2026-01-01,2026-03-10,3000000.0,2968094.0,-1.063533333333333,54,54,40.74074074074074,0.2429998015350988,-10.426008145443156
condition1_limit_search,0.72,0.6,0.55,8.0,5.0,-3.0,2026-01-01,2026-03-10,3000000.0,2959980.0,-1.3340000000000019,54,54,42.592592592592595,0.1885987266246559,-11.832396399717382
condition1_limit_search,0.72,0.6,0.55,8.0,5.0,-2.0,2026-01-01,2026-03-10,3000000.0,2941428.0,-1.9523999999999986,53,53,41.509433962264154,0.14302681693168004,-10.95775882495209
condition1_limit_search,0.72,0.6,0.55,8.0,5.0,-2.5,2026-01-01,2026-03-10,3000000.0,2930550.0,-2.3150000000000004,53,53,41.509433962264154,0.13036257336886165,-11.714742112862098
condition1_limit_search,0.72,0.6,0.55,8.0,5.0,-1.5,2026-01-01,2026-03-10,3000000.0,2926621.0,-2.4459666666666657,55,55,40.0,-0.05672072740440571,-11.765534148179324
condition1_limit_search,0.72,0.6,0.55,8.0,5.0,1.0,2026-01-01,2026-03-10,3000000.0,2890015.0,-3.6661666666666703,24,24,41.66666666666667,0.20728613144313054,-11.885723846207908
condition1_limit_search,0.72,0.6,0.55,8.0,5.0,0.0,2026-01-01,2026-03-10,3000000.0,2825250.0,-5.825000000000003,34,34,41.17647058823529,0.3997685880155534,-18.632596079348605
