post_table_name,other_table_name,post_rule_name,other_rule_name,total_final_capital,total_return_pct,q2_2024_return_pct,q2_2024_final_capital,q2_2024_post_count,q2_2024_other_count,q2_2024_original_count,q3_return_pct,q3_final_capital,q3_post_count,q3_other_count,q3_original_count,q4_return_pct,q4_final_capital,q4_post_count,q4_other_count,q4_original_count,4q2_return_pct,4q2_final_capital,4q2_post_count,4q2_other_count,4q2_original_count
defensive_origcount,regular_origcount,defensive,defensive,13386171.895019531,11.551432458496102,11.589229833984383,3347676.8950195312,24,24,24,6.15336666666666,3184601.0,13,13,13,17.25316666666663,3517594.999999999,60,60,60,11.209966666666649,3336298.9999999995,75,75,75
post_high_vol_origcount,regular_origcount,defensive,defensive,13286366.560546875,10.71972133789063,11.589229833984383,3347676.8950195312,24,24,24,3.5570221842447847,3106710.6655273438,13,13,13,16.52266666666664,3495679.999999999,60,60,60,11.209966666666649,3336298.9999999995,75,75,75
defensive_origcount,momentum_origcount,defensive,defensive,12598376.0,4.986466666666667,2.934733333333339,3088042.0,24,24,24,6.488800000000006,3194664.0,13,13,13,23.931483333333325,3717944.4999999995,60,60,60,-13.409150000000004,2597725.5,75,75,75
defensive_origcount,momentum_origcount,defensive,normal,12472679.000000002,3.9389916666666913,2.5260583333333253,3075781.75,24,24,24,8.210699999999992,3246321.0,13,13,13,13.095758333333363,3392872.750000001,60,60,60,-8.07654999999995,2757703.5000000014,75,75,75
post_high_vol_origcount,momentum_origcount,defensive,defensive,12469204.33227539,3.9100361022949226,2.934733333333339,3088042.0,24,24,24,3.086511075846343,3092595.3322753906,13,13,13,23.02804999999999,3690841.4999999995,60,60,60,-13.409150000000004,2597725.5,75,75,75
none,regular_origcount,defensive,defensive,12347125.098144531,2.892709151204431,8.618703271484375,3258561.0981445312,0,24,24,3.327900000000006,3099837.0,0,13,13,-8.062499999999995,2758125.0,0,60,60,7.6867333333332954,3230601.999999999,0,75,75
defensive_origcount,momentum_origcount,normal,defensive,12240653.000000004,2.0054416666666963,-9.443149999999957,2716705.5000000014,24,24,24,6.689800000000035,3200694.000000001,13,13,13,24.56423333333333,3736927.0,60,60,60,-13.789116666666635,2586326.500000001,75,75,75
none,momentum_origcount,defensive,defensive,11968018.5,-0.2665125000000046,-1.4409666666666654,2956771.0,0,24,24,9.01346666666667,3270404.0,0,13,13,-2.7483166666666614,2917550.5,0,60,60,-5.890233333333327,2823293.0,0,75,75
