strategy,entry_date,exit_date,hold_days,entry_price,exit_price,return_pct,win
long,2018-01-05,2018-02-08,24,23643.0,21722.0,-8.13,False
long,2018-05-08,2018-07-13,49,22441.0,22398.0,-0.19,False
long,2018-09-13,2018-10-31,32,22658.0,21570.0,-4.8,False
long,2019-03-01,2019-05-27,55,21490.0,21148.0,-1.59,False
long,2019-08-05,2019-08-27,16,20910.0,20467.0,-2.12,False
long,2019-09-26,2020-01-30,83,22161.0,23285.0,5.07,True
long,2020-06-01,2020-08-21,57,21911.0,23023.0,5.07,True
long,2020-09-28,2021-04-13,134,23392.0,29606.0,26.56,True
long,2021-09-15,2021-12-02,53,30464.0,27716.0,-9.02,False
