dataset,candidate_return_pct,candidate_num_buys,candidate_max_drawdown_pct,v35_return_pct,v35_num_buys,v35_max_drawdown_pct,return_diff_pt
q2_2024,3.8899298726399634,47,-7.171855821565842,3.8899298726399634,47,-7.171855821565842,0.0
q3,29.06162283732099,80,-3.6215317173912798,29.06162283732099,80,-3.62153171739128,0.0
q4,7.150233329264344,43,-8.395131930715804,7.150233329264344,43,-8.395131930715804,0.0
4q2,4.3161500000000075,82,-7.05801292641004,4.316150000000008,82,-7.05801292641004,-8.881784197001252e-16
