trend_r2_min,annual_return_min,quarter_return_min,positive_month_ratio_min,persistence_20d_min,max_drawdown_max,avg_monthly_range_max,end_to_high_min,sector_per_score_min,ocr_per_max,selected_count,mean_realized_return_pct,median_realized_return_pct,win_rate_pct,objective_score
0.35,10.0,-10.0,45.0,40.0,15.0,10.0,90.0,0.4,16.0,134,-3.790913063287782,-4.626045711497345,23.134328358208954,-3.096596226490957
