Date,equity
2025-07-01,2992605.9118041997
2025-07-02,2982162.574340821
2025-07-03,2887662.5010986333
2025-07-04,2927662.5010986333
2025-07-07,2929329.1636962895
2025-07-08,2929495.826293946
2025-07-09,2936329.1636962895
2025-07-10,2935662.5010986333
2025-07-11,2935662.5010986333
2025-07-14,2935662.5010986333
2025-07-15,2935662.5010986333
2025-07-16,2935662.5010986333
2025-07-17,2989502.0010986333
2025-07-18,2932302.0010986333
2025-07-22,2872902.0010986333
2025-07-23,2872902.0010986333
2025-07-24,2872902.0010986333
2025-07-25,2872902.0010986333
2025-07-28,2872902.0010986333
2025-07-29,2893563.0010986333
2025-07-30,2994963.0010986333
2025-07-31,2950863.0010986333
2025-08-01,2849563.0010986333
2025-08-04,2799863.0010986333
2025-08-05,2804453.0010986333
2025-08-06,2864640.5010986337
2025-08-07,2911800.0010986337
2025-08-08,2875800.0010986337
2025-08-12,2780800.0010986337
2025-08-13,2800800.0010986337
2025-08-14,2773300.0010986337
2025-08-15,2753300.0010986337
2025-08-18,2773300.0010986337
2025-08-19,2805800.0010986337
2025-08-20,2783300.0010986337
2025-08-21,2853300.0010986337
2025-08-22,2860800.0010986337
2025-08-25,2865800.0010986337
2025-08-26,2915800.0010986337
2025-08-27,2948300.0010986337
2025-08-28,2933300.0010986337
2025-08-29,2928300.0010986337
2025-09-01,2963300.0010986337
2025-09-02,2973300.0010986337
2025-09-03,2963300.0010986337
2025-09-04,3028300.0010986337
2025-09-05,3013300.0010986337
2025-09-08,3028300.0010986337
2025-09-09,3053300.0010986337
2025-09-10,3053300.0010986337
2025-09-11,3053300.0010986337
2025-09-12,3053300.0010986337
2025-09-16,3053300.0010986337
2025-09-17,3053300.0010986337
2025-09-18,3053300.0010986337
2025-09-19,3053300.0010986337
2025-09-22,3053300.0010986337
2025-09-24,3053300.0010986337
2025-09-25,3053300.0010986337
2025-09-26,3053300.0010986337
2025-09-29,3053300.0010986337
2025-09-30,3053300.0010986337
