dataset,final_capital,total_return_pct,num_buys,max_drawdown_pct
q2_2024,3050018.5506591797,1.6672850219726643,46,-7.906336220285592
q3,3549414.5997314462,18.31381999104822,79,-3.2104134092463266
q4,3289499.5000000014,9.649983333333378,49,-6.364159514395096
4q2,3146463.997558595,4.882133251953169,59,-6.798072149200807
