date,cash,market_value,equity,positions
2026-01-05,3000000.0,0.0,3000000.0,0
2026-01-06,708893.0,2276700.0,2985593.0,6
2026-01-07,708893.0,2282700.0,2991593.0,6
2026-01-08,708893.0,2277000.0,2985893.0,6
2026-01-09,2995993.0,0.0,2995993.0,0
2026-01-13,182249.5,2789800.0,2972049.5,6
2026-01-14,72325.00000000001,2912250.0,2984575.0,7
2026-01-15,2995425.0,0.0,2995425.0,0
2026-01-16,2995425.0,0.0,2995425.0,0
2026-01-19,2910425.0,83800.0,2994225.0,1
2026-01-20,2991225.0,0.0,2991225.0,0
2026-01-21,2991225.0,0.0,2991225.0,0
2026-01-22,2991225.0,0.0,2991225.0,0
2026-01-23,1798937.5,1183900.0,2982837.5,3
2026-01-26,1798937.5,1169300.0,2968237.5,3
2026-01-27,2979237.5,0.0,2979237.5,0
2026-01-28,2310961.5,665400.0,2976361.5,1
2026-01-29,2982861.5,0.0,2982861.5,0
2026-01-30,2982861.5,0.0,2982861.5,0
2026-02-02,2982861.5,0.0,2982861.5,0
2026-02-03,2982861.5,0.0,2982861.5,0
2026-02-04,952557.0000000001,2044900.0,2997457.0,7
2026-02-05,3001857.0,0.0,3001857.0,0
2026-02-06,91040.0,2955200.0,3046240.0,5
2026-02-09,3062140.0,0.0,3062140.0,0
2026-02-10,59223.0,3029050.0,3088273.0,7
2026-02-12,21772.00000000003,3088100.0,3109872.0,7
2026-02-13,21772.00000000003,3068400.0,3090172.0,7
2026-02-16,3097272.0,0.0,3097272.0,0
2026-02-17,2103215.5,1059300.0,3162515.5,3
2026-02-18,857215.5,2259000.0,3116215.5,4
2026-02-19,148948.50000000006,2976600.0,3125548.5,6
2026-02-20,1365948.5,1727900.0,3093848.5,5
2026-02-24,3122348.5,0.0,3122348.5,0
2026-02-25,3122348.5,0.0,3122348.5,0
2026-02-26,2765880.5,354300.0,3120180.5,2
2026-02-27,216911.0,2954300.0,3171211.0,4
2026-03-02,216911.0,2868400.0,3085311.0,4
2026-03-03,2998311.0,0.0,2998311.0,0
2026-03-04,2998311.0,0.0,2998311.0,0
2026-03-05,2998311.0,0.0,2998311.0,0
2026-03-06,2998311.0,0.0,2998311.0,0
2026-03-09,2998311.0,0.0,2998311.0,0
2026-03-10,2998311.0,0.0,2998311.0,0
