date,ticker,simple_sector,sector_33,action,price,shares,cash_after,signal_score,signal_basis_date,reason
2026-01-05,8515.T,その他金融/リース・消費者金融,その他金融業,BUY,553.41,200,2889318.0,0.5110649969784565,2025-12-30,buy_signal_limit
2026-01-05,4977.T,化学/食品,化学,BUY,1227.6,100,2766558.0,0.5061340060650028,2025-12-30,buy_signal_limit
2026-01-05,6343.T,機械/住宅建設,機械,BUY,163.35,800,2635878.0,0.5008117367223045,2025-12-30,buy_signal_limit
2026-01-05,1879.T,建設/建設・土木,建設業,BUY,2014.65,1300,16833.0,0.38802987203448935,2025-12-30,buy_signal_limit
2026-01-06,1879.T,建設/建設・土木,建設業,SELL,2040.0,1300,2668833.0,0.38539312522012376,2026-01-05,sell_signal
2026-01-07,3289.T,225/不動産,不動産業,BUY,1441.0,900,1371933.0,0.504965890154866,2026-01-06,buy_signal_limit
2026-01-13,3352.T,小売/他消費財小売り,小売業,BUY,1607.76,800,85725.0,0.42042910752315493,2026-01-09,buy_signal_limit
2026-01-16,6343.T,機械/住宅建設,機械,SELL,178.0,800,228125.0,0.5459248470305692,2026-01-15,take_profit
2026-01-23,3352.T,小売/他消費財小売り,小売業,SELL,1639.0,800,1539325.0,0.4246380945299412,2026-01-22,sell_signal
2026-01-26,9034.T,前号並み/陸運,陸運業,BUY,1591.92,400,902557.0,0.45021926318261496,2026-01-23,buy_signal_limit
2026-01-26,3352.T,小売/他消費財小売り,小売業,BUY,1622.61,500,91252.0,0.4293536283856753,2026-01-23,buy_signal_limit
2026-01-27,9034.T,前号並み/陸運,陸運業,SELL,1587.0,400,726052.0,0.42849941095662114,2026-01-26,sell_signal
2026-01-27,7184.T,銀行/地方銀行,銀行業,BUY,2262.15,300,47407.0,0.7283432207958643,2026-01-26,buy_signal_limit
2026-01-29,3289.T,225/不動産,不動産業,SELL,1409.5,900,1315957.0,0.424289486529326,2026-01-28,sell_signal
2026-01-29,3352.T,小売/他消費財小売り,小売業,SELL,1582.0,500,2106957.0,0.4018665460270984,2026-01-28,sell_signal
2026-02-04,8515.T,その他金融/リース・消費者金融,その他金融業,SELL,543.0,200,2215557.0,0.46585739891848704,2026-02-03,sell_signal
2026-02-05,7184.T,銀行/地方銀行,銀行業,SELL,2460.0,300,2953557.0,0.7837235720815908,2026-02-04,take_profit
2026-02-09,6357.T,機械/外食・娯楽サービス,機械,BUY,2519.55,1100,182052.0,0.43873308825645585,2026-02-06,buy_signal_limit
2026-02-10,6357.T,機械/外食・娯楽サービス,機械,SELL,2496.0,1100,2927652.0,0.4167409294670387,2026-02-09,sell_signal
2026-02-12,4977.T,化学/食品,化学,SELL,1340.0,100,3061652.0,0.5190717969735018,2026-02-10,take_profit
2026-02-13,4043.T,225/化学,化学,BUY,4200.0,700,121652.0,0.4294095241721446,2026-02-12,buy_signal_limit
2026-02-16,4043.T,225/化学,化学,SELL,4164.0,700,3036452.0,0.40779962592454544,2026-02-13,sell_signal
2026-02-16,8344.T,銀行/地方銀行,銀行業,BUY,2628.45,500,1722227.0,0.7858046070139827,2026-02-13,buy_signal_limit
2026-02-16,8387.T,銀行/地方銀行,銀行業,BUY,2317.59,700,99914.0,0.6879937291199096,2026-02-13,buy_signal_limit
2026-02-24,8344.T,銀行/地方銀行,銀行業,SELL,2683.0,500,1441414.0,0.701034096101539,2026-02-20,sell_signal
2026-02-24,8387.T,銀行/地方銀行,銀行業,SELL,2361.0,700,3094114.0,0.7234924877833045,2026-02-20,sell_signal
2026-02-24,7971.T,増額/化学,化学,BUY,762.3,2000,1569514.0,0.4440921658411411,2026-02-20,buy_signal_limit
2026-02-25,7971.T,増額/化学,化学,SELL,773.0,2000,3115514.0,0.44221856583978647,2026-02-24,sell_signal
2026-02-26,8154.T,卸売/電子部品・産業用電子機器,卸売業,BUY,4257.0,700,135614.0,0.44034006519033636,2026-02-25,buy_signal_limit
2026-03-04,8154.T,卸売/電子部品・産業用電子機器,卸売業,SELL,4010.0,700,2942614.0,0.4210100869772138,2026-03-03,stop_loss
2026-03-06,1814.T,大幅増額/建設,建設業,BUY,4070.0,100,2535614.0,0.5948015012257184,2026-03-05,buy_signal_limit
2026-03-06,1946.T,建設/設備工事,建設業,BUY,2148.0,100,2320814.0,0.5927819955118623,2026-03-05,buy_signal_limit
2026-03-06,7102.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,3890.0,100,1931814.0,0.5068851908585353,2026-03-05,buy_signal_limit
2026-03-06,6743.T,電気機器/設備機器・部品,電気機器,BUY,824.0,500,1519814.0,0.47635069946954733,2026-03-05,buy_signal_limit
2026-03-06,1808.T,225/建設,建設業,BUY,3168.99,100,1202915.0,0.47150480206346496,2026-03-05,buy_signal_limit
2026-03-06,7231.T,輸送用機器/自動車部品,輸送用機器,BUY,3345.0,100,868415.0,0.4375359521101173,2026-03-05,buy_signal_limit
2026-03-06,8154.T,卸売/電子部品・産業用電子機器,卸売業,BUY,4105.0,200,47415.0,0.4310745581013406,2026-03-05,buy_signal_limit
2026-03-09,1814.T,大幅増額/建設,建設業,SELL,3810.0,100,428415.0,0.5764504301874367,2026-03-06,stop_loss
2026-03-09,1946.T,建設/設備工事,建設業,SELL,1990.0,100,627415.0,0.5854122232443872,2026-03-06,stop_loss
2026-03-09,7102.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,3685.0,100,995915.0,0.48743543833309355,2026-03-06,stop_loss
2026-03-09,1768.T,建設/建設・土木,建設業,BUY,1434.0,300,565715.0,0.4675204333639541,2026-03-06,buy_signal_limit
2026-03-09,9063.T,陸運/陸運,陸運業,BUY,4385.0,100,127215.0,0.4562530388926084,2026-03-06,buy_signal_limit
2026-03-10,6743.T,電気機器/設備機器・部品,電気機器,SELL,817.0,500,535715.0,0.4314281868513685,2026-03-09,sell_signal
2026-03-10,1808.T,225/建設,建設業,SELL,3121.0,100,847815.0,0.44041927821658855,2026-03-09,sell_signal
2026-03-10,7231.T,輸送用機器/自動車部品,輸送用機器,SELL,3335.0,100,1181315.0,0.40399546424025634,2026-03-09,sell_signal
2026-03-10,8154.T,卸売/電子部品・産業用電子機器,卸売業,SELL,4045.0,200,1990315.0,0.40873378810336863,2026-03-09,sell_signal
2026-03-10,9063.T,陸運/陸運,陸運業,SELL,4485.0,100,2438815.0,0.4279973424480128,2026-03-09,sell_signal
2026-03-10,1768.T,建設/建設・土木,建設業,SELL_END,1504.0,300,2890015.0,,,end_of_backtest
