table,count,win_rate_pct,mean_future_pct,median_future_pct,trend_r2_median,annual_return_pct_median,quarter_return_pct_median,positive_month_ratio_pct_median,persistence_20d_pct_median,sector_adjusted_per_score_median,ocr_per_median,max_drawdown_pct_median,end_to_trailing_high_pct_median,avg_monthly_high_low_change_pct_median,finance_quality_score_median,growth_quality_score_median,overall_score_median
standard24,24,12.5,-8.622076000975401,-9.773642633148466,0.8280859788912039,67.84815304472227,25.849613568054952,75.0,90.0,0.8036403218694885,11.0,12.657888554082076,97.37883077948035,13.33603328312943,0.6080318280739935,0.9240857686926784,0.7869533938101899
bad113,132,23.484848484848484,-3.803003295360644,-4.679959969291508,0.742281571147291,27.359101557117278,7.311495444017357,66.66666666666666,75.0,0.7514370952484901,10.95,11.286090849086937,97.48797320800799,7.324922303468917,0.5985480141458106,0.7625763196464658,0.7120922397348493
q3like116,116,2.586206896551724,-8.622076000975401,-9.773642633148466,0.7967116191871145,58.526428595537865,17.85993404995586,69.04761904761904,85.0,0.7098765432098766,11.2,13.625124038588678,97.37883077948035,11.54387576892158,0.6123843852013058,0.8870137738446848,0.7702253801455293
