quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date
2025Q4_PRE,1,4221.T,大倉工業,化学,0.9433049494411923,80.79470198675496,28.018757327080902,11.35602376648337,13.70143149284253,0.9479026230053247,14.720812182741117,91.66666666666666,98.20143884892086,100.0,5460.0,6276,110.32357473035441,2025-09-30,2025-09-30
2025Q4_PRE,2,3486.T,グローバル・リンク・マネジメント,不動産業,0.942911122937733,111.46216017634094,43.18407960199004,17.079468049983518,20.567667626491158,0.9502748627122244,22.391857506361323,75.0,98.19174343227567,100.0,2878.0,2022,145.982905982906,2025-09-30,2025-09-30
2025Q4_PRE,3,8377.T,ほくほくフィナンシャルグループ,銀行業,0.9382490686535391,100.6735751295337,39.920520231213864,19.74389296954533,29.572202503269196,0.9615796914540388,29.432960364119097,83.33333333333334,99.3841416474211,85.0,3873.0,6274,146.139180171592,2025-09-30,2025-09-30
2025Q4_PRE,4,8361.T,大垣共立銀行,銀行業,0.9321554018094731,79.03142709943327,37.297510865270645,16.146859438787317,19.869174161896975,0.8945804003935818,25.917065390749606,83.33333333333334,99.14407988587732,100.0,3475.0,6274,91.14411441144115,2025-09-30,2025-09-30
2025Q4_PRE,5,9691.T,両毛システムズ,情報・通信業,0.9302182011708356,74.9514563106796,44.16,20.57663679323439,23.01480484522207,0.8956124739009153,15.467625899280579,83.33333333333334,98.57768052516411,75.0,4505.0,6533,119.75609756097563,2025-09-30,2025-09-30
2025Q4_PRE,6,1515.T,日鉄鉱業,鉱業,0.9294145822245875,122.76785714285717,34.86486486486486,17.18917808488174,24.12935323383085,0.917826733953935,30.810810810810807,83.33333333333334,100.0,65.0,1996.0,6276,140.77201447527142,2025-09-30,2025-09-30
2025Q4_PRE,7,4013.T,勤次郎,情報・通信業,0.9293773283661523,249.5121951219512,47.427983539094654,31.129231981404544,37.71377137713772,0.9413545203061849,13.83838383838384,91.66666666666666,93.66013071895425,100.0,1433.0,1320,261.86868686868684,2025-09-30,2025-09-30
2025Q4_PRE,8,6957.T,芝浦電子,電気機器,0.928392762107504,115.75758378889537,19.262985202694693,8.811571818445902,21.440817793799873,0.8669781482924181,12.762973296536085,75.0,99.85975153215813,100.0,15505226752.0,6492,123.19749553621904,2025-09-30,2025-09-30
2025Q4_PRE,9,7419.T,ノジマ,小売業,0.9274028738690795,84.9065151814723,25.9316684535561,19.376516288868952,25.528696276940433,0.9078188101768185,12.704915849152009,83.33333333333334,97.5932581932536,100.0,1351.6666259765625,6533,106.99335772994831,2025-09-30,2025-09-30
2025Q4_PRE,10,6269.T,三井海洋開発,機械,0.9246886641830763,137.98561151079136,31.897926634768737,19.52052589385922,30.879999999999995,0.8605432104306301,30.811403508771928,75.0,98.68735083532219,95.0,8270.0,5624,173.38842975206612,2025-09-30,2025-09-30
2025Q4_PRE,11,343A.T,ＩＡＣＥトラベル,サービス業,0.9224853645556148,81.88235294117648,48.08429118773947,24.141883921705627,48.54368932038835,0.8359102899450075,7.849829351535831,100.0,96.74593241551939,100.0,1546.0,226,81.88235294117648,2025-09-30,2025-09-30
2025Q4_PRE,12,2982.T,ＡＤワークスグループ,不動産業,0.9213278339542313,140.3846153846154,63.934426229508205,25.366039824064266,33.04347826086958,0.8574164779479617,18.532818532818528,75.0,96.33911368015414,90.0,500.0,1449,143.90243902439025,2025-09-30,2025-09-30
