ticker,company_name,market,simple_sector,sector,feature_summary,segment_summary,flags,headline_positive_count,headline_negative_count,headline_score_raw,shikiho_score_overall,score_growth,score_profitability,score_safety,score_undervalued,score_momentum,forecast_per,actual_pbr,forecast_yield,ytd_return_text_pct,ma200_gap_pct,equity_ratio_pct,sales_growth_pct,op_growth_pct,np_growth_pct,eps_growth_pct,div_growth_pct,annual_return_pct,quarter_return_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,persistence_20d_pct,year_end_close,sector_33,sector_adjusted_per_score,fundamental_score,price_score,valuation_score,promising_score,selected,selection_reason,ocr_per,avg_monthly_high_low_change_pct,end_to_trailing_high_pct
7483.T,ドウシシャ,東証プライム,卸売/他個人サービス・製品,卸売/他個人サービス・製品,,,業績予想更新あり / 優待あり / 貸借,2,0,2,4.0,3.0,4.0,5.0,3.0,5.0,15.01,1.3,2.92,,,,7.513669595134242,27.84880489160644,24.82446559525666,21.74851592012952,117670.58823529413,56.3407550822846,12.622036262203618,0.9708639064597767,10.058637798827242,83.33333333333334,75.0,3300.0,卸売業,1.0,0.678138741206665,0.9051610996157258,0.7838370407954873,0.8014384624085068,True,score=0.801 | annual=52.3 | q4=18.5 | trend_r2=0.943 | per_score=1.0,15.01,,93.4876989869754
4977.T,新田ゼラチン,東証スタンダード,化学/食品,化学/食品,,,業績予想更新あり / 優待あり / 貸借,1,0,1,4.0,4.0,3.0,3.0,5.0,5.0,7.91,1.05,2.21,,,,3.23912762937153,1.781170483460559,-1.8676796454574207,-2.01265094882116,,72.93956043956045,24.53016815034619,0.9336677909640113,19.9764982373678,83.33333333333334,85.0,1240.0,化学,1.0,0.553651421614632,0.8719775347324858,0.7779556337978024,0.7417590149543003,True,score=0.742 | annual=68.5 | q4=24.2 | trend_r2=0.923 | per_score=1.0,7.91,,96.771714066103
9534.T,北海道ガス,東証プライム,電気ガス/ガス,電気ガス/ガス,,,業績予想更新あり / 優待あり / 貸借,4,0,4,4.0,4.0,4.0,3.0,5.0,5.0,6.95,0.84,2.61,,,,-0.9366100002936028,2.596314907872688,0.9227220299884652,0.7620660457239747,21.052631578947366,50.73260073260073,19.448476052249642,0.923750696391905,18.098720292504566,66.66666666666666,100.0,760.0,電気・ガス業,1.0,0.6280292693440943,0.7298315104936447,0.8279878225855097,0.7138319885096751,False,score=0.714 | annual=33.3 | q4=14.3 | trend_r2=0.84 | per_score=1.0,6.95,,97.97619047619047
2805.T,ヱスビー食品,東証スタンダード,前号並み/食料品,前号並み/食料品,,,優待あり / 信用 / 最新の四季報作成後に通期業績予想の変更はありません。,2,0,2,3.0,2.0,3.0,3.0,3.0,5.0,15.44,1.17,1.07,,,,2.817357512953378,1.6733742851090971,4.428288169200267,4.408945686900956,20.0,72.04724409448819,35.50387596899225,0.9057285457668299,15.182113234763793,75.0,100.0,4030.0,食料品,1.0,0.4122142054331114,0.8790363582618979,0.7204076835883505,0.6839228698371131,False,score=0.684 | annual=51.8 | q4=22.5 | trend_r2=0.914 | per_score=1.0,15.44,,97.32739420935413
6317.T,北川鉄工所,東証スタンダード,機械/産業機械,機械/産業機械,,,業績予想更新あり / 貸借,3,0,3,3.0,3.0,2.0,3.0,5.0,4.0,5.87,0.36,4.98,,,,0.0349162011173076,1.4957264957264904,92.6163723916533,92.14814814814814,56.00000000000001,50.7679180887372,7.9413561392791765,0.8938641101551311,23.02936630602782,66.66666666666666,70.0,1734.0,機械,1.0,0.5372281239135854,0.7548980195093112,0.9760958710555652,0.7229531263600579,False,score=0.723 | annual=46.0 | q4=9.7 | trend_r2=0.887 | per_score=1.0,5.87,,94.44147514698022
1384.T,ホクリヨウ,東証スタンダード,水産農林/食品,水産農林/食品,,,業績予想更新あり / 優待あり / 信用,5,1,4,4.0,5.0,4.0,4.0,5.0,5.0,7.51,1.55,3.97,,,,,,,,,133.72093023255815,11.008836524300447,0.8885402335581846,21.141374837872895,66.66666666666666,80.0,3015.0,水産・農林業,1.0,0.5671080998045952,0.8612178539757612,0.8077098011129042,0.7475778294432817,False,score=0.748 | annual=145.1 | q4=27.0 | trend_r2=0.879 | per_score=1.0,7.51,,90.54054054054053
9867.T,ソレキア,東証スタンダード,卸売/電子部品・産業用電子機器,卸売/電子部品・産業用電子機器,,,業績予想更新あり / 信用,2,0,2,4.0,4.0,3.0,3.0,5.0,5.0,7.16,0.82,0.43,,,,3.83586083853702,15.807759119861032,15.740740740740744,15.667466027178255,,97.47474747474747,51.746442432082794,0.8834479615590303,19.561688311688307,66.66666666666666,100.0,9550.0,卸売業,1.0,0.6581999468552098,0.862305645876441,0.7550532801835593,0.7694181780804337,True,score=0.769 | annual=71.5 | q4=20.3 | trend_r2=0.845 | per_score=1.0,7.16,,100.0
7279.T,ハイレックスコーポレーション,東証スタンダード,輸送用機器/自動車部品,輸送用機器/自動車部品,,,業績予想更新あり / 貸借,1,2,-1,4.0,4.0,1.0,4.0,5.0,5.0,3.3,0.54,2.51,,,,,,,,,115.71072319201994,17.767188563648737,0.8817600074800953,28.504672897196258,75.0,95.0,3130.0,輸送用機器,1.0,0.4011756024330934,0.8358321016848952,0.8705985282442195,0.6906556122586295,False,score=0.691 | annual=96.7 | q4=18.8 | trend_r2=0.844 | per_score=1.0,3.3,,92.38985313751668
2384.T,SBSホールディングス,東証プライム,陸運/倉庫・運輸サービス,陸運/倉庫・運輸サービス,,,業績予想更新あり / 貸借,2,0,2,3.0,3.0,3.0,2.0,4.0,4.0,11.63,1.62,2.65,,,,,,,,,62.111017661900746,12.063953488372103,0.8814797049223492,12.575655682582376,75.0,75.0,3780.0,陸運業,1.0,0.2976880963783674,0.8375347324859592,0.7435189749752702,0.6297852583461643,False,score=0.63 | annual=61.0 | q4=6.8 | trend_r2=0.885 | per_score=1.0,11.63,,96.61654135338345
3443.T,川田テクノロジーズ,東証プライム,金属製品/建設・土木,金属製品/建設・土木,,,業績予想更新あり / 貸借,0,0,0,4.0,3.0,4.0,3.0,5.0,5.0,9.96,0.89,3.02,,,,-13.472028892818177,-19.454770755885995,-32.47501575582966,-33.12597200622084,89648.27586206897,81.62393162393163,16.43835616438356,0.8762062641228311,23.540372670807454,83.33333333333334,75.0,4375.0,金属製品,1.0,0.4690231767080082,0.8229914277268697,0.8406647273729365,0.7026371997994816,False,score=0.703 | annual=62.9 | q4=12.3 | trend_r2=0.878 | per_score=1.0,9.96,,90.42553191489363
