date,ticker,simple_sector,sector_33,action,price,shares,cash_after,signal_score,signal_basis_date,reason
2026-01-05,7971.T,増額/化学,化学,BUY,741.0,100,2925900.0,0.5388581393175802,2025-12-30,buy_signal_limit
2026-01-05,8600.T,銀行/地方銀行,銀行業,BUY,787.0,100,2847200.0,0.5227983399750034,2025-12-30,buy_signal_limit
2026-01-05,8515.T,その他金融/リース・消費者金融,その他金融業,BUY,556.0,100,2791600.0,0.5110649969784565,2025-12-30,buy_signal_limit
2026-01-05,6343.T,機械/住宅建設,機械,BUY,165.0,800,2659600.0,0.5008117367223045,2025-12-30,buy_signal_limit
2026-01-05,8344.T,銀行/地方銀行,銀行業,BUY,1953.0,100,2464300.0,0.4728592278442018,2025-12-30,buy_signal_limit
2026-01-05,7184.T,銀行/地方銀行,銀行業,BUY,1807.0,100,2283600.0,0.46921791556680553,2025-12-30,buy_signal_limit
2026-01-05,3289.T,225/不動産,不動産業,BUY,1447.0,100,2138900.0,0.4681452944934523,2025-12-30,buy_signal_limit
2026-01-05,3388.T,卸売/電子部品・産業用電子機器,卸売業,BUY,2368.0,100,1902100.0,0.4565211822362958,2025-12-30,buy_signal_limit
2026-01-05,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,824.18,500,1490010.0,0.4292508515324612,2025-12-30,buy_signal_limit
2026-01-05,5697.T,鉄鋼/鉄鋼,鉄鋼,BUY,751.0999999999999,600,1039350.0,0.4236233749443153,2025-12-30,buy_signal_limit
2026-01-05,1879.T,建設/建設・土木,建設業,BUY,2054.0,500,12350.0,0.38802987203448935,2025-12-30,buy_signal_limit
2026-01-06,3289.T,225/不動産,不動産業,SELL,1468.0,100,159150.0,0.4662371613822116,2026-01-05,sell_signal
2026-01-06,1879.T,建設/建設・土木,建設業,SELL,2040.0,500,1179150.0,0.38539312522012376,2026-01-05,sell_signal
2026-01-06,9791.T,大幅強気/増額,サービス業,BUY,1411.0,100,1038050.0,0.48568754658838287,2026-01-05,buy_signal_limit
2026-01-06,3352.T,小売/他消費財小売り,小売業,BUY,1620.0,100,876050.0,0.42759850266657845,2026-01-05,buy_signal_limit
2026-01-06,9405.T,大幅増額/情報通信,情報・通信業,BUY,850.0,300,621050.0,0.4166600859644206,2026-01-05,buy_signal_limit
2026-01-06,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1077.0,200,405650.0,0.4118235266703493,2026-01-05,buy_signal_limit
2026-01-06,8154.T,卸売/電子部品・産業用電子機器,卸売業,BUY,3945.0,100,11150.0,0.39736200106090647,2026-01-05,buy_signal_limit
2026-01-09,3352.T,小売/他消費財小売り,小売業,SELL,1624.0,100,173550.0,0.4163909637653241,2026-01-08,sell_signal
2026-01-09,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1070.0,200,387550.0,0.38763988603524807,2026-01-08,sell_signal
2026-01-13,8344.T,銀行/地方銀行,銀行業,SELL,2130.0,100,600550.0,0.552669782721649,2026-01-09,take_profit
2026-01-13,7184.T,銀行/地方銀行,銀行業,SELL,1975.0,100,798050.0,0.5448372144671368,2026-01-09,take_profit
2026-01-13,3352.T,小売/他消費財小売り,小売業,BUY,1630.0,400,146050.0,0.42042910752315493,2026-01-09,buy_signal_limit
2026-01-14,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1090.0,100,37050.0,0.41262577529416605,2026-01-13,buy_signal_limit
2026-01-15,8600.T,銀行/地方銀行,銀行業,SELL,852.0,100,122250.0,0.5624522385102487,2026-01-14,take_profit
2026-01-16,5697.T,鉄鋼/鉄鋼,鉄鋼,SELL,835.0,600,623250.0,0.5172545854709957,2026-01-15,take_profit
2026-01-16,5105.T,ゴム/タイヤ・ゴム,ゴム製品,BUY,4495.0,100,173750.0,0.4780050939661949,2026-01-15,buy_signal_limit
2026-01-20,6343.T,機械/住宅建設,機械,SELL,179.0,800,316950.0,0.5955399917233098,2026-01-19,take_profit
2026-01-20,9791.T,大幅強気/増額,サービス業,SELL,1388.0,100,455750.0,0.46016311910329477,2026-01-19,sell_signal
2026-01-21,5105.T,ゴム/タイヤ・ゴム,ゴム製品,SELL,4359.0,100,891650.0,0.4586836214116318,2026-01-20,sell_signal
2026-01-21,1814.T,大幅増額/建設,建設業,BUY,3850.0,200,121650.0,0.752231757211272,2026-01-20,buy_signal_limit
2026-01-22,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,892.0,500,567650.0,0.49741944705569396,2026-01-21,take_profit
2026-01-22,5105.T,ゴム/タイヤ・ゴム,ゴム製品,BUY,4420.0,100,125650.0,0.4609968284870733,2026-01-21,buy_signal_limit
2026-01-23,3352.T,小売/他消費財小売り,小売業,SELL,1639.0,400,781250.0,0.4246380945299412,2026-01-22,sell_signal
2026-01-23,5105.T,ゴム/タイヤ・ゴム,ゴム製品,SELL,4446.0,100,1225850.0,0.465760190144149,2026-01-22,sell_signal
2026-01-23,7184.T,銀行/地方銀行,銀行業,BUY,2406.0,500,22850.0,0.7708377612436234,2026-01-22,buy_signal_limit
2026-01-26,7184.T,銀行/地方銀行,銀行業,SELL,2285.0,500,1165350.0,0.7820240784191975,2026-01-23,stop_loss
2026-01-26,9791.T,大幅強気/増額,サービス業,BUY,1402.0,200,884950.0,0.4584191545012323,2026-01-23,buy_signal_limit
2026-01-26,9034.T,前号並み/陸運,陸運業,BUY,1608.0,200,563350.0,0.45021926318261496,2026-01-23,buy_signal_limit
2026-01-26,3352.T,小売/他消費財小売り,小売業,BUY,1626.0,300,75550.0,0.4293536283856753,2026-01-23,buy_signal_limit
2026-01-27,3388.T,卸売/電子部品・産業用電子機器,卸売業,SELL,2365.0,100,312050.0,0.4497103781496906,2026-01-26,sell_signal
2026-01-27,8154.T,卸売/電子部品・産業用電子機器,卸売業,SELL,3870.0,100,699050.0,0.3865930891789888,2026-01-26,sell_signal
2026-01-27,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1059.0,100,804950.0,0.4081174651693041,2026-01-26,sell_signal
2026-01-27,9791.T,大幅強気/増額,サービス業,SELL,1400.0,200,1084950.0,0.44196958579435774,2026-01-26,sell_signal
2026-01-27,9034.T,前号並み/陸運,陸運業,SELL,1587.0,200,1402350.0,0.42849941095662114,2026-01-26,sell_signal
2026-01-27,7184.T,銀行/地方銀行,銀行業,BUY,2285.0,600,31350.0,0.7283432207958643,2026-01-26,buy_signal_limit
2026-01-28,9405.T,大幅増額/情報通信,情報・通信業,SELL,813.0,300,275250.0,0.37027111988795824,2026-01-27,sell_signal
2026-01-29,3352.T,小売/他消費財小売り,小売業,SELL,1582.0,300,749850.0,0.4018665460270984,2026-01-28,sell_signal
2026-01-29,9405.T,大幅増額/情報通信,情報・通信業,BUY,811.0,900,19950.0,0.36257491875438974,2026-01-28,buy_signal_limit
2026-01-30,9405.T,大幅増額/情報通信,情報・通信業,SELL,830.0,900,766950.0,0.3553572349424774,2026-01-29,sell_signal
2026-02-02,3352.T,小売/他消費財小売り,小売業,BUY,1649.3749999999998,100,602012.5,0.4148972146349676,2026-01-30,buy_signal_limit
2026-02-02,9405.T,大幅増額/情報通信,情報・通信業,BUY,838.0,700,15412.5,0.36608068921167747,2026-01-30,buy_signal_limit
2026-02-03,1814.T,大幅増額/建設,建設業,SELL,3785.0,200,772412.5,0.5601867058295631,2026-02-02,sell_signal
2026-02-03,9405.T,大幅増額/情報通信,情報・通信業,SELL,844.0,700,1363212.5,0.3824841034984429,2026-02-02,sell_signal
2026-02-03,7102.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,3943.2749999999996,100,968885.0,0.4453063241977773,2026-02-02,buy_signal_limit
2026-02-03,9791.T,大幅強気/増額,サービス業,BUY,1400.0,600,128885.0,0.4333849037033157,2026-02-02,buy_signal_limit
2026-02-04,8515.T,その他金融/リース・消費者金融,その他金融業,SELL,543.0,100,183185.0,0.46585739891848704,2026-02-03,sell_signal
2026-02-05,7971.T,増額/化学,化学,SELL,809.0,100,264085.0,0.5321500642655596,2026-02-04,take_profit
2026-02-05,7184.T,銀行/地方銀行,銀行業,SELL,2460.0,600,1740085.0,0.7837235720815908,2026-02-04,sell_signal
2026-02-05,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1076.915,1600,17021.0,0.3651726030277763,2026-02-04,buy_signal_limit
2026-02-06,9791.T,大幅強気/増額,サービス業,SELL,1391.0,600,851621.0,0.4233148802190094,2026-02-05,sell_signal
2026-02-09,7102.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,4260.0,100,1277621.0,0.5316591319747646,2026-02-06,take_profit
2026-02-09,6357.T,機械/外食・娯楽サービス,機械,BUY,2580.0,400,245621.0,0.43873308825645585,2026-02-06,buy_signal_limit
2026-02-10,6357.T,機械/外食・娯楽サービス,機械,SELL,2496.0,400,1244021.0,0.4167409294670387,2026-02-09,sell_signal
2026-02-10,1718.T,建設/建設・土木,建設業,BUY,9470.0,100,297021.0,0.542462375103981,2026-02-09,buy_signal_limit
2026-02-12,1768.T,建設/建設・土木,建設業,BUY,1632.0,100,133821.0,0.7244132145758443,2026-02-10,buy_signal_limit
2026-02-16,1718.T,建設/建設・土木,建設業,SELL,8250.0,100,958821.0,0.5658982438794022,2026-02-13,stop_loss
2026-02-16,8344.T,銀行/地方銀行,銀行業,BUY,2659.0,100,692921.0,0.7858046070139827,2026-02-13,buy_signal_limit
2026-02-16,8387.T,銀行/地方銀行,銀行業,BUY,2369.0,200,219121.0,0.6879937291199096,2026-02-13,buy_signal_limit
2026-02-17,3352.T,小売/他消費財小売り,小売業,SELL,1990.0,100,418121.0,0.43629114930116547,2026-02-16,take_profit
2026-02-17,8399.T,銀行/地方銀行,銀行業,BUY,2390.0,100,179121.0,0.7143196901282022,2026-02-16,buy_signal_limit
2026-02-19,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1165.0,1600,2043121.0,0.3773238748729147,2026-02-18,take_profit
