dataset_id,learning_date,training_cutoff_date,image_count_total,selected_count,output_dir,source_image_dir,source_library_csv,selector_style,realized_start,realized_end
2020_2q_pre_analysis_20200331_candidate,2020-03-31,2020-03-31,3704,0,projects\quarterly_ranker\output\2020_2q_pre_analysis_20200331_candidate,C:\Users\mitsu\OneDrive\ドキュメント\四季報DB2025\2020-2Q\2020春号,projects\quarterly_ranker\output\2020_2q_pre_analysis_20200331_candidate\image_library.csv,q3,2020-04-01,2020-06-30
