name,trend_r2_min,annual_min,quarter_min,pmr_min,persist_min,dd_max,avg_range_max,end_high_min,sector_min,per_max,sort_col,sort_asc,top_n,entry,tp,sl,final_capital,ret_pct,num_buys,num_sells,max_dd_pct,selected_count
overall_score_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,10,1.0,5,4,3058425.158447265,1.9475052815755012,8,8,-3.489508543219555,10
overall_score_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,12,1.0,3,3,3055627.5163574214,1.8542505452473712,9,9,-2.1957541626202115,12
overall_score_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,10,0.5,3,3,3053031.4166259766,1.7677138875325626,8,8,-2.530823598128029,10
ocr_per_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,10,1.0,5,4,3049584.0,1.6528000000000098,5,5,-1.5896491345387842,10
ocr_per_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,12,1.0,5,4,3049584.0,1.6528000000000098,5,5,-1.5896491345387842,12
max_drawdown_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,20,0.5,5,4,3046455.0,1.548499999999997,7,7,-3.0638976435254928,20
max_drawdown_pct_top30,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,30,1.0,3,3,3046225.0,1.5408333333333246,9,9,-4.114653670100898,30
overall_score_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,15,1.0,3,3,3045992.845581054,1.5330948527018107,10,10,-2.376035563216139,15
max_drawdown_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,20,0.5,4,3,3045455.0,1.5151666666666674,7,7,-3.0504828353262736,20
overall_score_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,5,1.0,3,3,3039033.9997558594,1.3011333251953028,4,4,-0.8034022383755612,5
max_drawdown_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,20,1.5,5,4,3035600.0,1.1866666666666692,2,2,-2.854311199207138,20
max_drawdown_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,20,0.5,3,3,3034655.0,1.1551666666666627,7,7,-3.057676155641298,20
overall_score_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,12,1.0,5,4,3026827.491943359,0.8942497314452957,9,9,-4.543990183436753,12
max_drawdown_pct_top30,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,30,0.5,5,4,3026487.5000000005,0.8829166666666888,12,11,-3.7067361808729937,30
overall_score_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,5,0.5,5,4,3025516.9510498047,0.8505650349935001,4,4,-1.7611986999226725,5
ocr_per_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,15,0.5,4,3,3023654.5,0.788483333333323,7,7,-3.0459212106792477,15
overall_score_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,5,0.5,4,3,3023516.9998779297,0.7838999959309811,4,4,-1.7611986999226725,5
ocr_per_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,15,0.5,3,3,3020454.5,0.6818166666666681,7,7,-3.0490497989693943,15
max_drawdown_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,10,0.5,5,4,3020419.0,0.6806333333333248,4,4,-3.0903026550608836,10
ocr_per_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,15,0.5,5,4,3019854.5,0.6618166666666703,7,7,-3.167768961273576,15
overall_score_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,15,1.0,5,4,3017126.1585693355,0.5708719523111805,10,10,-4.729840602918134,15
max_drawdown_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,12,0.5,5,4,3016992.5,0.5664166666666581,4,4,-3.093811647661282,12
end_to_trailing_high_pct_top30,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,30,0.5,4,3,3015339.617156983,0.5113205718994207,14,13,-8.840157950804384,30
ocr_per_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,10,0.5,3,3,3014928.5,0.49761666666665594,6,6,-2.8326015794024717,10
ocr_per_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,10,0.5,4,3,3014928.5,0.49761666666665594,6,6,-2.8326015794024717,10
ocr_per_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,12,0.5,3,3,3014928.5,0.49761666666665594,6,6,-2.8326015794024717,12
ocr_per_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,12,0.5,4,3,3014928.5,0.49761666666665594,6,6,-2.8326015794024717,12
overall_score_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,5,0.5,3,3,3014516.9998779297,0.483899995930992,4,4,-1.4997956161474368,5
def_endhigh_top10,0.35,0.0,-10.0,35.0,35.0,18.0,12.0,92.0,0.35,18.0,end_to_trailing_high_pct,False,10,1.5,5,4,3013258.0000000014,0.4419333333333775,4,4,-7.245041128207563,10
ocr_per_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,10,0.5,5,4,3009228.5,0.30761666666667686,6,6,-3.0163054950997803,10
ocr_per_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,ocr_per,True,12,0.5,5,4,3009228.5,0.30761666666667686,6,6,-3.0163054950997803,12
max_drawdown_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,10,0.5,4,3,3006019.0,0.20063333333333322,4,4,-3.0903026550608836,10
max_drawdown_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,12,0.5,4,3,3002592.5,0.08641666666666659,4,4,-3.093811647661282,12
max_drawdown_pct_top30,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,30,0.5,4,3,3002087.5000000005,0.0695833333333562,12,11,-3.6802642198485724,30
end_to_trailing_high_pct_top30,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,30,1.5,5,4,3001692.0000000014,0.0564000000000453,8,7,-6.6574333350944315,30
max_drawdown_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,15,0.5,5,4,3001226.0,0.04086666666667238,5,5,-3.5246442824392377,15
max_drawdown_pct_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,5,1.5,5,4,3000000.0,0.0,0,0,0.0,5
max_drawdown_pct_top8,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,8,1.5,5,4,3000000.0,0.0,0,0,0.0,8
max_drawdown_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,10,1.5,5,4,3000000.0,0.0,0,0,0.0,10
max_drawdown_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,12,1.5,5,4,3000000.0,0.0,0,0,0.0,12
max_drawdown_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,15,1.5,5,4,3000000.0,0.0,0,0,0.0,15
def_lowdd_top10,0.35,0.0,-10.0,35.0,35.0,15.0,12.0,90.0,0.35,18.0,max_drawdown_pct,True,10,1.5,5,4,3000000.0,0.0,0,0,0.0,10
max_drawdown_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,15,0.5,4,3,2992226.0,-0.2591333333333279,5,5,-3.345527121074743,15
max_drawdown_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,12,0.5,3,3,2984592.5,-0.513583333333334,4,4,-3.1086458583409415,12
max_drawdown_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,10,0.5,3,3,2983219.0,-0.5593666666666719,4,4,-3.1100682089337695,10
end_to_trailing_high_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,20,1.0,5,4,2980421.333374023,-0.652622220865906,8,7,-7.70974396448556,20
def_endhigh_top10,0.35,0.0,-10.0,35.0,35.0,18.0,12.0,92.0,0.35,18.0,end_to_trailing_high_pct,False,10,0.5,5,4,2979587.5,-0.6804166666666611,7,7,-6.053750684791137,10
max_drawdown_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,15,0.5,3,3,2974226.0,-0.8591333333333284,5,5,-3.4388225736328604,15
end_to_trailing_high_pct_top30,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,30,0.5,3,3,2973339.617156983,-0.8886794281005694,14,13,-8.840157950804384,30
def_endhigh_top10,0.35,0.0,-10.0,35.0,35.0,18.0,12.0,92.0,0.35,18.0,end_to_trailing_high_pct,False,10,1.0,3,3,2966500.0,-1.1166666666666658,5,5,-7.249804275669902,10
overall_score_top8,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,8,1.5,5,4,2961604.900146485,-1.2798366617838397,6,5,-3.7441438030248686,8
max_drawdown_pct_top30,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,30,0.5,3,3,2957657.5000000005,-1.4114166666666539,12,11,-4.163377508544319,30
overall_score_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,15,1.5,5,4,2957404.0750732427,-1.4198641642252485,7,6,-3.7492627486427454,15
def_endhigh_top10,0.35,0.0,-10.0,35.0,35.0,18.0,12.0,92.0,0.35,18.0,end_to_trailing_high_pct,False,10,1.0,5,4,2953500.0,-1.5499999999999958,5,5,-7.656260552230254,10
end_to_trailing_high_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,20,1.0,3,3,2951354.6707763667,-1.6215109741211098,8,7,-7.288211252400167,20
def_endhigh_top10,0.35,0.0,-10.0,35.0,35.0,18.0,12.0,92.0,0.35,18.0,end_to_trailing_high_pct,False,10,0.5,3,3,2950887.5,-1.6370833333333334,7,7,-6.223548892332675,10
def_endhigh_top10,0.35,0.0,-10.0,35.0,35.0,18.0,12.0,92.0,0.35,18.0,end_to_trailing_high_pct,False,10,0.5,4,3,2950887.5,-1.6370833333333334,7,7,-6.223548892332675,10
overall_score_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,15,0.5,4,3,2950247.550140381,-1.658414995320634,11,11,-7.235435917153343,15
overall_score_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,10,1.5,5,4,2949827.3250732427,-1.6724224975585789,7,6,-3.758530929157289,10
overall_score_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,12,0.5,4,3,2946858.2168273926,-1.7713927724202438,10,10,-7.479730126509376,12
overall_score_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,5,1.0,5,4,2944633.975341797,-1.8455341552734428,4,4,-3.439870630150721,5
overall_score_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,12,0.5,5,4,2934024.8672180176,-2.1991710927327435,10,10,-7.9040761826777555,12
overall_score_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,15,0.5,5,4,2924314.200531006,-2.5228599822998077,11,11,-8.09416906445114,15
overall_score_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,12,1.5,5,4,2918092.0750732427,-2.730264164225249,7,6,-3.8298360146455157,12
overall_score_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,5,1.5,5,4,2915974.7252197266,-2.8008424926757813,4,4,-3.4725049235086347,5
end_to_trailing_high_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,12,0.5,5,4,2913137.5,-2.8954166666666614,8,7,-6.183301061547198,12
max_drawdown_pct_top30,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,max_drawdown_pct,True,30,1.5,5,4,2905516.0,-3.149466666666667,4,4,-6.941579788048524,30
overall_score_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,15,0.5,3,3,2905247.550140381,-3.1584149953206353,11,11,-7.334775164905672,15
overall_score_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,overall_score,False,12,0.5,3,3,2901858.2168273926,-3.271392772420245,10,10,-7.578927780064704,12
end_to_trailing_high_pct_top8,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,8,0.5,3,3,2897337.5,-3.4220833333333367,7,6,-6.214924720915082,8
end_to_trailing_high_pct_top8,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,8,0.5,4,3,2897337.5,-3.4220833333333367,7,6,-6.214924720915082,8
end_to_trailing_high_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,10,0.5,3,3,2897337.5,-3.4220833333333367,7,6,-6.214924720915082,10
end_to_trailing_high_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,10,0.5,4,3,2897337.5,-3.4220833333333367,7,6,-6.214924720915082,10
end_to_trailing_high_pct_top8,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,8,1.5,5,4,2896724.0000000005,-3.4425333333333197,4,4,-7.284390062320922,8
end_to_trailing_high_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,10,1.5,5,4,2896724.0000000005,-3.4425333333333197,4,4,-7.284390062320922,10
end_to_trailing_high_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,12,1.5,5,4,2896724.0000000005,-3.4425333333333197,4,4,-7.284390062320922,12
end_to_trailing_high_pct_top8,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,8,0.5,5,4,2896566.5,-3.447783333333332,7,6,-6.362273186685552,8
end_to_trailing_high_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,10,0.5,5,4,2896566.5,-3.447783333333332,7,6,-6.362273186685552,10
end_to_trailing_high_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,12,0.5,3,3,2893637.5,-3.5454166666666675,8,7,-6.222377061466233,12
end_to_trailing_high_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,12,0.5,4,3,2893637.5,-3.5454166666666675,8,7,-6.222377061466233,12
end_to_trailing_high_pct_top8,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,8,1.0,3,3,2890049.0,-3.665033333333334,6,5,-7.08931844258619,8
end_to_trailing_high_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,10,1.0,3,3,2890049.0,-3.665033333333334,6,5,-7.08931844258619,10
end_to_trailing_high_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,12,1.0,3,3,2890049.0,-3.665033333333334,6,5,-7.08931844258619,12
end_to_trailing_high_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,20,0.5,5,4,2881639.4586486816,-3.945351378377282,10,9,-10.414912423992496,20
end_to_trailing_high_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,15,0.5,5,4,2881091.0,-3.9636333333333384,7,6,-6.040146104425526,15
end_to_trailing_high_pct_top8,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,8,1.0,5,4,2879649.0,-4.011699999999996,6,5,-7.423662631282335,8
end_to_trailing_high_pct_top10,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,10,1.0,5,4,2879649.0,-4.011699999999996,6,5,-7.423662631282335,10
end_to_trailing_high_pct_top12,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,12,1.0,5,4,2879649.0,-4.011699999999996,6,5,-7.423662631282335,12
end_to_trailing_high_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,20,0.5,4,3,2868466.1293945312,-4.384462353515628,10,9,-10.828306343165984,20
end_to_trailing_high_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,15,0.5,3,3,2868044.0,-4.398533333333332,7,6,-6.322053828063757,15
end_to_trailing_high_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,15,0.5,4,3,2868044.0,-4.398533333333332,7,6,-6.322053828063757,15
end_to_trailing_high_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,20,1.5,5,4,2866996.8251953134,-4.433439160156216,6,5,-7.902802600413272,20
end_to_trailing_high_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,15,1.5,5,4,2855287.0000000005,-4.823766666666652,4,4,-7.382299763143074,15
end_to_trailing_high_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,15,1.0,3,3,2854104.0,-4.863200000000001,6,5,-6.926818578477989,15
end_to_trailing_high_pct_top15,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,15,1.0,5,4,2846304.0,-5.123200000000006,6,5,-7.1811789013982,15
end_to_trailing_high_pct_top20,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,20,0.5,3,3,2829966.1293945312,-5.667795686848953,10,9,-10.828306343165984,20
end_to_trailing_high_pct_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,5,0.5,3,3,2819542.0,-6.015266666666664,6,5,-6.126100450734495,5
end_to_trailing_high_pct_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,5,0.5,4,3,2819542.0,-6.015266666666664,6,5,-6.126100450734495,5
end_to_trailing_high_pct_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,5,0.5,5,4,2811342.0,-6.2886,6,5,-6.635635343428481,5
end_to_trailing_high_pct_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,5,1.0,3,3,2773991.0,-7.533633333333334,5,4,-7.596806316748117,5
end_to_trailing_high_pct_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,5,1.5,5,4,2773003.0000000005,-7.5665666666666525,3,3,-7.5665666666666525,5
end_to_trailing_high_pct_top5,0.35,0.0,-10.0,35.0,35.0,18.0,14.0,88.0,0.35,18.0,end_to_trailing_high_pct,False,5,1.0,5,4,2759097.0,-8.030099999999996,5,4,-8.092933797593716,5
