date,ticker,simple_sector,sector_33,action,price,shares,cash_after,signal_score,signal_basis_date,reason
2026-01-05,8600.T,銀行/地方銀行,銀行業,BUY,791.84,100,2920816.0,0.5227983399750034,2025-12-30,buy_breakout_up
2026-01-05,4977.T,化学/食品,化学,BUY,1252.4,100,2795576.0,0.5061340060650028,2025-12-30,buy_breakout_up
2026-01-05,6343.T,機械/住宅建設,機械,BUY,166.65,700,2678921.0,0.5008117367223045,2025-12-30,buy_breakout_up
2026-01-05,8344.T,銀行/地方銀行,銀行業,BUY,1953.34,100,2483587.0,0.4728592278442018,2025-12-30,buy_breakout_up
2026-01-05,3289.T,225/不動産,不動産業,BUY,1447.0,200,2194187.0,0.4681452944934523,2025-12-30,buy_breakout_up
2026-01-05,3388.T,卸売/電子部品・産業用電子機器,卸売業,BUY,2391.68,100,1955019.0,0.4565211822362958,2025-12-30,buy_breakout_up
2026-01-05,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,825.0,500,1542519.0,0.4292508515324612,2025-12-30,buy_breakout_up
2026-01-05,5697.T,鉄鋼/鉄鋼,鉄鋼,BUY,754.0,600,1090119.0,0.4236233749443153,2025-12-30,buy_breakout_up
2026-01-05,1879.T,建設/建設・土木,建設業,BUY,2055.35,500,62444.0,0.38802987203448935,2025-12-30,buy_breakout_up
2026-01-06,3289.T,225/不動産,不動産業,SELL,1468.0,200,356044.0,0.4662371613822116,2026-01-05,sell_signal
2026-01-06,1879.T,建設/建設・土木,建設業,SELL,2040.0,500,1376044.0,0.38539312522012376,2026-01-05,sell_signal
2026-01-06,9405.T,大幅増額/情報通信,情報・通信業,BUY,856.48,500,947804.0,0.4166600859644206,2026-01-05,buy_breakout_up
2026-01-06,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1077.0,400,517004.0,0.4118235266703493,2026-01-05,buy_breakout_up
2026-01-06,8154.T,卸売/電子部品・産業用電子機器,卸売業,BUY,3954.15,100,121589.0,0.39736200106090647,2026-01-05,buy_breakout_up
2026-01-09,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1070.0,400,549589.0,0.38763988603524807,2026-01-08,sell_signal
2026-01-13,8344.T,銀行/地方銀行,銀行業,SELL,2130.0,100,762589.0,0.552669782721649,2026-01-09,take_profit
2026-01-14,1768.T,建設/建設・土木,建設業,BUY,1407.94,100,621795.0,0.5628604199120463,2026-01-13,buy_breakout_up
2026-01-14,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1093.83,500,74880.0,0.41262577529416605,2026-01-13,buy_breakout_up
2026-01-16,8600.T,銀行/地方銀行,銀行業,SELL,868.0,100,161680.0,0.6096128207673176,2026-01-15,take_profit
2026-01-16,5697.T,鉄鋼/鉄鋼,鉄鋼,SELL,835.0,600,662680.0,0.5172545854709957,2026-01-15,take_profit
2026-01-16,5105.T,ゴム/タイヤ・ゴム,ゴム製品,BUY,4539.95,100,208685.0,0.4780050939661949,2026-01-15,buy_breakout_up
2026-01-20,1768.T,建設/建設・土木,建設業,SELL,1555.0,100,364185.0,0.6487933418121319,2026-01-19,take_profit
