date,ticker,simple_sector,sector_33,action,price,shares,cash_after,signal_score,signal_basis_date,reason
2026-01-21,5105.T,ゴム/タイヤ・ゴム,ゴム製品,SELL,4359.0,100,800085.0,0.4586836214116318,2026-01-20,sell_signal
2026-01-22,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,SELL,892.0,500,1246085.0,0.49741944705569396,2026-01-21,take_profit
2026-01-22,5105.T,ゴム/タイヤ・ゴム,ゴム製品,BUY,4420.0,200,362085.0,0.4609968284870733,2026-01-21,buy_breakout_up
2026-01-23,6343.T,機械/住宅建設,機械,SELL,181.0,700,488785.0,0.562610276917546,2026-01-22,take_profit
2026-01-23,5105.T,ゴム/タイヤ・ゴム,ゴム製品,SELL,4446.0,200,1377985.0,0.465760190144149,2026-01-22,sell_signal
2026-01-23,7184.T,銀行/地方銀行,銀行業,BUY,2406.0,500,174985.0,0.7708377612436234,2026-01-22,buy_breakout_up
2026-01-26,7184.T,銀行/地方銀行,銀行業,SELL,2285.0,500,1317485.0,0.7820240784191975,2026-01-23,stop_loss
2026-01-27,3388.T,卸売/電子部品・産業用電子機器,卸売業,SELL,2365.0,100,1553985.0,0.4497103781496906,2026-01-26,sell_signal
2026-01-27,8154.T,卸売/電子部品・産業用電子機器,卸売業,SELL,3870.0,100,1940985.0,0.3865930891789888,2026-01-26,sell_signal
2026-01-27,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1059.0,500,2470485.0,0.4081174651693041,2026-01-26,sell_signal
2026-01-27,7184.T,銀行/地方銀行,銀行業,BUY,2307.85,1000,162635.0,0.7283432207958643,2026-01-26,buy_breakout_up
2026-01-28,9405.T,大幅増額/情報通信,情報・通信業,SELL,813.0,500,569135.0,0.37027111988795824,2026-01-27,stop_loss
2026-02-02,3352.T,小売/他消費財小売り,小売業,BUY,1650.0,100,404135.0,0.4148972146349676,2026-01-30,buy_breakout_up
2026-02-02,9405.T,大幅増額/情報通信,情報・通信業,BUY,838.3,400,68815.0,0.36608068921167747,2026-01-30,buy_breakout_up
2026-02-03,9405.T,大幅増額/情報通信,情報・通信業,SELL,844.0,400,406415.0,0.3824841034984429,2026-02-02,sell_signal
2026-02-04,3289.T,225/不動産,不動産業,BUY,1470.56,100,259359.0,0.4350569528654446,2026-02-03,buy_breakout_up
2026-02-04,1879.T,建設/建設・土木,建設業,BUY,2059.39,100,53420.0,0.3843717268818972,2026-02-03,buy_breakout_up
2026-02-05,7184.T,銀行/地方銀行,銀行業,SELL,2460.0,1000,2513420.0,0.7837235720815908,2026-02-04,sell_signal
2026-02-05,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1084.0,2300,20220.0,0.3651726030277763,2026-02-04,buy_breakout_up
2026-02-16,4977.T,化学/食品,化学,SELL,1380.0,100,158220.0,0.520993566252571,2026-02-13,take_profit
2026-02-17,3352.T,小売/他消費財小売り,小売業,SELL,1990.0,100,357220.0,0.43629114930116547,2026-02-16,take_profit
2026-02-17,1879.T,建設/建設・土木,建設業,SELL,2057.0,100,562920.0,0.355885165463228,2026-02-16,sell_signal
2026-02-19,6379.T,建設/燃料・資源,建設業,BUY,2563.38,100,306582.0,0.4657642677763784,2026-02-18,buy_breakout_up
2026-02-27,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1173.0,2300,3004482.0,0.4002736045903167,2026-02-26,take_profit
2026-02-27,4619.T,化学/タイヤ・ゴム,化学,BUY,2478.0,600,1517682.0,0.464664583407579,2026-02-26,buy_breakout_up
2026-02-27,1879.T,建設/建設・土木,建設業,BUY,2164.43,700,2581.0,0.39548336051232824,2026-02-26,buy_breakout_up
2026-03-03,3289.T,225/不動産,不動産業,SELL,1482.0,100,150781.0,0.4536842622804788,2026-03-02,sell_signal
2026-03-03,1879.T,建設/建設・土木,建設業,SELL,2054.0,700,1588581.0,0.3974589973424733,2026-03-02,stop_loss
2026-03-03,7184.T,銀行/地方銀行,銀行業,BUY,2600.75,300,808356.0,0.7954476834462848,2026-03-02,buy_breakout_up
2026-03-04,6379.T,建設/燃料・資源,建設業,SELL,2415.0,100,1049856.0,0.42384754098433525,2026-03-03,stop_loss
2026-03-04,4619.T,化学/タイヤ・ゴム,化学,SELL,2339.0,600,2453256.0,0.46068562092307663,2026-03-03,stop_loss
2026-03-04,7184.T,銀行/地方銀行,銀行業,SELL,2268.0,300,3133656.0,0.7188169352704625,2026-03-03,stop_loss
2026-03-05,7456.T,卸売/非鉄金属・金属製品,卸売業,BUY,8110.0,100,2322656.0,0.7940609878159284,2026-03-04,buy_breakout_up
2026-03-05,8393.T,銀行/地方銀行,銀行業,BUY,9220.0,200,478656.0,0.7711566745272712,2026-03-04,buy_breakout_up
2026-03-06,7456.T,卸売/非鉄金属・金属製品,卸売業,SELL,7900.0,100,1268656.0,0.8315124848957791,2026-03-05,sell_signal
2026-03-06,8393.T,銀行/地方銀行,銀行業,SELL,9270.0,200,3122656.0,0.8517500651472737,2026-03-05,sell_signal
2026-03-06,1808.T,225/建設,建設業,BUY,3233.01,300,2152753.0,0.47150480206346496,2026-03-05,buy_breakout_up
2026-03-10,1808.T,225/建設,建設業,SELL,3121.0,300,3089053.0,0.44041927821658855,2026-03-09,sell_signal
2026-03-10,8393.T,銀行/地方銀行,銀行業,BUY,8880.0,100,2201053.0,0.7795615672468316,2026-03-09,buy_breakout_up
2026-03-10,5714.T,225/非鉄金属,非鉄金属,BUY,9811.0,200,238853.0,0.7109863971740973,2026-03-09,buy_breakout_up
2026-03-10,8393.T,銀行/地方銀行,銀行業,SELL_END,9170.0,100,1155853.0,,,end_of_backtest
2026-03-10,5714.T,225/非鉄金属,非鉄金属,SELL_END,10055.0,200,3166853.0,,,end_of_backtest
