ticker,simple_sector,sector_33,buy_date,sell_date,shares,buy_price,sell_price,pnl,return_pct,exit_reason,buy_phase,sell_phase,buy_rule_name
7241.T,輸送用機器/自動車部品,輸送用機器,2026-01-06,2026-01-09,300,1080.975,1070.0,-3292.4999999999727,-1.0152871250491358,sell_signal,normal,normal,condition2
7722.T,精密機器/自動車部品,精密機器,2026-01-09,2026-01-15,700,967.295,1047.0,55793.50000000003,8.239988834843558,take_profit,normal,normal,condition2
8600.T,銀行/地方銀行,銀行業,2026-01-05,2026-01-16,100,795.7599999999999,868.0,7224.000000000013,9.078114004222403,take_profit,normal,surge,condition2
6343.T,機械/住宅建設,機械,2026-01-05,2026-01-16,900,167.475,178.0,9472.500000000005,6.284520077623523,sell_signal,normal,surge,condition2
3289.T,225/不動産,不動産業,2026-01-05,2026-01-16,100,1450.435,1495.0,4456.5000000000055,3.072526517906704,sell_signal,normal,surge,condition2
6379.T,建設/燃料・資源,建設業,2026-01-05,2026-01-16,100,2469.495,2551.0,8150.500000000011,3.3004723637828803,sell_signal,normal,surge,condition2
4043.T,225/化学,化学,2026-01-05,2026-01-16,100,4184.844999999999,4399.0,21415.500000000065,5.117393834180262,sell_signal,normal,surge,condition2
7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,2026-01-05,2026-01-16,500,825.0,874.0,24500.0,5.939393939393933,sell_signal,normal,surge,condition2
5697.T,鉄鋼/鉄鋼,鉄鋼,2026-01-05,2026-01-16,600,754.0,835.0,48600.0,10.742705570291777,take_profit,normal,surge,condition2
9405.T,大幅増額/情報通信,情報・通信業,2026-01-06,2026-01-16,400,860.7199999999999,864.0,1312.0000000000346,0.3810763082070956,sell_signal,normal,surge,condition2
3020.T,増額/小売,小売業,2026-01-15,2026-01-16,100,4389.875,4350.0,-3987.5,-0.9083402146985997,sell_signal,normal,surge,condition2
8600.T,銀行/地方銀行,銀行業,2026-01-23,2026-01-26,100,875.9449999999999,852.0,-2394.4999999999936,-2.733619119921904,sell_signal,normal,high_vol,condition2
6343.T,機械/住宅建設,機械,2026-01-23,2026-01-26,700,180.67,175.0,-3968.9999999999914,-3.138318481208824,sell_signal,normal,high_vol,condition2
9063.T,陸運/陸運,陸運業,2026-01-23,2026-01-26,100,4285.0,4315.0,3000.0,0.7001166861143604,sell_signal,normal,high_vol,condition2
1879.T,建設/建設・土木,建設業,2026-01-23,2026-01-26,300,2124.395,2051.0,-22018.499999999993,-3.4548659736066023,sell_signal,normal,high_vol,condition2
9405.T,大幅増額/情報通信,情報・通信業,2026-02-02,2026-02-03,900,842.4499999999999,844.0,1395.0000000000614,0.1839871802481019,sell_signal,uptrend,normal,condition2
1938.T,建設/設備工事,建設業,2026-02-02,2026-02-06,200,2328.0,2526.0,39600.0,8.505154639175249,take_profit,uptrend,normal,condition2
7235.T,輸送用機器/自動車部品,輸送用機器,2026-01-30,2026-02-09,100,1643.2849999999999,1728.0,8471.500000000015,5.155222618109456,sell_signal,uptrend,surge,condition2
6343.T,機械/住宅建設,機械,2026-01-30,2026-02-09,900,182.7,193.0,9270.000000000011,5.63765736179529,sell_signal,uptrend,surge,condition2
9906.T,卸売/設備機器・部品,卸売業,2026-01-30,2026-02-09,100,4283.299999999999,4300.0,1670.0000000000728,0.3898863026171595,sell_signal,uptrend,surge,condition2
3352.T,小売/他消費財小売り,小売業,2026-02-02,2026-02-09,300,1650.0,1685.0,10500.0,2.1212121212121238,sell_signal,uptrend,surge,condition2
7231.T,輸送用機器/自動車部品,輸送用機器,2026-02-02,2026-02-09,200,3176.95,3385.0,41610.00000000004,6.548733848502497,sell_signal,uptrend,surge,condition2
7102.T,輸送用機器/建設農業機械・産業車両,輸送用機器,2026-02-03,2026-02-09,100,3950.0,4260.0,31000.0,7.848101265822782,sell_signal,normal,surge,condition2
3289.T,225/不動産,不動産業,2026-02-04,2026-02-09,100,1477.84,1494.0,1616.0000000000082,1.0934877929951847,sell_signal,normal,surge,condition2
7241.T,輸送用機器/自動車部品,輸送用機器,2026-02-05,2026-02-09,200,1084.0,1093.0,1800.0,0.8302583025830312,sell_signal,normal,surge,condition2
4977.T,化学/食品,化学,2026-02-25,2026-02-26,100,1467.6899999999998,1449.0,-1868.9999999999827,-1.2734296752038854,sell_signal,normal,settling,condition2
1808.T,225/建設,建設業,2026-02-25,2026-02-26,100,3328.1849999999995,3315.0,-1318.499999999949,-0.3961618720113025,sell_signal,normal,settling,condition2
3289.T,225/不動産,不動産業,2026-02-25,2026-02-26,600,1546.86,1554.5,4584.00000000006,0.4939037792689671,sell_signal,normal,settling,condition2
