variant,final_capital,total_return_pct,num_buys,max_drawdown_pct
baseline_pre1_post5,2605360.767272949,-13.154641090901698,56,-16.361916128114895
ignore_crash_both,2965371.104675293,-1.1542965108235714,53,-10.296626133555154
ignore_crash_highvol_both,2965371.104675293,-1.1542965108235714,53,-10.296626133555154
pre1_only,2999157.854675293,-0.028071510823568513,49,-10.317442035665659
ignore_crash_post_only,2680733.854675293,-10.6422048441569,56,-13.64010323177719
ignore_crash_highvol_post_only,2680733.854675293,-10.6422048441569,56,-13.64010323177719
