crash_mode,total_final_capital,total_return_pct,avg_return_pct,avg_max_drawdown_pct
early,10143757.751342775,38.12525837809251,12.70841945936417,-3.7420334287379746
stop_5,10097091.751342775,36.56972504475917,12.189908348253056,-4.1803064006900446
stop_8,10097091.751342775,36.56972504475917,12.189908348253056,-4.1803064006900446
