date,ticker,simple_sector,sector_33,action,price,shares,cash_after,signal_score,signal_basis_date,reason
2026-01-05,8600.T,銀行/地方銀行,銀行業,BUY,787.92,100,2921208.0,0.5227983399750034,2025-12-30,buy_breakout_up
2026-01-05,4977.T,化学/食品,化学,BUY,1246.1999999999998,100,2796588.0,0.5061340060650028,2025-12-30,buy_breakout_up
2026-01-05,6343.T,機械/住宅建設,機械,BUY,165.825,800,2663928.0,0.5008117367223045,2025-12-30,buy_breakout_up
2026-01-05,8344.T,銀行/地方銀行,銀行業,BUY,1953.0,100,2468628.0,0.4728592278442018,2025-12-30,buy_breakout_up
2026-01-05,7184.T,銀行/地方銀行,銀行業,BUY,1824.0749999999998,100,2286220.5,0.46921791556680553,2025-12-30,buy_breakout_up
2026-01-05,3289.T,225/不動産,不動産業,BUY,1447.0,100,2141520.5,0.4681452944934523,2025-12-30,buy_breakout_up
2026-01-05,3388.T,卸売/電子部品・産業用電子機器,卸売業,BUY,2379.8399999999997,100,1903536.5,0.4565211822362958,2025-12-30,buy_breakout_up
2026-01-05,7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,BUY,825.0,500,1491036.5,0.4292508515324612,2025-12-30,buy_breakout_up
2026-01-05,5697.T,鉄鋼/鉄鋼,鉄鋼,BUY,754.0,600,1038636.5,0.4236233749443153,2025-12-30,buy_breakout_up
2026-01-05,1879.T,建設/建設・土木,建設業,BUY,2054.0,500,11636.5,0.38802987203448935,2025-12-30,buy_breakout_up
2026-01-06,3289.T,225/不動産,不動産業,SELL,1468.0,100,158436.5,0.4662371613822116,2026-01-05,sell_signal
2026-01-06,1879.T,建設/建設・土木,建設業,SELL,2040.0,500,1178436.5,0.38539312522012376,2026-01-05,sell_signal
2026-01-06,9791.T,大幅強気/増額,サービス業,BUY,1420.0649999999998,100,1036430.0,0.48568754658838287,2026-01-05,buy_breakout_up
2026-01-06,9405.T,大幅増額/情報通信,情報・通信業,BUY,852.2399999999999,400,695534.0,0.4166600859644206,2026-01-05,buy_breakout_up
2026-01-06,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1077.0,300,372434.0,0.4118235266703493,2026-01-05,buy_breakout_up
2026-01-07,1879.T,建設/建設・土木,建設業,BUY,2050.2,100,167414.00000000003,0.410321497842809,2026-01-06,buy_breakout_up
2026-01-09,7241.T,輸送用機器/自動車部品,輸送用機器,SELL,1070.0,300,488414.0,0.38763988603524807,2026-01-08,sell_signal
2026-01-13,8344.T,銀行/地方銀行,銀行業,SELL,2130.0,100,701414.0,0.552669782721649,2026-01-09,take_profit
2026-01-13,7184.T,銀行/地方銀行,銀行業,SELL,1975.0,100,898914.0,0.5448372144671368,2026-01-09,take_profit
2026-01-14,1768.T,建設/建設・土木,建設業,BUY,1407.0,200,617514.0,0.5628604199120463,2026-01-13,buy_breakout_up
2026-01-14,7241.T,輸送用機器/自動車部品,輸送用機器,BUY,1090.0,500,72514.0,0.41262577529416605,2026-01-13,buy_breakout_up
