date,cash,market_value,equity,positions
2026-01-05,11636.5,2959350.0,2970986.5,10
2026-01-06,372434.0,2628400.0,3000834.0,11
2026-01-07,167414.00000000003,2850800.0,3018214.0,12
2026-01-08,167414.00000000003,2839400.0,3006814.0,12
2026-01-09,488414.0,2545100.0,3033514.0,11
2026-01-13,898914.0,2157200.0,3056114.0,9
2026-01-14,72514.0,3024400.0,3096914.0,11
2026-01-15,157714.0,2955100.0,3112814.0,10
2026-01-16,206966.50000000006,2962000.0,3168966.5,10
2026-01-19,206966.50000000006,2932000.0,3138966.5,10
2026-01-20,656766.5,2464500.0,3121266.5,8
2026-01-21,1092666.5,2020500.0,3113166.5,7
2026-01-22,212666.5,2939600.0,3152266.5,7
2026-01-23,7066.5,3165800.0,3172866.5,6
2026-01-26,1606566.5,1440900.0,3047466.5,5
2026-01-27,76141.50000000047,2954600.0,3030741.5000000005,4
2026-01-28,600241.5000000005,2350700.0,2950941.5000000005,2
2026-01-29,28296.000000000466,2954900.0,2983196.0000000005,3
2026-01-30,609296.0000000005,2348900.0,2958196.0000000005,2
2026-02-02,25296.000000000466,2915000.0,2940296.0000000005,4
2026-02-03,25196.000000000524,3033600.0,3058796.0000000005,4
2026-02-04,25196.000000000524,3129500.0,3154696.0000000005,4
2026-02-05,100396.00000000047,3062200.0,3162596.0000000005,4
2026-02-06,517696.00000000047,2685800.0,3203496.0000000005,3
2026-02-09,1696.0000000004657,3198900.0,3200596.0000000005,4
2026-02-10,500896.00000000047,2748600.0,3249496.0000000005,3
2026-02-12,8245.000000000524,3241800.0,3250045.0000000005,4
2026-02-13,8245.000000000524,3301200.0,3309445.0000000005,4
2026-02-16,146245.00000000052,3164800.0,3311045.0000000005,3
2026-02-17,345245.0000000005,3032700.0,3377945.0000000005,2
2026-02-18,345245.0000000005,3018600.0,3363845.0000000005,2
2026-02-19,345245.0000000005,3068800.0,3414045.0000000005,2
2026-02-20,345245.0000000005,2962000.0,3307245.0000000005,2
2026-02-24,345245.0000000005,2988300.0,3333545.0000000005,2
2026-02-25,345245.0000000005,3017900.0,3363145.0000000005,2
2026-02-26,345245.0000000005,3021900.0,3367145.0000000005,2
2026-02-27,179244.5000000007,3318400.0,3497644.500000001,3
2026-03-02,179244.5000000007,3219500.0,3398744.500000001,3
2026-03-03,179244.5000000007,3115900.0,3295144.500000001,3
2026-03-04,3170444.500000001,0.0,3170444.500000001,0
2026-03-05,515444.50000000093,2643000.0,3158444.500000001,2
2026-03-06,2194343.000000001,969000.0,3163343.000000001,1
2026-03-09,2194343.000000001,927900.0,3122243.000000001,1
2026-03-10,280443.00000000093,2928000.0,3208443.000000001,2
