lambda_dd,phase,horizon,threshold,limit,take_profit,stop_loss,objective_mean,final_capital_mean,max_drawdown_mean,folds
0.75,init,20,0.62,0.0,0.05,0.12,3245581.4098042306,3269448.5,0.010607595642564192,2
0.75,init,20,0.62,-0.005,0.05,0.12,3223070.1108802063,3257463.003749999,0.01528573016435235,2
1.0,init,20,0.62,0.0,0.05,0.12,3237625.7130723074,3269448.5,0.010607595642564192,2
1.0,init,20,0.62,-0.005,0.05,0.12,3211605.813256942,3257463.003749999,0.01528573016435235,2
