fold_id,train_start,train_end,test_start,test_end,final_capital,profit,orders,fills,fill_rate,win_rate,avg_trade_ret,max_drawdown,objective_score,lambda_dd,best_horizon,best_threshold,best_limit,best_take_profit,best_stop_loss
1,2025-01-01,2025-03-31,2025-04-01,2025-05-31,3401948.25,401948.25,74,38,0.5135135135135135,0.8157894736842105,0.031876328942772265,0.0013630454269339125,3398881.3977893987,0.75,20,0.62,0.0,0.05,0.12
2,2025-03-01,2025-05-31,2025-06-01,2025-06-30,3136948.75,136948.75,225,39,0.17333333333333334,0.6923076923076923,0.015687497582229298,0.019852145858194472,3092281.4218190624,0.75,20,0.62,0.0,0.05,0.12
1,2025-01-01,2025-03-31,2025-04-01,2025-05-31,3401948.25,401948.25,74,38,0.5135135135135135,0.8157894736842105,0.031876328942772265,0.0013630454269339125,3397859.1137191984,1.0,20,0.62,0.0,0.05,0.12
2,2025-03-01,2025-05-31,2025-06-01,2025-06-30,3136948.75,136948.75,225,39,0.17333333333333334,0.6923076923076923,0.015687497582229298,0.019852145858194472,3077392.3124254164,1.0,20,0.62,0.0,0.05,0.12
