lambda_dd,horizon,threshold,limit,take_profit,stop_loss,objective_mean,final_capital_mean,max_drawdown_mean,folds
0.5,10,0.62,-0.0025,0.07,0.12,3108742.255821442,3109967.6567509025,0.0008169339529735026,4
