horizon,threshold,limit,take_profit,stop_loss,final_capital,profit,orders,fills,fill_rate,avg_trade_ret,win_rate,max_drawdown
20,0.62,-0.02,0.04,0.1,3909401.292348641,909401.292348641,2493,307,0.12314480545527477,0.006079585440890468,0.7328990228013029,0.15724507150691328
20,0.56,-0.01,0.06,0.12,3906179.975117191,906179.9751171912,590,131,0.22203389830508474,0.016395186434802006,0.7022900763358778,0.12315462418478462
20,0.58,-0.02,0.05,0.08,3900805.1654357957,900805.1654357957,1444,268,0.18559556786703602,0.005625313411667167,0.6455223880597015,0.12298421013146389
25,0.6,0.0,0.06,0.15,3900623.0,900623.0,607,127,0.20922570016474465,0.014334192055574261,0.7244094488188977,0.1507248096206701
15,0.58,-0.01,0.05,0.15,3899696.7506164564,899696.7506164564,354,84,0.23728813559322035,0.022858278234570872,0.8095238095238095,0.0729486703664818
20,0.58,-0.02,0.05,0.1,3895197.4105529822,895197.4105529822,1446,236,0.1632088520055325,0.006798772075653424,0.6864406779661016,0.1515145588606044
15,0.58,0.0,0.04,0.08,3893312.600341797,893312.6003417969,1519,323,0.21263989466754443,0.004403820493012994,0.6842105263157895,0.15319804635811163
20,0.64,-0.01,0.05,0.15,3891363.0250000004,891363.0250000004,308,72,0.23376623376623376,0.025819727123475036,0.8333333333333334,0.06689377261096928
25,0.56,-0.01,0.05,0.15,3890317.782931521,890317.7829315211,8782,251,0.028581188795263036,0.007604195013393215,0.7370517928286853,0.1834374809320202
15,0.58,-0.01,0.04,0.08,3888298.4263452208,888298.4263452208,1597,325,0.20350657482780213,0.005567893079581381,0.6953846153846154,0.13481534558105812
15,0.62,-0.02,0.04,0.15,3887000.840000003,887000.8400000031,531,128,0.24105461393596986,0.013560444016377609,0.8125,0.13487853331995686
25,0.6,-0.01,0.04,0.12,3886384.610007329,886384.6100073289,11957,293,0.024504474366479886,0.0062164030527100895,0.764505119453925,0.1933840741858165
25,0.58,-0.01,0.04,0.12,3886384.610007329,886384.6100073289,13127,293,0.022320408318732384,0.0062164030527100895,0.764505119453925,0.1933840741858165
25,0.58,-0.01,0.04,0.08,3886146.3200073317,886146.3200073317,13291,376,0.02828982017906854,0.004659992432850035,0.699468085106383,0.1400908299872233
20,0.62,-0.005,0.05,0.08,3884587.214999999,884587.2149999989,477,117,0.24528301886792453,0.016297385557179182,0.7264957264957265,0.04682507915532331
25,0.64,-0.02,0.04,0.12,3882458.7191845765,882458.7191845765,4712,295,0.06260611205432937,0.006777560722509824,0.7694915254237288,0.14997390782901748
20,0.6,0.0,0.06,0.15,3882011.0,882011.0,269,63,0.2342007434944238,0.03054244175257943,0.8095238095238095,0.05812704177106791
25,0.56,-0.01,0.06,0.15,3881853.8044006377,881853.8044006377,1941,224,0.11540443070582174,0.008106971687310187,0.7053571428571429,0.19511147612174543
25,0.62,-0.02,0.05,0.12,3881746.065000005,881746.0650000051,1545,211,0.13656957928802588,0.008784840267750086,0.7251184834123223,0.1603359833636853
15,0.64,-0.005,0.04,0.15,3881709.65049072,881709.6504907198,335,85,0.2537313432835821,0.019645421397671777,0.8352941176470589,0.056572648100859976
25,0.62,-0.01,0.04,0.12,3881358.850007328,881358.8500073282,8699,292,0.03356707667547994,0.006100705802890604,0.7636986301369864,0.1933840741858165
25,0.62,-0.02,0.05,0.08,3879893.6750000035,879893.6750000035,1523,264,0.17334208798424164,0.005547010985248243,0.6515151515151515,0.11953320616542829
20,0.64,0.0,0.05,0.15,3879747.5,879747.5,297,72,0.24242424242424243,0.02360945010836504,0.8194444444444444,0.05971902379628894
25,0.58,-0.02,0.05,0.08,3876216.540850838,876216.5408508382,5228,322,0.061591430757459834,0.0066208867526427765,0.6583850931677019,0.17409182266294349
20,0.6,0.0,0.04,0.12,3875953.600341797,875953.6003417969,4621,298,0.06448820601601385,0.006092962912108363,0.738255033557047,0.19315542917555276
15,0.6,0.0,0.05,0.12,3875936.5,875936.5,255,68,0.26666666666666666,0.02675202147607334,0.8382352941176471,0.050004384898080075
20,0.58,-0.01,0.06,0.1,3875662.9407397485,875662.9407397485,379,86,0.22691292875989447,0.022139540968941152,0.7441860465116279,0.07109546756959763
20,0.64,-0.01,0.04,0.12,3873637.816345218,873637.8163452181,1218,234,0.1921182266009852,0.00910053978206812,0.7692307692307693,0.1444186545722352
15,0.56,-0.015,0.05,0.12,3873553.8325000005,873553.8325000005,551,133,0.2413793103448276,0.015977066923171142,0.7518796992481203,0.16672401463182282
15,0.62,-0.015,0.04,0.1,3872126.470495603,872126.470495603,532,135,0.25375939849624063,0.01336290452223006,0.7851851851851852,0.07660849348787528
25,0.64,-0.005,0.06,0.1,3871557.435,871557.435,269,65,0.241635687732342,0.02856064798699836,0.7846153846153846,0.04864489667465214
20,0.56,-0.005,0.04,0.1,3869526.2450000024,869526.2450000024,11455,349,0.03046704495853339,0.005317894002347329,0.7249283667621776,0.15411742836906214
25,0.56,0.0,0.04,0.15,3868031.0972900395,868031.0972900395,16112,278,0.017254220456802385,0.008180018338570258,0.7913669064748201,0.20974293389020296
15,0.56,-0.015,0.05,0.15,3867934.3375000013,867934.3375000013,544,129,0.23713235294117646,0.015764809580542306,0.7674418604651163,0.19194904843032318
15,0.62,-0.005,0.04,0.08,3867803.7799999984,867803.7799999984,518,151,0.2915057915057915,0.010334239725059076,0.7284768211920529,0.03325650836257954
15,0.64,0.0,0.04,0.12,3866518.0004882812,866518.0004882812,332,86,0.25903614457831325,0.017752848473882702,0.8255813953488372,0.04787004274564557
25,0.6,-0.01,0.06,0.12,3866348.824882815,866348.8248828151,649,127,0.19568567026194145,0.015504427383642314,0.7322834645669292,0.14820196798751525
20,0.6,-0.005,0.06,0.12,3866083.7750000004,866083.7750000004,274,60,0.21897810218978103,0.029998537525257624,0.8,0.038457756506259204
15,0.6,-0.01,0.04,0.15,3865397.1351171914,865397.1351171914,842,198,0.23515439429928742,0.009756009507898514,0.7878787878787878,0.1915139097501529
25,0.56,-0.02,0.06,0.15,3865117.733405767,865117.733405767,1958,234,0.1195097037793667,0.010831210472623122,0.7350427350427351,0.19715012823897574
25,0.56,-0.005,0.06,0.1,3863111.087515261,863111.087515261,1974,226,0.11448834853090173,0.007543471046144452,0.6592920353982301,0.17425248059444526
20,0.58,-0.02,0.04,0.1,3863073.8535107486,863073.8535107486,8272,349,0.04219052224371373,0.0056957487319114555,0.7306590257879656,0.17163409399420151
20,0.6,0.0,0.06,0.12,3862983.0,862983.0,273,64,0.23443223443223443,0.02966148217154846,0.796875,0.0472408999122501
20,0.56,-0.02,0.05,0.08,3862823.8854357963,862823.8854357963,2617,323,0.12342376767290791,0.006396221303115976,0.6501547987616099,0.10904957103790262
20,0.62,0.0,0.04,0.12,3859919.600341797,859919.6003417969,2286,292,0.12773403324584426,0.005846025105488258,0.75,0.20894640256894104
25,0.64,-0.02,0.05,0.12,3854161.4400000037,854161.4400000037,826,148,0.1791767554479419,0.014224102069105515,0.7635135135135135,0.10889683186526751
15,0.62,-0.01,0.04,0.15,3849079.760493166,849079.7604931658,505,126,0.2495049504950495,0.012256738361698967,0.7936507936507936,0.14286291370964901
15,0.62,-0.015,0.04,0.15,3845927.7904956033,845927.7904956033,516,127,0.24612403100775193,0.013700315436549973,0.8110236220472441,0.12819265768948773
20,0.6,-0.005,0.06,0.15,3845184.315,845184.315,271,59,0.2177121771217712,0.02991982189310215,0.8135593220338984,0.056281472324013086
20,0.64,-0.01,0.05,0.12,3844447.4449999994,844447.4449999994,313,71,0.2268370607028754,0.025184961465934116,0.8169014084507042,0.054805303248442766
25,0.58,-0.01,0.05,0.1,3844261.100009159,844261.1000091592,5227,266,0.05088961163191123,0.006441318516333881,0.6879699248120301,0.169488215512789
15,0.58,-0.015,0.05,0.15,3843841.4498168947,843841.4498168947,357,84,0.23529411764705882,0.020122334874330343,0.7976190476190477,0.07837183729368274
20,0.56,-0.015,0.06,0.15,3843353.7951171873,843353.7951171873,592,125,0.21114864864864866,0.015950746542618563,0.712,0.19778647013032052
15,0.6,-0.005,0.04,0.08,3843078.0999999996,843078.0999999996,840,240,0.2857142857142857,0.007879937175607933,0.7125,0.08666153626232592
15,0.6,0.0,0.04,0.15,3842127.0000000005,842127.0000000005,787,203,0.2579415501905972,0.008208563545606212,0.7635467980295566,0.16284125372866307
20,0.56,-0.015,0.06,0.12,3842047.7801171876,842047.7801171876,606,130,0.2145214521452145,0.015426241512935467,0.6923076923076923,0.13439857706392971
20,0.62,-0.01,0.05,0.08,3841510.4306164575,841510.4306164575,482,125,0.25933609958506226,0.014424902221885843,0.72,0.058825734963678857
25,0.62,-0.02,0.05,0.1,3839477.7500000037,839477.7500000037,1521,237,0.15581854043392504,0.006022416911984744,0.6919831223628692,0.1456151108651874
20,0.58,-0.005,0.05,0.1,3839268.4666793826,839268.4666793826,1367,247,0.18068763716166789,0.009046873064907085,0.7004048582995951,0.1284714549908212
20,0.64,0.0,0.05,0.1,3837127.5,837127.5,301,77,0.2558139534883721,0.02141852611177258,0.7922077922077922,0.06064215569496281
25,0.58,0.0,0.05,0.15,3836772.0053100586,836772.0053100586,5100,247,0.04843137254901961,0.008395189854924606,0.7368421052631579,0.18862976920388236
20,0.64,0.0,0.04,0.15,3834366.600341797,834366.6003417969,1173,220,0.1875532821824382,0.007915825996677287,0.7909090909090909,0.21389683511315288
25,0.56,0.0,0.06,0.1,3832557.4005126962,832557.4005126962,1915,260,0.13577023498694518,0.00870597123489154,0.6576923076923077,0.13209828344761068
25,0.64,-0.015,0.05,0.12,3831834.2775,831834.2774999999,786,151,0.1921119592875318,0.015324075916958384,0.7615894039735099,0.11513174554995498
25,0.58,0.0,0.06,0.12,3830301.0000000005,830301.0000000005,1046,184,0.17590822179732313,0.00823463720989562,0.6739130434782609,0.13630279052200778
20,0.64,-0.01,0.05,0.1,3829880.925,829880.9249999998,316,74,0.23417721518987342,0.022263300082738215,0.7972972972972973,0.06275882022292652
25,0.64,-0.01,0.06,0.12,3829654.31,829654.31,268,60,0.22388059701492538,0.029744460759748046,0.8,0.045709866512180564
20,0.6,-0.015,0.05,0.15,3825611.0451171873,825611.0451171873,767,152,0.1981747066492829,0.013062864243553407,0.75,0.16601845769397272
25,0.58,-0.005,0.04,0.12,3824993.478226318,824993.478226318,13115,312,0.023789553945863514,0.00489112448301301,0.7532051282051282,0.15766361333850773
20,0.6,-0.015,0.05,0.12,3824469.9776171865,824469.9776171865,777,156,0.20077220077220076,0.013557836616062668,0.7371794871794872,0.13101778658716937
25,0.56,0.0,0.06,0.08,3823302.4005126962,823302.4005126962,1951,275,0.14095335725269093,0.006512616894882132,0.610909090909091,0.1482101446321126
25,0.64,-0.02,0.05,0.15,3823259.404882816,823259.4048828161,824,146,0.17718446601941748,0.014402230749814728,0.7876712328767124,0.15895461659437243
25,0.58,0.0,0.05,0.08,3822503.750427246,822503.7504272461,5141,325,0.06321727290410425,0.005270580195454706,0.6492307692307693,0.15478786268634986
20,0.56,-0.01,0.06,0.1,3822266.8851171886,822266.8851171886,608,141,0.23190789473684212,0.013767566266685797,0.6808510638297872,0.11217385051190308
25,0.56,-0.01,0.06,0.1,3821951.5745178256,821951.5745178256,1985,240,0.12090680100755667,0.005566579046054807,0.6416666666666667,0.17742448183105042
20,0.6,-0.02,0.04,0.15,3820909.2577978563,820909.2577978563,4653,301,0.06468944766817107,0.0073099134609493485,0.7774086378737541,0.22582389010579534
25,0.62,-0.015,0.06,0.12,3819973.700743407,819973.700743407,401,91,0.22693266832917705,0.02080420240561631,0.7252747252747253,0.06659811565422635
20,0.58,-0.015,0.06,0.12,3818176.800743409,818176.800743409,380,89,0.23421052631578948,0.021297676179093866,0.7303370786516854,0.05329397841883277
25,0.6,-0.015,0.05,0.08,3816986.5416799947,816986.5416799947,2828,294,0.10396039603960396,0.00636530340115769,0.6496598639455783,0.12964818250795532
20,0.6,-0.005,0.04,0.08,3816622.9983435064,816622.9983435064,4651,384,0.08256288970113954,0.004351400746550151,0.6901041666666666,0.19186506731006175
15,0.58,-0.02,0.04,0.15,3814815.302348636,814815.3023486361,1613,250,0.15499070055796652,0.00492171605617154,0.736,0.15367708810479636
25,0.6,0.0,0.04,0.15,3813249.100341797,813249.1003417969,11940,287,0.024036850921273032,0.006085899302626073,0.7804878048780488,0.20974293389020296
20,0.64,-0.01,0.04,0.15,3811901.611955568,811901.6119555682,1244,218,0.1752411575562701,0.010226398037840584,0.7981651376146789,0.16624746055896963
25,0.62,0.0,0.05,0.12,3811481.5048828125,811481.5048828125,1428,219,0.15336134453781514,0.008150253465523196,0.7168949771689498,0.14477319902493394
20,0.58,-0.005,0.05,0.12,3806491.2691793814,806491.2691793814,1350,217,0.16074074074074074,0.009787020100876006,0.7188940092165899,0.15706795771323648
15,0.6,0.0,0.05,0.1,3806162.5,806162.5,256,69,0.26953125,0.024190397976420107,0.8115942028985508,0.05411129698666495
25,0.56,0.0,0.05,0.12,3803463.0053100586,803463.0053100586,8778,277,0.031556163135110504,0.007480443523658137,0.7184115523465704,0.15717714198742677
20,0.58,-0.02,0.06,0.15,3803261.24,803261.2400000002,385,84,0.21818181818181817,0.02116965985812818,0.7380952380952381,0.08934390326157546
25,0.56,-0.015,0.05,0.12,3803109.6629299945,803109.6629299945,8760,262,0.029908675799086758,0.006821303614420072,0.7213740458015268,0.20032774269422665
20,0.62,-0.01,0.04,0.15,3801529.8661108427,801529.8661108427,2383,283,0.11875786823331934,0.006604783862788893,0.7703180212014135,0.17765043873194664
20,0.56,-0.005,0.05,0.12,3801052.292929383,801052.292929383,2457,267,0.10866910866910867,0.0072716438837502045,0.7116104868913857,0.16962243759784237
15,0.56,-0.02,0.05,0.1,3798819.150000002,798819.1500000018,578,142,0.24567474048442905,0.0114425643117271,0.7183098591549296,0.09437203712521856
25,0.6,-0.01,0.05,0.1,3797872.375009159,797872.3750091591,2748,268,0.0975254730713246,0.006851849988119764,0.6977611940298507,0.19799167303251955
25,0.6,-0.015,0.04,0.1,3796605.5863439953,796605.5863439953,12128,313,0.025808047493403694,0.0051443925063143535,0.731629392971246,0.14077081169834277
15,0.58,-0.015,0.05,0.12,3795577.669816895,795577.6698168949,362,86,0.23756906077348067,0.019523528173667877,0.7790697674418605,0.06371605800098705
20,0.62,-0.005,0.04,0.1,3794802.318343507,794802.3183435071,2287,342,0.14954088325317008,0.005600698793779704,0.7309941520467836,0.1579139022760301
25,0.64,-0.01,0.06,0.15,3794488.1300000004,794488.1300000004,265,58,0.2188679245283019,0.02921840768249798,0.8103448275862069,0.06672162356903003
20,0.58,-0.005,0.05,0.08,3793512.957929384,793512.957929384,1373,268,0.19519300801165332,0.008315475515378952,0.6716417910447762,0.1178130662965522
15,0.6,-0.015,0.04,0.12,3792971.2751171864,792971.2751171864,864,190,0.2199074074074074,0.009744185684910771,0.7684210526315789,0.14120795282392007
25,0.6,-0.01,0.06,0.1,3792266.470000002,792266.4700000021,662,134,0.20241691842900303,0.012861116687067277,0.7014925373134329,0.11588545705666015
20,0.58,-0.01,0.05,0.08,3791406.692931522,791406.6929315221,1422,266,0.18706047819971872,0.006328508873004363,0.650375939849624,0.16212173805577074
20,0.6,-0.01,0.06,0.15,3791339.2900000005,791339.2900000005,269,58,0.21561338289962825,0.02785893785131255,0.7931034482758621,0.06669053416543501
15,0.58,0.0,0.04,0.12,3791010.595458985,791010.5954589848,1527,272,0.17812704649639816,0.004813480826173257,0.7242647058823529,0.18137510284886876
15,0.6,-0.02,0.04,0.1,3789817.380000005,789817.380000005,911,198,0.21734357848518113,0.009254828789698362,0.7575757575757576,0.13525450781184684
25,0.6,-0.015,0.04,0.15,3789087.591221925,789087.5912219249,12027,271,0.02253263490479754,0.008016217612807713,0.7896678966789668,0.1451253681040698
25,0.58,-0.015,0.04,0.15,3789087.591221925,789087.5912219249,13194,271,0.02053963922995301,0.008016217612807713,0.7896678966789668,0.1451253681040698
25,0.56,-0.015,0.04,0.15,3789087.591221925,789087.5912219249,16135,271,0.016795785559343045,0.008016217612807713,0.7896678966789668,0.1451253681040698
25,0.64,0.0,0.05,0.1,3788502.5,788502.5,758,169,0.22295514511873352,0.00933938188477645,0.7041420118343196,0.08865472871033736
15,0.56,0.0,0.04,0.15,3787781.5954589844,787781.5954589844,2763,323,0.1169019182048498,0.005556229919181496,0.7368421052631579,0.17949270295395298
25,0.64,-0.015,0.06,0.15,3787534.8449999997,787534.8449999997,264,60,0.22727272727272727,0.02758643023824995,0.7833333333333333,0.06954603762889387
20,0.62,-0.01,0.04,0.08,3787392.636345219,787392.6363452189,2395,355,0.14822546972860126,0.004685195011517282,0.6985915492957746,0.14458316454084094
15,0.64,0.0,0.04,0.15,3786588.0004882812,786588.0004882812,328,84,0.25609756097560976,0.01565929217002523,0.8214285714285714,0.053867050622547055
15,0.58,-0.02,0.05,0.15,3785753.300000001,785753.3000000012,363,85,0.23415977961432508,0.019509255495921387,0.788235294117647,0.06430846304035329
20,0.58,-0.005,0.04,0.15,3783013.7333435067,783013.7333435067,8192,293,0.0357666015625,0.006078565770932099,0.764505119453925,0.2042879814946054
20,0.58,-0.01,0.05,0.12,3782452.8854315206,782452.8854315206,1367,217,0.15874177029992684,0.009106912454460284,0.7188940092165899,0.17018754820531357
20,0.6,-0.005,0.05,0.15,3781528.3999999966,781528.3999999966,754,163,0.21618037135278514,0.011159769638370912,0.7423312883435583,0.15925487608307062
15,0.6,0.0,0.05,0.15,3779667.5,779667.5,254,65,0.2559055118110236,0.02487951979439622,0.8307692307692308,0.06107418420212229
25,0.58,-0.01,0.04,0.15,3779132.1200073278,779132.1200073278,13245,283,0.021366553416383542,0.007141274242885603,0.784452296819788,0.17398197260410653
20,0.6,-0.005,0.06,0.1,3778239.935,778239.935,275,62,0.22545454545454546,0.02545603451357576,0.7741935483870968,0.05168500052512838
15,0.58,-0.02,0.05,0.12,3776605.3800000013,776605.3800000013,367,88,0.23978201634877383,0.019217276444803703,0.7727272727272727,0.04990369988360915
25,0.64,0.0,0.04,0.12,3775305.6005859375,775305.6005859375,4640,291,0.0627155172413793,0.005233789436402892,0.7525773195876289,0.201066237393004
15,0.6,-0.005,0.05,0.12,3775133.8124999986,775133.8124999986,261,62,0.23754789272030652,0.027435067634541305,0.8225806451612904,0.04821060109934373
15,0.58,-0.005,0.04,0.08,3773406.558343506,773406.558343506,1558,326,0.2092426187419769,0.005003257088680265,0.6932515337423313,0.14461084763794593
20,0.6,0.0,0.04,0.08,3772221.6003417973,772221.6003417973,4659,378,0.08113329040566646,0.004357806056876613,0.6931216931216931,0.18521195057283202
20,0.58,0.0,0.05,0.15,3770502.000427246,770502.0004272461,1340,211,0.15746268656716417,0.008073252492901977,0.7345971563981043,0.17230105130595288
25,0.58,-0.005,0.04,0.08,3767268.863343509,767268.8633435089,13266,404,0.0304537916478215,0.00426000984693306,0.698019801980198,0.12631978063858543
15,0.56,-0.015,0.05,0.1,3766049.7375,766049.7374999998,557,134,0.24057450628366248,0.012472794602096965,0.7164179104477612,0.13218415408842438
25,0.62,-0.01,0.04,0.15,3765478.9750073273,765478.9750073273,8838,274,0.031002489250961756,0.007001114517277335,0.7883211678832117,0.17398197260410653
25,0.6,-0.01,0.04,0.15,3765478.9750073273,765478.9750073273,12036,274,0.0227650382186773,0.007001114517277335,0.7883211678832117,0.17398197260410653
20,0.58,0.0,0.04,0.12,3764954.0,764954.0,8225,298,0.036231003039513675,0.0057507575422629815,0.7516778523489933,0.16118258064282795
25,0.64,-0.015,0.05,0.1,3763070.562499999,763070.5624999991,799,160,0.2002503128911139,0.011850788557645386,0.725,0.11054586904091515
25,0.64,0.0,0.06,0.1,3762997.0,762997.0,265,66,0.2490566037735849,0.025145645680097105,0.7575757575757576,0.06344507518302545
25,0.58,-0.005,0.06,0.12,3758610.7348828116,758610.7348828116,1077,176,0.16341689879294335,0.00913501603232072,0.6818181818181818,0.14634455958495024
15,0.6,-0.005,0.05,0.15,3758268.9374999986,758268.9374999986,259,61,0.23552123552123552,0.02744825263353697,0.8360655737704918,0.06447860013804321
25,0.6,-0.005,0.06,0.15,3756979.674882811,756979.674882811,636,125,0.19654088050314467,0.01641159574377001,0.744,0.1819493708688307
15,0.6,-0.02,0.04,0.15,3756474.615117192,756474.6151171918,883,179,0.20271800679501698,0.00883918756274429,0.7821229050279329,0.21235146080803785
20,0.6,-0.01,0.05,0.15,3756257.0201171897,756257.0201171897,766,164,0.21409921671018275,0.010787432019632837,0.7621951219512195,0.21860869348620524
25,0.58,-0.005,0.05,0.08,3756244.5791793847,756244.5791793847,5168,314,0.060758513931888546,0.0060647566175428885,0.6528662420382165,0.13042165331294375
20,0.6,-0.01,0.06,0.12,3754410.5900000003,754410.5900000003,274,58,0.2116788321167883,0.02680914321667667,0.7758620689655172,0.04904788668764576
15,0.6,-0.02,0.04,0.12,3754299.7151171924,754299.7151171924,879,180,0.20477815699658702,0.007891505398388933,0.7555555555555555,0.15107250903273128
15,0.56,0.0,0.06,0.12,3754161.0,754161.0,226,56,0.24778761061946902,0.02799787988551274,0.7857142857142857,0.049578299596640146
20,0.56,-0.02,0.04,0.15,3750964.9809814487,750964.9809814487,11498,290,0.02522177770046965,0.007572290894848184,0.7758620689655172,0.1731378938055274
25,0.64,0.0,0.06,0.15,3750299.0,750299.0,262,61,0.23282442748091603,0.026944719479651262,0.7868852459016393,0.08961885368605345
15,0.64,0.0,0.04,0.1,3743954.0004882812,743954.0004882812,334,85,0.25449101796407186,0.015041194115342089,0.8,0.05656892730937936
25,0.62,-0.005,0.05,0.1,3743202.062500001,743202.0625000009,1454,222,0.15268225584594222,0.007605432867255357,0.6936936936936937,0.13892374638038288
25,0.64,-0.01,0.05,0.12,3743050.670000001,743050.6700000009,769,150,0.19505851755526657,0.013608626383293404,0.7533333333333333,0.1470393986929241
20,0.6,-0.005,0.05,0.12,3742500.609999998,742500.609999998,750,164,0.21866666666666668,0.008973464592462427,0.7134146341463414,0.14719125869971433
25,0.56,-0.02,0.05,0.1,3742495.540850835,742495.5408508349,8702,295,0.033900252815444724,0.004963160350243522,0.6847457627118644,0.17248514607421647
25,0.56,-0.01,0.05,0.1,3740101.4829315217,740101.4829315217,8872,278,0.03133453561767358,0.005832621910631241,0.6870503597122302,0.14660751883176767
15,0.56,0.0,0.06,0.1,3739751.0,739751.0,227,57,0.2511013215859031,0.027085636378749365,0.7719298245614035,0.04148929209453015
25,0.64,-0.005,0.04,0.15,3738705.5325,738705.5325000002,4573,270,0.059042204242291715,0.004467237353896736,0.774074074074074,0.17445535092063488
20,0.56,0.0,0.05,0.08,3737435.7504272466,737435.7504272466,2446,332,0.1357318070318888,0.0032503482177051136,0.6325301204819277,0.1476473644018377
25,0.58,0.0,0.05,0.1,3735810.750427246,735810.7504272461,5173,279,0.05393388749275082,0.005621329680035957,0.6810035842293907,0.17299423468861766
25,0.6,0.0,0.06,0.08,3734296.0,734296.0,632,152,0.24050632911392406,0.009743417052940979,0.625,0.09049047233413124
20,0.58,-0.005,0.06,0.08,3733842.570736083,733842.5707360832,385,95,0.24675324675324675,0.020623070917869246,0.7157894736842105,0.04682977677716756
20,0.6,-0.02,0.05,0.12,3731665.3151171915,731665.3151171915,811,157,0.1935881627620222,0.010954969369126938,0.7197452229299363,0.11865752847593393
25,0.56,-0.005,0.04,0.08,3731586.7050000033,731586.7050000033,16289,387,0.023758364540487447,0.0032618211056192866,0.6873385012919897,0.12631978063858543
20,0.6,-0.015,0.06,0.15,3731562.454999999,731562.4549999991,267,57,0.21348314606741572,0.026417783343447705,0.7719298245614035,0.07027552555919156
25,0.56,-0.01,0.04,0.1,3731528.5800073287,731528.5800073287,16234,318,0.019588517925341876,0.004227008340315394,0.7264150943396226,0.19478790054934988
20,0.56,-0.015,0.04,0.1,3730875.441109621,730875.441109621,11535,337,0.029215431296055482,0.005305826906540379,0.7240356083086054,0.16466734190443577
20,0.56,-0.01,0.05,0.15,3730157.7905487097,730157.7905487097,2515,245,0.09741550695825049,0.008686913160970127,0.7346938775510204,0.2054656654978269
20,0.64,-0.02,0.04,0.1,3726516.2923486363,726516.2923486363,1304,229,0.17561349693251535,0.006586247761669296,0.7379912663755459,0.16797785222370137
25,0.58,0.0,0.06,0.1,3725103.0,725103.0,1073,191,0.17800559179869524,0.008161755042114513,0.6596858638743456,0.12292161482609375
20,0.58,-0.01,0.04,0.12,3722156.7500073276,722156.7500073276,8236,312,0.03788246721709568,0.004747053340823628,0.7435897435897436,0.1963178271177471
25,0.62,-0.02,0.06,0.15,3721919.1648828145,721919.1648828145,410,86,0.2097560975609756,0.019232083510842227,0.7325581395348837,0.0799860014000712
20,0.64,-0.015,0.04,0.12,3718382.024346923,718382.024346923,1245,218,0.1751004016064257,0.0077449769398825,0.7660550458715596,0.16615300285715068
20,0.62,-0.02,0.04,0.15,3715995.4623486376,715995.4623486376,2471,266,0.10764872521246459,0.006014217177831524,0.7669172932330827,0.20773546051201092
25,0.58,-0.015,0.05,0.08,3715863.1494729645,715863.1494729645,5249,316,0.06020194322728139,0.005510611051461997,0.6487341772151899,0.18256727093710357
15,0.58,-0.02,0.04,0.12,3715778.1523486385,715778.1523486385,1618,264,0.1631644004944376,0.005288779455156027,0.7272727272727273,0.18441914464309223
20,0.58,0.0,0.05,0.12,3713650.000427246,713650.0004272461,1342,218,0.16244411326378538,0.006630166496266997,0.7110091743119266,0.18395905639705487
25,0.56,0.0,0.06,0.15,3712584.396362305,712584.3963623052,1883,220,0.11683483802442911,0.00875847907182574,0.7090909090909091,0.2121842252572778
25,0.64,-0.01,0.04,0.15,3712567.8450073274,712567.8450073274,4682,267,0.057026911576249464,0.006381020131790937,0.7902621722846442,0.20196237475864207
25,0.58,-0.02,0.04,0.12,3711400.4191845763,711400.4191845763,13321,284,0.02131972074168606,0.006959643773232407,0.7711267605633803,0.18854237711070163
25,0.6,-0.01,0.06,0.15,3711054.574882816,711054.574882816,649,125,0.1926040061633282,0.013270648339338713,0.744,0.19991620749008066
15,0.6,-0.005,0.05,0.1,3710239.962499999,710239.962499999,263,64,0.24334600760456274,0.02423519153595804,0.796875,0.056204379930407916
25,0.58,-0.005,0.05,0.12,3709973.329062196,709973.329062196,5140,255,0.04961089494163424,0.00618066645392606,0.7098039215686275,0.16618356381519872
20,0.64,0.0,0.05,0.08,3709657.5,709657.5,305,78,0.25573770491803277,0.017653075335204386,0.7435897435897436,0.041013526032981286
20,0.56,-0.015,0.05,0.1,3707879.9415664705,707879.9415664705,2591,273,0.10536472404477036,0.006220143494248474,0.6776556776556777,0.16990845564142373
25,0.56,-0.01,0.06,0.08,3706044.4345178274,706044.4345178274,1976,271,0.13714574898785425,0.004514209374728957,0.5977859778597786,0.1560944212981257
25,0.56,-0.02,0.04,0.15,3704704.628950201,704704.628950201,16111,294,0.018248401713115262,0.006235766433855946,0.7891156462585034,0.19329642135810196
25,0.62,-0.01,0.05,0.12,3697467.458116458,697467.4581164578,1461,215,0.14715947980835045,0.00849355415786864,0.7255813953488373,0.17253814639734136
25,0.56,-0.02,0.06,0.12,3694760.848522953,694760.8485229532,1997,250,0.12518778167250877,0.007677017418621975,0.696,0.18864845141993594
20,0.6,0.0,0.06,0.1,3694589.0,694589.0,270,65,0.24074074074074073,0.023671944025000335,0.7538461538461538,0.06069544440567943
20,0.58,0.0,0.05,0.08,3693984.500427246,693984.5004272461,1370,264,0.1927007299270073,0.005428122869944611,0.6553030303030303,0.1481718007358426
20,0.64,-0.01,0.04,0.08,3693912.496838385,693912.4968383848,1247,262,0.21010425020048115,0.005524787059390889,0.6984732824427481,0.14167555970705706
20,0.6,-0.01,0.04,0.1,3690541.230007328,690541.2300073281,4635,330,0.07119741100323625,0.004239525434145913,0.7212121212121212,0.16691667374648667
