date,equity
2025-01-01,3000000.0
2025-01-02,3000000.0
2025-01-03,3000000.0
2025-01-06,3000000.0
2025-01-07,3000000.0
2025-01-08,3000000.0
2025-01-09,3000000.0
2025-01-10,3000000.0
2025-01-13,3000000.0
2025-01-14,3000000.0
2025-01-15,3000000.0
2025-01-16,3000000.0
2025-01-17,3023426.55
2025-01-20,3036024.2249999996
2025-01-21,3036024.2249999996
2025-01-22,3036024.2249999996
2025-01-23,3036024.2249999996
2025-01-24,3036024.2249999996
2025-01-27,3036024.2249999996
2025-01-28,3158257.3499999996
2025-01-29,3158257.3499999996
2025-01-30,3158257.3499999996
2025-01-31,3158257.3499999996
2025-02-03,3158257.3499999996
2025-02-04,3180101.0249999994
2025-02-05,3180101.0249999994
2025-02-06,3180101.0249999994
2025-02-07,3106535.0249999994
2025-02-10,3106535.0249999994
2025-02-11,3106535.0249999994
2025-02-12,3106535.0249999994
2025-02-13,3106535.0249999994
2025-02-14,3106535.0249999994
2025-02-17,3096922.0249999994
2025-02-18,3088150.0249999994
2025-02-19,3111023.8249999993
2025-02-20,3044543.0749999993
2025-02-21,3044543.0749999993
2025-02-24,3044543.0749999993
2025-02-25,3044543.0749999993
2025-02-26,3044543.0749999993
2025-02-27,3044543.0749999993
2025-02-28,3044543.0749999993
2025-03-03,3044543.0749999993
2025-03-04,3085275.724999999
2025-03-05,3085275.724999999
2025-03-06,3105114.4249999993
2025-03-07,3105114.4249999993
2025-03-10,3105114.4249999993
2025-03-11,3135339.7999999993
2025-03-12,3135339.7999999993
2025-03-13,3135339.799999999
2025-03-14,3135339.799999999
2025-03-17,3135339.7999999993
2025-03-18,3135339.7999999993
2025-03-19,3135339.7999999993
2025-03-20,3135339.7999999993
2025-03-21,3135339.7999999993
2025-03-24,3135339.7999999993
2025-03-25,3135339.7999999993
2025-03-26,3157017.6499999994
2025-03-27,3157017.6499999994
2025-03-28,3157017.6499999994
2025-03-31,3086014.3999999994
2025-04-01,3058000.0249999994
2025-04-02,3058000.0249999994
2025-04-03,3058000.0249999994
2025-04-04,3058000.0249999994
2025-04-07,3082180.3249999993
2025-04-08,3207064.137499999
2025-04-09,3207064.137499999
2025-04-10,3364065.237499999
2025-04-11,3384567.237499999
2025-04-14,3384567.237499999
2025-04-15,3423953.1874999986
2025-04-16,3476976.987499999
2025-04-17,3476976.987499999
2025-04-18,3524121.537499999
2025-04-21,3524121.537499999
2025-04-22,3524121.537499999
2025-04-23,3524121.537499999
2025-04-24,3524121.537499999
2025-04-25,3524121.5374999987
2025-04-28,3524121.5374999987
2025-04-29,3524121.5374999987
2025-04-30,3524121.5374999987
2025-05-01,3524121.5374999987
2025-05-02,3524121.5374999987
2025-05-05,3524121.5374999987
2025-05-06,3524121.5374999987
2025-05-07,3524121.5374999987
2025-05-08,3524121.5374999987
2025-05-09,3524121.5374999987
2025-05-12,3524121.5374999987
2025-05-13,3524121.5374999987
2025-05-14,3525293.387499999
2025-05-15,3525293.387499999
2025-05-16,3548770.1874999986
2025-05-19,3572287.1874999986
2025-05-20,3572287.1874999986
2025-05-21,3612105.2874999987
2025-05-22,3635059.487499999
2025-05-23,3635059.487499999
2025-05-26,3561855.2874999987
2025-05-27,3561855.2874999987
2025-05-28,3586548.137499999
2025-05-29,3586548.137499999
2025-05-30,3586548.137499999
2025-06-02,3586548.137499999
2025-06-03,3586548.137499999
2025-06-04,3586548.137499999
2025-06-05,3586548.137499999
2025-06-06,3586548.137499999
2025-06-09,3586548.137499999
2025-06-10,3586548.137499999
2025-06-11,3586548.137499999
2025-06-12,3586548.137499999
2025-06-13,3586548.137499999
2025-06-16,3586548.137499999
2025-06-17,3586548.137499999
2025-06-18,3586548.137499999
2025-06-19,3586548.137499999
2025-06-20,3586548.137499999
2025-06-23,3586548.137499999
2025-06-24,3586548.137499999
2025-06-25,3586548.137499999
2025-06-26,3586548.137499999
2025-06-27,3586548.137499999
2025-06-30,3586548.137499999
2025-07-01,3610487.237499999
2025-07-02,3632476.637499999
2025-07-03,3632476.637499999
2025-07-04,3656747.387499999
2025-07-07,3656747.387499999
2025-07-08,3656747.387499999
2025-07-09,3656747.387499999
2025-07-10,3656747.387499999
2025-07-11,3656747.387499999
2025-07-14,3656747.387499999
2025-07-15,3700691.012499999
2025-07-16,3722479.4124999987
2025-07-17,3722479.4124999987
2025-07-18,3744488.9124999987
2025-07-21,3744488.9124999987
2025-07-22,3744488.9124999987
2025-07-23,3744488.9124999987
2025-07-24,3767654.1624999987
2025-07-25,3767654.1624999987
2025-07-28,3767654.1624999987
2025-07-29,3842275.4124999987
2025-07-30,3842275.4124999987
2025-07-31,3842275.4124999987
2025-08-01,3842275.4124999987
2025-08-04,3856667.0124999993
2025-08-05,3871259.612499999
2025-08-06,3898294.112499999
2025-08-07,3913670.612499999
2025-08-08,3913670.612499999
2025-08-11,3913670.612499999
2025-08-12,3913670.612499999
2025-08-13,3950880.737499999
2025-08-14,3973241.987499999
2025-08-15,3955926.987499999
2025-08-18,3971504.487499999
2025-08-19,3971504.487499999
2025-08-20,3986679.987499999
2025-08-21,4014066.237499999
2025-08-22,4014066.237499999
2025-08-25,3973770.762499999
2025-08-26,3973770.762499999
2025-08-27,3973770.762499999
2025-08-28,3962486.762499999
2025-08-29,3984928.4124999987
2025-09-01,4010545.862499999
2025-09-02,4010545.862499999
2025-09-03,4035118.112499999
2025-09-04,4047982.112499999
2025-09-05,4047982.112499999
2025-09-08,4047982.112499999
2025-09-09,4047982.112499999
2025-09-10,4047982.112499999
2025-09-11,4047982.112499999
2025-09-12,4085863.074999999
2025-09-15,4085863.074999999
2025-09-16,4157383.8999999985
2025-09-17,4203061.1499999985
2025-09-18,4203061.1499999985
2025-09-19,4203061.1499999985
2025-09-22,4203061.1499999985
2025-09-23,4203061.1499999985
2025-09-24,4203061.1499999985
2025-09-25,4203061.1499999985
2025-09-26,4203061.1499999985
2025-09-29,4203061.1499999985
2025-09-30,4203061.1499999985
2025-10-01,4182907.5499999984
2025-10-02,4182907.5499999984
2025-10-03,4182907.5499999984
2025-10-06,4182907.5499999984
2025-10-07,4182907.5499999984
2025-10-08,4182907.549999998
2025-10-09,4217429.299999998
2025-10-10,4238298.124999998
2025-10-13,4238298.124999998
2025-10-14,4258699.624999998
2025-10-15,4266737.624999998
2025-10-16,4308304.424999999
2025-10-17,4308304.424999999
2025-10-20,4308304.424999999
2025-10-21,4308304.424999999
2025-10-22,4308304.424999999
2025-10-23,4308304.424999999
2025-10-24,4308304.424999999
2025-10-27,4308304.424999999
2025-10-28,4320071.924999999
2025-10-29,4340975.924999999
2025-10-30,4382432.174999999
2025-10-31,4382432.174999999
2025-11-03,4382432.174999999
2025-11-04,4405064.7749999985
2025-11-05,4405064.7749999985
2025-11-06,4428621.974999998
2025-11-07,4428621.974999998
2025-11-10,4338021.224999999
2025-11-11,4338021.224999999
2025-11-12,4338021.224999999
2025-11-13,4338021.224999999
2025-11-14,4338021.224999999
2025-11-17,4358462.924999999
2025-11-18,4389643.049999999
2025-11-19,4430633.674999999
2025-11-20,4507269.949999999
2025-11-21,4485392.449999999
2025-11-24,4485392.449999999
2025-11-25,4485392.449999998
2025-11-26,4485392.449999998
2025-11-27,4485392.449999999
2025-11-28,4485392.449999999
2025-12-01,4485392.449999999
2025-12-02,4485392.449999999
2025-12-03,4485392.449999999
2025-12-04,4485392.449999999
2025-12-05,4485392.449999999
2025-12-08,4470180.449999999
2025-12-09,4470180.449999999
2025-12-10,4470180.449999999
2025-12-11,4494149.699999999
2025-12-12,4494149.699999999
2025-12-15,4494149.699999999
2025-12-16,4516832.549999999
2025-12-17,4516832.549999999
2025-12-18,4532309.549999999
2025-12-19,4532309.549999999
2025-12-22,4532309.549999999
2025-12-23,4577770.724999999
2025-12-24,4577770.724999999
2025-12-25,4577770.724999999
2025-12-26,4577770.724999999
2025-12-29,4577770.724999999
2025-12-30,4577770.724999999
2025-12-31,4577770.724999999
