lambda_dd,horizon,threshold,limit,take_profit,stop_loss,objective_mean,final_capital_mean,max_drawdown_mean,folds
1.0,20,0.62,-0.01,0.06,0.14,3110559.457874548,3158363.990550403,0.015934844225284923,4
