lambda_dd,horizon,threshold,limit,take_profit,stop_loss,objective_mean,final_capital_mean,max_drawdown_mean,folds
0.5,20,0.62,-0.0025,0.06,0.14,3144079.8498089486,3194451.7841149904,0.033581289537361246,4
