symbol,status,rows,path,error
5028.T,ok,961.0,data\prices\5028_T.csv,
5029.T,ok,955.0,data\prices\5029_T.csv,
5031.T,ok,945.0,data\prices\5031_T.csv,
5032.T,skipped_exists,,data\prices\5032_T.csv,
5033.T,ok,905.0,data\prices\5033_T.csv,
5034.T,ok,884.0,data\prices\5034_T.csv,
5035.T,ok,884.0,data\prices\5035_T.csv,
5036.T,skipped_exists,,data\prices\5036_T.csv,
5037.T,ok,863.0,data\prices\5037_T.csv,
5038.T,ok,848.0,data\prices\5038_T.csv,
5070.T,error,,,No price data from stooq: 5070.T
5071.T,ok,1456.0,data\prices\5071_T.csv,
5072.T,ok,1315.0,data\prices\5072_T.csv,
5074.T,ok,1189.0,data\prices\5074_T.csv,
5076.T,ok,1085.0,data\prices\5076_T.csv,
50765.T,ok,389.0,data\prices\50765_T.csv,
5077.T,ok,991.0,data\prices\5077_T.csv,
5078.T,ok,977.0,data\prices\5078_T.csv,
5079.T,ok,964.0,data\prices\5079_T.csv,
5101.T,ok,6535.0,data\prices\5101_T.csv,
5103.T,ok,6269.0,data\prices\5103_T.csv,
5105.T,ok,6276.0,data\prices\5105_T.csv,
5108.T,ok,6535.0,data\prices\5108_T.csv,
5110.T,ok,6276.0,data\prices\5110_T.csv,
5121.T,ok,6273.0,data\prices\5121_T.csv,
5122.T,ok,6276.0,data\prices\5122_T.csv,
5125.T,ok,843.0,data\prices\5125_T.csv,
5126.T,ok,840.0,data\prices\5126_T.csv,
5129.T,ok,837.0,data\prices\5129_T.csv,
5130.T,ok,842.0,data\prices\5130_T.csv,
5131.T,ok,824.0,data\prices\5131_T.csv,
5132.T,ok,821.0,data\prices\5132_T.csv,
5133.T,ok,820.0,data\prices\5133_T.csv,
5134.T,ok,811.0,data\prices\5134_T.csv,
5135.T,ok,817.0,data\prices\5135_T.csv,
5136.T,ok,804.0,data\prices\5136_T.csv,
5137.T,ok,790.0,data\prices\5137_T.csv,
5138.T,ok,789.0,data\prices\5138_T.csv,
5139.T,ok,789.0,data\prices\5139_T.csv,
5142.T,ok,6276.0,data\prices\5142_T.csv,
5161.T,ok,6276.0,data\prices\5161_T.csv,
5162.T,ok,6535.0,data\prices\5162_T.csv,
5184.T,ok,6470.0,data\prices\5184_T.csv,
5185.T,skipped_exists,,data\prices\5185_T.csv,
5186.T,ok,6276.0,data\prices\5186_T.csv,
5187.T,ok,6272.0,data\prices\5187_T.csv,
5189.T,ok,6272.0,data\prices\5189_T.csv,
5191.T,skipped_exists,,data\prices\5191_T.csv,
5192.T,ok,6276.0,data\prices\5192_T.csv,
5194.T,ok,6273.0,data\prices\5194_T.csv,
5195.T,ok,6276.0,data\prices\5195_T.csv,
5199.T,ok,6535.0,data\prices\5199_T.csv,
5201.T,skipped_exists,,data\prices\5201_T.csv,
5202.T,ok,6535.0,data\prices\5202_T.csv,
5204.T,ok,6276.0,data\prices\5204_T.csv,
5208.T,ok,6276.0,data\prices\5208_T.csv,
5210.T,ok,6276.0,data\prices\5210_T.csv,
5214.T,ok,6276.0,data\prices\5214_T.csv,
5216.T,ok,6535.0,data\prices\5216_T.csv,
5218.T,ok,5022.0,data\prices\5218_T.csv,
5232.T,ok,6535.0,data\prices\5232_T.csv,
5233.T,ok,6535.0,data\prices\5233_T.csv,
5237.T,ok,6470.0,data\prices\5237_T.csv,
5240.T,ok,787.0,data\prices\5240_T.csv,
5242.T,ok,786.0,data\prices\5242_T.csv,
5243.T,ok,786.0,data\prices\5243_T.csv,
5244.T,ok,785.0,data\prices\5244_T.csv,
5246.T,ok,782.0,data\prices\5246_T.csv,
5247.T,ok,782.0,data\prices\5247_T.csv,
5248.T,skipped_exists,,data\prices\5248_T.csv,
5249.T,ok,762.0,data\prices\5249_T.csv,
5250.T,ok,743.0,data\prices\5250_T.csv,
5251.T,ok,728.0,data\prices\5251_T.csv,
5252.T,ok,724.0,data\prices\5252_T.csv,
5253.T,ok,723.0,data\prices\5253_T.csv,
5254.T,ok,722.0,data\prices\5254_T.csv,
5255.T,ok,722.0,data\prices\5255_T.csv,
5256.T,ok,718.0,data\prices\5256_T.csv,
5257.T,ok,720.0,data\prices\5257_T.csv,
5258.T,ok,717.0,data\prices\5258_T.csv,
5259.T,ok,2020.0,data\prices\5259_T.csv,
5261.T,ok,6273.0,data\prices\5261_T.csv,
5262.T,ok,6276.0,data\prices\5262_T.csv,
5268.T,ok,6273.0,data\prices\5268_T.csv,
5269.T,ok,6276.0,data\prices\5269_T.csv,
5271.T,ok,480.0,data\prices\5271_T.csv,
5273.T,ok,6470.0,data\prices\5273_T.csv,
5279.T,ok,6534.0,data\prices\5279_T.csv,
5280.T,ok,6532.0,data\prices\5280_T.csv,
5282.T,ok,6267.0,data\prices\5282_T.csv,
5283.T,ok,6534.0,data\prices\5283_T.csv,
5284.T,ok,6532.0,data\prices\5284_T.csv,
5285.T,ok,6532.0,data\prices\5285_T.csv,
5287.T,ok,6470.0,data\prices\5287_T.csv,
5288.T,ok,5007.0,data\prices\5288_T.csv,
5290.T,ok,1816.0,data\prices\5290_T.csv,
5301.T,ok,6535.0,data\prices\5301_T.csv,
5302.T,ok,6276.0,data\prices\5302_T.csv,
5304.T,ok,6470.0,data\prices\5304_T.csv,
5310.T,ok,4909.0,data\prices\5310_T.csv,
5331.T,ok,6276.0,data\prices\5331_T.csv,
5332.T,ok,6535.0,data\prices\5332_T.csv,
5333.T,ok,6535.0,data\prices\5333_T.csv,
5334.T,ok,6276.0,data\prices\5334_T.csv,
5337.T,ok,6276.0,data\prices\5337_T.csv,
5341.T,ok,6470.0,data\prices\5341_T.csv,
5344.T,ok,6276.0,data\prices\5344_T.csv,
5351.T,ok,6276.0,data\prices\5351_T.csv,
5352.T,ok,6276.0,data\prices\5352_T.csv,
5355.T,ok,6276.0,data\prices\5355_T.csv,
5356.T,ok,483.0,data\prices\5356_T.csv,
5357.T,ok,6469.0,data\prices\5357_T.csv,
5363.T,ok,6276.0,data\prices\5363_T.csv,
5367.T,ok,4661.0,data\prices\5367_T.csv,
5368.T,ok,1459.0,data\prices\5368_T.csv,
5380.T,ok,6234.0,data\prices\5380_T.csv,
5381.T,ok,6239.0,data\prices\5381_T.csv,
5384.T,ok,4678.0,data\prices\5384_T.csv,
5386.T,ok,5948.0,data\prices\5386_T.csv,
5388.T,ok,6530.0,data\prices\5388_T.csv,
5391.T,ok,6276.0,data\prices\5391_T.csv,
5393.T,ok,6276.0,data\prices\5393_T.csv,
5401.T,ok,6535.0,data\prices\5401_T.csv,
5406.T,ok,6535.0,data\prices\5406_T.csv,
5408.T,ok,6276.0,data\prices\5408_T.csv,
5410.T,ok,6276.0,data\prices\5410_T.csv,
5411.T,ok,5823.0,data\prices\5411_T.csv,
5423.T,ok,6276.0,data\prices\5423_T.csv,
5440.T,ok,4720.0,data\prices\5440_T.csv,
5444.T,ok,6276.0,data\prices\5444_T.csv,
5445.T,ok,6276.0,data\prices\5445_T.csv,
5446.T,ok,6273.0,data\prices\5446_T.csv,
5449.T,ok,6269.0,data\prices\5449_T.csv,
5451.T,ok,6276.0,data\prices\5451_T.csv,
5458.T,ok,6273.0,data\prices\5458_T.csv,
5461.T,ok,781.0,data\prices\5461_T.csv,
5463.T,ok,6276.0,data\prices\5463_T.csv,
5464.T,ok,6276.0,data\prices\5464_T.csv,
5471.T,ok,6276.0,data\prices\5471_T.csv,
5476.T,ok,6249.0,data\prices\5476_T.csv,
5480.T,ok,6276.0,data\prices\5480_T.csv,
5482.T,ok,6276.0,data\prices\5482_T.csv,
5484.T,ok,6534.0,data\prices\5484_T.csv,
5491.T,ok,6276.0,data\prices\5491_T.csv,
5525.T,ok,850.0,data\prices\5525_T.csv,
5527.T,ok,792.0,data\prices\5527_T.csv,
5528.T,ok,780.0,data\prices\5528_T.csv,
5531.T,ok,700.0,data\prices\5531_T.csv,
5532.T,ok,663.0,data\prices\5532_T.csv,
5533.T,ok,660.0,data\prices\5533_T.csv,
5534.T,ok,600.0,data\prices\5534_T.csv,
5535.T,ok,2491.0,data\prices\5535_T.csv,
5536.T,ok,566.0,data\prices\5536_T.csv,
5537.T,ok,555.0,data\prices\5537_T.csv,
5541.T,ok,6276.0,data\prices\5541_T.csv,
5542.T,ok,6519.0,data\prices\5542_T.csv,
5563.T,ok,6276.0,data\prices\5563_T.csv,
5570.T,ok,706.0,data\prices\5570_T.csv,
5571.T,ok,706.0,data\prices\5571_T.csv,
5572.T,ok,700.0,data\prices\5572_T.csv,
5573.T,ok,698.0,data\prices\5573_T.csv,
5574.T,ok,669.0,data\prices\5574_T.csv,
5575.T,ok,669.0,data\prices\5575_T.csv,
5576.T,ok,664.0,data\prices\5576_T.csv,
5578.T,ok,661.0,data\prices\5578_T.csv,
5580.T,ok,659.0,data\prices\5580_T.csv,
5581.T,ok,656.0,data\prices\5581_T.csv,
5582.T,ok,651.0,data\prices\5582_T.csv,
5584.T,ok,648.0,data\prices\5584_T.csv,
5586.T,ok,637.0,data\prices\5586_T.csv,
5587.T,ok,616.0,data\prices\5587_T.csv,
5588.T,ok,600.0,data\prices\5588_T.csv,
5589.T,ok,598.0,data\prices\5589_T.csv,
5590.T,ok,598.0,data\prices\5590_T.csv,
5591.T,ok,597.0,data\prices\5591_T.csv,
5592.T,ok,592.0,data\prices\5592_T.csv,
5594.T,ok,553.0,data\prices\5594_T.csv,
5596.T,ok,537.0,data\prices\5596_T.csv,
5597.T,ok,546.0,data\prices\5597_T.csv,
5598.T,ok,544.0,data\prices\5598_T.csv,
5599.T,skipped_exists,,data\prices\5599_T.csv,
5602.T,ok,6276.0,data\prices\5602_T.csv,
5603.T,ok,6470.0,data\prices\5603_T.csv,
5609.T,ok,6273.0,data\prices\5609_T.csv,
5612.T,ok,6276.0,data\prices\5612_T.csv,
5616.T,ok,542.0,data\prices\5616_T.csv,
5617.T,ok,540.0,data\prices\5617_T.csv,
5618.T,ok,540.0,data\prices\5618_T.csv,
5619.T,ok,539.0,data\prices\5619_T.csv,
5620.T,ok,537.0,data\prices\5620_T.csv,
5621.T,ok,538.0,data\prices\5621_T.csv,
5622.T,ok,527.0,data\prices\5622_T.csv,
5631.T,ok,6535.0,data\prices\5631_T.csv,
5632.T,ok,6276.0,data\prices\5632_T.csv,
5644.T,ok,6470.0,data\prices\5644_T.csv,
5658.T,ok,6276.0,data\prices\5658_T.csv,
5659.T,ok,6276.0,data\prices\5659_T.csv,
5660.T,ok,6273.0,data\prices\5660_T.csv,
5695.T,ok,6535.0,data\prices\5695_T.csv,
5697.T,ok,6466.0,data\prices\5697_T.csv,
5698.T,ok,3063.0,data\prices\5698_T.csv,
5699.T,ok,1858.0,data\prices\5699_T.csv,
5702.T,ok,5003.0,data\prices\5702_T.csv,
5703.T,ok,6535.0,data\prices\5703_T.csv,
5704.T,ok,2287.0,data\prices\5704_T.csv,
5706.T,ok,6535.0,data\prices\5706_T.csv,
5707.T,ok,6535.0,data\prices\5707_T.csv,
5711.T,ok,6535.0,data\prices\5711_T.csv,
5713.T,ok,6535.0,data\prices\5713_T.csv,
5714.T,ok,6535.0,data\prices\5714_T.csv,
5715.T,ok,6535.0,data\prices\5715_T.csv,
5721.T,ok,6439.0,data\prices\5721_T.csv,
5724.T,ok,4258.0,data\prices\5724_T.csv,
5726.T,ok,5967.0,data\prices\5726_T.csv,
5727.T,ok,6276.0,data\prices\5727_T.csv,
5729.T,ok,6273.0,data\prices\5729_T.csv,
5741.T,ok,4992.0,data\prices\5741_T.csv,
5742.T,ok,4847.0,data\prices\5742_T.csv,
5753.T,ok,6273.0,data\prices\5753_T.csv,
5757.T,ok,2212.0,data\prices\5757_T.csv,
5801.T,ok,6535.0,data\prices\5801_T.csv,
5802.T,ok,6535.0,data\prices\5802_T.csv,
5803.T,ok,6535.0,data\prices\5803_T.csv,
5805.T,skipped_exists,,data\prices\5805_T.csv,
5816.T,ok,5038.0,data\prices\5816_T.csv,
5817.T,ok,6470.0,data\prices\5817_T.csv,
5819.T,ok,4717.0,data\prices\5819_T.csv,
5820.T,ok,6535.0,data\prices\5820_T.csv,
5821.T,ok,4885.0,data\prices\5821_T.csv,
5830.T,ok,840.0,data\prices\5830_T.csv,
5831.T,ok,840.0,data\prices\5831_T.csv,
5832.T,ok,840.0,data\prices\5832_T.csv,
5834.T,skipped_exists,,data\prices\5834_T.csv,
5838.T,ok,704.0,data\prices\5838_T.csv,
5840.T,ok,632.0,data\prices\5840_T.csv,
5842.T,ok,602.0,data\prices\5842_T.csv,
5843.T,ok,593.0,data\prices\5843_T.csv,
5844.T,ok,6406.0,data\prices\5844_T.csv,
5845.T,ok,578.0,data\prices\5845_T.csv,
5851.T,ok,6276.0,data\prices\5851_T.csv,
5852.T,ok,6276.0,data\prices\5852_T.csv,
5856.T,ok,5038.0,data\prices\5856_T.csv,
5857.T,ok,6269.0,data\prices\5857_T.csv,
5858.T,ok,1636.0,data\prices\5858_T.csv,
5866.T,ok,547.0,data\prices\5866_T.csv,
5867.T,ok,540.0,data\prices\5867_T.csv,
5868.T,ok,540.0,data\prices\5868_T.csv,
5869.T,ok,538.0,data\prices\5869_T.csv,
5870.T,ok,537.0,data\prices\5870_T.csv,
5871.T,ok,509.0,data\prices\5871_T.csv,
5883.T,ok,706.0,data\prices\5883_T.csv,
5884.T,ok,657.0,data\prices\5884_T.csv,
5885.T,ok,657.0,data\prices\5885_T.csv,
5886.T,ok,659.0,data\prices\5886_T.csv,
5887.T,ok,646.0,data\prices\5887_T.csv,
5888.T,ok,569.0,data\prices\5888_T.csv,
5889.T,ok,563.0,data\prices\5889_T.csv,
5890.T,ok,544.0,data\prices\5890_T.csv,
5891.T,ok,543.0,data\prices\5891_T.csv,
5892.T,ok,535.0,data\prices\5892_T.csv,
5893.T,ok,517.0,data\prices\5893_T.csv,
5900.T,ok,6535.0,data\prices\5900_T.csv,
5901.T,ok,6535.0,data\prices\5901_T.csv,
5902.T,ok,6276.0,data\prices\5902_T.csv,
5903.T,ok,6535.0,data\prices\5903_T.csv,
5905.T,ok,6273.0,data\prices\5905_T.csv,
5906.T,ok,6535.0,data\prices\5906_T.csv,
5909.T,ok,6273.0,data\prices\5909_T.csv,
5911.T,ok,6276.0,data\prices\5911_T.csv,
5915.T,ok,6276.0,data\prices\5915_T.csv,
5918.T,ok,6272.0,data\prices\5918_T.csv,
5921.T,ok,6273.0,data\prices\5921_T.csv,
5922.T,ok,6272.0,data\prices\5922_T.csv,
5923.T,ok,6276.0,data\prices\5923_T.csv,
5928.T,ok,6454.0,data\prices\5928_T.csv,
5929.T,skipped_exists,,data\prices\5929_T.csv,
5930.T,ok,6276.0,data\prices\5930_T.csv,
5932.T,skipped_exists,,data\prices\5932_T.csv,
5933.T,ok,4951.0,data\prices\5933_T.csv,
5936.T,ok,6276.0,data\prices\5936_T.csv,
5938.T,ok,6276.0,data\prices\5938_T.csv,
5939.T,ok,6534.0,data\prices\5939_T.csv,
5940.T,ok,6276.0,data\prices\5940_T.csv,
5941.T,ok,6469.0,data\prices\5941_T.csv,
5942.T,ok,6272.0,data\prices\5942_T.csv,
5943.T,ok,6276.0,data\prices\5943_T.csv,
5945.T,ok,6534.0,data\prices\5945_T.csv,
5946.T,ok,6273.0,data\prices\5946_T.csv,
5947.T,ok,6276.0,data\prices\5947_T.csv,
5949.T,ok,5455.0,data\prices\5949_T.csv,
5950.T,ok,6470.0,data\prices\5950_T.csv,
5951.T,ok,6276.0,data\prices\5951_T.csv,
5952.T,ok,6470.0,data\prices\5952_T.csv,
5955.T,ok,6470.0,data\prices\5955_T.csv,
5956.T,ok,6273.0,data\prices\5956_T.csv,
5957.T,ok,6276.0,data\prices\5957_T.csv,
5958.T,ok,6276.0,data\prices\5958_T.csv,
5959.T,ok,6276.0,data\prices\5959_T.csv,
5962.T,ok,6469.0,data\prices\5962_T.csv,
5965.T,ok,6276.0,data\prices\5965_T.csv,
5966.T,ok,6467.0,data\prices\5966_T.csv,
5967.T,ok,6468.0,data\prices\5967_T.csv,
5969.T,ok,6469.0,data\prices\5969_T.csv,
5970.T,ok,6534.0,data\prices\5970_T.csv,
5971.T,ok,6535.0,data\prices\5971_T.csv,
5973.T,ok,6468.0,data\prices\5973_T.csv,
5974.T,ok,6276.0,data\prices\5974_T.csv,
5975.T,ok,6276.0,data\prices\5975_T.csv,
5976.T,ok,6276.0,data\prices\5976_T.csv,
5981.T,ok,6276.0,data\prices\5981_T.csv,
5982.T,ok,6276.0,data\prices\5982_T.csv,
5983.T,ok,6535.0,data\prices\5983_T.csv,
5984.T,ok,4923.0,data\prices\5984_T.csv,
5985.T,ok,6470.0,data\prices\5985_T.csv,
5986.T,ok,6470.0,data\prices\5986_T.csv,
5987.T,ok,6535.0,data\prices\5987_T.csv,
5988.T,ok,6273.0,data\prices\5988_T.csv,
5989.T,ok,6535.0,data\prices\5989_T.csv,
5990.T,ok,6535.0,data\prices\5990_T.csv,
5991.T,ok,6276.0,data\prices\5991_T.csv,
5992.T,ok,6276.0,data\prices\5992_T.csv,
5994.T,skipped_exists,,data\prices\5994_T.csv,
5997.T,ok,6535.0,data\prices\5997_T.csv,
5998.T,ok,6276.0,data\prices\5998_T.csv,
6005.T,ok,6276.0,data\prices\6005_T.csv,
6013.T,ok,6276.0,data\prices\6013_T.csv,
6016.T,ok,6470.0,data\prices\6016_T.csv,
6018.T,ok,6468.0,data\prices\6018_T.csv,
6022.T,ok,6276.0,data\prices\6022_T.csv,
6023.T,ok,6470.0,data\prices\6023_T.csv,
6027.T,skipped_exists,,data\prices\6027_T.csv,
6028.T,error,,,No price data from stooq: 6028.T
6029.T,ok,2763.0,data\prices\6029_T.csv,
6030.T,ok,2761.0,data\prices\6030_T.csv,
6031.T,ok,2760.0,data\prices\6031_T.csv,
6033.T,ok,2756.0,data\prices\6033_T.csv,
6034.T,ok,2755.0,data\prices\6034_T.csv,
6035.T,ok,3684.0,data\prices\6035_T.csv,
6036.T,skipped_exists,,data\prices\6036_T.csv,
6037.T,ok,2723.0,data\prices\6037_T.csv,
6038.T,ok,2699.0,data\prices\6038_T.csv,
6039.T,ok,2697.0,data\prices\6039_T.csv,
6040.T,skipped_exists,,data\prices\6040_T.csv,
6042.T,ok,6273.0,data\prices\6042_T.csv,
6044.T,ok,2676.0,data\prices\6044_T.csv,
6045.T,ok,2676.0,data\prices\6045_T.csv,
6046.T,ok,2674.0,data\prices\6046_T.csv,
6047.T,ok,2674.0,data\prices\6047_T.csv,
6049.T,ok,2612.0,data\prices\6049_T.csv,
6050.T,ok,3756.0,data\prices\6050_T.csv,
6054.T,ok,3507.0,data\prices\6054_T.csv,
6055.T,ok,3499.0,data\prices\6055_T.csv,
6058.T,ok,3433.0,data\prices\6058_T.csv,
6059.T,ok,3415.0,data\prices\6059_T.csv,
6060.T,ok,3385.0,data\prices\6060_T.csv,
6061.T,ok,3411.0,data\prices\6061_T.csv,
6062.T,skipped_exists,,data\prices\6062_T.csv,
6063.T,ok,3375.0,data\prices\6063_T.csv,
6069.T,ok,3290.0,data\prices\6069_T.csv,
6070.T,ok,3235.0,data\prices\6070_T.csv,
6071.T,skipped_exists,,data\prices\6071_T.csv,
6072.T,ok,3234.0,data\prices\6072_T.csv,
6073.T,ok,3192.0,data\prices\6073_T.csv,
6074.T,ok,3124.0,data\prices\6074_T.csv,
6078.T,skipped_exists,,data\prices\6078_T.csv,
6080.T,skipped_exists,,data\prices\6080_T.csv,
6081.T,ok,3017.0,data\prices\6081_T.csv,
6082.T,ok,3015.0,data\prices\6082_T.csv,
6083.T,ok,3000.0,data\prices\6083_T.csv,
6085.T,ok,3005.0,data\prices\6085_T.csv,
6086.T,ok,3004.0,data\prices\6086_T.csv,
6087.T,ok,3005.0,data\prices\6087_T.csv,
6088.T,skipped_exists,,data\prices\6088_T.csv,
6089.T,ok,3004.0,data\prices\6089_T.csv,
6090.T,ok,2987.0,data\prices\6090_T.csv,
6091.T,ok,6470.0,data\prices\6091_T.csv,
6092.T,ok,2950.0,data\prices\6092_T.csv,
6093.T,ok,2940.0,data\prices\6093_T.csv,
6094.T,ok,2876.0,data\prices\6094_T.csv,
6096.T,ok,2878.0,data\prices\6096_T.csv,
6098.T,skipped_exists,,data\prices\6098_T.csv,
6099.T,skipped_exists,,data\prices\6099_T.csv,
6101.T,skipped_exists,,data\prices\6101_T.csv,
6103.T,ok,6535.0,data\prices\6103_T.csv,
6104.T,ok,6276.0,data\prices\6104_T.csv,
6113.T,ok,6276.0,data\prices\6113_T.csv,
6118.T,ok,6276.0,data\prices\6118_T.csv,
6125.T,ok,6276.0,data\prices\6125_T.csv,
6134.T,skipped_exists,,data\prices\6134_T.csv,
6135.T,ok,6276.0,data\prices\6135_T.csv,
6136.T,ok,6276.0,data\prices\6136_T.csv,
6137.T,ok,6276.0,data\prices\6137_T.csv,
6138.T,ok,6276.0,data\prices\6138_T.csv,
6140.T,ok,6276.0,data\prices\6140_T.csv,
6141.T,ok,6273.0,data\prices\6141_T.csv,
6143.T,ok,6276.0,data\prices\6143_T.csv,
6144.T,ok,5003.0,data\prices\6144_T.csv,
6145.T,ok,6535.0,data\prices\6145_T.csv,
6146.T,ok,6276.0,data\prices\6146_T.csv,
6147.T,ok,6533.0,data\prices\6147_T.csv,
6149.T,ok,6534.0,data\prices\6149_T.csv,
6150.T,ok,6535.0,data\prices\6150_T.csv,
6151.T,ok,6273.0,data\prices\6151_T.csv,
6155.T,ok,4892.0,data\prices\6155_T.csv,
6156.T,ok,5708.0,data\prices\6156_T.csv,
6157.T,ok,5262.0,data\prices\6157_T.csv,
6158.T,ok,5118.0,data\prices\6158_T.csv,
6159.T,ok,5106.0,data\prices\6159_T.csv,
6161.T,ok,4951.0,data\prices\6161_T.csv,
6165.T,ok,3248.0,data\prices\6165_T.csv,
6166.T,ok,2637.0,data\prices\6166_T.csv,
6167.T,ok,2636.0,data\prices\6167_T.csv,
6168.T,ok,1146.0,data\prices\6168_T.csv,
6171.T,ok,2593.0,data\prices\6171_T.csv,
6173.T,ok,2590.0,data\prices\6173_T.csv,
6174.T,ok,2580.0,data\prices\6174_T.csv,
6176.T,ok,2577.0,data\prices\6176_T.csv,
6177.T,ok,2561.0,data\prices\6177_T.csv,
6178.T,skipped_exists,,data\prices\6178_T.csv,
6180.T,ok,2554.0,data\prices\6180_T.csv,
6181.T,ok,2552.0,data\prices\6181_T.csv,
6182.T,ok,2535.0,data\prices\6182_T.csv,
6183.T,ok,2536.0,data\prices\6183_T.csv,
6184.T,ok,2526.0,data\prices\6184_T.csv,
6185.T,ok,2514.0,data\prices\6185_T.csv,
6186.T,ok,2513.0,data\prices\6186_T.csv,
6189.T,ok,2457.0,data\prices\6189_T.csv,
6190.T,ok,2457.0,data\prices\6190_T.csv,
6191.T,ok,2449.0,data\prices\6191_T.csv,
6193.T,ok,2393.0,data\prices\6193_T.csv,
6194.T,ok,2399.0,data\prices\6194_T.csv,
6195.T,ok,2399.0,data\prices\6195_T.csv,
6196.T,skipped_exists,,data\prices\6196_T.csv,
6197.T,ok,2389.0,data\prices\6197_T.csv,
6198.T,ok,2391.0,data\prices\6198_T.csv,
6199.T,ok,2386.0,data\prices\6199_T.csv,
6200.T,ok,2374.0,data\prices\6200_T.csv,
6201.T,ok,6276.0,data\prices\6201_T.csv,
6203.T,ok,6276.0,data\prices\6203_T.csv,
6208.T,ok,6276.0,data\prices\6208_T.csv,
6209.T,ok,590.0,data\prices\6209_T.csv,
6210.T,ok,5285.0,data\prices\6210_T.csv,
6217.T,ok,6273.0,data\prices\6217_T.csv,
6218.T,ok,6276.0,data\prices\6218_T.csv,
6222.T,ok,6273.0,data\prices\6222_T.csv,
6223.T,ok,593.0,data\prices\6223_T.csv,
6224.T,ok,630.0,data\prices\6224_T.csv,
6226.T,ok,973.0,data\prices\6226_T.csv,
6227.T,skipped_exists,,data\prices\6227_T.csv,
6228.T,ok,1210.0,data\prices\6228_T.csv,
6229.T,ok,1277.0,data\prices\6229_T.csv,
6230.T,ok,1271.0,data\prices\6230_T.csv,
6231.T,ok,1463.0,data\prices\6231_T.csv,
6232.T,ok,1757.0,data\prices\6232_T.csv,
6233.T,ok,1818.0,data\prices\6233_T.csv,
6235.T,ok,2019.0,data\prices\6235_T.csv,
6237.T,ok,2457.0,data\prices\6237_T.csv,
6238.T,ok,2517.0,data\prices\6238_T.csv,
6239.T,ok,2634.0,data\prices\6239_T.csv,
6240.T,ok,2809.0,data\prices\6240_T.csv,
6245.T,ok,6468.0,data\prices\6245_T.csv,
6246.T,ok,6468.0,data\prices\6246_T.csv,
6247.T,ok,6276.0,data\prices\6247_T.csv,
6248.T,ok,3134.0,data\prices\6248_T.csv,
6249.T,ok,4899.0,data\prices\6249_T.csv,
6250.T,ok,6276.0,data\prices\6250_T.csv,
6254.T,skipped_exists,,data\prices\6254_T.csv,
6255.T,ok,4590.0,data\prices\6255_T.csv,
6257.T,ok,4686.0,data\prices\6257_T.csv,
6258.T,ok,4723.0,data\prices\6258_T.csv,
6262.T,ok,4933.0,data\prices\6262_T.csv,
6264.T,ok,4715.0,data\prices\6264_T.csv,
6265.T,ok,5283.0,data\prices\6265_T.csv,
6266.T,ok,5353.0,data\prices\6266_T.csv,
6267.T,ok,5503.0,data\prices\6267_T.csv,
6268.T,ok,6276.0,data\prices\6268_T.csv,
6269.T,ok,5624.0,data\prices\6269_T.csv,
6272.T,ok,6276.0,data\prices\6272_T.csv,
6273.T,skipped_exists,,data\prices\6273_T.csv,
6276.T,ok,6535.0,data\prices\6276_T.csv,
6277.T,ok,6276.0,data\prices\6277_T.csv,
6278.T,ok,6276.0,data\prices\6278_T.csv,
6279.T,ok,6470.0,data\prices\6279_T.csv,
6282.T,ok,6276.0,data\prices\6282_T.csv,
6284.T,ok,3941.0,data\prices\6284_T.csv,
6286.T,ok,6534.0,data\prices\6286_T.csv,
6287.T,ok,6276.0,data\prices\6287_T.csv,
6289.T,ok,6470.0,data\prices\6289_T.csv,
6291.T,ok,6273.0,data\prices\6291_T.csv,
6292.T,ok,3945.0,data\prices\6292_T.csv,
6293.T,ok,6273.0,data\prices\6293_T.csv,
6294.T,ok,6468.0,data\prices\6294_T.csv,
6298.T,skipped_exists,,data\prices\6298_T.csv,
6301.T,ok,6535.0,data\prices\6301_T.csv,
6302.T,ok,6535.0,data\prices\6302_T.csv,
6305.T,ok,6276.0,data\prices\6305_T.csv,
6306.T,ok,6276.0,data\prices\6306_T.csv,
6307.T,ok,6470.0,data\prices\6307_T.csv,
6309.T,skipped_exists,,data\prices\6309_T.csv,
6310.T,ok,6276.0,data\prices\6310_T.csv,
6312.T,ok,6506.0,data\prices\6312_T.csv,
6315.T,ok,6273.0,data\prices\6315_T.csv,
6316.T,ok,6276.0,data\prices\6316_T.csv,
6317.T,ok,6276.0,data\prices\6317_T.csv,
6322.T,ok,6468.0,data\prices\6322_T.csv,
6323.T,ok,6535.0,data\prices\6323_T.csv,
6324.T,ok,6535.0,data\prices\6324_T.csv,
6325.T,ok,5034.0,data\prices\6325_T.csv,
6326.T,ok,6535.0,data\prices\6326_T.csv,
6327.T,ok,6534.0,data\prices\6327_T.csv,
6328.T,skipped_exists,,data\prices\6328_T.csv,
6330.T,ok,6276.0,data\prices\6330_T.csv,
6331.T,ok,6276.0,data\prices\6331_T.csv,
6332.T,ok,6276.0,data\prices\6332_T.csv,
6333.T,ok,5191.0,data\prices\6333_T.csv,
6334.T,ok,5038.0,data\prices\6334_T.csv,
6335.T,ok,6276.0,data\prices\6335_T.csv,
6336.T,ok,6273.0,data\prices\6336_T.csv,
6337.T,ok,6469.0,data\prices\6337_T.csv,
6338.T,ok,6463.0,data\prices\6338_T.csv,
6339.T,ok,6276.0,data\prices\6339_T.csv,
6340.T,ok,6276.0,data\prices\6340_T.csv,
