symbol,status,rows,path,error
3181.T,ok,3215.0,data\prices\3181_T.csv,
3182.T,skipped_exists,,data\prices\3182_T.csv,
3183.T,ok,5835.0,data\prices\3183_T.csv,
3184.T,ok,3123.0,data\prices\3184_T.csv,
3185.T,ok,3115.0,data\prices\3185_T.csv,
3186.T,skipped_exists,,data\prices\3186_T.csv,
3187.T,ok,3068.0,data\prices\3187_T.csv,
3189.T,ok,3025.0,data\prices\3189_T.csv,
318A.T,ok,280.0,data\prices\318A_T.csv,
3190.T,ok,2946.0,data\prices\3190_T.csv,
3191.T,ok,2926.0,data\prices\3191_T.csv,
3192.T,ok,2923.0,data\prices\3192_T.csv,
3193.T,skipped_exists,,data\prices\3193_T.csv,
3195.T,ok,2819.0,data\prices\3195_T.csv,
3196.T,skipped_exists,,data\prices\3196_T.csv,
3197.T,ok,2808.0,data\prices\3197_T.csv,
3198.T,ok,2763.0,data\prices\3198_T.csv,
3199.T,ok,2758.0,data\prices\3199_T.csv,
319A.T,ok,266.0,data\prices\319A_T.csv,
3201.T,ok,6276.0,data\prices\3201_T.csv,
3202.T,ok,6276.0,data\prices\3202_T.csv,
3204.T,ok,5635.0,data\prices\3204_T.csv,
3205.T,ok,6276.0,data\prices\3205_T.csv,
320A.T,ok,260.0,data\prices\320A_T.csv,
321A.T,ok,268.0,data\prices\321A_T.csv,
3221.T,skipped_exists,,data\prices\3221_T.csv,
3222.T,skipped_exists,,data\prices\3222_T.csv,
3223.T,ok,2702.0,data\prices\3223_T.csv,
3224.T,ok,2702.0,data\prices\3224_T.csv,
3226.T,ok,4817.0,data\prices\3226_T.csv,
322A.T,ok,265.0,data\prices\322A_T.csv,
3231.T,skipped_exists,,data\prices\3231_T.csv,
3232.T,ok,2702.0,data\prices\3232_T.csv,
3234.T,ok,4733.0,data\prices\3234_T.csv,
3236.T,ok,4724.0,data\prices\3236_T.csv,
3237.T,ok,4722.0,data\prices\3237_T.csv,
3238.T,ok,4717.0,data\prices\3238_T.csv,
323A.T,ok,256.0,data\prices\323A_T.csv,
3241.T,ok,4684.0,data\prices\3241_T.csv,
3242.T,ok,4655.0,data\prices\3242_T.csv,
3245.T,ok,4568.0,data\prices\3245_T.csv,
3246.T,ok,3413.0,data\prices\3246_T.csv,
3248.T,ok,4517.0,data\prices\3248_T.csv,
3249.T,ok,4516.0,data\prices\3249_T.csv,
324A.T,ok,255.0,data\prices\324A_T.csv,
3252.T,ok,2756.0,data\prices\3252_T.csv,
325A.T,ok,251.0,data\prices\325A_T.csv,
3261.T,ok,2759.0,data\prices\3261_T.csv,
3266.T,ok,4467.0,data\prices\3266_T.csv,
3267.T,ok,2291.0,data\prices\3267_T.csv,
3269.T,ok,4467.0,data\prices\3269_T.csv,
326A.T,ok,249.0,data\prices\326A_T.csv,
3271.T,skipped_exists,,data\prices\3271_T.csv,
3276.T,ok,3538.0,data\prices\3276_T.csv,
3277.T,ok,3503.0,data\prices\3277_T.csv,
3279.T,ok,3380.0,data\prices\3279_T.csv,
3280.T,ok,3234.0,data\prices\3280_T.csv,
3281.T,ok,3234.0,data\prices\3281_T.csv,
3282.T,ok,3220.0,data\prices\3282_T.csv,
3283.T,ok,3215.0,data\prices\3283_T.csv,
3284.T,ok,3184.0,data\prices\3284_T.csv,
3286.T,ok,3122.0,data\prices\3286_T.csv,
3287.T,ok,3113.0,data\prices\3287_T.csv,
3288.T,ok,3065.0,data\prices\3288_T.csv,
3289.T,ok,3056.0,data\prices\3289_T.csv,
328A.T,ok,255.0,data\prices\328A_T.csv,
3290.T,ok,3041.0,data\prices\3290_T.csv,
3291.T,ok,3684.0,data\prices\3291_T.csv,
3292.T,ok,3023.0,data\prices\3292_T.csv,
3293.T,ok,3006.0,data\prices\3293_T.csv,
3294.T,ok,3005.0,data\prices\3294_T.csv,
3295.T,ok,2974.0,data\prices\3295_T.csv,
3296.T,ok,2922.0,data\prices\3296_T.csv,
3297.T,ok,2905.0,data\prices\3297_T.csv,
3299.T,ok,2886.0,data\prices\3299_T.csv,
329A.T,ok,243.0,data\prices\329A_T.csv,
3300.T,ok,2821.0,data\prices\3300_T.csv,
3302.T,skipped_exists,,data\prices\3302_T.csv,
3306.T,ok,6272.0,data\prices\3306_T.csv,
3309.T,ok,2772.0,data\prices\3309_T.csv,
330A.T,ok,239.0,data\prices\330A_T.csv,
3315.T,ok,5444.0,data\prices\3315_T.csv,
3317.T,ok,5440.0,data\prices\3317_T.csv,
331A.T,ok,238.0,data\prices\331A_T.csv,
3320.T,ok,5419.0,data\prices\3320_T.csv,
3321.T,ok,5414.0,data\prices\3321_T.csv,
3323.T,ok,5385.0,data\prices\3323_T.csv,
3326.T,ok,5372.0,data\prices\3326_T.csv,
3329.T,ok,5354.0,data\prices\3329_T.csv,
332A.T,ok,237.0,data\prices\332A_T.csv,
3333.T,ok,4984.0,data\prices\3333_T.csv,
333A.T,ok,239.0,data\prices\333A_T.csv,
3341.T,error,,,No price data from stooq: 3341.T
3349.T,ok,5268.0,data\prices\3349_T.csv,
334A.T,ok,235.0,data\prices\334A_T.csv,
3350.T,ok,5265.0,data\prices\3350_T.csv,
3352.T,ok,5257.0,data\prices\3352_T.csv,
3353.T,ok,5257.0,data\prices\3353_T.csv,
3355.T,ok,5248.0,data\prices\3355_T.csv,
3358.T,ok,5204.0,data\prices\3358_T.csv,
3359.T,ok,3068.0,data\prices\3359_T.csv,
335A.T,ok,235.0,data\prices\335A_T.csv,
3360.T,ok,5195.0,data\prices\3360_T.csv,
3361.T,ok,3934.0,data\prices\3361_T.csv,
336A.T,ok,233.0,data\prices\336A_T.csv,
3370.T,ok,5154.0,data\prices\3370_T.csv,
3371.T,ok,4298.0,data\prices\3371_T.csv,
3372.T,ok,5123.0,data\prices\3372_T.csv,
3374.T,ok,5115.0,data\prices\3374_T.csv,
3375.T,ok,5112.0,data\prices\3375_T.csv,
3377.T,ok,4806.0,data\prices\3377_T.csv,
3382.T,ok,6535.0,data\prices\3382_T.csv,
3386.T,ok,5040.0,data\prices\3386_T.csv,
3387.T,ok,5039.0,data\prices\3387_T.csv,
3388.T,ok,5034.0,data\prices\3388_T.csv,
338A.T,ok,232.0,data\prices\338A_T.csv,
3391.T,skipped_exists,,data\prices\3391_T.csv,
3392.T,skipped_exists,,data\prices\3392_T.csv,
3393.T,ok,4980.0,data\prices\3393_T.csv,
3395.T,skipped_exists,,data\prices\3395_T.csv,
3396.T,ok,4944.0,data\prices\3396_T.csv,
3397.T,skipped_exists,,data\prices\3397_T.csv,
3399.T,ok,4937.0,data\prices\3399_T.csv,
339A.T,ok,232.0,data\prices\339A_T.csv,
3401.T,ok,6535.0,data\prices\3401_T.csv,
3402.T,ok,6535.0,data\prices\3402_T.csv,
3405.T,ok,6535.0,data\prices\3405_T.csv,
3407.T,ok,6535.0,data\prices\3407_T.csv,
3409.T,ok,6421.0,data\prices\3409_T.csv,
340A.T,ok,231.0,data\prices\340A_T.csv,
3415.T,skipped_exists,,data\prices\3415_T.csv,
3416.T,ok,2580.0,data\prices\3416_T.csv,
3417.T,ok,6535.0,data\prices\3417_T.csv,
3418.T,ok,2498.0,data\prices\3418_T.csv,
341A.T,ok,232.0,data\prices\341A_T.csv,
3420.T,ok,6462.0,data\prices\3420_T.csv,
3421.T,ok,6273.0,data\prices\3421_T.csv,
3422.T,ok,1221.0,data\prices\3422_T.csv,
3423.T,ok,6535.0,data\prices\3423_T.csv,
3426.T,ok,6360.0,data\prices\3426_T.csv,
3431.T,ok,5561.0,data\prices\3431_T.csv,
3433.T,ok,5502.0,data\prices\3433_T.csv,
3434.T,ok,5426.0,data\prices\3434_T.csv,
3435.T,ok,5109.0,data\prices\3435_T.csv,
3436.T,ok,5592.0,data\prices\3436_T.csv,
3437.T,ok,4853.0,data\prices\3437_T.csv,
3439.T,ok,4574.0,data\prices\3439_T.csv,
343A.T,ok,226.0,data\prices\343A_T.csv,
3440.T,ok,1622.0,data\prices\3440_T.csv,
3441.T,ok,4511.0,data\prices\3441_T.csv,
3443.T,ok,6276.0,data\prices\3443_T.csv,
3444.T,ok,3533.0,data\prices\3444_T.csv,
3445.T,ok,2699.0,data\prices\3445_T.csv,
3446.T,ok,1968.0,data\prices\3446_T.csv,
3447.T,ok,1955.0,data\prices\3447_T.csv,
3448.T,ok,1573.0,data\prices\3448_T.csv,
3449.T,skipped_exists,,data\prices\3449_T.csv,
3450.T,ok,1075.0,data\prices\3450_T.csv,
3451.T,ok,2776.0,data\prices\3451_T.csv,
3452.T,skipped_exists,,data\prices\3452_T.csv,
3454.T,ok,2723.0,data\prices\3454_T.csv,
3455.T,ok,2702.0,data\prices\3455_T.csv,
3457.T,ok,2698.0,data\prices\3457_T.csv,
3459.T,ok,2633.0,data\prices\3459_T.csv,
345A.T,ok,39.0,data\prices\345A_T.csv,
3461.T,ok,2604.0,data\prices\3461_T.csv,
3462.T,ok,3135.0,data\prices\3462_T.csv,
3463.T,ok,2531.0,data\prices\3463_T.csv,
3465.T,ok,2514.0,data\prices\3465_T.csv,
3466.T,ok,2479.0,data\prices\3466_T.csv,
3467.T,ok,2457.0,data\prices\3467_T.csv,
3468.T,ok,2435.0,data\prices\3468_T.csv,
3469.T,ok,2374.0,data\prices\3469_T.csv,
346A.T,ok,232.0,data\prices\346A_T.csv,
3470.T,ok,2368.0,data\prices\3470_T.csv,
3471.T,ok,2366.0,data\prices\3471_T.csv,
3472.T,ok,2346.0,data\prices\3472_T.csv,
3474.T,ok,2326.0,data\prices\3474_T.csv,
3475.T,ok,2280.0,data\prices\3475_T.csv,
3476.T,ok,2274.0,data\prices\3476_T.csv,
3477.T,ok,2269.0,data\prices\3477_T.csv,
3479.T,skipped_exists,,data\prices\3479_T.csv,
347A.T,ok,226.0,data\prices\347A_T.csv,
3480.T,ok,2127.0,data\prices\3480_T.csv,
3481.T,ok,2088.0,data\prices\3481_T.csv,
3482.T,ok,2078.0,data\prices\3482_T.csv,
3483.T,ok,2054.0,data\prices\3483_T.csv,
3484.T,ok,2059.0,data\prices\3484_T.csv,
3486.T,skipped_exists,,data\prices\3486_T.csv,
3487.T,ok,1984.0,data\prices\3487_T.csv,
3488.T,ok,1978.0,data\prices\3488_T.csv,
3489.T,skipped_exists,,data\prices\3489_T.csv,
348A.T,ok,232.0,data\prices\348A_T.csv,
3490.T,ok,1948.0,data\prices\3490_T.csv,
3491.T,skipped_exists,,data\prices\3491_T.csv,
3492.T,ok,1862.0,data\prices\3492_T.csv,
3494.T,ok,1828.0,data\prices\3494_T.csv,
3495.T,ok,1828.0,data\prices\3495_T.csv,
3496.T,skipped_exists,,data\prices\3496_T.csv,
3498.T,skipped_exists,,data\prices\3498_T.csv,
349A.T,ok,230.0,data\prices\349A_T.csv,
3501.T,ok,6276.0,data\prices\3501_T.csv,
350A.T,ok,215.0,data\prices\350A_T.csv,
3512.T,ok,6276.0,data\prices\3512_T.csv,
3513.T,ok,6273.0,data\prices\3513_T.csv,
351A.T,ok,216.0,data\prices\351A_T.csv,
3521.T,ok,6276.0,data\prices\3521_T.csv,
3524.T,ok,6276.0,data\prices\3524_T.csv,
3526.T,ok,6267.0,data\prices\3526_T.csv,
3529.T,ok,6273.0,data\prices\3529_T.csv,
352A.T,ok,213.0,data\prices\352A_T.csv,
3536.T,ok,5337.0,data\prices\3536_T.csv,
3537.T,ok,2459.0,data\prices\3537_T.csv,
3538.T,ok,2454.0,data\prices\3538_T.csv,
3539.T,ok,2434.0,data\prices\3539_T.csv,
3540.T,error,,,No price data from stooq: 3540.T
3541.T,ok,2398.0,data\prices\3541_T.csv,
3542.T,ok,2390.0,data\prices\3542_T.csv,
3543.T,skipped_exists,,data\prices\3543_T.csv,
3544.T,ok,5544.0,data\prices\3544_T.csv,
3546.T,ok,4719.0,data\prices\3546_T.csv,
3547.T,skipped_exists,,data\prices\3547_T.csv,
3548.T,ok,2306.0,data\prices\3548_T.csv,
3549.T,ok,4937.0,data\prices\3549_T.csv,
354A.T,ok,217.0,data\prices\354A_T.csv,
3550.T,ok,2287.0,data\prices\3550_T.csv,
3551.T,ok,6276.0,data\prices\3551_T.csv,
3553.T,ok,6276.0,data\prices\3553_T.csv,
3556.T,ok,2272.0,data\prices\3556_T.csv,
3557.T,ok,2228.0,data\prices\3557_T.csv,
3558.T,ok,2221.0,data\prices\3558_T.csv,
3559.T,ok,2219.0,data\prices\3559_T.csv,
355A.T,ok,216.0,data\prices\355A_T.csv,
3560.T,ok,2213.0,data\prices\3560_T.csv,
3561.T,skipped_exists,,data\prices\3561_T.csv,
3562.T,ok,2205.0,data\prices\3562_T.csv,
3563.T,skipped_exists,,data\prices\3563_T.csv,
3565.T,ok,2186.0,data\prices\3565_T.csv,
3566.T,ok,2128.0,data\prices\3566_T.csv,
3569.T,ok,6273.0,data\prices\3569_T.csv,
356A.T,ok,218.0,data\prices\356A_T.csv,
3571.T,ok,6273.0,data\prices\3571_T.csv,
3577.T,ok,6276.0,data\prices\3577_T.csv,
357A.T,ok,194.0,data\prices\357A_T.csv,
3580.T,ok,6273.0,data\prices\3580_T.csv,
3583.T,ok,6276.0,data\prices\3583_T.csv,
358A.T,ok,194.0,data\prices\358A_T.csv,
3591.T,skipped_exists,,data\prices\3591_T.csv,
3593.T,skipped_exists,,data\prices\3593_T.csv,
3597.T,ok,6273.0,data\prices\3597_T.csv,
3598.T,ok,6461.0,data\prices\3598_T.csv,
359A.T,ok,194.0,data\prices\359A_T.csv,
3600.T,ok,6469.0,data\prices\3600_T.csv,
3607.T,ok,5168.0,data\prices\3607_T.csv,
3608.T,skipped_exists,,data\prices\3608_T.csv,
360A.T,ok,161.0,data\prices\360A_T.csv,
3611.T,ok,2024.0,data\prices\3611_T.csv,
3612.T,ok,1817.0,data\prices\3612_T.csv,
361A.T,ok,193.0,data\prices\361A_T.csv,
3622.T,ok,4424.0,data\prices\3622_T.csv,
3623.T,ok,4415.0,data\prices\3623_T.csv,
3624.T,ok,4416.0,data\prices\3624_T.csv,
3625.T,ok,4409.0,data\prices\3625_T.csv,
3626.T,ok,6276.0,data\prices\3626_T.csv,
3627.T,ok,4371.0,data\prices\3627_T.csv,
3628.T,ok,4289.0,data\prices\3628_T.csv,
362A.T,ok,184.0,data\prices\362A_T.csv,
3632.T,ok,4230.0,data\prices\3632_T.csv,
3633.T,ok,4228.0,data\prices\3633_T.csv,
3634.T,ok,4159.0,data\prices\3634_T.csv,
3635.T,ok,6273.0,data\prices\3635_T.csv,
3636.T,ok,4050.0,data\prices\3636_T.csv,
3639.T,ok,3871.0,data\prices\3639_T.csv,
363A.T,ok,190.0,data\prices\363A_T.csv,
3640.T,ok,3862.0,data\prices\3640_T.csv,
3641.T,ok,3863.0,data\prices\3641_T.csv,
3645.T,ok,3742.0,data\prices\3645_T.csv,
3646.T,ok,3695.0,data\prices\3646_T.csv,
3647.T,ok,3697.0,data\prices\3647_T.csv,
3648.T,ok,3689.0,data\prices\3648_T.csv,
3649.T,ok,3682.0,data\prices\3649_T.csv,
364A.T,ok,184.0,data\prices\364A_T.csv,
3652.T,ok,3620.0,data\prices\3652_T.csv,
3653.T,ok,3601.0,data\prices\3653_T.csv,
3655.T,ok,3557.0,data\prices\3655_T.csv,
3656.T,ok,3555.0,data\prices\3656_T.csv,
3657.T,ok,3535.0,data\prices\3657_T.csv,
3659.T,ok,3502.0,data\prices\3659_T.csv,
365A.T,ok,175.0,data\prices\365A_T.csv,
3660.T,skipped_exists,,data\prices\3660_T.csv,
3661.T,skipped_exists,,data\prices\3661_T.csv,
3662.T,ok,3426.0,data\prices\3662_T.csv,
3663.T,skipped_exists,,data\prices\3663_T.csv,
3664.T,ok,3370.0,data\prices\3664_T.csv,
3665.T,ok,3352.0,data\prices\3665_T.csv,
3667.T,ok,3234.0,data\prices\3667_T.csv,
3668.T,ok,3253.0,data\prices\3668_T.csv,
366A.T,ok,174.0,data\prices\366A_T.csv,
3670.T,ok,3211.0,data\prices\3670_T.csv,
3671.T,ok,3196.0,data\prices\3671_T.csv,
3672.T,ok,3194.0,data\prices\3672_T.csv,
3673.T,skipped_exists,,data\prices\3673_T.csv,
3674.T,ok,3165.0,data\prices\3674_T.csv,
3675.T,ok,4264.0,data\prices\3675_T.csv,
3676.T,skipped_exists,,data\prices\3676_T.csv,
3678.T,ok,3024.0,data\prices\3678_T.csv,
3679.T,ok,3022.0,data\prices\3679_T.csv,
367A.T,ok,173.0,data\prices\367A_T.csv,
3680.T,ok,3011.0,data\prices\3680_T.csv,
3681.T,ok,3011.0,data\prices\3681_T.csv,
3682.T,ok,3010.0,data\prices\3682_T.csv,
3683.T,skipped_exists,,data\prices\3683_T.csv,
3686.T,ok,2943.0,data\prices\3686_T.csv,
3687.T,skipped_exists,,data\prices\3687_T.csv,
3688.T,error,,,No price data from stooq: 3688.T
368A.T,ok,172.0,data\prices\368A_T.csv,
3690.T,ok,2822.0,data\prices\3690_T.csv,
3691.T,ok,2822.0,data\prices\3691_T.csv,
3692.T,ok,2815.0,data\prices\3692_T.csv,
3694.T,ok,2799.0,data\prices\3694_T.csv,
3695.T,skipped_exists,,data\prices\3695_T.csv,
3696.T,skipped_exists,,data\prices\3696_T.csv,
3697.T,skipped_exists,,data\prices\3697_T.csv,
3698.T,ok,2774.0,data\prices\3698_T.csv,
369A.T,ok,171.0,data\prices\369A_T.csv,
3708.T,ok,6276.0,data\prices\3708_T.csv,
370A.T,ok,174.0,data\prices\370A_T.csv,
3710.T,ok,5679.0,data\prices\3710_T.csv,
3712.T,ok,5647.0,data\prices\3712_T.csv,
3719.T,ok,5569.0,data\prices\3719_T.csv,
371A.T,ok,170.0,data\prices\371A_T.csv,
3723.T,ok,5515.0,data\prices\3723_T.csv,
3726.T,ok,5512.0,data\prices\3726_T.csv,
3727.T,ok,5504.0,data\prices\3727_T.csv,
372A.T,ok,169.0,data\prices\372A_T.csv,
3733.T,ok,5455.0,data\prices\3733_T.csv,
373A.T,ok,169.0,data\prices\373A_T.csv,
3741.T,ok,5378.0,data\prices\3741_T.csv,
3744.T,ok,5338.0,data\prices\3744_T.csv,
3747.T,ok,5308.0,data\prices\3747_T.csv,
374A.T,ok,164.0,data\prices\374A_T.csv,
3750.T,ok,6276.0,data\prices\3750_T.csv,
3753.T,ok,5276.0,data\prices\3753_T.csv,
3758.T,ok,5244.0,data\prices\3758_T.csv,
375A.T,ok,174.0,data\prices\375A_T.csv,
3760.T,ok,5237.0,data\prices\3760_T.csv,
3762.T,skipped_exists,,data\prices\3762_T.csv,
3763.T,ok,5190.0,data\prices\3763_T.csv,
3765.T,ok,5184.0,data\prices\3765_T.csv,
3766.T,ok,5184.0,data\prices\3766_T.csv,
3768.T,ok,5174.0,data\prices\3768_T.csv,
3769.T,skipped_exists,,data\prices\3769_T.csv,
376A.T,ok,118.0,data\prices\376A_T.csv,
3771.T,skipped_exists,,data\prices\3771_T.csv,
3772.T,ok,5120.0,data\prices\3772_T.csv,
3773.T,skipped_exists,,data\prices\3773_T.csv,
3774.T,skipped_exists,,data\prices\3774_T.csv,
3776.T,ok,5079.0,data\prices\3776_T.csv,
3777.T,ok,5048.0,data\prices\3777_T.csv,
3778.T,ok,5029.0,data\prices\3778_T.csv,
3779.T,ok,6535.0,data\prices\3779_T.csv,
3787.T,ok,4984.0,data\prices\3787_T.csv,
3788.T,ok,4982.0,data\prices\3788_T.csv,
378A.T,ok,165.0,data\prices\378A_T.csv,
3791.T,ok,4979.0,data\prices\3791_T.csv,
3793.T,ok,4943.0,data\prices\3793_T.csv,
3796.T,ok,4938.0,data\prices\3796_T.csv,
3798.T,ok,4935.0,data\prices\3798_T.csv,
3799.T,ok,4427.0,data\prices\3799_T.csv,
379A.T,ok,172.0,data\prices\379A_T.csv,
3800.T,ok,4919.0,data\prices\3800_T.csv,
3802.T,ok,1432.0,data\prices\3802_T.csv,
3803.T,ok,4892.0,data\prices\3803_T.csv,
3804.T,ok,4888.0,data\prices\3804_T.csv,
3807.T,ok,4858.0,data\prices\3807_T.csv,
380A.T,ok,172.0,data\prices\380A_T.csv,
3810.T,ok,4839.0,data\prices\3810_T.csv,
3815.T,ok,4787.0,data\prices\3815_T.csv,
3816.T,ok,4777.0,data\prices\3816_T.csv,
3817.T,skipped_exists,,data\prices\3817_T.csv,
381A.T,ok,162.0,data\prices\381A_T.csv,
3823.T,ok,4763.0,data\prices\3823_T.csv,
3825.T,ok,4732.0,data\prices\3825_T.csv,
3826.T,ok,4731.0,data\prices\3826_T.csv,
382A.T,ok,149.0,data\prices\382A_T.csv,
3834.T,ok,4715.0,data\prices\3834_T.csv,
3835.T,ok,4715.0,data\prices\3835_T.csv,
3836.T,skipped_exists,,data\prices\3836_T.csv,
3837.T,ok,4681.0,data\prices\3837_T.csv,
3839.T,ok,4668.0,data\prices\3839_T.csv,
383A.T,ok,168.0,data\prices\383A_T.csv,
3840.T,ok,4666.0,data\prices\3840_T.csv,
3841.T,ok,4663.0,data\prices\3841_T.csv,
3842.T,ok,4664.0,data\prices\3842_T.csv,
3843.T,ok,4660.0,data\prices\3843_T.csv,
3844.T,skipped_exists,,data\prices\3844_T.csv,
3845.T,ok,4661.0,data\prices\3845_T.csv,
3848.T,ok,4635.0,data\prices\3848_T.csv,
3850.T,ok,4607.0,data\prices\3850_T.csv,
3851.T,ok,4603.0,data\prices\3851_T.csv,
3853.T,ok,4596.0,data\prices\3853_T.csv,
3854.T,skipped_exists,,data\prices\3854_T.csv,
3856.T,ok,4535.0,data\prices\3856_T.csv,
3858.T,ok,4498.0,data\prices\3858_T.csv,
385A.T,ok,154.0,data\prices\385A_T.csv,
3861.T,ok,6535.0,data\prices\3861_T.csv,
3863.T,skipped_exists,,data\prices\3863_T.csv,
3864.T,ok,5038.0,data\prices\3864_T.csv,
3865.T,ok,6535.0,data\prices\3865_T.csv,
386A.T,ok,155.0,data\prices\386A_T.csv,
3877.T,ok,6276.0,data\prices\3877_T.csv,
3878.T,ok,6276.0,data\prices\3878_T.csv,
387A.T,ok,151.0,data\prices\387A_T.csv,
3880.T,skipped_exists,,data\prices\3880_T.csv,
3891.T,ok,6535.0,data\prices\3891_T.csv,
3892.T,ok,6288.0,data\prices\3892_T.csv,
3895.T,ok,5204.0,data\prices\3895_T.csv,
3896.T,ok,3289.0,data\prices\3896_T.csv,
389A.T,ok,154.0,data\prices\389A_T.csv,
3900.T,ok,2765.0,data\prices\3900_T.csv,
3901.T,ok,2763.0,data\prices\3901_T.csv,
3902.T,ok,2763.0,data\prices\3902_T.csv,
3903.T,ok,2761.0,data\prices\3903_T.csv,
3904.T,ok,2756.0,data\prices\3904_T.csv,
3905.T,skipped_exists,,data\prices\3905_T.csv,
3907.T,ok,2720.0,data\prices\3907_T.csv,
3908.T,ok,2703.0,data\prices\3908_T.csv,
3909.T,ok,2701.0,data\prices\3909_T.csv,
3910.T,ok,2703.0,data\prices\3910_T.csv,
3911.T,ok,2646.0,data\prices\3911_T.csv,
3912.T,ok,2697.0,data\prices\3912_T.csv,
3913.T,ok,2696.0,data\prices\3913_T.csv,
3914.T,ok,2673.0,data\prices\3914_T.csv,
3915.T,ok,2673.0,data\prices\3915_T.csv,
3916.T,skipped_exists,,data\prices\3916_T.csv,
3917.T,ok,2619.0,data\prices\3917_T.csv,
3918.T,ok,2608.0,data\prices\3918_T.csv,
3920.T,ok,2578.0,data\prices\3920_T.csv,
3921.T,ok,2531.0,data\prices\3921_T.csv,
3922.T,skipped_exists,,data\prices\3922_T.csv,
3923.T,skipped_exists,,data\prices\3923_T.csv,
3924.T,ok,2522.0,data\prices\3924_T.csv,
3925.T,ok,2520.0,data\prices\3925_T.csv,
3926.T,ok,2518.0,data\prices\3926_T.csv,
3927.T,ok,2516.0,data\prices\3927_T.csv,
3928.T,ok,2516.0,data\prices\3928_T.csv,
3929.T,ok,2514.0,data\prices\3929_T.csv,
392A.T,ok,147.0,data\prices\392A_T.csv,
3930.T,ok,2473.0,data\prices\3930_T.csv,
3931.T,ok,2468.0,data\prices\3931_T.csv,
3932.T,ok,2458.0,data\prices\3932_T.csv,
3933.T,ok,2455.0,data\prices\3933_T.csv,
3934.T,ok,2453.0,data\prices\3934_T.csv,
3935.T,ok,2438.0,data\prices\3935_T.csv,
3936.T,ok,2435.0,data\prices\3936_T.csv,
3937.T,ok,2394.0,data\prices\3937_T.csv,
3939.T,ok,2335.0,data\prices\3939_T.csv,
393A.T,ok,154.0,data\prices\393A_T.csv,
3940.T,ok,2334.0,data\prices\3940_T.csv,
3941.T,ok,6276.0,data\prices\3941_T.csv,
3943.T,ok,987.0,data\prices\3943_T.csv,
3944.T,ok,6467.0,data\prices\3944_T.csv,
3945.T,ok,6273.0,data\prices\3945_T.csv,
3946.T,ok,6276.0,data\prices\3946_T.csv,
3947.T,ok,6276.0,data\prices\3947_T.csv,
3948.T,ok,6535.0,data\prices\3948_T.csv,
394A.T,ok,157.0,data\prices\394A_T.csv,
3950.T,ok,6095.0,data\prices\3950_T.csv,
3951.T,ok,5794.0,data\prices\3951_T.csv,
3953.T,ok,6528.0,data\prices\3953_T.csv,
3954.T,ok,6535.0,data\prices\3954_T.csv,
3955.T,ok,6273.0,data\prices\3955_T.csv,
3958.T,ok,600.0,data\prices\3958_T.csv,
395A.T,ok,157.0,data\prices\395A_T.csv,
3961.T,ok,2328.0,data\prices\3961_T.csv,
3962.T,ok,2328.0,data\prices\3962_T.csv,
3963.T,ok,2327.0,data\prices\3963_T.csv,
3964.T,ok,2206.0,data\prices\3964_T.csv,
3965.T,ok,2320.0,data\prices\3965_T.csv,
3967.T,ok,2286.0,data\prices\3967_T.csv,
3968.T,ok,2270.0,data\prices\3968_T.csv,
3969.T,ok,2269.0,data\prices\3969_T.csv,
396A.T,ok,157.0,data\prices\396A_T.csv,
3970.T,ok,2270.0,data\prices\3970_T.csv,
3974.T,ok,2267.0,data\prices\3974_T.csv,
3976.T,ok,2247.0,data\prices\3976_T.csv,
3979.T,ok,2214.0,data\prices\3979_T.csv,
3981.T,ok,2212.0,data\prices\3981_T.csv,
3983.T,skipped_exists,,data\prices\3983_T.csv,
3984.T,ok,2204.0,data\prices\3984_T.csv,
3985.T,ok,2199.0,data\prices\3985_T.csv,
3986.T,ok,2152.0,data\prices\3986_T.csv,
3987.T,ok,2149.0,data\prices\3987_T.csv,
3988.T,ok,2142.0,data\prices\3988_T.csv,
3989.T,ok,2117.0,data\prices\3989_T.csv,
398A.T,ok,142.0,data\prices\398A_T.csv,
3991.T,ok,2087.0,data\prices\3991_T.csv,
3992.T,ok,2084.0,data\prices\3992_T.csv,
3993.T,skipped_exists,,data\prices\3993_T.csv,
3994.T,ok,2077.0,data\prices\3994_T.csv,
3996.T,ok,2039.0,data\prices\3996_T.csv,
3997.T,ok,2033.0,data\prices\3997_T.csv,
3998.T,ok,2020.0,data\prices\3998_T.csv,
399A.T,ok,151.0,data\prices\399A_T.csv,
4004.T,ok,6535.0,data\prices\4004_T.csv,
4005.T,ok,6535.0,data\prices\4005_T.csv,
4008.T,ok,6276.0,data\prices\4008_T.csv,
4011.T,ok,1329.0,data\prices\4011_T.csv,
4012.T,ok,1329.0,data\prices\4012_T.csv,
4013.T,skipped_exists,,data\prices\4013_T.csv,
4014.T,ok,1311.0,data\prices\4014_T.csv,
4015.T,ok,1295.0,data\prices\4015_T.csv,
4016.T,ok,1291.0,data\prices\4016_T.csv,
4017.T,ok,1291.0,data\prices\4017_T.csv,
4019.T,ok,1279.0,data\prices\4019_T.csv,
401A.T,ok,139.0,data\prices\401A_T.csv,
4020.T,ok,1276.0,data\prices\4020_T.csv,
4021.T,skipped_exists,,data\prices\4021_T.csv,
4022.T,ok,6276.0,data\prices\4022_T.csv,
4023.T,ok,6276.0,data\prices\4023_T.csv,
4025.T,ok,6470.0,data\prices\4025_T.csv,
