date,equity
2025-01-01,3000000.0
2025-01-02,3000000.0
2025-01-03,3000000.0
2025-01-06,3000701.9499999997
2025-01-07,3000701.95
2025-01-08,3014498.5500000003
2025-01-09,3014498.5500000003
2025-01-10,2983996.55
2025-01-13,2983996.55
2025-01-14,2983996.55
2025-01-15,2983996.55
2025-01-16,3005711.55
2025-01-17,3029254.65
2025-01-20,3041915.0
2025-01-21,3041915.0
2025-01-22,3041915.0
2025-01-23,3041915.0
2025-01-24,3061195.9
2025-01-27,3061195.9
2025-01-28,3184037.15
2025-01-29,3184037.15
2025-01-30,3184037.15
2025-01-31,3184037.15
2025-02-03,3184037.15
2025-02-04,3205989.5
2025-02-05,3228563.0
2025-02-06,3228563.0
2025-02-07,3223482.7
2025-02-10,3175033.0
2025-02-11,3175033.0
2025-02-12,3175033.0
2025-02-13,3175033.0
2025-02-14,3078426.5
2025-02-17,3065000.5
2025-02-18,3033943.0
2025-02-19,3033943.0
2025-02-20,3033943.0
2025-02-21,3033943.0
2025-02-24,3033943.0
2025-02-25,3014056.1
2025-02-26,3014056.1
2025-02-27,3014056.1
2025-02-28,3014056.1
2025-03-03,3014056.1
2025-03-04,3054991.4
2025-03-05,3079988.9
2025-03-06,3099926.3
2025-03-07,3130600.0000000005
2025-03-10,3130600.0000000005
2025-03-11,3146457.0
2025-03-12,3183599.75
2025-03-13,3183599.75
2025-03-14,3157945.75
2025-03-17,3157945.75
2025-03-18,3157945.7500000005
2025-03-19,3157945.7500000005
2025-03-20,3157945.7500000005
2025-03-21,3157945.7500000005
2025-03-24,3157945.7500000005
2025-03-25,3157945.7500000005
2025-03-26,3081246.3500000006
2025-03-27,3081246.3500000006
2025-03-28,3081246.3500000006
2025-03-31,2905607.3500000006
2025-04-01,2891517.8500000006
2025-04-02,2891517.8500000006
2025-04-03,2891517.8500000006
2025-04-04,2891517.8500000006
2025-04-07,2938886.8500000006
2025-04-08,3046234.7000000007
2025-04-09,3069972.2250000006
2025-04-10,3193707.325000001
2025-04-11,3228804.825000001
2025-04-14,3243826.050000001
2025-04-15,3267384.300000001
2025-04-16,3320671.9000000013
2025-04-17,3320671.9000000013
2025-04-18,3340871.9000000013
2025-04-21,3362763.6500000013
2025-04-22,3384973.550000001
2025-04-23,3384973.550000001
2025-04-24,3384973.550000001
2025-04-25,3409213.550000001
2025-04-28,3409213.550000001
2025-04-29,3409213.550000001
2025-04-30,3409213.550000001
2025-05-01,3409213.550000001
2025-05-02,3409213.550000001
2025-05-05,3409213.550000001
2025-05-06,3409213.550000001
2025-05-07,3409213.550000001
2025-05-08,3409213.550000001
2025-05-09,3457148.1500000013
2025-05-12,3457148.1500000013
2025-05-13,3457148.1500000013
2025-05-14,3450613.4500000016
2025-05-15,3474207.0500000017
2025-05-16,3459680.0500000017
2025-05-19,3483314.0500000017
2025-05-20,3483314.0500000017
2025-05-21,3523330.250000002
2025-05-22,3546398.6500000013
2025-05-23,3546398.6500000013
2025-05-26,3497353.050000001
2025-05-27,3526138.050000001
2025-05-28,3550953.7500000014
2025-05-29,3550953.7500000014
2025-05-30,3550953.7500000014
2025-06-02,3550953.7500000014
2025-06-03,3550953.7500000014
2025-06-04,3550953.7500000014
2025-06-05,3550953.7500000014
2025-06-06,3531313.7500000014
2025-06-09,3531313.7500000014
2025-06-10,3531313.7500000014
2025-06-11,3531313.7500000014
2025-06-12,3531313.7500000014
2025-06-13,3531313.7500000014
2025-06-16,3531313.7500000014
2025-06-17,3531313.7500000014
2025-06-18,3531313.7500000014
2025-06-19,3531313.7500000014
2025-06-20,3531313.7500000014
2025-06-23,3531313.7500000014
2025-06-24,3531313.7500000014
2025-06-25,3531313.7500000014
2025-06-26,3531313.7500000014
2025-06-27,3531313.7500000014
2025-06-30,3531313.7500000014
2025-07-01,3528738.2500000014
2025-07-02,3573902.9250000017
2025-07-03,3627465.275000002
2025-07-04,3627465.275000002
2025-07-07,3627465.275000002
2025-07-08,3627465.275000002
2025-07-09,3627465.2750000013
2025-07-10,3586156.2750000013
2025-07-11,3625962.9000000013
2025-07-14,3625962.9000000013
2025-07-15,3659383.1000000015
2025-07-16,3681279.9000000013
2025-07-17,3681279.9000000013
2025-07-18,3681279.9000000013
2025-07-21,3681279.9000000013
2025-07-22,3681279.9000000013
2025-07-23,3681279.9000000013
2025-07-24,3666937.9000000013
2025-07-25,3666937.9000000013
2025-07-28,3666937.9000000013
2025-07-29,3741930.4000000013
2025-07-30,3707034.9000000013
2025-07-31,3726608.700000001
2025-08-01,3726608.700000001
2025-08-04,3741071.9000000013
2025-08-05,3755737.1000000015
2025-08-06,3755737.1000000015
2025-08-07,3783007.1000000015
2025-08-08,3783007.1000000015
2025-08-11,3783007.1000000015
2025-08-12,3783007.1000000015
2025-08-13,3859923.6500000013
2025-08-14,3859923.6500000013
2025-08-15,3840293.6500000013
2025-08-18,3849333.1500000013
2025-08-19,3771098.550000001
2025-08-20,3830521.9000000013
2025-08-21,3858044.4000000013
2025-08-22,3846793.0000000014
2025-08-25,3819795.7000000016
2025-08-26,3797871.7000000016
2025-08-27,3797871.7000000016
2025-08-28,3814439.9000000013
2025-08-29,3814439.9000000013
2025-09-01,3840184.800000001
2025-09-02,3864333.9000000013
2025-09-03,3889028.4000000013
2025-09-04,3901956.4000000013
2025-09-05,3901956.4000000013
2025-09-08,3901956.4000000013
2025-09-09,3901956.4000000013
2025-09-10,3901956.4000000013
2025-09-11,3901956.4000000013
2025-09-12,3960761.125000001
2025-09-15,3960761.125000001
2025-09-16,4060816.7750000013
2025-09-17,4106721.2750000013
2025-09-18,4128082.7750000013
2025-09-19,4128082.7750000013
2025-09-22,4128082.775000002
2025-09-23,4128082.775000002
2025-09-24,4142677.275000002
2025-09-25,4142677.275000002
2025-09-26,4242313.775000002
2025-09-29,4242313.775000002
2025-09-30,4242313.775000002
2025-10-01,4242313.775000002
2025-10-02,4182036.9750000015
2025-10-03,4125239.6250000014
2025-10-06,4125239.6250000014
2025-10-07,4125239.6250000014
2025-10-08,4125239.6250000014
2025-10-09,4159933.1250000014
2025-10-10,4180905.775000002
2025-10-13,4180905.775000002
2025-10-14,4247778.675000003
2025-10-15,4247778.675000002
2025-10-16,4289552.275000002
2025-10-17,4263938.675000002
2025-10-20,4254177.4750000015
2025-10-21,4254177.4750000015
2025-10-22,4254177.4750000015
2025-10-23,4237991.4750000015
2025-10-24,4237991.4750000015
2025-10-27,4237991.4750000015
2025-10-28,4248026.4750000015
2025-10-29,4232634.4750000015
2025-10-30,4232634.4750000015
2025-10-31,4189568.0750000016
2025-11-03,4189568.0750000016
2025-11-04,4256010.925000002
2025-11-05,4256010.925000002
2025-11-06,4256010.925000002
2025-11-07,4256010.925000002
2025-11-10,4256010.925000002
2025-11-11,4256010.925000002
2025-11-12,4195572.525000002
2025-11-13,4195572.525000002
2025-11-14,4159111.5250000022
2025-11-17,4124519.025000002
2025-11-18,4138785.2750000022
2025-11-19,4162693.525000002
2025-11-20,4184347.925000002
2025-11-21,4160392.925000002
2025-11-24,4160392.925000002
2025-11-25,4160392.925000002
2025-11-26,4160392.925000002
2025-11-27,4160392.925000002
2025-11-28,4160392.925000002
2025-12-01,4160392.925000002
2025-12-02,4160392.925000002
2025-12-03,4160392.925000002
2025-12-04,4160392.925000002
2025-12-05,4057696.1250000023
2025-12-08,4057696.1250000023
2025-12-09,4057696.1250000023
2025-12-10,4057696.1250000023
2025-12-11,4081784.6250000023
2025-12-12,4098121.3750000023
2025-12-15,4098121.3750000023
2025-12-16,4135006.5750000025
2025-12-17,4135006.5750000025
2025-12-18,4150560.5750000025
2025-12-19,4150560.5750000025
2025-12-22,4174800.5750000025
2025-12-23,4174800.5750000025
2025-12-24,4218949.925000003
2025-12-25,4218949.925000003
2025-12-26,4218949.925000003
2025-12-29,4218949.925000003
2025-12-30,4218949.925000003
2025-12-31,4218949.925000003
