horizon,threshold,limit,take_profit,stop_loss,final_capital,profit,orders,fills,fill_rate
10,0.55,0.0,0.07,0.08,3032903.5,32903.5,79,1,0.012658227848101266
10,0.55,0.0,0.07,0.12,3032903.5,32903.5,79,1,0.012658227848101266
10,0.55,0.0,0.07,0.16,3032903.5,32903.5,79,1,0.012658227848101266
10,0.55,0.0,0.07,0.2,3032903.5,32903.5,79,1,0.012658227848101266
15,0.6,0.0,0.07,0.08,3032903.5,32903.5,79,1,0.012658227848101266
15,0.6,0.0,0.07,0.12,3032903.5,32903.5,79,1,0.012658227848101266
15,0.6,0.0,0.07,0.16,3032903.5,32903.5,79,1,0.012658227848101266
15,0.6,0.0,0.07,0.2,3032903.5,32903.5,79,1,0.012658227848101266
10,0.6,-0.03,0.05,0.16,3031928.6,31928.600000000093,92,10,0.10869565217391304
20,0.65,-0.03,0.07,0.12,3029205.6500000004,29205.650000000373,76,7,0.09210526315789473
15,0.7,0.0,0.03,0.2,3027663.0,27663.0,422,96,0.22748815165876776
30,0.7,-0.03,0.07,0.08,3026811.4150000005,26811.415000000503,79,7,0.08860759493670886
30,0.7,-0.02,0.07,0.08,3026551.110000001,26551.1100000008,79,7,0.08860759493670886
10,0.6,-0.02,0.05,0.16,3026274.1500000004,26274.150000000373,92,7,0.07608695652173914
10,0.55,-0.01,0.05,0.08,3024812.3749999995,24812.374999999534,201,51,0.2537313432835821
10,0.65,-0.01,0.05,0.08,3024300.6,24300.600000000093,53,1,0.018867924528301886
10,0.65,-0.01,0.05,0.12,3024300.6,24300.600000000093,53,1,0.018867924528301886
10,0.65,-0.01,0.05,0.16,3024300.6,24300.600000000093,53,1,0.018867924528301886
10,0.65,-0.01,0.05,0.2,3024300.6,24300.600000000093,53,1,0.018867924528301886
15,0.7,-0.01,0.05,0.08,3024300.6,24300.600000000093,48,1,0.020833333333333332
15,0.7,-0.01,0.05,0.12,3024300.6,24300.600000000093,48,1,0.020833333333333332
15,0.7,-0.01,0.05,0.16,3024300.6,24300.600000000093,48,1,0.020833333333333332
15,0.7,-0.01,0.05,0.2,3024300.6,24300.600000000093,48,1,0.020833333333333332
10,0.55,-0.02,0.05,0.08,3020602.170000001,20602.170000000857,201,57,0.2835820895522388
30,0.6,0.0,0.05,0.12,3020451.000427246,20451.000427246094,9798,161,0.01643192488262911
30,0.6,0.0,0.07,0.08,3020018.0000000005,20018.000000000466,678,128,0.1887905604719764
30,0.6,0.0,0.05,0.08,3012475.500427246,12475.500427246094,9798,218,0.022249438660951214
10,0.55,-0.03,0.05,0.2,3012069.5500000007,12069.550000000745,201,48,0.23880597014925373
15,0.55,0.0,0.05,0.12,3009447.0,9447.0,941,169,0.179596174282678
20,0.65,-0.02,0.07,0.12,3008562.3900000006,8562.390000000596,76,6,0.07894736842105263
10,0.65,-0.01,0.03,0.16,3007341.9700000007,7341.970000000671,275,83,0.3018181818181818
10,0.6,-0.01,0.07,0.08,3005988.0,5988.0,51,1,0.0196078431372549
10,0.6,-0.01,0.07,0.12,3005988.0,5988.0,51,1,0.0196078431372549
