horizon,threshold,limit,take_profit,stop_loss,final_capital,profit,orders,fills,fill_rate
15,0.7,-0.03,0.07,0.2,3000000.0,0.0,4,0,0.0
15,0.7,-0.02,0.07,0.08,3000000.0,0.0,4,0,0.0
15,0.7,-0.02,0.07,0.12,3000000.0,0.0,4,0,0.0
15,0.7,-0.02,0.07,0.16,3000000.0,0.0,4,0,0.0
15,0.7,-0.02,0.07,0.2,3000000.0,0.0,4,0,0.0
15,0.7,-0.01,0.07,0.08,3000000.0,0.0,4,0,0.0
15,0.7,-0.01,0.07,0.12,3000000.0,0.0,4,0,0.0
15,0.7,-0.01,0.07,0.16,3000000.0,0.0,4,0,0.0
15,0.7,-0.01,0.07,0.2,3000000.0,0.0,4,0,0.0
15,0.7,0.0,0.05,0.08,3000000.0,0.0,48,0,0.0
15,0.7,0.0,0.05,0.12,3000000.0,0.0,48,0,0.0
15,0.7,0.0,0.05,0.16,3000000.0,0.0,48,0,0.0
15,0.7,0.0,0.05,0.2,3000000.0,0.0,48,0,0.0
15,0.7,0.0,0.07,0.08,3000000.0,0.0,4,0,0.0
15,0.7,0.0,0.07,0.12,3000000.0,0.0,4,0,0.0
15,0.7,0.0,0.07,0.16,3000000.0,0.0,4,0,0.0
15,0.7,0.0,0.07,0.2,3000000.0,0.0,4,0,0.0
20,0.7,-0.03,0.07,0.08,3000000.0,0.0,35,0,0.0
20,0.7,-0.03,0.07,0.12,3000000.0,0.0,35,0,0.0
20,0.7,-0.03,0.07,0.16,3000000.0,0.0,35,0,0.0
20,0.7,-0.03,0.07,0.2,3000000.0,0.0,35,0,0.0
20,0.7,-0.02,0.07,0.08,3000000.0,0.0,35,0,0.0
20,0.7,-0.02,0.07,0.12,3000000.0,0.0,35,0,0.0
20,0.7,-0.02,0.07,0.16,3000000.0,0.0,35,0,0.0
20,0.7,-0.02,0.07,0.2,3000000.0,0.0,35,0,0.0
20,0.7,-0.01,0.07,0.08,3000000.0,0.0,35,0,0.0
20,0.7,-0.01,0.07,0.12,3000000.0,0.0,35,0,0.0
20,0.7,-0.01,0.07,0.16,3000000.0,0.0,35,0,0.0
20,0.7,-0.01,0.07,0.2,3000000.0,0.0,35,0,0.0
20,0.7,0.0,0.07,0.08,3000000.0,0.0,35,0,0.0
20,0.7,0.0,0.07,0.12,3000000.0,0.0,35,0,0.0
20,0.7,0.0,0.07,0.16,3000000.0,0.0,35,0,0.0
20,0.7,0.0,0.07,0.2,3000000.0,0.0,35,0,0.0
20,0.65,0.0,0.07,0.12,2999936.5,-63.5,76,3,0.039473684210526314
20,0.65,0.0,0.05,0.2,2997595.0,-2405.0,322,76,0.2360248447204969
30,0.65,-0.03,0.07,0.12,2995859.3950000023,-4140.604999997653,221,62,0.28054298642533937
20,0.6,0.0,0.05,0.08,2995663.0,-4337.0,1097,194,0.17684594348222424
20,0.7,-0.03,0.05,0.12,2995522.075000001,-4477.924999998882,94,13,0.13829787234042554
10,0.55,-0.01,0.05,0.12,2993363.25,-6636.75,201,50,0.24875621890547264
20,0.55,0.0,0.05,0.16,2992678.500427246,-7321.499572753906,4780,195,0.04079497907949791
20,0.7,-0.02,0.05,0.12,2991485.5500000003,-8514.44999999972,94,12,0.1276595744680851
20,0.7,0.0,0.05,0.08,2990647.5,-9352.5,94,9,0.09574468085106383
10,0.7,-0.02,0.03,0.08,2990401.8,-9598.200000000186,92,7,0.07608695652173914
15,0.65,-0.01,0.05,0.08,2989599.5249999994,-10400.475000000559,104,10,0.09615384615384616
15,0.65,0.0,0.05,0.12,2989235.5,-10764.5,104,9,0.08653846153846154
30,0.55,0.0,0.07,0.08,2988515.0000000014,-11484.999999998603,2798,191,0.06826304503216583
20,0.65,-0.01,0.07,0.08,2984683.855,-15316.145000000019,76,4,0.05263157894736842
20,0.55,-0.01,0.07,0.08,2982963.035000001,-17036.96499999892,395,101,0.25569620253164554
10,0.6,-0.03,0.05,0.12,2980460.0500000007,-19539.949999999255,92,13,0.14130434782608695
10,0.65,-0.01,0.03,0.08,2980321.6850000015,-19678.314999998547,275,95,0.34545454545454546
10,0.7,-0.03,0.03,0.08,2980144.795000001,-19855.204999999143,92,10,0.10869565217391304
10,0.6,-0.02,0.05,0.08,2978240.8500000006,-21759.14999999944,92,7,0.07608695652173914
15,0.65,0.0,0.05,0.08,2978092.5,-21907.5,104,9,0.08653846153846154
10,0.7,-0.02,0.03,0.16,2975861.1599999997,-24138.840000000317,92,7,0.07608695652173914
30,0.55,0.0,0.05,0.2,2974754.500427246,-25245.499572753906,16271,151,0.009280314670272264
30,0.7,-0.02,0.07,0.12,2973005.1900000004,-26994.80999999959,79,7,0.08860759493670886
30,0.7,-0.03,0.07,0.12,2972740.5350000006,-27259.464999999385,79,7,0.08860759493670886
10,0.55,-0.03,0.05,0.08,2970594.6800000016,-29405.319999998435,201,61,0.3034825870646766
15,0.6,-0.02,0.05,0.08,2970443.5900000017,-29556.409999998286,315,100,0.31746031746031744
15,0.65,-0.02,0.05,0.12,2965980.45,-34019.549999999814,104,12,0.11538461538461539
30,0.7,0.0,0.07,0.12,2965076.5,-34923.5,79,4,0.05063291139240506
30,0.6,-0.01,0.07,0.08,2961390.695000003,-38609.30499999691,678,138,0.20353982300884957
10,0.7,-0.03,0.03,0.16,2961349.835000001,-38650.164999999106,92,10,0.10869565217391304
30,0.7,-0.01,0.07,0.08,2961211.455,-38788.544999999925,79,5,0.06329113924050633
10,0.55,-0.02,0.05,0.16,2958351.9,-41648.10000000009,201,52,0.25870646766169153
20,0.65,0.0,0.07,0.08,2951151.5,-48848.5,76,3,0.039473684210526314
10,0.7,-0.02,0.03,0.12,2951046.119999999,-48953.88000000082,92,7,0.07608695652173914
15,0.55,0.0,0.05,0.2,2950732.5,-49267.5,941,169,0.179596174282678
10,0.7,-0.01,0.03,0.08,2949154.5799999996,-50845.42000000039,92,4,0.043478260869565216
20,0.7,-0.01,0.05,0.08,2945528.175,-54471.825000000186,94,10,0.10638297872340426
20,0.7,-0.01,0.05,0.12,2945083.7749999994,-54916.22500000056,94,10,0.10638297872340426
20,0.65,-0.01,0.07,0.12,2943399.0949999997,-56600.90500000026,76,4,0.05263157894736842
20,0.65,-0.02,0.05,0.12,2941814.120000002,-58185.879999998026,322,85,0.2639751552795031
10,0.7,-0.03,0.03,0.12,2940403.2750000004,-59596.72499999963,92,10,0.10869565217391304
30,0.6,-0.01,0.05,0.16,2935558.372931519,-64441.62706848094,9798,153,0.015615431720759338
10,0.7,0.0,0.03,0.08,2935222.0,-64778.0,92,3,0.03260869565217391
10,0.6,-0.01,0.05,0.08,2931968.925,-68031.07500000019,92,5,0.05434782608695652
10,0.6,0.0,0.05,0.12,2931345.5,-68654.5,92,4,0.043478260869565216
30,0.55,0.0,0.07,0.16,2931220.0,-68780.0,2798,139,0.049678341672623305
15,0.7,-0.01,0.03,0.08,2930387.6050000014,-69612.39499999862,422,123,0.2914691943127962
20,0.65,-0.02,0.05,0.2,2929849.1000000015,-70150.89999999851,322,80,0.2484472049689441
10,0.55,-0.02,0.05,0.12,2928921.3000000007,-71078.69999999925,201,54,0.26865671641791045
30,0.6,-0.01,0.05,0.2,2928700.5704315198,-71299.42956848023,9798,140,0.014288630332720964
20,0.7,-0.03,0.05,0.08,2927912.3600000003,-72087.63999999966,94,14,0.14893617021276595
30,0.7,0.0,0.07,0.08,2927911.5,-72088.5,79,4,0.05063291139240506
20,0.6,0.0,0.05,0.12,2925949.0,-74051.0,1097,152,0.13855970829535097
30,0.65,0.0,0.05,0.2,2923392.000427246,-76607.9995727539,2164,153,0.07070240295748614
30,0.55,0.0,0.05,0.16,2922553.500427246,-77446.4995727539,16271,147,0.009034478520066376
30,0.7,0.0,0.05,0.08,2922506.0,-77494.0,471,95,0.20169851380042464
30,0.6,0.0,0.07,0.12,2922157.0,-77843.0,678,105,0.15486725663716813
10,0.65,-0.01,0.03,0.2,2921383.740000001,-78616.25999999885,275,79,0.2872727272727273
15,0.65,-0.01,0.05,0.12,2919828.7249999996,-80171.27500000037,104,10,0.09615384615384616
10,0.6,-0.02,0.05,0.12,2919631.6500000004,-80368.34999999963,92,7,0.07608695652173914
10,0.7,-0.01,0.03,0.12,2910184.7399999998,-89815.26000000024,92,4,0.043478260869565216
30,0.6,0.0,0.05,0.2,2910082.000427246,-89917.9995727539,9798,142,0.014492753623188406
10,0.6,0.0,0.05,0.08,2908582.5,-91417.5,92,4,0.043478260869565216
30,0.7,-0.01,0.07,0.12,2908190.4949999996,-91809.50500000035,79,5,0.06329113924050633
20,0.7,0.0,0.03,0.08,2905827.2002563477,-94172.79974365234,1964,237,0.12067209775967414
15,0.6,-0.02,0.05,0.2,2903820.800000001,-96179.19999999879,315,83,0.2634920634920635
20,0.7,-0.02,0.05,0.08,2900559.690000001,-99440.30999999912,94,12,0.1276595744680851
30,0.55,0.0,0.07,0.12,2900187.0000000005,-99812.99999999953,2798,150,0.053609721229449604
30,0.6,-0.02,0.07,0.16,2898039.0600000024,-101960.93999999762,678,101,0.14896755162241887
15,0.7,-0.01,0.03,0.12,2896758.629999999,-103241.37000000104,422,111,0.26303317535545023
10,0.7,0.0,0.03,0.12,2896638.0,-103362.0,92,3,0.03260869565217391
10,0.55,-0.03,0.05,0.16,2892202.75,-107797.25,201,51,0.2537313432835821
15,0.6,-0.02,0.05,0.12,2891628.7200000016,-108371.2799999984,315,88,0.27936507936507937
30,0.6,-0.01,0.07,0.16,2890513.8600000003,-109486.13999999966,678,107,0.15781710914454278
30,0.55,-0.02,0.07,0.16,2887341.3900000015,-112658.60999999847,2798,113,0.040385989992852034
30,0.7,-0.02,0.05,0.16,2882317.080000001,-117682.919999999,471,85,0.18046709129511676
10,0.6,-0.01,0.05,0.12,2873934.3249999997,-126065.67500000028,92,5,0.05434782608695652
30,0.55,-0.01,0.05,0.08,2860573.012931522,-139426.98706847802,16271,208,0.012783479810706164
10,0.55,-0.03,0.05,0.12,2860553.275000001,-139446.72499999916,201,56,0.27860696517412936
15,0.6,-0.03,0.05,0.2,2856208.7000000007,-143791.29999999935,315,80,0.25396825396825395
30,0.6,-0.02,0.07,0.08,2855884.1800000025,-144115.8199999975,678,132,0.19469026548672566
20,0.65,-0.02,0.05,0.08,2838482.510000002,-161517.4899999979,322,100,0.3105590062111801
15,0.7,-0.01,0.03,0.16,2827794.35,-172205.6499999999,422,104,0.24644549763033174
15,0.7,-0.01,0.03,0.2,2827652.1700000004,-172347.8299999996,422,101,0.23933649289099526
15,0.55,-0.01,0.05,0.16,2817032.820000002,-182967.17999999784,941,163,0.17321997874601489
20,0.65,-0.03,0.05,0.2,2814740.7750000013,-185259.2249999987,322,77,0.2391304347826087
30,0.55,-0.01,0.05,0.16,2812269.4129315196,-187730.58706848044,16271,151,0.009280314670272264
15,0.65,0.0,0.03,0.08,2801006.2002563477,-198993.79974365234,2223,241,0.10841205578047683
30,0.65,-0.02,0.05,0.2,2796744.0904357936,-203255.90956420638,2164,136,0.06284658040665435
30,0.7,-0.01,0.05,0.08,2788453.642500002,-211546.35749999806,471,106,0.22505307855626328
15,0.6,-0.02,0.05,0.16,2773794.0000000005,-226205.99999999953,315,80,0.25396825396825395
30,0.7,-0.01,0.05,0.12,2772891.4325,-227108.5674999999,471,96,0.20382165605095542
20,0.6,0.0,0.05,0.16,2771927.0,-228073.0,1097,157,0.1431175934366454
15,0.6,-0.03,0.05,0.08,2771257.370000002,-228742.62999999803,315,97,0.30793650793650795
10,0.65,-0.02,0.03,0.2,2755937.26,-244062.74000000022,275,82,0.29818181818181816
30,0.6,-0.03,0.07,0.2,2753699.1800000016,-246300.81999999844,678,94,0.13864306784660768
10,0.65,-0.02,0.03,0.08,2751900.050000001,-248099.9499999988,275,93,0.3381818181818182
15,0.55,-0.01,0.05,0.12,2736459.865000002,-263540.1349999979,941,166,0.17640807651434645
15,0.55,-0.01,0.05,0.08,2730672.785000003,-269327.21499999706,941,184,0.19553666312433582
10,0.65,-0.02,0.03,0.12,2721336.6800000006,-278663.31999999937,275,88,0.32
30,0.55,-0.01,0.05,0.2,2715472.8204315198,-284527.17956848023,16271,139,0.0085428062196546
20,0.65,0.0,0.03,0.2,2715145.2002563477,-284854.79974365234,10190,194,0.01903827281648675
10,0.65,-0.02,0.03,0.16,2711722.34,-288277.66000000015,275,85,0.3090909090909091
30,0.65,0.0,0.05,0.08,2711021.5004272466,-288978.49957275344,2164,184,0.08502772643253234
10,0.65,-0.03,0.03,0.2,2704728.3550000004,-295271.64499999955,275,84,0.3054545454545455
15,0.7,-0.02,0.03,0.08,2700898.2700000014,-299101.7299999986,422,122,0.2890995260663507
15,0.6,-0.03,0.05,0.16,2699340.9500000007,-300659.04999999935,315,79,0.2507936507936508
30,0.7,-0.03,0.05,0.16,2696007.947500001,-303992.0524999988,471,76,0.1613588110403397
20,0.6,-0.01,0.05,0.16,2680409.550000002,-319590.44999999786,1097,152,0.13855970829535097
20,0.7,0.0,0.03,0.2,2676092.700256348,-323907.2997436519,1964,168,0.0855397148676171
30,0.7,-0.02,0.05,0.08,2673176.6900000027,-326823.30999999726,471,104,0.2208067940552017
30,0.6,-0.02,0.07,0.12,2670469.8600000017,-329530.13999999827,678,107,0.15781710914454278
15,0.6,-0.03,0.05,0.12,2669358.3800000013,-330641.6199999987,315,84,0.26666666666666666
20,0.55,-0.02,0.07,0.2,2664485.620000003,-335514.3799999971,395,82,0.20759493670886076
30,0.7,0.0,0.03,0.16,2652629.7002563477,-347370.29974365234,13624,182,0.013358778625954198
20,0.6,0.0,0.05,0.2,2652240.0,-347760.0,1097,153,0.13947128532360983
20,0.55,-0.01,0.05,0.2,2652222.100314333,-347777.8996856669,4780,164,0.03430962343096234
20,0.55,-0.03,0.07,0.08,2651015.9600000028,-348984.03999999724,395,106,0.2683544303797468
15,0.55,-0.01,0.05,0.2,2646923.0500000026,-353076.9499999974,941,151,0.16046758767268862
20,0.55,0.0,0.03,0.12,2646384.2002563477,-353615.79974365234,24684,217,0.0087911197536866
20,0.55,-0.02,0.07,0.12,2646334.040000002,-353665.9599999981,395,90,0.22784810126582278
30,0.65,0.0,0.03,0.08,2642413.700256348,-357586.2997436519,23746,251,0.010570201297060558
30,0.65,-0.01,0.05,0.16,2642344.887931519,-357655.1120684808,2164,141,0.06515711645101664
30,0.65,-0.01,0.05,0.2,2638052.97043152,-361947.02956847986,2164,125,0.057763401109057304
20,0.65,0.0,0.03,0.08,2634205.7002563477,-365794.29974365234,10190,260,0.02551521099116781
30,0.55,0.0,0.03,0.08,2633065.7002563477,-366934.29974365234,25194,244,0.009684845598158291
30,0.6,0.0,0.03,0.08,2633065.7002563477,-366934.29974365234,25191,244,0.009685998967885356
20,0.6,0.0,0.03,0.08,2628355.7002563477,-371644.29974365234,18403,260,0.014128131282943
30,0.65,0.0,0.05,0.12,2621199.000427246,-378800.9995727539,2164,153,0.07070240295748614
30,0.55,0.0,0.05,0.12,2621105.500427246,-378894.4995727539,16271,166,0.010202200233544343
15,0.7,-0.02,0.03,0.12,2618102.200000002,-381897.79999999795,422,113,0.2677725118483412
30,0.65,0.0,0.03,0.12,2615029.2002563477,-384970.79974365234,23746,197,0.008296134085740757
30,0.55,-0.01,0.07,0.08,2612185.8400000026,-387814.15999999736,2798,171,0.06111508220157255
10,0.65,-0.03,0.03,0.16,2611864.035000001,-388135.9649999989,275,87,0.31636363636363635
20,0.55,-0.02,0.07,0.16,2608221.2600000026,-391778.73999999743,395,86,0.21772151898734177
20,0.6,-0.01,0.05,0.2,2607600.200000003,-392399.799999997,1097,154,0.14038286235186873
30,0.6,0.0,0.05,0.16,2602062.000427246,-397937.9995727539,9798,136,0.01388038375178608
30,0.55,-0.03,0.07,0.12,2600407.6750000017,-399592.3249999983,2798,130,0.04646175839885633
20,0.55,0.0,0.03,0.08,2596492.2002563477,-403507.79974365234,24684,262,0.010614163020580132
20,0.6,-0.02,0.05,0.2,2594778.295117189,-405221.7048828108,1097,139,0.1267092069279854
30,0.6,-0.03,0.07,0.12,2592597.1700000037,-407402.82999999635,678,108,0.1592920353982301
20,0.55,-0.02,0.05,0.12,2592239.720435795,-407760.2795642051,4780,174,0.036401673640167366
20,0.65,-0.02,0.05,0.16,2591106.280000001,-408893.7199999988,322,78,0.2422360248447205
10,0.65,-0.03,0.03,0.08,2590926.2100000028,-409073.78999999724,275,99,0.36
30,0.55,0.0,0.03,0.2,2588665.7002563477,-411334.29974365234,25194,175,0.0069460982773676275
30,0.6,0.0,0.03,0.2,2588665.7002563477,-411334.29974365234,25191,175,0.006946925489262038
30,0.65,0.0,0.03,0.2,2588665.7002563477,-411334.29974365234,23746,175,0.007369662258906763
20,0.55,-0.03,0.07,0.2,2583265.1250000023,-416734.8749999977,395,82,0.20759493670886076
30,0.6,-0.02,0.05,0.2,2582899.290435794,-417100.7095642062,9798,134,0.013676260461318637
20,0.55,-0.02,0.07,0.08,2582295.650000002,-417704.34999999823,395,106,0.2683544303797468
30,0.7,-0.02,0.05,0.12,2580333.3400000017,-419666.6599999983,471,94,0.19957537154989385
30,0.55,-0.01,0.07,0.12,2580038.3800000018,-419961.61999999825,2798,140,0.05003573981415296
15,0.65,0.0,0.03,0.12,2578329.2002563477,-421670.79974365234,2223,196,0.08816914080071975
30,0.55,0.0,0.03,0.16,2578284.2002563477,-421715.79974365234,25194,192,0.0076208621100261964
30,0.6,0.0,0.03,0.16,2578284.2002563477,-421715.79974365234,25191,192,0.007621769679647493
30,0.65,0.0,0.03,0.16,2578284.2002563477,-421715.79974365234,23746,192,0.008085572306914849
30,0.6,-0.01,0.05,0.12,2577145.562931521,-422854.43706847914,9798,153,0.015615431720759338
10,0.65,-0.03,0.03,0.12,2564734.2250000024,-435265.7749999976,275,92,0.33454545454545453
30,0.6,-0.01,0.07,0.12,2562495.4500000007,-437504.54999999935,678,109,0.1607669616519174
20,0.6,-0.01,0.05,0.08,2558840.1850000033,-441159.8149999967,1097,190,0.1731996353691887
20,0.65,-0.03,0.05,0.08,2556800.3600000013,-443199.63999999873,322,95,0.2950310559006211
15,0.65,0.0,0.03,0.2,2556478.7002563477,-443521.29974365234,2223,182,0.08187134502923976
20,0.65,-0.01,0.03,0.2,2522211.2372589125,-477788.76274108747,10190,176,0.017271835132482826
30,0.7,-0.01,0.03,0.16,2520864.552258912,-479135.447741088,13624,167,0.01225778038755138
20,0.65,-0.03,0.05,0.16,2514117.0500000007,-485882.94999999925,322,74,0.22981366459627328
20,0.55,-0.01,0.05,0.08,2512723.110431521,-487276.8895684788,4780,209,0.04372384937238494
20,0.65,0.0,0.03,0.12,2512016.7002563477,-487983.29974365234,10190,200,0.019627085377821395
20,0.65,-0.03,0.05,0.12,2509782.955,-490217.0449999999,322,80,0.2484472049689441
15,0.55,0.0,0.03,0.08,2509478.2002563477,-490521.79974365234,16438,278,0.01691203309405037
30,0.65,-0.01,0.05,0.12,2506268.1229315195,-493731.8770684805,2164,134,0.06192236598890943
20,0.55,-0.03,0.07,0.16,2504968.450000002,-495031.54999999795,395,82,0.20759493670886076
20,0.7,0.0,0.03,0.16,2499547.2002563477,-500452.79974365234,1964,181,0.09215885947046844
30,0.55,-0.02,0.05,0.2,2498964.3404357936,-501035.6595642064,16271,135,0.008296970069448713
20,0.55,-0.03,0.07,0.12,2494132.8350000028,-505867.16499999724,395,93,0.23544303797468355
30,0.55,-0.01,0.03,0.08,2493944.6172589143,-506055.3827410857,25194,209,0.008295625942684766
30,0.6,-0.01,0.03,0.08,2493944.6172589143,-506055.3827410857,25191,209,0.008296613870032948
30,0.65,-0.01,0.03,0.08,2493944.6172589143,-506055.3827410857,23746,209,0.008801482354922934
30,0.7,-0.01,0.03,0.08,2491489.6772589143,-508510.32274108566,13624,205,0.01504697592483852
20,0.55,0.0,0.03,0.2,2489285.7002563477,-510714.29974365234,24684,190,0.007697293793550478
20,0.6,0.0,0.03,0.2,2489285.7002563477,-510714.29974365234,18403,190,0.01032440362984296
15,0.7,-0.02,0.03,0.2,2483722.7200000016,-516277.2799999984,422,101,0.23933649289099526
15,0.7,-0.03,0.03,0.08,2481362.320000002,-518637.67999999784,422,122,0.2890995260663507
20,0.7,-0.02,0.03,0.2,2459062.8142614765,-540937.1857385235,1964,167,0.08503054989816701
30,0.65,-0.02,0.05,0.16,2456421.260435793,-543578.7395642069,2164,135,0.062384473197781884
15,0.6,0.0,0.03,0.08,2449607.7002563477,-550392.2997436523,9677,264,0.027281182184561333
30,0.6,-0.03,0.07,0.16,2447306.740000001,-552693.2599999988,678,98,0.14454277286135694
30,0.55,-0.01,0.03,0.2,2446826.6322589125,-553173.3677410875,25194,148,0.005874414543145193
30,0.6,-0.01,0.03,0.2,2446826.6322589125,-553173.3677410875,25191,148,0.005875114128061609
30,0.65,-0.01,0.03,0.2,2446826.6322589125,-553173.3677410875,23746,148,0.0062326286532468625
30,0.55,-0.01,0.05,0.12,2445774.5529315206,-554225.4470684794,16271,152,0.009341773707823735
20,0.7,0.0,0.03,0.12,2444244.7002563477,-555755.2997436523,1964,180,0.09164969450101833
30,0.7,0.0,0.03,0.08,2440372.2002563486,-559627.7997436514,13624,235,0.017248972401644157
20,0.7,-0.02,0.03,0.12,2435933.1642614766,-564066.8357385234,1964,189,0.09623217922606925
20,0.7,-0.01,0.03,0.16,2433037.0572589114,-566962.9427410886,1964,176,0.08961303462321792
30,0.65,0.0,0.05,0.16,2432403.000427246,-567596.9995727539,2164,136,0.06284658040665435
20,0.55,-0.02,0.03,0.2,2432316.9142614766,-567683.0857385234,24684,186,0.007535245503159942
20,0.6,-0.02,0.03,0.2,2432316.9142614766,-567683.0857385234,18403,186,0.01010704776395153
20,0.65,-0.02,0.03,0.2,2432316.9142614766,-567683.0857385234,10190,186,0.018253189401373895
30,0.6,-0.02,0.05,0.16,2426105.4904357926,-573894.5095642074,9798,127,0.012961828944682589
20,0.6,-0.01,0.05,0.12,2419253.26511719,-580746.7348828102,1097,157,0.1431175934366454
20,0.7,-0.01,0.03,0.12,2418159.6772589125,-581840.3227410875,1964,182,0.09266802443991853
30,0.55,0.0,0.03,0.12,2416538.2002563477,-583461.7997436523,25194,197,0.00781932206080813
30,0.6,0.0,0.03,0.12,2416538.2002563477,-583461.7997436523,25191,197,0.00782025326505498
30,0.55,-0.03,0.05,0.2,2409514.0250000013,-590485.9749999987,16271,115,0.007067789318419273
30,0.6,-0.03,0.05,0.2,2409514.0250000013,-590485.9749999987,9798,115,0.011737089201877934
15,0.7,-0.02,0.03,0.16,2406036.090000001,-593963.9099999992,422,105,0.24881516587677724
30,0.55,-0.01,0.07,0.16,2402980.280000001,-597019.7199999988,2798,123,0.043959971408148675
30,0.55,-0.02,0.07,0.12,2393013.4400000023,-606986.5599999977,2798,128,0.045746962115797
20,0.55,-0.01,0.03,0.16,2390182.537258913,-609817.4627410872,24684,177,0.007170636849781235
20,0.6,-0.01,0.03,0.16,2390182.537258913,-609817.4627410872,18403,177,0.009617997065695811
30,0.55,-0.01,0.03,0.16,2387682.827258912,-612317.1727410881,25194,167,0.006628562356116536
30,0.6,-0.01,0.03,0.16,2387682.827258912,-612317.1727410881,25191,167,0.006629351752610059
30,0.65,-0.01,0.03,0.16,2387682.827258912,-612317.1727410881,23746,167,0.007032763412785311
20,0.65,-0.02,0.03,0.12,2386411.464261477,-613588.5357385231,10190,187,0.018351324828263002
20,0.55,-0.02,0.05,0.08,2385105.890435795,-614894.1095642052,4780,225,0.04707112970711297
15,0.7,-0.03,0.03,0.16,2368909.4400000013,-631090.5599999987,422,102,0.24170616113744076
30,0.65,-0.01,0.05,0.08,2366579.0604315214,-633420.9395684786,2164,182,0.08410351201478743
30,0.7,0.0,0.03,0.2,2363469.2002563477,-636530.7997436523,13624,166,0.012184380504991193
30,0.65,-0.03,0.05,0.2,2363420.000000002,-636579.9999999981,2164,113,0.0522181146025878
15,0.7,-0.03,0.03,0.12,2362093.780000002,-637906.2199999979,422,109,0.25829383886255924
15,0.7,-0.03,0.03,0.2,2354156.080000001,-645843.919999999,422,100,0.23696682464454977
20,0.6,-0.02,0.05,0.08,2348948.8300000033,-651051.1699999967,1097,174,0.15861440291704648
10,0.6,0.0,0.03,0.08,2338600.2002563477,-661399.7997436523,1059,229,0.21624173748819642
20,0.6,0.0,0.03,0.12,2330872.7002563477,-669127.2997436523,18403,209,0.011356843992827256
20,0.65,0.0,0.03,0.16,2330037.2002563477,-669962.7997436523,10190,181,0.017762512266928362
10,0.6,0.0,0.03,0.12,2326532.2002563477,-673467.7997436523,1059,195,0.18413597733711048
30,0.55,-0.02,0.05,0.16,2325480.330435793,-674519.6695642071,16271,128,0.007866756806588408
30,0.7,-0.03,0.05,0.08,2317129.370000002,-682870.629999998,471,106,0.22505307855626328
20,0.55,-0.01,0.05,0.16,2308583.0704315198,-691416.9295684802,4780,164,0.03430962343096234
30,0.55,-0.03,0.03,0.2,2307597.8862640397,-692402.1137359603,25194,132,0.00523934270064301
30,0.6,-0.03,0.03,0.2,2307597.8862640397,-692402.1137359603,25191,132,0.005239966654757651
30,0.65,-0.03,0.03,0.2,2307597.8862640397,-692402.1137359603,23746,132,0.0055588309610039585
15,0.6,0.0,0.03,0.12,2304499.7002563477,-695500.2997436523,9677,216,0.022320967241913816
15,0.55,0.0,0.03,0.16,2304304.2002563477,-695695.7997436523,16438,199,0.012106095632072027
30,0.7,-0.03,0.03,0.2,2303656.9262640397,-696343.0737359603,13624,133,0.00976218438050499
30,0.55,-0.02,0.03,0.2,2302179.8342614756,-697820.1657385244,25194,144,0.0057156465825196475
30,0.6,-0.02,0.03,0.2,2302179.8342614756,-697820.1657385244,25191,144,0.0057163272597356195
30,0.65,-0.02,0.03,0.2,2302179.8342614756,-697820.1657385244,23746,144,0.006064179230186137
30,0.7,-0.01,0.03,0.2,2299318.4322589124,-700681.5677410876,13624,154,0.011303581914268937
20,0.55,-0.01,0.03,0.2,2298817.152258912,-701182.8477410879,24684,170,0.006887052341597796
20,0.6,-0.01,0.03,0.2,2298817.152258912,-701182.8477410879,18403,170,0.009237624300385806
30,0.65,-0.02,0.05,0.12,2291221.250435793,-708778.7495642072,2164,148,0.06839186691312385
20,0.55,0.0,0.03,0.16,2289227.2002563477,-710772.7997436523,24684,185,0.007494733430562308
20,0.6,0.0,0.03,0.16,2289227.2002563477,-710772.7997436523,18403,185,0.010052708797478672
20,0.7,-0.01,0.03,0.2,2277365.5472589117,-722634.4527410883,1964,157,0.079938900203666
30,0.7,-0.01,0.03,0.12,2271503.5772589124,-728496.4227410876,13624,172,0.01262477980035232
30,0.55,-0.01,0.03,0.12,2270861.2172589125,-729138.7827410875,25194,172,0.006827022306898468
30,0.6,-0.01,0.03,0.12,2270861.2172589125,-729138.7827410875,25191,172,0.006827835338017546
30,0.65,-0.01,0.03,0.12,2270861.2172589125,-729138.7827410875,23746,172,0.007243325191611218
30,0.6,-0.01,0.05,0.08,2269180.6004315214,-730819.3995684786,9798,185,0.018881404368238416
30,0.55,-0.03,0.07,0.08,2267827.4500000044,-732172.5499999956,2798,159,0.05682630450321658
30,0.55,-0.03,0.07,0.16,2262132.115000001,-737867.8849999988,2798,107,0.03824160114367405
20,0.55,-0.02,0.03,0.12,2261780.0342614767,-738219.9657385233,24684,187,0.007575757575757576
30,0.55,-0.03,0.07,0.2,2261555.065000001,-738444.9349999991,2798,103,0.0368120085775554
20,0.7,-0.02,0.03,0.16,2257610.7193786637,-742389.2806213363,1964,173,0.08808553971486761
15,0.65,0.0,0.03,0.16,2257262.2002563477,-742737.7997436523,2223,187,0.08412055780476833
20,0.7,-0.01,0.03,0.08,2254922.777258914,-745077.222741086,1964,217,0.1104887983706721
15,0.6,0.0,0.03,0.16,2252909.7002563477,-747090.2997436523,9677,193,0.019944197581895216
